gene_id	gene_name	EP1-BRN3B-RO	EP1-WT_hRO_2	EP1-WT_ROs_D45	H9-BRN3B_hRO_2	H9-BRN3B-RO	H9-CRX_hRO_2	H9-CRX_ROs_D45
NPTN	NPTN	211.999997377228	74.000000737288	130.00000039993998	78.99999893442298	168.99999912079295	82.99999943668102	139.000000333514
NR2C2	NR2C2	78.00000106581798	21.000001582270006	44.999996488073975	30.999998648946992	42.99999806965899	21.999999359740002	36.99999744865796
NR2E3	NR2E3	315.99999685899604	16.999999880315997	4.000001093896008	5.000000828157002	443.00000053136296	33.00000130341901	2.999998596099976
NRDE2	NRDE2	77.00000000790301	54.00000024895999	94.99999961626997	34.000000325045995	61.00000155242499	38.999999207995	81.99999853529498
NREP	NREP	416.99999607600296	172.00000099104398	538.0000030071241	199.99999922414196	336.00000138919194	194.00000066529603	395.00000602315714
NRG1	NRG1	121.000000012419	34.99999818075999	55.00000273798202	36.000002425115994	130.00000111816598	36.99999940340099	39.99999288116689
NRL	NRL	758.999991350949	40.000000976656	27.000002111046015	27.99999992086	834.000002312058	64.00000129303803	12.999996025493934
NSD3	NSD3	216.999996848835	136.00000171634198	236.99999978272996	164.000001221044	132.999998517505	151.00000033890703	172.99999918607196
NTAN1	NTAN1	75.999998949988	36.000000611608996	118.00000063342	47.000000709446994	50.000001898274	31.999998382709997	118.000000670041
NTM	NTM	54.00000185671398	10.99999866429199	20.999993439865946	11.999999334365995	28.999998895420994	11.999998827563994	21.999994977384915
NUBP2	NUBP2	217.99999499776604	101.99999928189598	251.00000712653403	122.00000133975398	128.999998450473	100.00000079414203	272.0000034748281
NUDT6	NUDT6	53.000000798798986	27.00000012448	83.99999836563998	35.999999477103984	49.99999977752599	30.999999989619006	74.00000122449802
NUF2	NUF2	28.00000053177999	18.999999394385995	229.99999962599597	35.99999947710399	9.999999107205998	21.99999935974	145.00000068930498
NUMA1	NUMA1	58.000000270406005	41.999997816911986	75.99999617784795	34.000000325045995	43.999998616603996	32.999998285006996	70.99998997403382
NUP214	NUP214	124.999998426111	32.999997329782985	37.999996331339965	32.999999275010985	80.999997646089	49.99999813326199	36.99999744865796
NUP54	NUP54	60.00000238623598	33.99999842372499	49.99999961302799	31.999999698981988	56.999999364644985	39.999999110292	58.99999558963393
NUP62	NUP62	40.00000449980796	22.999999759432995	81.00000281797001	24.000000142737996	22.999999855246994	15.000000043661004	76.99999982059799
NUP85	NUP85	92.99999948063899	44.99999976183099	148.99999680802594	38.99999967919699	46.000001831242	61.999998470032	137.99999552882892
NUP88	NUP88	35.00000211921697	20.999998908455993	36.99999781544998	13.000000384400998	19.999998214411992	17.999998241345992	35.999995807563934
OCLN	OCLN	11.000002910112972	4.0000003650470015	12.999998282409987	9.000000606279	10.999999654150997	4.999999511484997	15.999997785184963
