.feature	.sample	counts	counts_scaled	group	sample_name	TMM	multiplier	PC1	PC2	.abundant	edgerQLT_logFC	edgerQLT_logCPM	edgerQLT_F	edgerQLT_PValue	edgerQLT_FDR	edgerLR_logFC	edgerLR_logCPM	edgerLR_LR	edgerLR_PValue	edgerLR_FDR
AGAP1	DG-WT-hRGC	460.0000043752901	675.2632817028579	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.8657951718179693	10.894329955073164	9.106918895109608	0.010132824183692928	0.032167695821247386	0.8655974037734671	10.894329955073164	7.756114672666129	0.005353099299682026	0.016949127070233327
AGAP2	DG-WT-hRGC	143.999999607066	211.38676385869397	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	-2.198228815589529	8.386475705376402	30.562670603873606	1.063778853481245e-4	0.0011711326827316458	-2.1957096102167593	8.386475705376402	27.30799576064367	1.7349250969114537e-7	1.9640661474469286e-6
AGAP3	DG-WT-hRGC	377.000001970128	553.4222958933683	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	-1.3593658125546915	10.199518303749949	17.658080137912446	0.0010901531954732296	0.006113019356744879	-1.3569957877406549	10.199518303749949	15.667522831671942	7.550970265357492e-5	4.3563289992447064e-4
AGTRAP	DG-WT-hRGC	1.999999137727993	2.9359260180425277	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	2.695345129830675	8.361470165559588	34.76138908003952	5.8224387361241e-5	7.512824175644e-4	2.7000104629281187	8.361470165559588	41.21968100272737	1.360457909345348e-10	2.332213558877739e-9
AIG1	DG-WT-hRGC	165.00000230381005	242.21400429759424	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.001923720448087761	9.766083785060468	6.455862228984924e-5	0.9937141670694273	0.996911855284925	-0.005708422773095727	9.766083785060468	4.610292649003256e-4	0.9828694645021132	0.9936338310046636
AIMP2	DG-WT-hRGC	133.00000141191202	195.23916644709664	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.46798847439901203	9.826011263453406	4.129765131433462	0.0636189917933321	0.13208095182006663	0.46146282176416914	9.826011263453406	3.1400213696551154	0.07639280688835497	0.15102367094897193
AJUBA	DG-WT-hRGC	8.999999057425994	13.211671393554804	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	3.4959817441538887	8.312993997330137	116.80536629795584	9.145229754494395e-8	9.145229754494396e-6	3.497614226020782	8.312993997330137	85.82385086715739	1.9669934252025873e-20	1.1801960551215524e-18
AK9	DG-WT-hRGC	92.000001462588	135.05265720304425	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	-0.6999840425588504	8.449151782642216	5.449609897308906	0.03670602812219007	0.08569500728915971	-0.7045053053491293	8.449151782642216	4.578313615566929	0.03237906581940693	0.07415866379648094
AKAP9	DG-WT-hRGC	284.99999756988996	418.36963437796067	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.46898662866487734	10.292951488896229	3.467143912532021	0.08591788616549084	0.16764465593266506	0.46898298241497755	10.292951488896229	2.8447075143377183	0.09167527500769856	0.17545507178506903
ALDH1L2	DG-WT-hRGC	4.999997844319983	7.339815045106319	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.1412485609432536	5.838309524732131	0.05223735044855414	0.8228576138131816	0.8864959782684331	0.14482226359404027	5.838309524732131	0.058227523915586055	0.8093196658924109	0.8788991846795412
AMPH	DG-WT-hRGC	135.00000054964	198.17509246513913	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	-0.983451703351708	8.729131503862126	6.714057617418145	0.022740738143072033	0.05997557312458558	-0.9765475893078546	8.729131503862126	6.287113445750961	0.012161896321570621	0.03301872304498811
ANAPC16	DG-WT-hRGC	257.000000828748	377.266657188275	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.5555928169126737	11.347381247767688	4.365785256742442	0.0574068437827376	0.120856513226816	0.5551480404132167	11.347381247767688	3.7703664863108965	0.05216820137351041	0.10953544261488896
ANAPC5	DG-WT-hRGC	185.00000249404	271.5732774151097	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.39156788550471794	10.432026919778075	3.5395228950635524	0.08306644214080705	0.16331240040874426	0.39043047660316954	10.432026919778075	2.719482110515248	0.09913017416859583	0.18733261260207087
ANGEL2	DG-WT-hRGC	67.000000490388	98.35356472805894	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.10733852291421783	9.203317441966878	0.14523812119569543	0.7094337250025826	0.7995594871761006	0.11080068294293217	9.203317441966878	0.1288859607154098	0.7195899207200558	0.8092857590103721
ANK3	DG-WT-hRGC	493.0000107113521	723.7060911871035	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	-0.948217737744295	10.333332889903414	9.507788702336178	0.008941215591668106	0.029989523676591752	-0.9476826830203253	10.333332889903414	7.926888645954594	0.004870547777760359	0.015796371171114678
ANKRD17	DG-WT-hRGC	235.00000443844004	344.97146236508036	RGC	DG-WT-hRGC	0.9612657089017133	1.4679636419132416	-17.473953573035764	-2.1471222190300026	TRUE	0.008985252830633223	10.005640955973595	0.0013711767694766783	0.9710378756814881	0.9858252544989726	0.0024202203420476006	10.005640955973595	7.965448510738327e-5	0.9928790257839313	0.9953674443949185
