isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
BambuTx34	BambuGene1720	NA	17.623925	0	1	NA
BambuTx139	BambuGene24963	NA	0.64989	0	1	NA
BambuTx328	BambuGene32628	NA	0	55.443895000000005	NA	1
BambuTx211	BambuGene41014	NA	1.256575	0	1	NA
BambuTx344	BambuGene60912	NA	0	0.92512	NA	1
ENST00000695969.1	ENSG00000000971	CFH	0.01524	0	0.5	NA
ENST00000695969.1	ENSG00000000971	CFH	0.01524	0	0.5	NA
ENST00000695969.1	ENSG00000000971	CFH	0.01524	0	0.5	NA
ENST00000367429.9	ENSG00000000971	CFH	0.01524	0	0.5	NA
ENST00000367429.9	ENSG00000000971	CFH	0.01524	0	0.5	NA
ENST00000367429.9	ENSG00000000971	CFH	0.01524	0	0.5	NA
ENST00000426151.7	ENSG00000004948	CALCR	0.030485	0	0.25	NA
ENST00000426151.7	ENSG00000004948	CALCR	0.030485	0	0.25	NA
ENST00000426151.7	ENSG00000004948	CALCR	0.030485	0	0.25	NA
ENST00000649521.1	ENSG00000004948	CALCR	0.280345	0	0.75	NA
ENST00000649521.1	ENSG00000004948	CALCR	0.280345	0	0.75	NA
ENST00000649521.1	ENSG00000004948	CALCR	0.280345	0	0.75	NA
ENST00000225275.4	ENSG00000005381	MPO	0.24986	0	0.5	NA
ENST00000225275.4	ENSG00000005381	MPO	0.24986	0	0.5	NA
ENST00000225275.4	ENSG00000005381	MPO	0.24986	0	0.5	NA
ENST00000699292.1	ENSG00000005381	MPO	0.06097	0	0.5	NA
ENST00000699292.1	ENSG00000005381	MPO	0.06097	0	0.5	NA
ENST00000699292.1	ENSG00000005381	MPO	0.06097	0	0.5	NA
ENST00000445419.6	ENSG00000005700	IBTK	0.09145	0	1	NA
ENST00000445419.6	ENSG00000005700	IBTK	0.09145	0	1	NA
ENST00000445419.6	ENSG00000005700	IBTK	0.09145	0	1	NA
ENST00000562020.1	ENSG00000005844	ITGAL	0.06097	0	0.1111	NA
ENST00000562020.1	ENSG00000005844	ITGAL	0.06097	0	0.1111	NA
ENST00000562020.1	ENSG00000005844	ITGAL	0.06097	0	0.1111	NA
ENST00000676652.1	ENSG00000005844	ITGAL	0.42057	0	0.7555499999999999	NA
ENST00000676652.1	ENSG00000005844	ITGAL	0.42057	0	0.7555499999999999	NA
ENST00000676652.1	ENSG00000005844	ITGAL	0.42057	0	0.7555499999999999	NA
ENST00000678203.1	ENSG00000005844	ITGAL	0.042675	0	0.07775	NA
ENST00000678203.1	ENSG00000005844	ITGAL	0.042675	0	0.07775	NA
ENST00000678203.1	ENSG00000005844	ITGAL	0.042675	0	0.07775	NA
ENST00000569725.1	ENSG00000005844	ITGAL	0.03123	0	0.05555	NA
ENST00000569725.1	ENSG00000005844	ITGAL	0.03123	0	0.05555	NA
ENST00000569725.1	ENSG00000005844	ITGAL	0.03123	0	0.05555	NA
ENST00000428113.5	ENSG00000005981	ASB4	0.15264	0	0.24435	NA
ENST00000428113.5	ENSG00000005981	ASB4	0.15264	0	0.24435	NA
ENST00000428113.5	ENSG00000005981	ASB4	0.15264	0	0.24435	NA
ENST00000325885.6	ENSG00000005981	ASB4	0.220655	0	0.7556499999999999	NA
ENST00000325885.6	ENSG00000005981	ASB4	0.220655	0	0.7556499999999999	NA
ENST00000325885.6	ENSG00000005981	ASB4	0.220655	0	0.7556499999999999	NA
ENST00000252172.9	ENSG00000006788	MYH13	0.233415	0	0.4671	NA
ENST00000252172.9	ENSG00000006788	MYH13	0.233415	0	0.4671	NA
ENST00000252172.9	ENSG00000006788	MYH13	0.233415	0	0.4671	NA
ENST00000621918.1	ENSG00000006788	MYH13	0.260315	0	0.5329	NA
ENST00000621918.1	ENSG00000006788	MYH13	0.260315	0	0.5329	NA
ENST00000621918.1	ENSG00000006788	MYH13	0.260315	0	0.5329	NA
ENST00000571141.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000571141.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000571141.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000577043.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000577043.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000577043.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000575199.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000575199.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000575199.1	ENSG00000007038	PRSS21	0.01041	0	0.3333	NA
ENST00000698624.1	ENSG00000007312	CD79B	0.09295	0	0.5	NA
ENST00000698624.1	ENSG00000007312	CD79B	0.09295	0	0.5	NA
ENST00000698624.1	ENSG00000007312	CD79B	0.09295	0	0.5	NA
ENST00000559358.1	ENSG00000007312	CD79B	0.09295	0	0.5	NA
ENST00000559358.1	ENSG00000007312	CD79B	0.09295	0	0.5	NA
ENST00000559358.1	ENSG00000007312	CD79B	0.09295	0	0.5	NA
ENST00000333360.12	ENSG00000007908	SELE	0.206965	0	0.41664999999999996	NA
ENST00000333360.12	ENSG00000007908	SELE	0.206965	0	0.41664999999999996	NA
ENST00000333360.12	ENSG00000007908	SELE	0.206965	0	0.41664999999999996	NA
ENST00000367775.5	ENSG00000007908	SELE	0.050805	0	0.16665	NA
ENST00000367775.5	ENSG00000007908	SELE	0.050805	0	0.16665	NA
ENST00000367775.5	ENSG00000007908	SELE	0.050805	0	0.16665	NA
ENST00000367776.5	ENSG00000007908	SELE	0.206965	0	0.41664999999999996	NA
ENST00000367776.5	ENSG00000007908	SELE	0.206965	0	0.41664999999999996	NA
ENST00000367776.5	ENSG00000007908	SELE	0.206965	0	0.41664999999999996	NA
ENST00000500320.7	ENSG00000009765	IYD	0.0922	0	0.1845	NA
ENST00000500320.7	ENSG00000009765	IYD	0.0922	0	0.1845	NA
ENST00000500320.7	ENSG00000009765	IYD	0.0922	0	0.1845	NA
ENST00000344419.8	ENSG00000009765	IYD	0.495975	0	0.8155	NA
ENST00000344419.8	ENSG00000009765	IYD	0.495975	0	0.8155	NA
ENST00000344419.8	ENSG00000009765	IYD	0.495975	0	0.8155	NA
ENST00000627426.2	ENSG00000010030	ETV7	0.05344	0	0.10695	NA
ENST00000627426.2	ENSG00000010030	ETV7	0.05344	0	0.10695	NA
ENST00000627426.2	ENSG00000010030	ETV7	0.05344	0	0.10695	NA
ENST00000339796.9	ENSG00000010030	ETV7	0.227505	0	0.46385	NA
ENST00000339796.9	ENSG00000010030	ETV7	0.227505	0	0.46385	NA
ENST00000339796.9	ENSG00000010030	ETV7	0.227505	0	0.46385	NA
ENST00000340181.9	ENSG00000010030	ETV7	0.212785	0	0.4292	NA
ENST00000340181.9	ENSG00000010030	ETV7	0.212785	0	0.4292	NA
ENST00000340181.9	ENSG00000010030	ETV7	0.212785	0	0.4292	NA
ENST00000490003.5	ENSG00000010282	HHATL	0.29943	0	0.06505	NA
ENST00000490003.5	ENSG00000010282	HHATL	0.29943	0	0.06505	NA
ENST00000490003.5	ENSG00000010282	HHATL	0.29943	0	0.06505	NA
ENST00000466007.1	ENSG00000010282	HHATL	0.385505	0	0.06805	NA
ENST00000466007.1	ENSG00000010282	HHATL	0.385505	0	0.06805	NA
ENST00000466007.1	ENSG00000010282	HHATL	0.385505	0	0.06805	NA
ENST00000441594.6	ENSG00000010282	HHATL	3.665005	0	0.8020499999999999	NA
ENST00000441594.6	ENSG00000010282	HHATL	3.665005	0	0.8020499999999999	NA
ENST00000441594.6	ENSG00000010282	HHATL	3.665005	0	0.8020499999999999	NA
ENST00000310417.9	ENSG00000010282	HHATL	0.32777999999999996	0	0.06485	NA
ENST00000310417.9	ENSG00000010282	HHATL	0.32777999999999996	0	0.06485	NA
ENST00000310417.9	ENSG00000010282	HHATL	0.32777999999999996	0	0.06485	NA
ENST00000585901.6	ENSG00000011600	TYROBP	0	0.041035	NA	0.125
ENST00000585901.6	ENSG00000011600	TYROBP	0	0.041035	NA	0.125
ENST00000585901.6	ENSG00000011600	TYROBP	0	0.041035	NA	0.125
ENST00000587837.5	ENSG00000011600	TYROBP	0	0.1231	NA	0.375
ENST00000587837.5	ENSG00000011600	TYROBP	0	0.1231	NA	0.375
ENST00000587837.5	ENSG00000011600	TYROBP	0	0.1231	NA	0.375
ENST00000262629.9	ENSG00000011600	TYROBP	0	0.18652	NA	0.5
ENST00000262629.9	ENSG00000011600	TYROBP	0	0.18652	NA	0.5
ENST00000262629.9	ENSG00000011600	TYROBP	0	0.18652	NA	0.5
ENST00000593704.1	ENSG00000012124	CD22	0.00743	0	0.00675	NA
ENST00000593704.1	ENSG00000012124	CD22	0.00743	0	0.00675	NA
ENST00000593704.1	ENSG00000012124	CD22	0.00743	0	0.00675	NA
ENST00000085219.10	ENSG00000012124	CD22	0.16061999999999999	0	0.36585	NA
ENST00000085219.10	ENSG00000012124	CD22	0.16061999999999999	0	0.36585	NA
ENST00000085219.10	ENSG00000012124	CD22	0.16061999999999999	0	0.36585	NA
ENST00000594250.5	ENSG00000012124	CD22	0.00743	0	0.00675	NA
ENST00000594250.5	ENSG00000012124	CD22	0.00743	0	0.00675	NA
ENST00000594250.5	ENSG00000012124	CD22	0.00743	0	0.00675	NA
ENST00000536635.6	ENSG00000012124	CD22	0.03569	0	0.0325	NA
ENST00000536635.6	ENSG00000012124	CD22	0.03569	0	0.0325	NA
ENST00000536635.6	ENSG00000012124	CD22	0.03569	0	0.0325	NA
ENST00000341773.10	ENSG00000012124	CD22	0.03569	0	0.0325	NA
ENST00000341773.10	ENSG00000012124	CD22	0.03569	0	0.0325	NA
ENST00000341773.10	ENSG00000012124	CD22	0.03569	0	0.0325	NA
ENST00000595419.5	ENSG00000012124	CD22	0.458005	0	0.47225	NA
ENST00000595419.5	ENSG00000012124	CD22	0.458005	0	0.47225	NA
ENST00000595419.5	ENSG00000012124	CD22	0.458005	0	0.47225	NA
ENST00000600655.1	ENSG00000012124	CD22	0.03123	0	0.08335	NA
ENST00000600655.1	ENSG00000012124	CD22	0.03123	0	0.08335	NA
ENST00000600655.1	ENSG00000012124	CD22	0.03123	0	0.08335	NA
ENST00000426532.6	ENSG00000012223	LTF	0.09081	0	0.1817	NA
ENST00000426532.6	ENSG00000012223	LTF	0.09081	0	0.1817	NA
ENST00000426532.6	ENSG00000012223	LTF	0.09081	0	0.1817	NA
ENST00000231751.9	ENSG00000012223	LTF	0.157555	0	0.6933	NA
ENST00000231751.9	ENSG00000012223	LTF	0.157555	0	0.6933	NA
ENST00000231751.9	ENSG00000012223	LTF	0.157555	0	0.6933	NA
ENST00000431944.1	ENSG00000012223	LTF	0.062465	0	0.125	NA
ENST00000431944.1	ENSG00000012223	LTF	0.062465	0	0.125	NA
ENST00000431944.1	ENSG00000012223	LTF	0.062465	0	0.125	NA
ENST00000234701.7	ENSG00000016490	CLCA1	0.05235	0	0.05985	NA
ENST00000234701.7	ENSG00000016490	CLCA1	0.05235	0	0.05985	NA
ENST00000234701.7	ENSG00000016490	CLCA1	0.05235	0	0.05985	NA
ENST00000394711.2	ENSG00000016490	CLCA1	0.59829	0	0.94015	NA
ENST00000394711.2	ENSG00000016490	CLCA1	0.59829	0	0.94015	NA
ENST00000394711.2	ENSG00000016490	CLCA1	0.59829	0	0.94015	NA
ENST00000370563.3	ENSG00000016602	CLCA4	0.623155	0	1	NA
ENST00000370563.3	ENSG00000016602	CLCA4	0.623155	0	1	NA
ENST00000370563.3	ENSG00000016602	CLCA4	0.623155	0	1	NA
ENST00000465400.1	ENSG00000020219	CCT8L1P	0.061715000000000006	0	1	NA
ENST00000465400.1	ENSG00000020219	CCT8L1P	0.061715000000000006	0	1	NA
ENST00000465400.1	ENSG00000020219	CCT8L1P	0.061715000000000006	0	1	NA
ENST00000472352.1	ENSG00000021461	CYP3A43	0.062465	0	1	NA
ENST00000472352.1	ENSG00000021461	CYP3A43	0.062465	0	1	NA
ENST00000472352.1	ENSG00000021461	CYP3A43	0.062465	0	1	NA
ENST00000468990.2	ENSG00000021852	C8B	0.09165000000000001	0	0.5016	NA
ENST00000468990.2	ENSG00000021852	C8B	0.09165000000000001	0	0.5016	NA
ENST00000468990.2	ENSG00000021852	C8B	0.09165000000000001	0	0.5016	NA
ENST00000695843.1	ENSG00000021852	C8B	0.061855	0	0.4952	NA
ENST00000695843.1	ENSG00000021852	C8B	0.061855	0	0.4952	NA
ENST00000695843.1	ENSG00000021852	C8B	0.061855	0	0.4952	NA
ENST00000371237.9	ENSG00000021852	C8B	2e-4	0	0.0016	NA
ENST00000371237.9	ENSG00000021852	C8B	2e-4	0	0.0016	NA
ENST00000371237.9	ENSG00000021852	C8B	2e-4	0	0.0016	NA
ENST00000696144.1	ENSG00000021852	C8B	2e-4	0	0.0016	NA
ENST00000696144.1	ENSG00000021852	C8B	2e-4	0	0.0016	NA
ENST00000696144.1	ENSG00000021852	C8B	2e-4	0	0.0016	NA
ENST00000484221.1	ENSG00000026751	SLAMF7	0.159865	0	0.7713	NA
ENST00000484221.1	ENSG00000026751	SLAMF7	0.159865	0	0.7713	NA
ENST00000484221.1	ENSG00000026751	SLAMF7	0.159865	0	0.7713	NA
ENST00000458602.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000458602.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000458602.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000441662.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000441662.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000441662.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000444090.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000444090.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000444090.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000621377.4	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000621377.4	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000621377.4	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000458104.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000458104.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000458104.6	ENSG00000026751	SLAMF7	0.011155	0	0.04575	NA
ENST00000226284.7	ENSG00000029559	IBSP	0.1844	0	1	NA
ENST00000226284.7	ENSG00000029559	IBSP	0.1844	0	1	NA
ENST00000226284.7	ENSG00000029559	IBSP	0.1844	0	1	NA
ENST00000037502.11	ENSG00000034971	MYOC	0.21713	0	1	NA
ENST00000037502.11	ENSG00000034971	MYOC	0.21713	0	1	NA
ENST00000037502.11	ENSG00000034971	MYOC	0.21713	0	1	NA
ENST00000265404.7	ENSG00000035720	STAP1	0.963715	0	1	NA
ENST00000265404.7	ENSG00000035720	STAP1	0.963715	0	1	NA
ENST00000265404.7	ENSG00000035720	STAP1	0.963715	0	1	NA
ENST00000262113.9	ENSG00000036448	MYOM2	0.03123	0	1	NA
ENST00000262113.9	ENSG00000036448	MYOM2	0.03123	0	1	NA
ENST00000262113.9	ENSG00000036448	MYOM2	0.03123	0	1	NA
ENST00000498619.4	ENSG00000036828	CASR	0.061495	0	0.06565	NA
ENST00000498619.4	ENSG00000036828	CASR	0.061495	0	0.06565	NA
ENST00000498619.4	ENSG00000036828	CASR	0.061495	0	0.06565	NA
ENST00000638421.1	ENSG00000036828	CASR	0.42469	0	0.2784	NA
ENST00000638421.1	ENSG00000036828	CASR	0.42469	0	0.2784	NA
ENST00000638421.1	ENSG00000036828	CASR	0.42469	0	0.2784	NA
ENST00000643573.1	ENSG00000036828	CASR	0.039825	0	0.02335	NA
ENST00000643573.1	ENSG00000036828	CASR	0.039825	0	0.02335	NA
ENST00000643573.1	ENSG00000036828	CASR	0.039825	0	0.02335	NA
ENST00000639785.2	ENSG00000036828	CASR	0.796035	0	0.63265	NA
ENST00000639785.2	ENSG00000036828	CASR	0.796035	0	0.63265	NA
ENST00000639785.2	ENSG00000036828	CASR	0.796035	0	0.63265	NA
ENST00000478089.1	ENSG00000037637	FBXO42	0	0.041035	NA	1
ENST00000478089.1	ENSG00000037637	FBXO42	0	0.041035	NA	1
ENST00000478089.1	ENSG00000037637	FBXO42	0	0.041035	NA	1
ENST00000355282.6	ENSG00000038945	MSR1	0.32516	0	0.06505	NA
ENST00000355282.6	ENSG00000038945	MSR1	0.32516	0	0.06505	NA
ENST00000355282.6	ENSG00000038945	MSR1	0.32516	0	0.06505	NA
ENST00000517522.1	ENSG00000038945	MSR1	0.030485	0	0.0061	NA
ENST00000517522.1	ENSG00000038945	MSR1	0.030485	0	0.0061	NA
ENST00000517522.1	ENSG00000038945	MSR1	0.030485	0	0.0061	NA
ENST00000381998.8	ENSG00000038945	MSR1	0.2766	0	0.09015000000000001	NA
ENST00000381998.8	ENSG00000038945	MSR1	0.2766	0	0.09015000000000001	NA
ENST00000381998.8	ENSG00000038945	MSR1	0.2766	0	0.09015000000000001	NA
ENST00000518026.5	ENSG00000038945	MSR1	0.13534	0	0.0774	NA
ENST00000518026.5	ENSG00000038945	MSR1	0.13534	0	0.0774	NA
ENST00000518026.5	ENSG00000038945	MSR1	0.13534	0	0.0774	NA
ENST00000522130.1	ENSG00000038945	MSR1	0.009455	0	0.0019	NA
ENST00000522130.1	ENSG00000038945	MSR1	0.009455	0	0.0019	NA
ENST00000522130.1	ENSG00000038945	MSR1	0.009455	0	0.0019	NA
ENST00000262101.10	ENSG00000038945	MSR1	1.72549	0	0.47285	NA
ENST00000262101.10	ENSG00000038945	MSR1	1.72549	0	0.47285	NA
ENST00000262101.10	ENSG00000038945	MSR1	1.72549	0	0.47285	NA
ENST00000521876.5	ENSG00000038945	MSR1	0.584675	0	0.1673	NA
ENST00000521876.5	ENSG00000038945	MSR1	0.584675	0	0.1673	NA
ENST00000521876.5	ENSG00000038945	MSR1	0.584675	0	0.1673	NA
ENST00000520846.1	ENSG00000038945	MSR1	0.151635	0	0.04195	NA
ENST00000520846.1	ENSG00000038945	MSR1	0.151635	0	0.04195	NA
ENST00000520846.1	ENSG00000038945	MSR1	0.151635	0	0.04195	NA
ENST00000518343.5	ENSG00000038945	MSR1	0.13534	0	0.0774	NA
ENST00000518343.5	ENSG00000038945	MSR1	0.13534	0	0.0774	NA
ENST00000518343.5	ENSG00000038945	MSR1	0.13534	0	0.0774	NA
ENST00000695764.1	ENSG00000039537	C6	0.076925	0	0.25235	NA
ENST00000695764.1	ENSG00000039537	C6	0.076925	0	0.25235	NA
ENST00000695764.1	ENSG00000039537	C6	0.076925	0	0.25235	NA
ENST00000337836.10	ENSG00000039537	C6	0.29412000000000005	0	0.74765	NA
ENST00000337836.10	ENSG00000039537	C6	0.29412000000000005	0	0.74765	NA
ENST00000337836.10	ENSG00000039537	C6	0.29412000000000005	0	0.74765	NA
ENST00000509872.1	ENSG00000042304	C2orf83	0.030485	0	1	NA
ENST00000509872.1	ENSG00000042304	C2orf83	0.030485	0	1	NA
ENST00000509872.1	ENSG00000042304	C2orf83	0.030485	0	1	NA
ENST00000465922.1	ENSG00000042813	ZPBP	0.093695	0	0.09375	NA
ENST00000465922.1	ENSG00000042813	ZPBP	0.093695	0	0.09375	NA
ENST00000465922.1	ENSG00000042813	ZPBP	0.093695	0	0.09375	NA
ENST00000413331.1	ENSG00000042813	ZPBP	0.030485	0	0.05	NA
ENST00000413331.1	ENSG00000042813	ZPBP	0.030485	0	0.05	NA
ENST00000413331.1	ENSG00000042813	ZPBP	0.030485	0	0.05	NA
ENST00000046087.7	ENSG00000042813	ZPBP	0.52571	0	0.6625	NA
ENST00000046087.7	ENSG00000042813	ZPBP	0.52571	0	0.6625	NA
ENST00000046087.7	ENSG00000042813	ZPBP	0.52571	0	0.6625	NA
ENST00000491129.5	ENSG00000042813	ZPBP	0.154665	0	0.19375	NA
ENST00000491129.5	ENSG00000042813	ZPBP	0.154665	0	0.19375	NA
ENST00000491129.5	ENSG00000042813	ZPBP	0.154665	0	0.19375	NA
ENST00000281437.6	ENSG00000043039	BARX2	0.09295	0	0.375	NA
ENST00000281437.6	ENSG00000043039	BARX2	0.09295	0	0.375	NA
ENST00000281437.6	ENSG00000043039	BARX2	0.09295	0	0.375	NA
ENST00000605151.1	ENSG00000043039	BARX2	0.21788000000000002	0	0.625	NA
ENST00000605151.1	ENSG00000043039	BARX2	0.21788000000000002	0	0.625	NA
ENST00000605151.1	ENSG00000043039	BARX2	0.21788000000000002	0	0.625	NA
ENST00000372581.2	ENSG00000044012	GUCA2B	0.03123	0	1	NA
ENST00000372581.2	ENSG00000044012	GUCA2B	0.03123	0	1	NA
ENST00000372581.2	ENSG00000044012	GUCA2B	0.03123	0	1	NA
ENST00000247452.4	ENSG00000046774	MAGEC2	0.46774	0	1	NA
ENST00000247452.4	ENSG00000046774	MAGEC2	0.46774	0	1	NA
ENST00000247452.4	ENSG00000046774	MAGEC2	0.46774	0	1	NA
ENST00000368507.8	ENSG00000047936	ROS1	1.38035	0	0.92155	NA
ENST00000368507.8	ENSG00000047936	ROS1	1.38035	0	0.92155	NA
ENST00000368507.8	ENSG00000047936	ROS1	1.38035	0	0.92155	NA
ENST00000403284.2	ENSG00000047936	ROS1	0.20577	0	0.07845	NA
ENST00000403284.2	ENSG00000047936	ROS1	0.20577	0	0.07845	NA
ENST00000403284.2	ENSG00000047936	ROS1	0.20577	0	0.07845	NA
ENST00000366541.8	ENSG00000054282	SDCCAG8	0.030485	0	1	NA
ENST00000366541.8	ENSG00000054282	SDCCAG8	0.030485	0	1	NA
ENST00000366541.8	ENSG00000054282	SDCCAG8	0.030485	0	1	NA
ENST00000494972.1	ENSG00000054796	SPO11	0.312325	0	0.5	NA
ENST00000494972.1	ENSG00000054796	SPO11	0.312325	0	0.5	NA
ENST00000494972.1	ENSG00000054796	SPO11	0.312325	0	0.5	NA
ENST00000345868.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000345868.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000345868.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000371263.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000371263.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000371263.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000371260.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000371260.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000371260.8	ENSG00000054796	SPO11	0.020325	0	0.16665	NA
ENST00000283752.10	ENSG00000057149	SERPINB3	0.015615	0	0.5	NA
ENST00000283752.10	ENSG00000057149	SERPINB3	0.015615	0	0.5	NA
ENST00000283752.10	ENSG00000057149	SERPINB3	0.015615	0	0.5	NA
ENST00000332821.8	ENSG00000057149	SERPINB3	0.015615	0	0.5	NA
ENST00000332821.8	ENSG00000057149	SERPINB3	0.015615	0	0.5	NA
ENST00000332821.8	ENSG00000057149	SERPINB3	0.015615	0	0.5	NA
ENST00000542562.5	ENSG00000060140	STYK1	0.030485	0	0.04545	NA
ENST00000542562.5	ENSG00000060140	STYK1	0.030485	0	0.04545	NA
ENST00000542562.5	ENSG00000060140	STYK1	0.030485	0	0.04545	NA
ENST00000075503.8	ENSG00000060140	STYK1	0.892925	0	0.6394	NA
ENST00000075503.8	ENSG00000060140	STYK1	0.892925	0	0.6394	NA
ENST00000075503.8	ENSG00000060140	STYK1	0.892925	0	0.6394	NA
ENST00000541561.1	ENSG00000060140	STYK1	0.380125	0	0.31515	NA
ENST00000541561.1	ENSG00000060140	STYK1	0.380125	0	0.31515	NA
ENST00000541561.1	ENSG00000060140	STYK1	0.380125	0	0.31515	NA
ENST00000506684.6	ENSG00000061492	WNT8A	0.03169	0	0.25375	NA
ENST00000506684.6	ENSG00000061492	WNT8A	0.03169	0	0.25375	NA
ENST00000506684.6	ENSG00000061492	WNT8A	0.03169	0	0.25375	NA
ENST00000398754.1	ENSG00000061492	WNT8A	0.03169	0	0.25375	NA
ENST00000398754.1	ENSG00000061492	WNT8A	0.03169	0	0.25375	NA
ENST00000398754.1	ENSG00000061492	WNT8A	0.03169	0	0.25375	NA
ENST00000361560.6	ENSG00000061492	WNT8A	0.060045	0	0.49245	NA
ENST00000361560.6	ENSG00000061492	WNT8A	0.060045	0	0.49245	NA
ENST00000361560.6	ENSG00000061492	WNT8A	0.060045	0	0.49245	NA
ENST00000344265.8	ENSG00000064835	POU1F1	0.182905	0	1	NA
ENST00000344265.8	ENSG00000064835	POU1F1	0.182905	0	1	NA
ENST00000344265.8	ENSG00000064835	POU1F1	0.182905	0	1	NA
ENST00000486561.6	ENSG00000064886	CHI3L2	0.247775	0	0.22035	NA
ENST00000486561.6	ENSG00000064886	CHI3L2	0.247775	0	0.22035	NA
ENST00000486561.6	ENSG00000064886	CHI3L2	0.247775	0	0.22035	NA
ENST00000445067.6	ENSG00000064886	CHI3L2	0.34827	0	0.30525	NA
ENST00000445067.6	ENSG00000064886	CHI3L2	0.34827	0	0.30525	NA
ENST00000445067.6	ENSG00000064886	CHI3L2	0.34827	0	0.30525	NA
ENST00000369744.6	ENSG00000064886	CHI3L2	0.06817	0	0.0559	NA
ENST00000369744.6	ENSG00000064886	CHI3L2	0.06817	0	0.0559	NA
ENST00000369744.6	ENSG00000064886	CHI3L2	0.06817	0	0.0559	NA
ENST00000529459.1	ENSG00000064886	CHI3L2	0.03123	0	0.0278	NA
ENST00000529459.1	ENSG00000064886	CHI3L2	0.03123	0	0.0278	NA
ENST00000529459.1	ENSG00000064886	CHI3L2	0.03123	0	0.0278	NA
ENST00000369748.9	ENSG00000064886	CHI3L2	0.097435	0	0.0799	NA
ENST00000369748.9	ENSG00000064886	CHI3L2	0.097435	0	0.0799	NA
ENST00000369748.9	ENSG00000064886	CHI3L2	0.097435	0	0.0799	NA
ENST00000466741.5	ENSG00000064886	CHI3L2	0.37898	0	0.3108	NA
ENST00000466741.5	ENSG00000064886	CHI3L2	0.37898	0	0.3108	NA
ENST00000466741.5	ENSG00000064886	CHI3L2	0.37898	0	0.3108	NA
ENST00000405845.8	ENSG00000065371	ROPN1	0.030485	0	0.25	NA
ENST00000405845.8	ENSG00000065371	ROPN1	0.030485	0	0.25	NA
ENST00000405845.8	ENSG00000065371	ROPN1	0.030485	0	0.25	NA
ENST00000620893.4	ENSG00000065371	ROPN1	0.093695	0	0.1154	NA
ENST00000620893.4	ENSG00000065371	ROPN1	0.093695	0	0.1154	NA
ENST00000620893.4	ENSG00000065371	ROPN1	0.093695	0	0.1154	NA
ENST00000479867.1	ENSG00000065371	ROPN1	0.243185	0	0.51195	NA
ENST00000479867.1	ENSG00000065371	ROPN1	0.243185	0	0.51195	NA
ENST00000479867.1	ENSG00000065371	ROPN1	0.243185	0	0.51195	NA
ENST00000487124.1	ENSG00000065371	ROPN1	0.099625	0	0.1227	NA
ENST00000487124.1	ENSG00000065371	ROPN1	0.099625	0	0.1227	NA
ENST00000487124.1	ENSG00000065371	ROPN1	0.099625	0	0.1227	NA
ENST00000620100.5	ENSG00000066923	STAG3	0.121935	0	0.25	NA
ENST00000620100.5	ENSG00000066923	STAG3	0.121935	0	0.25	NA
ENST00000620100.5	ENSG00000066923	STAG3	0.121935	0	0.25	NA
ENST00000482546.1	ENSG00000066923	STAG3	0.03123	0	0.02	NA
ENST00000482546.1	ENSG00000066923	STAG3	0.03123	0	0.02	NA
ENST00000482546.1	ENSG00000066923	STAG3	0.03123	0	0.02	NA
ENST00000394018.6	ENSG00000066923	STAG3	0.121935	0	0.25	NA
