isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
ENST00000669479.1	ENSG00000225328	LINC01594	0.083285	0	0.16665	NA
ENST00000651912.1	ENSG00000225334	LINC02813	0.045725	0	0.5	NA
ENST00000651912.1	ENSG00000225334	LINC02813	0.045725	0	0.5	NA
ENST00000651912.1	ENSG00000225334	LINC02813	0.045725	0	0.5	NA
ENST00000669302.1	ENSG00000225334	LINC02813	0.045725	0	0.5	NA
ENST00000669302.1	ENSG00000225334	LINC02813	0.045725	0	0.5	NA
ENST00000669302.1	ENSG00000225334	LINC02813	0.045725	0	0.5	NA
ENST00000440642.1	ENSG00000225344		0.062465	0	1	NA
ENST00000440642.1	ENSG00000225344		0.062465	0	1	NA
ENST00000440642.1	ENSG00000225344		0.062465	0	1	NA
ENST00000422717.1	ENSG00000225347	SLC25A5P8	0.15616	0	1	NA
ENST00000422717.1	ENSG00000225347	SLC25A5P8	0.15616	0	1	NA
ENST00000422717.1	ENSG00000225347	SLC25A5P8	0.15616	0	1	NA
ENST00000448887.1	ENSG00000225350	FREM2-AS1	0.03123	0	1	NA
ENST00000448887.1	ENSG00000225350	FREM2-AS1	0.03123	0	1	NA
ENST00000448887.1	ENSG00000225350	FREM2-AS1	0.03123	0	1	NA
ENST00000431356.1	ENSG00000225355	ARL6IP1P2	0.062465	0	1	NA
ENST00000431356.1	ENSG00000225355	ARL6IP1P2	0.062465	0	1	NA
ENST00000431356.1	ENSG00000225355	ARL6IP1P2	0.062465	0	1	NA
ENST00000424137.2	ENSG00000225357	RPF2P1	0	0.041035	NA	1
