isoform_id	DTU_Stage_1_vs_Stage_2	DTU_Stage_1_vs_Stage_3	DTU_Stage_2_vs_Stage_3
ENST00000409057	FALSE	FALSE	FALSE
ENST00000409061	FALSE	FALSE	FALSE
ENST00000409064	FALSE	FALSE	FALSE
ENST00000409065	FALSE	FALSE	FALSE
ENST00000409074	FALSE	FALSE	FALSE
ENST00000409078	FALSE	TRUE	FALSE
ENST00000409080	FALSE	FALSE	FALSE
ENST00000409085	FALSE	FALSE	TRUE
ENST00000409086	FALSE	FALSE	FALSE
ENST00000409088	FALSE	FALSE	FALSE
ENST00000409093	FALSE	FALSE	FALSE
ENST00000409094	FALSE	FALSE	FALSE
ENST00000409098	FALSE	FALSE	FALSE
ENST00000409101	FALSE	FALSE	FALSE
ENST00000409106	FALSE	FALSE	FALSE
ENST00000409107	FALSE	FALSE	FALSE
ENST00000409109	TRUE	FALSE	FALSE
ENST00000409110	FALSE	FALSE	TRUE
ENST00000409114	FALSE	FALSE	FALSE
ENST00000409115	FALSE	FALSE	FALSE
ENST00000409116	FALSE	FALSE	FALSE
ENST00000409120	FALSE	FALSE	FALSE
ENST00000409122	FALSE	FALSE	FALSE
ENST00000409123	FALSE	FALSE	FALSE
ENST00000409124	FALSE	FALSE	FALSE
ENST00000409127	FALSE	FALSE	FALSE
ENST00000409134	FALSE	FALSE	FALSE
ENST00000409136	FALSE	FALSE	FALSE
ENST00000409137	FALSE	TRUE	TRUE
ENST00000409138	FALSE	FALSE	FALSE
ENST00000409140	FALSE	FALSE	FALSE
ENST00000409141	FALSE	FALSE	FALSE
ENST00000409144	FALSE	FALSE	FALSE
ENST00000409145	FALSE	FALSE	FALSE
ENST00000409146	FALSE	FALSE	FALSE
ENST00000409150	FALSE	FALSE	FALSE
ENST00000409155	FALSE	FALSE	FALSE
ENST00000409156	FALSE	FALSE	FALSE
ENST00000409157	TRUE	FALSE	TRUE
ENST00000409158	FALSE	FALSE	FALSE
ENST00000409160	FALSE	FALSE	FALSE
ENST00000409161	FALSE	FALSE	FALSE
ENST00000409167	FALSE	FALSE	FALSE
ENST00000409171	FALSE	FALSE	FALSE
ENST00000409174	FALSE	FALSE	FALSE
ENST00000409175	FALSE	FALSE	FALSE
ENST00000409177	FALSE	FALSE	FALSE
ENST00000409180	FALSE	FALSE	FALSE
ENST00000409182	FALSE	FALSE	FALSE
ENST00000409184	FALSE	FALSE	FALSE
ENST00000409185	FALSE	FALSE	FALSE
ENST00000409190	FALSE	FALSE	FALSE
ENST00000409192	FALSE	FALSE	FALSE
ENST00000409193	FALSE	FALSE	FALSE
ENST00000409194	FALSE	FALSE	FALSE
ENST00000409196	FALSE	FALSE	FALSE
ENST00000409197	TRUE	FALSE	FALSE
ENST00000409203	FALSE	FALSE	FALSE
ENST00000409204	FALSE	FALSE	FALSE
ENST00000409218	FALSE	FALSE	FALSE
ENST00000409220	FALSE	FALSE	FALSE
ENST00000409225	FALSE	FALSE	FALSE
ENST00000409229	FALSE	FALSE	FALSE
ENST00000409235	FALSE	FALSE	FALSE
ENST00000409236	FALSE	FALSE	FALSE
ENST00000409237	FALSE	FALSE	FALSE
ENST00000409240	TRUE	FALSE	FALSE
ENST00000409245	FALSE	FALSE	FALSE
ENST00000409248	FALSE	FALSE	FALSE
ENST00000409251	FALSE	FALSE	FALSE
ENST00000409252	FALSE	FALSE	FALSE
ENST00000409255	FALSE	FALSE	FALSE
ENST00000409257	FALSE	FALSE	FALSE
ENST00000409258	FALSE	FALSE	FALSE
ENST00000409261	FALSE	FALSE	FALSE
ENST00000409262	FALSE	FALSE	FALSE
ENST00000409267	FALSE	FALSE	FALSE
ENST00000409272	FALSE	FALSE	FALSE
ENST00000409276	FALSE	FALSE	FALSE
ENST00000409279	FALSE	FALSE	FALSE
ENST00000409280	FALSE	FALSE	FALSE
ENST00000409282	FALSE	FALSE	FALSE
ENST00000409284	FALSE	TRUE	TRUE
ENST00000409285	FALSE	FALSE	FALSE
ENST00000409286	FALSE	FALSE	FALSE
ENST00000409292	FALSE	FALSE	FALSE
ENST00000409293	TRUE	FALSE	FALSE
ENST00000409297	FALSE	FALSE	FALSE
ENST00000409299	FALSE	FALSE	FALSE
ENST00000409300	FALSE	FALSE	FALSE
ENST00000409301	FALSE	FALSE	FALSE
ENST00000409302	FALSE	FALSE	FALSE
ENST00000409303	FALSE	FALSE	FALSE
ENST00000409304	FALSE	FALSE	FALSE
ENST00000409308	FALSE	FALSE	FALSE
ENST00000409309	FALSE	FALSE	FALSE
ENST00000409314	FALSE	FALSE	FALSE
ENST00000409317	FALSE	TRUE	FALSE
ENST00000409318	FALSE	FALSE	FALSE
ENST00000409320	FALSE	FALSE	FALSE
ENST00000409321	FALSE	FALSE	FALSE
ENST00000409322	FALSE	FALSE	FALSE
ENST00000409333	FALSE	FALSE	FALSE
ENST00000409337	FALSE	FALSE	FALSE
ENST00000409339	FALSE	FALSE	FALSE
ENST00000409340	FALSE	FALSE	FALSE
ENST00000409341	FALSE	FALSE	FALSE
ENST00000409342	FALSE	FALSE	FALSE
ENST00000409349	FALSE	FALSE	FALSE
ENST00000409358	FALSE	FALSE	FALSE
ENST00000409359	FALSE	FALSE	FALSE
ENST00000409367	FALSE	FALSE	FALSE
ENST00000409371	FALSE	FALSE	FALSE
ENST00000409374	FALSE	FALSE	FALSE
ENST00000409377	FALSE	FALSE	FALSE
ENST00000409379	FALSE	FALSE	FALSE
ENST00000409382	FALSE	FALSE	FALSE
ENST00000409386	FALSE	FALSE	FALSE
ENST00000409396	TRUE	FALSE	FALSE
ENST00000409397	FALSE	FALSE	FALSE
ENST00000409400	FALSE	TRUE	FALSE
ENST00000409401	FALSE	FALSE	FALSE
ENST00000409402	FALSE	FALSE	FALSE
ENST00000409404	FALSE	FALSE	FALSE
ENST00000409406	FALSE	FALSE	FALSE
ENST00000409407	FALSE	FALSE	FALSE
ENST00000409408	TRUE	TRUE	FALSE
ENST00000409409	FALSE	FALSE	FALSE
ENST00000409410	FALSE	FALSE	FALSE
ENST00000409411	FALSE	FALSE	FALSE
ENST00000409413	FALSE	FALSE	FALSE
ENST00000409415	FALSE	FALSE	FALSE
ENST00000409416	FALSE	FALSE	FALSE
ENST00000409417	FALSE	TRUE	FALSE
ENST00000409418	FALSE	FALSE	FALSE
ENST00000409419	FALSE	FALSE	FALSE
ENST00000409420	FALSE	FALSE	FALSE
ENST00000409423	FALSE	FALSE	FALSE
ENST00000409432	FALSE	FALSE	FALSE
ENST00000409433	FALSE	FALSE	FALSE
ENST00000409434	FALSE	FALSE	FALSE
ENST00000409436	FALSE	FALSE	FALSE
ENST00000409438	FALSE	TRUE	FALSE
ENST00000409443	FALSE	FALSE	FALSE
ENST00000409444	TRUE	TRUE	FALSE
ENST00000409446	FALSE	FALSE	FALSE
ENST00000409449	FALSE	FALSE	FALSE
ENST00000409451	FALSE	FALSE	FALSE
ENST00000409458	FALSE	FALSE	FALSE
ENST00000409459	FALSE	FALSE	FALSE
ENST00000409460	FALSE	FALSE	FALSE
ENST00000409464	FALSE	FALSE	FALSE
ENST00000409466	FALSE	FALSE	FALSE
ENST00000409468	FALSE	FALSE	FALSE
ENST00000409470	FALSE	FALSE	FALSE
ENST00000409472	FALSE	FALSE	FALSE
ENST00000409474	FALSE	FALSE	FALSE
ENST00000409475	FALSE	FALSE	FALSE
ENST00000409476	FALSE	FALSE	FALSE
ENST00000409477	FALSE	FALSE	FALSE
ENST00000409478	FALSE	FALSE	FALSE
ENST00000409480	FALSE	FALSE	FALSE
ENST00000409486	FALSE	FALSE	FALSE
ENST00000409487	FALSE	FALSE	FALSE
ENST00000409493	FALSE	FALSE	FALSE
ENST00000409494	FALSE	FALSE	FALSE
ENST00000409495	FALSE	FALSE	FALSE
ENST00000409500	FALSE	FALSE	FALSE
ENST00000409501	FALSE	FALSE	FALSE
ENST00000409503	FALSE	FALSE	FALSE
ENST00000409508	FALSE	FALSE	FALSE
ENST00000409514	FALSE	FALSE	FALSE
ENST00000409517	FALSE	FALSE	FALSE
ENST00000409519	FALSE	FALSE	FALSE
ENST00000409528	FALSE	FALSE	FALSE
ENST00000409535	FALSE	TRUE	FALSE
ENST00000409538	FALSE	FALSE	TRUE
ENST00000409544	FALSE	FALSE	FALSE
ENST00000409547	FALSE	FALSE	FALSE
ENST00000409548	FALSE	FALSE	FALSE
ENST00000409549	FALSE	FALSE	FALSE
ENST00000409552	FALSE	FALSE	FALSE
ENST00000409556	FALSE	FALSE	FALSE
ENST00000409558	FALSE	TRUE	TRUE
ENST00000409559	FALSE	FALSE	FALSE
ENST00000409562	FALSE	FALSE	FALSE
ENST00000409563	FALSE	FALSE	FALSE
ENST00000409565	FALSE	FALSE	FALSE
ENST00000409566	FALSE	FALSE	FALSE
ENST00000409567	FALSE	FALSE	FALSE
ENST00000409568	FALSE	FALSE	FALSE
ENST00000409573	FALSE	FALSE	FALSE
ENST00000409574	FALSE	FALSE	FALSE
ENST00000409578	FALSE	FALSE	FALSE
ENST00000409579	FALSE	FALSE	FALSE
ENST00000409580	FALSE	FALSE	FALSE
ENST00000409581	FALSE	FALSE	FALSE
ENST00000409585	FALSE	FALSE	FALSE
ENST00000409586	FALSE	FALSE	FALSE
ENST00000409587	FALSE	FALSE	FALSE
ENST00000409594	FALSE	FALSE	FALSE
ENST00000409598	FALSE	FALSE	FALSE
ENST00000409600	FALSE	FALSE	FALSE
ENST00000409604	FALSE	FALSE	FALSE
ENST00000409609	FALSE	FALSE	FALSE
ENST00000409614	FALSE	FALSE	FALSE
ENST00000409616	FALSE	FALSE	FALSE
ENST00000409617	FALSE	FALSE	FALSE
ENST00000409618	FALSE	TRUE	FALSE
ENST00000409622	FALSE	FALSE	FALSE
ENST00000409627	FALSE	FALSE	FALSE
ENST00000409636	FALSE	FALSE	FALSE
ENST00000409638	FALSE	FALSE	FALSE
ENST00000409641	FALSE	FALSE	FALSE
ENST00000409642	FALSE	FALSE	FALSE
ENST00000409644	FALSE	FALSE	FALSE
ENST00000409645	TRUE	FALSE	FALSE
ENST00000409650	FALSE	FALSE	FALSE
ENST00000409652	FALSE	FALSE	FALSE
ENST00000409653	FALSE	FALSE	FALSE
ENST00000409654	FALSE	FALSE	FALSE
ENST00000409657	FALSE	FALSE	FALSE
ENST00000409658	FALSE	TRUE	TRUE
ENST00000409660	FALSE	FALSE	FALSE
ENST00000409663	FALSE	FALSE	FALSE
ENST00000409665	FALSE	FALSE	FALSE
ENST00000409668	FALSE	FALSE	FALSE
ENST00000409671	FALSE	FALSE	FALSE
ENST00000409672	FALSE	FALSE	FALSE
ENST00000409675	FALSE	FALSE	FALSE
ENST00000409678	FALSE	FALSE	FALSE
ENST00000409681	FALSE	FALSE	FALSE
ENST00000409682	FALSE	FALSE	FALSE
ENST00000409683	FALSE	FALSE	FALSE
ENST00000409684	FALSE	FALSE	TRUE
ENST00000409687	FALSE	FALSE	FALSE
ENST00000409688	FALSE	FALSE	FALSE
ENST00000409689	FALSE	FALSE	FALSE
ENST00000409690	FALSE	FALSE	FALSE
ENST00000409691	FALSE	FALSE	FALSE
ENST00000409694	FALSE	FALSE	FALSE
ENST00000409697	FALSE	FALSE	FALSE
ENST00000409699	FALSE	FALSE	TRUE
ENST00000409700	FALSE	FALSE	FALSE
ENST00000409707	FALSE	FALSE	FALSE
ENST00000409708	TRUE	TRUE	FALSE
ENST00000409709	FALSE	FALSE	FALSE
ENST00000409710	FALSE	FALSE	FALSE
ENST00000409711	FALSE	FALSE	FALSE
ENST00000409712	FALSE	FALSE	FALSE
ENST00000409714	FALSE	FALSE	FALSE
ENST00000409716	FALSE	FALSE	FALSE
ENST00000409718	FALSE	FALSE	FALSE
ENST00000409719	FALSE	FALSE	FALSE
ENST00000409724	FALSE	FALSE	FALSE
ENST00000409725	FALSE	FALSE	FALSE
ENST00000409729	FALSE	FALSE	FALSE
ENST00000409733	FALSE	FALSE	FALSE
ENST00000409734	FALSE	FALSE	FALSE
ENST00000409735	FALSE	FALSE	FALSE
ENST00000409736	FALSE	FALSE	FALSE
ENST00000409739	FALSE	FALSE	FALSE
ENST00000409746	FALSE	TRUE	FALSE
ENST00000409747	FALSE	FALSE	FALSE
ENST00000409753	FALSE	FALSE	FALSE
ENST00000409757	FALSE	FALSE	FALSE
ENST00000409761	FALSE	FALSE	FALSE
ENST00000409765	FALSE	FALSE	FALSE
ENST00000409772	FALSE	FALSE	FALSE
ENST00000409773	FALSE	FALSE	FALSE
ENST00000409779	FALSE	FALSE	FALSE
ENST00000409784	FALSE	FALSE	FALSE
ENST00000409785	FALSE	FALSE	FALSE
ENST00000409790	FALSE	FALSE	FALSE
ENST00000409791	FALSE	FALSE	FALSE
ENST00000409792	FALSE	FALSE	FALSE
ENST00000409796	FALSE	FALSE	FALSE
ENST00000409797	FALSE	FALSE	FALSE
ENST00000409800	FALSE	FALSE	FALSE
ENST00000409806	FALSE	FALSE	FALSE
ENST00000409813	TRUE	FALSE	FALSE
ENST00000409817	FALSE	FALSE	FALSE
ENST00000409818	FALSE	FALSE	FALSE
ENST00000409823	FALSE	FALSE	FALSE
ENST00000409825	FALSE	FALSE	FALSE
ENST00000409829	FALSE	FALSE	FALSE
ENST00000409830	FALSE	FALSE	FALSE
ENST00000409835	FALSE	FALSE	FALSE
ENST00000409836	FALSE	FALSE	FALSE
ENST00000409841	FALSE	FALSE	FALSE
ENST00000409842	FALSE	FALSE	FALSE
ENST00000409843	FALSE	FALSE	FALSE
ENST00000409849	FALSE	FALSE	FALSE
ENST00000409851	FALSE	FALSE	FALSE
ENST00000409852	FALSE	FALSE	FALSE
ENST00000409853	FALSE	FALSE	FALSE
ENST00000409856	FALSE	FALSE	FALSE
ENST00000409857	FALSE	FALSE	FALSE
ENST00000409858	FALSE	FALSE	FALSE
ENST00000409860	FALSE	FALSE	FALSE
ENST00000409862	FALSE	FALSE	FALSE
ENST00000409863	FALSE	FALSE	FALSE
ENST00000409868	FALSE	FALSE	FALSE
ENST00000409871	FALSE	FALSE	FALSE
ENST00000409874	FALSE	FALSE	FALSE
ENST00000409875	FALSE	FALSE	FALSE
ENST00000409876	FALSE	FALSE	FALSE
ENST00000409879	FALSE	FALSE	FALSE
ENST00000409881	FALSE	FALSE	FALSE
ENST00000409883	FALSE	FALSE	FALSE
ENST00000409884	FALSE	TRUE	FALSE
ENST00000409887	FALSE	FALSE	FALSE
ENST00000409889	FALSE	FALSE	FALSE
ENST00000409892	FALSE	FALSE	FALSE
ENST00000409900	TRUE	FALSE	TRUE
ENST00000409906	TRUE	FALSE	FALSE
ENST00000409907	FALSE	FALSE	FALSE
ENST00000409909	FALSE	FALSE	FALSE
ENST00000409913	FALSE	FALSE	FALSE
ENST00000409914	FALSE	FALSE	FALSE
ENST00000409923	FALSE	FALSE	FALSE
ENST00000409927	FALSE	FALSE	FALSE
ENST00000409931	TRUE	FALSE	FALSE
ENST00000409933	FALSE	FALSE	FALSE
ENST00000409936	FALSE	FALSE	FALSE
ENST00000409939	FALSE	FALSE	FALSE
ENST00000409940	FALSE	FALSE	FALSE
ENST00000409943	FALSE	FALSE	FALSE
ENST00000409945	FALSE	FALSE	FALSE
ENST00000409946	FALSE	FALSE	FALSE
ENST00000409949	FALSE	FALSE	FALSE
ENST00000409952	FALSE	FALSE	FALSE
ENST00000409955	FALSE	FALSE	FALSE
ENST00000409957	FALSE	FALSE	FALSE
ENST00000409959	TRUE	FALSE	FALSE
ENST00000409960	FALSE	FALSE	FALSE
ENST00000409965	FALSE	FALSE	FALSE
ENST00000409968	FALSE	FALSE	FALSE
ENST00000409970	FALSE	FALSE	FALSE
ENST00000409972	TRUE	TRUE	FALSE
ENST00000409973	FALSE	FALSE	FALSE
ENST00000409975	FALSE	FALSE	FALSE
ENST00000409977	FALSE	FALSE	FALSE
ENST00000409978	FALSE	FALSE	FALSE
ENST00000409979	FALSE	FALSE	FALSE
ENST00000409983	FALSE	FALSE	FALSE
ENST00000409985	FALSE	FALSE	FALSE
ENST00000409986	FALSE	FALSE	FALSE
ENST00000409987	FALSE	FALSE	FALSE
ENST00000409988	FALSE	FALSE	FALSE
ENST00000409991	FALSE	FALSE	FALSE
ENST00000409993	FALSE	FALSE	FALSE
ENST00000409994	FALSE	FALSE	FALSE
ENST00000409997	FALSE	FALSE	FALSE
ENST00000409998	FALSE	FALSE	FALSE
ENST00000410003	FALSE	FALSE	FALSE
ENST00000410006	FALSE	FALSE	FALSE
ENST00000410007	FALSE	FALSE	FALSE
ENST00000410009	FALSE	FALSE	FALSE
ENST00000410014	FALSE	FALSE	FALSE
ENST00000410017	FALSE	FALSE	FALSE
ENST00000410018	FALSE	FALSE	FALSE
ENST00000410020	FALSE	FALSE	FALSE
ENST00000410022	TRUE	TRUE	FALSE
ENST00000410023	FALSE	FALSE	FALSE
ENST00000410024	FALSE	FALSE	FALSE
ENST00000410026	FALSE	FALSE	FALSE
ENST00000410030	FALSE	FALSE	FALSE
ENST00000410034	FALSE	FALSE	FALSE
ENST00000410036	FALSE	FALSE	FALSE
ENST00000410044	FALSE	FALSE	FALSE
ENST00000410049	FALSE	FALSE	FALSE
ENST00000410051	FALSE	FALSE	FALSE
ENST00000410053	FALSE	FALSE	FALSE
ENST00000410055	FALSE	FALSE	FALSE
ENST00000410059	FALSE	FALSE	FALSE
ENST00000410062	FALSE	FALSE	FALSE
ENST00000410065	FALSE	FALSE	FALSE
ENST00000410066	FALSE	FALSE	FALSE
ENST00000410067	FALSE	FALSE	FALSE
ENST00000410075	FALSE	FALSE	FALSE
ENST00000410076	FALSE	FALSE	FALSE
ENST00000410080	FALSE	FALSE	FALSE
ENST00000410081	FALSE	FALSE	FALSE
ENST00000410087	FALSE	FALSE	FALSE
ENST00000410092	FALSE	FALSE	FALSE
ENST00000410093	FALSE	FALSE	FALSE
ENST00000410096	FALSE	FALSE	FALSE
ENST00000410097	FALSE	FALSE	FALSE
ENST00000410098	FALSE	FALSE	FALSE
ENST00000410104	FALSE	FALSE	FALSE
ENST00000410105	FALSE	FALSE	FALSE
ENST00000410110	FALSE	FALSE	FALSE
ENST00000410111	FALSE	FALSE	FALSE
ENST00000411419	FALSE	FALSE	FALSE
ENST00000411425	FALSE	FALSE	FALSE
ENST00000411426	TRUE	TRUE	FALSE
ENST00000411432	TRUE	FALSE	FALSE
ENST00000411463	FALSE	FALSE	FALSE
ENST00000411466	FALSE	FALSE	FALSE
ENST00000411486	FALSE	FALSE	FALSE
ENST00000411496	FALSE	FALSE	FALSE
ENST00000411510	FALSE	TRUE	FALSE
ENST00000411529	FALSE	FALSE	FALSE
ENST00000411539	FALSE	FALSE	FALSE
ENST00000411549	FALSE	FALSE	FALSE
ENST00000411577	FALSE	FALSE	FALSE
ENST00000411582	FALSE	TRUE	TRUE
ENST00000411589	FALSE	FALSE	FALSE
ENST00000411594	FALSE	FALSE	TRUE
ENST00000411624	FALSE	FALSE	FALSE
ENST00000411637	FALSE	FALSE	FALSE
ENST00000411646	FALSE	FALSE	TRUE
ENST00000411651	FALSE	FALSE	FALSE
ENST00000411689	FALSE	FALSE	FALSE
ENST00000411696	FALSE	FALSE	FALSE
ENST00000411698	FALSE	FALSE	FALSE
ENST00000411700	FALSE	FALSE	FALSE
ENST00000411702	FALSE	FALSE	FALSE
ENST00000411704	FALSE	FALSE	FALSE
ENST00000411732	FALSE	FALSE	FALSE
ENST00000411739	FALSE	FALSE	FALSE
ENST00000411764	FALSE	FALSE	FALSE
ENST00000411767	TRUE	FALSE	TRUE
ENST00000411768	FALSE	FALSE	FALSE
ENST00000411772	FALSE	FALSE	FALSE
ENST00000411809	FALSE	TRUE	FALSE
ENST00000411827	FALSE	FALSE	FALSE
ENST00000411829	FALSE	FALSE	FALSE
ENST00000411832	FALSE	FALSE	FALSE
ENST00000411850	FALSE	FALSE	FALSE
ENST00000411863	FALSE	FALSE	FALSE
ENST00000411866	FALSE	FALSE	FALSE
ENST00000411875	FALSE	FALSE	FALSE
ENST00000411896	TRUE	TRUE	TRUE
ENST00000411912	FALSE	FALSE	FALSE
ENST00000411915	FALSE	FALSE	FALSE
ENST00000411922	FALSE	FALSE	FALSE
ENST00000411926	FALSE	FALSE	FALSE
ENST00000411929	FALSE	FALSE	FALSE
ENST00000411932	FALSE	FALSE	FALSE
ENST00000411934	FALSE	FALSE	FALSE
ENST00000411937	FALSE	FALSE	FALSE
ENST00000411939	FALSE	FALSE	FALSE
ENST00000411948	FALSE	FALSE	FALSE
ENST00000411976	FALSE	FALSE	FALSE
ENST00000411986	FALSE	FALSE	FALSE
ENST00000411987	FALSE	FALSE	FALSE
ENST00000411991	FALSE	FALSE	FALSE
ENST00000411995	FALSE	FALSE	FALSE
ENST00000412006	FALSE	FALSE	FALSE
ENST00000412028	FALSE	FALSE	FALSE
ENST00000412033	FALSE	FALSE	FALSE
ENST00000412036	FALSE	FALSE	FALSE
ENST00000412050	FALSE	FALSE	FALSE
ENST00000412051	FALSE	TRUE	TRUE
ENST00000412055	FALSE	FALSE	FALSE
ENST00000412056	FALSE	FALSE	FALSE
ENST00000412074	FALSE	FALSE	FALSE
ENST00000412082	FALSE	FALSE	FALSE
ENST00000412094	FALSE	TRUE	FALSE
ENST00000412097	FALSE	FALSE	FALSE
ENST00000412104	FALSE	FALSE	FALSE
ENST00000412117	FALSE	FALSE	FALSE
ENST00000412128	FALSE	FALSE	FALSE
ENST00000412145	FALSE	FALSE	FALSE
ENST00000412146	FALSE	FALSE	FALSE
ENST00000412157	FALSE	FALSE	FALSE
ENST00000412177	FALSE	FALSE	FALSE
ENST00000412198	FALSE	FALSE	FALSE
ENST00000412227	FALSE	FALSE	FALSE
ENST00000412232	FALSE	FALSE	FALSE
ENST00000412237	FALSE	FALSE	FALSE
ENST00000412247	FALSE	FALSE	FALSE
ENST00000412256	FALSE	FALSE	FALSE
ENST00000412272	FALSE	FALSE	FALSE
ENST00000412285	FALSE	FALSE	FALSE
ENST00000412304	FALSE	FALSE	FALSE
ENST00000412318	FALSE	FALSE	FALSE
ENST00000412331	FALSE	FALSE	FALSE
ENST00000412366	FALSE	FALSE	FALSE
ENST00000412367	FALSE	FALSE	FALSE
ENST00000412389	FALSE	FALSE	TRUE
ENST00000412398	FALSE	FALSE	FALSE
ENST00000412401	FALSE	FALSE	FALSE
ENST00000412402	FALSE	FALSE	FALSE
ENST00000412423	FALSE	TRUE	FALSE
ENST00000412450	FALSE	FALSE	FALSE
ENST00000412458	FALSE	FALSE	FALSE
ENST00000412468	FALSE	FALSE	FALSE
ENST00000412477	FALSE	FALSE	FALSE
ENST00000412494	FALSE	FALSE	FALSE
ENST00000412505	FALSE	FALSE	FALSE
ENST00000412522	FALSE	FALSE	FALSE
ENST00000412531	TRUE	FALSE	TRUE
ENST00000412564	FALSE	FALSE	FALSE
ENST00000412565	FALSE	FALSE	FALSE
ENST00000412568	FALSE	FALSE	FALSE
ENST00000412582	FALSE	FALSE	FALSE
ENST00000412584	FALSE	FALSE	FALSE
ENST00000412585	FALSE	FALSE	FALSE
ENST00000412586	FALSE	FALSE	FALSE
ENST00000412596	FALSE	FALSE	FALSE
ENST00000412604	FALSE	FALSE	FALSE
ENST00000412611	FALSE	FALSE	FALSE
ENST00000412615	FALSE	FALSE	FALSE
ENST00000412616	FALSE	FALSE	FALSE
ENST00000412622	FALSE	FALSE	FALSE
ENST00000412636	FALSE	FALSE	FALSE
ENST00000412641	FALSE	FALSE	FALSE
ENST00000412649	FALSE	FALSE	FALSE
ENST00000412653	FALSE	FALSE	FALSE
ENST00000412663	FALSE	FALSE	FALSE
ENST00000412670	FALSE	FALSE	FALSE
ENST00000412678	FALSE	FALSE	FALSE
ENST00000412681	FALSE	FALSE	FALSE
ENST00000412689	FALSE	FALSE	FALSE
ENST00000412691	FALSE	FALSE	FALSE
ENST00000412692	FALSE	FALSE	FALSE
ENST00000412711	FALSE	TRUE	FALSE
ENST00000412715	FALSE	FALSE	FALSE
ENST00000412716	FALSE	FALSE	FALSE
ENST00000412720	FALSE	FALSE	FALSE
ENST00000412723	TRUE	TRUE	FALSE
ENST00000412731	FALSE	FALSE	FALSE
ENST00000412732	FALSE	FALSE	FALSE
ENST00000412734	FALSE	TRUE	TRUE
ENST00000412735	FALSE	FALSE	FALSE
ENST00000412738	FALSE	FALSE	FALSE
ENST00000412752	FALSE	FALSE	FALSE
ENST00000412756	FALSE	FALSE	FALSE
ENST00000412770	TRUE	FALSE	FALSE
ENST00000412795	FALSE	FALSE	FALSE
ENST00000412830	FALSE	FALSE	FALSE
ENST00000412853	FALSE	FALSE	FALSE
ENST00000412908	FALSE	FALSE	FALSE
ENST00000412916	FALSE	FALSE	FALSE
ENST00000412920	FALSE	FALSE	TRUE
ENST00000412923	FALSE	FALSE	FALSE
ENST00000412924	FALSE	FALSE	FALSE
ENST00000412947	FALSE	FALSE	FALSE
ENST00000412964	FALSE	FALSE	FALSE
ENST00000412979	FALSE	FALSE	FALSE
ENST00000412981	FALSE	FALSE	FALSE
ENST00000412997	FALSE	FALSE	FALSE
ENST00000413009	FALSE	FALSE	FALSE
ENST00000413013	FALSE	FALSE	FALSE
ENST00000413014	FALSE	FALSE	FALSE
ENST00000413017	FALSE	FALSE	FALSE
ENST00000413020	FALSE	FALSE	FALSE
ENST00000413025	FALSE	FALSE	FALSE
ENST00000413034	TRUE	TRUE	FALSE
ENST00000413037	FALSE	FALSE	FALSE
ENST00000413040	FALSE	FALSE	FALSE
ENST00000413052	FALSE	FALSE	FALSE
ENST00000413057	FALSE	FALSE	FALSE
ENST00000413065	FALSE	FALSE	FALSE
ENST00000413097	FALSE	FALSE	FALSE
ENST00000413118	FALSE	FALSE	FALSE
ENST00000413123	FALSE	FALSE	FALSE
ENST00000413137	FALSE	FALSE	FALSE
ENST00000413140	FALSE	FALSE	FALSE
ENST00000413150	FALSE	FALSE	FALSE
ENST00000413157	FALSE	FALSE	FALSE
ENST00000413171	FALSE	FALSE	FALSE
ENST00000413188	FALSE	FALSE	FALSE
ENST00000413197	FALSE	FALSE	FALSE
ENST00000413209	FALSE	FALSE	FALSE
ENST00000413212	FALSE	FALSE	FALSE
ENST00000413219	FALSE	FALSE	FALSE
ENST00000413259	FALSE	FALSE	FALSE
ENST00000413266	FALSE	FALSE	FALSE
ENST00000413272	FALSE	FALSE	FALSE
ENST00000413276	FALSE	FALSE	FALSE
ENST00000413302	FALSE	FALSE	FALSE
ENST00000413307	FALSE	FALSE	FALSE
ENST00000413312	FALSE	FALSE	FALSE
ENST00000413364	FALSE	FALSE	FALSE
ENST00000413366	FALSE	FALSE	FALSE
ENST00000413369	FALSE	FALSE	FALSE
ENST00000413380	FALSE	FALSE	FALSE
ENST00000413381	FALSE	FALSE	FALSE
ENST00000413382	FALSE	FALSE	FALSE
ENST00000413384	FALSE	FALSE	FALSE
ENST00000413393	FALSE	TRUE	FALSE
ENST00000413408	FALSE	FALSE	FALSE
ENST00000413420	FALSE	FALSE	FALSE
ENST00000413422	FALSE	FALSE	FALSE
ENST00000413427	FALSE	FALSE	FALSE
ENST00000413432	FALSE	FALSE	FALSE
ENST00000413440	FALSE	FALSE	FALSE
ENST00000413453	FALSE	FALSE	FALSE
ENST00000413464	FALSE	TRUE	FALSE
ENST00000413506	FALSE	FALSE	FALSE
ENST00000413507	FALSE	FALSE	FALSE
ENST00000413518	FALSE	FALSE	FALSE
ENST00000413543	FALSE	FALSE	FALSE
ENST00000413553	FALSE	FALSE	FALSE
ENST00000413565	FALSE	FALSE	FALSE
ENST00000413569	FALSE	FALSE	FALSE
ENST00000413574	FALSE	FALSE	FALSE
ENST00000413580	FALSE	FALSE	FALSE
ENST00000413605	FALSE	FALSE	FALSE
ENST00000413608	FALSE	FALSE	FALSE
ENST00000413626	FALSE	FALSE	FALSE
