isoform_id	DTU_Stage_1_vs_Stage_2	DTU_Stage_1_vs_Stage_3	DTU_Stage_2_vs_Stage_3
ENST00000379982	FALSE	FALSE	FALSE
ENST00000379983	FALSE	FALSE	FALSE
ENST00000379984	FALSE	FALSE	FALSE
ENST00000379987	FALSE	FALSE	FALSE
ENST00000379996	FALSE	FALSE	FALSE
ENST00000379997	FALSE	FALSE	FALSE
ENST00000379999	FALSE	FALSE	FALSE
ENST00000380003	TRUE	FALSE	FALSE
ENST00000380005	FALSE	FALSE	FALSE
ENST00000380006	TRUE	FALSE	FALSE
ENST00000380007	FALSE	FALSE	FALSE
ENST00000380009	FALSE	FALSE	FALSE
ENST00000380010	FALSE	FALSE	FALSE
ENST00000380013	TRUE	TRUE	FALSE
ENST00000380026	FALSE	FALSE	FALSE
ENST00000380027	FALSE	FALSE	FALSE
ENST00000380032	FALSE	FALSE	FALSE
ENST00000380033	FALSE	FALSE	FALSE
ENST00000380034	FALSE	FALSE	FALSE
ENST00000380035	FALSE	FALSE	FALSE
ENST00000380036	FALSE	FALSE	FALSE
ENST00000380038	FALSE	FALSE	FALSE
ENST00000380041	FALSE	FALSE	FALSE
ENST00000380043	FALSE	FALSE	TRUE
ENST00000380044	FALSE	FALSE	FALSE
ENST00000380045	FALSE	FALSE	FALSE
ENST00000380050	FALSE	FALSE	FALSE
ENST00000380051	FALSE	FALSE	FALSE
ENST00000380055	FALSE	FALSE	FALSE
ENST00000380056	FALSE	FALSE	FALSE
ENST00000380058	FALSE	FALSE	FALSE
ENST00000380062	FALSE	FALSE	FALSE
ENST00000380067	FALSE	FALSE	FALSE
ENST00000380071	FALSE	FALSE	FALSE
ENST00000380079	FALSE	FALSE	FALSE
ENST00000380084	FALSE	FALSE	FALSE
ENST00000380087	FALSE	FALSE	FALSE
ENST00000380092	FALSE	FALSE	FALSE
ENST00000380094	FALSE	FALSE	FALSE
ENST00000380099	FALSE	FALSE	FALSE
ENST00000380110	FALSE	FALSE	FALSE
ENST00000380113	TRUE	TRUE	FALSE
ENST00000380117	FALSE	FALSE	FALSE
ENST00000380118	FALSE	TRUE	FALSE
ENST00000380121	FALSE	FALSE	FALSE
ENST00000380122	FALSE	FALSE	FALSE
ENST00000380125	FALSE	FALSE	FALSE
ENST00000380130	FALSE	FALSE	FALSE
ENST00000380138	FALSE	FALSE	FALSE
ENST00000380139	FALSE	FALSE	FALSE
ENST00000380149	FALSE	FALSE	FALSE
ENST00000380152	FALSE	TRUE	FALSE
ENST00000380154	TRUE	FALSE	FALSE
ENST00000380155	FALSE	FALSE	FALSE
ENST00000380158	FALSE	FALSE	FALSE
ENST00000380171	FALSE	FALSE	FALSE
ENST00000380176	FALSE	FALSE	FALSE
ENST00000380181	FALSE	FALSE	FALSE
ENST00000380184	FALSE	FALSE	FALSE
ENST00000380189	FALSE	FALSE	FALSE
ENST00000380191	FALSE	FALSE	FALSE
ENST00000380198	FALSE	FALSE	FALSE
ENST00000380199	FALSE	FALSE	FALSE
ENST00000380201	FALSE	FALSE	FALSE
ENST00000380221	FALSE	FALSE	FALSE
ENST00000380241	FALSE	FALSE	FALSE
ENST00000380243	FALSE	FALSE	FALSE
ENST00000380244	TRUE	FALSE	FALSE
ENST00000380249	FALSE	FALSE	FALSE
ENST00000380254	FALSE	FALSE	FALSE
ENST00000380258	FALSE	FALSE	FALSE
ENST00000380259	FALSE	FALSE	FALSE
ENST00000380262	FALSE	FALSE	FALSE
ENST00000380266	FALSE	FALSE	FALSE
ENST00000380274	FALSE	FALSE	FALSE
ENST00000380276	FALSE	FALSE	FALSE
ENST00000380277	TRUE	FALSE	TRUE
ENST00000380281	FALSE	FALSE	FALSE
ENST00000380283	TRUE	FALSE	FALSE
ENST00000380289	FALSE	FALSE	FALSE
ENST00000380290	FALSE	FALSE	FALSE
ENST00000380291	FALSE	FALSE	FALSE
ENST00000380298	FALSE	FALSE	FALSE
ENST00000380305	FALSE	FALSE	FALSE
ENST00000380308	FALSE	FALSE	FALSE
ENST00000380317	FALSE	FALSE	FALSE
ENST00000380320	FALSE	FALSE	FALSE
ENST00000380324	TRUE	TRUE	FALSE
ENST00000380325	FALSE	FALSE	FALSE
ENST00000380327	FALSE	FALSE	FALSE
ENST00000380338	FALSE	FALSE	FALSE
ENST00000380342	FALSE	FALSE	FALSE
ENST00000380343	FALSE	FALSE	FALSE
ENST00000380345	FALSE	FALSE	FALSE
ENST00000380347	FALSE	FALSE	FALSE
ENST00000380353	FALSE	TRUE	TRUE
ENST00000380358	FALSE	FALSE	FALSE
ENST00000380359	FALSE	FALSE	FALSE
ENST00000380361	FALSE	FALSE	FALSE
ENST00000380367	FALSE	FALSE	FALSE
ENST00000380377	FALSE	FALSE	FALSE
ENST00000380379	FALSE	FALSE	FALSE
ENST00000380381	FALSE	FALSE	FALSE
ENST00000380384	FALSE	FALSE	FALSE
ENST00000380394	FALSE	FALSE	FALSE
ENST00000380405	FALSE	FALSE	FALSE
ENST00000380412	FALSE	FALSE	FALSE
ENST00000380420	FALSE	FALSE	FALSE
ENST00000380421	FALSE	FALSE	FALSE
ENST00000380443	FALSE	FALSE	FALSE
ENST00000380445	FALSE	FALSE	FALSE
ENST00000380454	FALSE	FALSE	FALSE
ENST00000380455	FALSE	FALSE	FALSE
ENST00000380456	FALSE	FALSE	FALSE
ENST00000380466	FALSE	FALSE	FALSE
ENST00000380469	FALSE	FALSE	FALSE
ENST00000380473	FALSE	FALSE	FALSE
ENST00000380485	FALSE	FALSE	FALSE
ENST00000380486	FALSE	FALSE	FALSE
ENST00000380492	FALSE	FALSE	FALSE
ENST00000380495	FALSE	FALSE	FALSE
ENST00000380496	FALSE	FALSE	FALSE
ENST00000380502	FALSE	FALSE	FALSE
ENST00000380516	FALSE	FALSE	FALSE
ENST00000380518	FALSE	FALSE	FALSE
ENST00000380523	FALSE	FALSE	FALSE
ENST00000380524	FALSE	FALSE	FALSE
ENST00000380525	FALSE	FALSE	FALSE
ENST00000380527	FALSE	FALSE	FALSE
ENST00000380529	FALSE	FALSE	FALSE
ENST00000380535	FALSE	FALSE	FALSE
ENST00000380539	FALSE	TRUE	FALSE
ENST00000380542	FALSE	FALSE	FALSE
ENST00000380546	FALSE	FALSE	FALSE
ENST00000380550	FALSE	FALSE	FALSE
ENST00000380554	FALSE	FALSE	FALSE
ENST00000380557	FALSE	FALSE	FALSE
ENST00000380559	FALSE	FALSE	FALSE
ENST00000380567	FALSE	FALSE	FALSE
ENST00000380573	FALSE	FALSE	FALSE
ENST00000380575	FALSE	FALSE	FALSE
ENST00000380576	FALSE	FALSE	FALSE
ENST00000380578	FALSE	FALSE	FALSE
ENST00000380579	FALSE	TRUE	TRUE
ENST00000380584	FALSE	FALSE	FALSE
ENST00000380589	FALSE	FALSE	FALSE
ENST00000380591	FALSE	FALSE	FALSE
ENST00000380599	FALSE	FALSE	FALSE
ENST00000380600	TRUE	FALSE	FALSE
ENST00000380602	FALSE	FALSE	FALSE
ENST00000380605	FALSE	FALSE	FALSE
ENST00000380607	FALSE	FALSE	FALSE
ENST00000380615	FALSE	FALSE	FALSE
ENST00000380617	FALSE	FALSE	FALSE
ENST00000380620	FALSE	FALSE	FALSE
ENST00000380629	FALSE	FALSE	FALSE
ENST00000380631	FALSE	FALSE	FALSE
ENST00000380633	FALSE	FALSE	FALSE
ENST00000380634	FALSE	FALSE	FALSE
ENST00000380635	FALSE	FALSE	FALSE
ENST00000380636	FALSE	FALSE	FALSE
ENST00000380637	TRUE	FALSE	FALSE
ENST00000380639	FALSE	FALSE	FALSE
ENST00000380641	FALSE	FALSE	FALSE
ENST00000380647	FALSE	FALSE	FALSE
ENST00000380648	FALSE	FALSE	FALSE
ENST00000380649	FALSE	FALSE	FALSE
ENST00000380650	FALSE	FALSE	FALSE
ENST00000380654	FALSE	FALSE	FALSE
ENST00000380656	TRUE	TRUE	FALSE
ENST00000380664	FALSE	TRUE	FALSE
ENST00000380665	FALSE	FALSE	FALSE
ENST00000380668	FALSE	FALSE	FALSE
ENST00000380672	FALSE	FALSE	FALSE
ENST00000380680	FALSE	FALSE	FALSE
ENST00000380698	FALSE	FALSE	FALSE
ENST00000380701	FALSE	FALSE	FALSE
ENST00000380702	FALSE	FALSE	FALSE
ENST00000380707	FALSE	FALSE	FALSE
ENST00000380708	FALSE	FALSE	FALSE
ENST00000380714	FALSE	FALSE	FALSE
ENST00000380715	FALSE	TRUE	FALSE
ENST00000380716	FALSE	TRUE	FALSE
ENST00000380725	FALSE	FALSE	FALSE
ENST00000380728	FALSE	FALSE	FALSE
ENST00000380729	FALSE	FALSE	FALSE
ENST00000380733	FALSE	FALSE	FALSE
ENST00000380736	FALSE	FALSE	TRUE
ENST00000380737	FALSE	FALSE	FALSE
ENST00000380738	FALSE	FALSE	FALSE
ENST00000380739	FALSE	FALSE	FALSE
ENST00000380743	FALSE	FALSE	FALSE
ENST00000380746	FALSE	FALSE	FALSE
ENST00000380748	FALSE	FALSE	FALSE
ENST00000380749	FALSE	TRUE	TRUE
ENST00000380752	FALSE	FALSE	FALSE
ENST00000380753	TRUE	FALSE	TRUE
ENST00000380756	FALSE	FALSE	FALSE
ENST00000380762	FALSE	FALSE	FALSE
ENST00000380763	FALSE	FALSE	FALSE
ENST00000380764	FALSE	FALSE	FALSE
ENST00000380769	TRUE	FALSE	FALSE
ENST00000380771	FALSE	FALSE	FALSE
ENST00000380773	FALSE	FALSE	FALSE
ENST00000380779	FALSE	FALSE	FALSE
ENST00000380780	FALSE	FALSE	FALSE
ENST00000380805	FALSE	FALSE	FALSE
ENST00000380808	FALSE	TRUE	FALSE
ENST00000380809	FALSE	FALSE	FALSE
ENST00000380814	FALSE	FALSE	FALSE
ENST00000380815	FALSE	FALSE	FALSE
ENST00000380817	FALSE	FALSE	FALSE
ENST00000380818	FALSE	TRUE	FALSE
ENST00000380821	TRUE	FALSE	TRUE
ENST00000380822	FALSE	TRUE	FALSE
ENST00000380833	FALSE	FALSE	FALSE
ENST00000380834	FALSE	FALSE	FALSE
ENST00000380835	FALSE	FALSE	FALSE
ENST00000380837	FALSE	FALSE	FALSE
ENST00000380839	FALSE	FALSE	FALSE
ENST00000380842	FALSE	FALSE	FALSE
ENST00000380843	FALSE	FALSE	FALSE
ENST00000380851	FALSE	FALSE	FALSE
ENST00000380858	FALSE	FALSE	FALSE
ENST00000380860	FALSE	FALSE	FALSE
ENST00000380861	FALSE	FALSE	FALSE
ENST00000380870	FALSE	FALSE	FALSE
ENST00000380871	FALSE	FALSE	FALSE
ENST00000380872	FALSE	FALSE	FALSE
ENST00000380875	FALSE	FALSE	FALSE
ENST00000380877	FALSE	FALSE	FALSE
ENST00000380880	FALSE	FALSE	FALSE
ENST00000380900	FALSE	FALSE	FALSE
ENST00000380903	FALSE	FALSE	FALSE
ENST00000380909	FALSE	FALSE	FALSE
ENST00000380913	FALSE	TRUE	TRUE
ENST00000380916	FALSE	FALSE	FALSE
ENST00000380920	FALSE	TRUE	FALSE
ENST00000380943	FALSE	FALSE	FALSE
ENST00000380950	FALSE	FALSE	FALSE
ENST00000380953	FALSE	FALSE	FALSE
ENST00000380956	FALSE	FALSE	FALSE
ENST00000380958	FALSE	FALSE	FALSE
ENST00000380959	FALSE	FALSE	FALSE
ENST00000380962	FALSE	FALSE	FALSE
ENST00000380966	FALSE	FALSE	FALSE
ENST00000380968	FALSE	FALSE	FALSE
ENST00000380985	FALSE	FALSE	FALSE
ENST00000380986	FALSE	FALSE	FALSE
ENST00000380989	FALSE	FALSE	FALSE
ENST00000380991	FALSE	FALSE	FALSE
ENST00000380995	FALSE	FALSE	FALSE
ENST00000380996	FALSE	FALSE	FALSE
ENST00000381000	FALSE	FALSE	FALSE
ENST00000381006	FALSE	FALSE	FALSE
ENST00000381007	FALSE	FALSE	FALSE
ENST00000381017	FALSE	FALSE	FALSE
ENST00000381019	FALSE	FALSE	FALSE
ENST00000381021	FALSE	FALSE	FALSE
ENST00000381024	FALSE	FALSE	FALSE
ENST00000381031	FALSE	FALSE	FALSE
ENST00000381035	FALSE	FALSE	FALSE
ENST00000381042	FALSE	FALSE	FALSE
ENST00000381055	FALSE	FALSE	FALSE
ENST00000381061	FALSE	FALSE	FALSE
ENST00000381070	FALSE	TRUE	FALSE
ENST00000381072	FALSE	FALSE	FALSE
ENST00000381075	FALSE	FALSE	FALSE
ENST00000381077	FALSE	FALSE	FALSE
ENST00000381090	FALSE	FALSE	FALSE
ENST00000381093	FALSE	FALSE	FALSE
ENST00000381095	FALSE	FALSE	FALSE
ENST00000381103	FALSE	FALSE	FALSE
ENST00000381112	FALSE	FALSE	FALSE
ENST00000381116	FALSE	FALSE	FALSE
ENST00000381118	FALSE	FALSE	FALSE
ENST00000381120	FALSE	TRUE	TRUE
ENST00000381124	FALSE	FALSE	FALSE
ENST00000381125	FALSE	FALSE	FALSE
ENST00000381128	FALSE	FALSE	FALSE
ENST00000381129	FALSE	FALSE	FALSE
ENST00000381132	FALSE	FALSE	FALSE
ENST00000381135	FALSE	FALSE	FALSE
ENST00000381140	FALSE	TRUE	FALSE
ENST00000381150	TRUE	FALSE	FALSE
ENST00000381151	FALSE	FALSE	FALSE
ENST00000381154	FALSE	FALSE	FALSE
ENST00000381161	FALSE	FALSE	FALSE
ENST00000381163	FALSE	TRUE	FALSE
ENST00000381165	FALSE	TRUE	FALSE
ENST00000381176	TRUE	TRUE	TRUE
ENST00000381196	FALSE	FALSE	TRUE
ENST00000381199	FALSE	FALSE	FALSE
ENST00000381208	FALSE	FALSE	FALSE
ENST00000381209	FALSE	FALSE	FALSE
ENST00000381210	FALSE	FALSE	FALSE
ENST00000381213	FALSE	FALSE	FALSE
ENST00000381214	FALSE	FALSE	FALSE
ENST00000381216	FALSE	FALSE	FALSE
ENST00000381226	FALSE	FALSE	FALSE
ENST00000381227	FALSE	FALSE	FALSE
ENST00000381232	FALSE	FALSE	FALSE
ENST00000381237	FALSE	FALSE	FALSE
ENST00000381246	FALSE	FALSE	FALSE
ENST00000381249	FALSE	FALSE	FALSE
ENST00000381250	FALSE	FALSE	FALSE
ENST00000381253	FALSE	TRUE	FALSE
ENST00000381254	FALSE	FALSE	FALSE
ENST00000381259	FALSE	FALSE	FALSE
ENST00000381271	FALSE	FALSE	FALSE
ENST00000381291	FALSE	FALSE	FALSE
ENST00000381294	FALSE	FALSE	FALSE
ENST00000381295	FALSE	FALSE	FALSE
ENST00000381298	FALSE	FALSE	FALSE
ENST00000381306	FALSE	FALSE	FALSE
ENST00000381309	FALSE	FALSE	FALSE
ENST00000381311	FALSE	TRUE	FALSE
ENST00000381312	FALSE	FALSE	FALSE
ENST00000381318	TRUE	TRUE	FALSE
ENST00000381322	FALSE	FALSE	FALSE
ENST00000381323	FALSE	FALSE	FALSE
ENST00000381334	FALSE	FALSE	FALSE
ENST00000381337	FALSE	FALSE	FALSE
ENST00000381340	FALSE	FALSE	FALSE
ENST00000381342	FALSE	FALSE	FALSE
ENST00000381344	TRUE	FALSE	FALSE
ENST00000381346	FALSE	FALSE	FALSE
ENST00000381348	FALSE	FALSE	FALSE
ENST00000381352	FALSE	FALSE	FALSE
ENST00000381356	FALSE	TRUE	TRUE
ENST00000381359	FALSE	FALSE	FALSE
ENST00000381365	FALSE	FALSE	FALSE
ENST00000381373	FALSE	FALSE	FALSE
ENST00000381375	FALSE	FALSE	FALSE
ENST00000381395	FALSE	FALSE	FALSE
ENST00000381396	FALSE	FALSE	FALSE
ENST00000381405	FALSE	FALSE	FALSE
ENST00000381406	FALSE	FALSE	FALSE
ENST00000381410	FALSE	FALSE	FALSE
ENST00000381418	FALSE	FALSE	TRUE
ENST00000381424	FALSE	FALSE	FALSE
ENST00000381431	FALSE	FALSE	FALSE
ENST00000381434	FALSE	FALSE	FALSE
ENST00000381440	FALSE	FALSE	FALSE
ENST00000381441	FALSE	FALSE	FALSE
ENST00000381461	FALSE	FALSE	FALSE
ENST00000381465	FALSE	FALSE	FALSE
ENST00000381470	FALSE	FALSE	FALSE
ENST00000381473	FALSE	FALSE	FALSE
ENST00000381477	FALSE	FALSE	FALSE
ENST00000381480	FALSE	FALSE	FALSE
ENST00000381482	FALSE	FALSE	FALSE
ENST00000381488	FALSE	FALSE	FALSE
ENST00000381501	FALSE	FALSE	FALSE
ENST00000381513	FALSE	FALSE	FALSE
ENST00000381525	FALSE	FALSE	FALSE
ENST00000381527	FALSE	FALSE	FALSE
ENST00000381538	FALSE	FALSE	TRUE
ENST00000381554	TRUE	FALSE	TRUE
ENST00000381556	FALSE	FALSE	FALSE
ENST00000381565	FALSE	FALSE	FALSE
ENST00000381569	TRUE	FALSE	FALSE
ENST00000381570	FALSE	FALSE	FALSE
ENST00000381571	FALSE	FALSE	FALSE
ENST00000381577	FALSE	FALSE	FALSE
ENST00000381580	FALSE	FALSE	FALSE
ENST00000381585	FALSE	FALSE	FALSE
ENST00000381588	FALSE	TRUE	FALSE
ENST00000381589	FALSE	FALSE	FALSE
ENST00000381591	FALSE	FALSE	FALSE
ENST00000381604	FALSE	FALSE	TRUE
ENST00000381605	FALSE	FALSE	FALSE
ENST00000381620	FALSE	TRUE	FALSE
ENST00000381624	FALSE	FALSE	FALSE
ENST00000381627	FALSE	FALSE	FALSE
ENST00000381638	FALSE	FALSE	FALSE
ENST00000381647	FALSE	FALSE	FALSE
ENST00000381652	FALSE	FALSE	FALSE
ENST00000381653	FALSE	FALSE	FALSE
ENST00000381655	FALSE	FALSE	FALSE
ENST00000381661	FALSE	FALSE	FALSE
ENST00000381668	FALSE	FALSE	FALSE
ENST00000381669	FALSE	FALSE	FALSE
ENST00000381679	FALSE	FALSE	FALSE
ENST00000381685	FALSE	FALSE	FALSE
ENST00000381689	FALSE	FALSE	FALSE
ENST00000381692	FALSE	FALSE	FALSE
ENST00000381714	FALSE	FALSE	FALSE
ENST00000381715	FALSE	FALSE	FALSE
ENST00000381718	FALSE	FALSE	FALSE
ENST00000381719	FALSE	FALSE	FALSE
ENST00000381733	FALSE	FALSE	FALSE
ENST00000381736	FALSE	FALSE	FALSE
ENST00000381750	FALSE	FALSE	FALSE
ENST00000381753	FALSE	TRUE	TRUE
ENST00000381759	FALSE	FALSE	FALSE
ENST00000381760	FALSE	FALSE	FALSE
ENST00000381765	FALSE	FALSE	FALSE
ENST00000381774	FALSE	FALSE	FALSE
ENST00000381782	FALSE	FALSE	FALSE
ENST00000381783	FALSE	TRUE	FALSE
ENST00000381786	FALSE	FALSE	FALSE
ENST00000381787	FALSE	FALSE	FALSE
ENST00000381793	FALSE	FALSE	FALSE
ENST00000381795	FALSE	FALSE	FALSE
ENST00000381799	FALSE	FALSE	FALSE
ENST00000381801	FALSE	FALSE	FALSE
ENST00000381808	FALSE	FALSE	FALSE
ENST00000381809	FALSE	FALSE	FALSE
ENST00000381813	FALSE	FALSE	FALSE
ENST00000381815	FALSE	TRUE	FALSE
ENST00000381831	FALSE	FALSE	FALSE
ENST00000381839	FALSE	FALSE	FALSE
ENST00000381843	FALSE	FALSE	FALSE
ENST00000381844	FALSE	FALSE	FALSE
ENST00000381846	FALSE	FALSE	FALSE
ENST00000381848	FALSE	FALSE	FALSE
ENST00000381852	FALSE	FALSE	FALSE
ENST00000381854	FALSE	FALSE	FALSE
ENST00000381861	FALSE	FALSE	FALSE
ENST00000381869	FALSE	FALSE	FALSE
ENST00000381873	FALSE	FALSE	FALSE
ENST00000381883	FALSE	FALSE	FALSE
ENST00000381884	FALSE	FALSE	FALSE
ENST00000381885	FALSE	FALSE	FALSE
ENST00000381894	FALSE	FALSE	FALSE
ENST00000381897	FALSE	FALSE	FALSE
ENST00000381898	FALSE	FALSE	FALSE
ENST00000381916	FALSE	FALSE	FALSE
ENST00000381920	FALSE	FALSE	FALSE
ENST00000381922	FALSE	FALSE	FALSE
ENST00000381930	FALSE	FALSE	FALSE
ENST00000381937	FALSE	FALSE	FALSE
ENST00000381938	FALSE	FALSE	FALSE
ENST00000381941	TRUE	TRUE	FALSE
ENST00000381947	FALSE	FALSE	FALSE
ENST00000381962	FALSE	FALSE	FALSE
ENST00000381967	FALSE	FALSE	FALSE
ENST00000381971	FALSE	FALSE	FALSE
ENST00000381975	FALSE	TRUE	FALSE
ENST00000381980	FALSE	FALSE	FALSE
ENST00000381989	FALSE	FALSE	FALSE
ENST00000381990	FALSE	FALSE	FALSE
ENST00000381995	FALSE	FALSE	FALSE
ENST00000382004	FALSE	FALSE	FALSE
ENST00000382020	TRUE	FALSE	FALSE
ENST00000382021	FALSE	FALSE	FALSE
ENST00000382029	FALSE	FALSE	FALSE
ENST00000382031	FALSE	TRUE	FALSE
ENST00000382038	FALSE	FALSE	FALSE
ENST00000382040	FALSE	FALSE	FALSE
ENST00000382043	FALSE	FALSE	FALSE
ENST00000382044	FALSE	FALSE	FALSE
ENST00000382051	FALSE	FALSE	FALSE
ENST00000382065	FALSE	FALSE	FALSE
ENST00000382070	FALSE	FALSE	FALSE
ENST00000382072	FALSE	FALSE	FALSE
ENST00000382079	FALSE	FALSE	FALSE
ENST00000382080	FALSE	FALSE	FALSE
ENST00000382082	FALSE	FALSE	FALSE
ENST00000382085	FALSE	FALSE	FALSE
ENST00000382093	FALSE	FALSE	FALSE
ENST00000382095	FALSE	FALSE	FALSE
ENST00000382100	FALSE	FALSE	FALSE
ENST00000382102	FALSE	FALSE	FALSE
ENST00000382103	FALSE	TRUE	FALSE
ENST00000382108	FALSE	FALSE	FALSE
ENST00000382110	FALSE	FALSE	TRUE
ENST00000382112	FALSE	FALSE	FALSE
ENST00000382114	FALSE	FALSE	FALSE
ENST00000382120	FALSE	FALSE	FALSE
ENST00000382123	FALSE	FALSE	FALSE
ENST00000382125	FALSE	FALSE	FALSE
ENST00000382142	FALSE	FALSE	FALSE
ENST00000382148	FALSE	FALSE	TRUE
ENST00000382149	TRUE	FALSE	FALSE
ENST00000382151	FALSE	FALSE	FALSE
ENST00000382152	FALSE	TRUE	TRUE
ENST00000382159	FALSE	FALSE	FALSE
ENST00000382162	FALSE	FALSE	FALSE
ENST00000382171	FALSE	FALSE	FALSE
ENST00000382172	FALSE	FALSE	FALSE
ENST00000382179	FALSE	FALSE	FALSE
ENST00000382181	FALSE	FALSE	FALSE
ENST00000382191	FALSE	FALSE	FALSE
ENST00000382192	FALSE	FALSE	FALSE
ENST00000382194	FALSE	FALSE	FALSE
ENST00000382199	FALSE	FALSE	FALSE
ENST00000382203	FALSE	FALSE	FALSE
ENST00000382214	FALSE	FALSE	FALSE
ENST00000382224	FALSE	FALSE	FALSE
ENST00000382226	FALSE	FALSE	TRUE
ENST00000382247	FALSE	FALSE	FALSE
ENST00000382252	FALSE	FALSE	FALSE
ENST00000382254	FALSE	FALSE	FALSE
ENST00000382263	FALSE	FALSE	FALSE
ENST00000382264	FALSE	FALSE	FALSE
ENST00000382275	FALSE	FALSE	TRUE
ENST00000382285	FALSE	FALSE	FALSE
ENST00000382291	FALSE	FALSE	FALSE
ENST00000382292	FALSE	FALSE	FALSE
ENST00000382297	FALSE	FALSE	TRUE
ENST00000382303	FALSE	FALSE	FALSE
ENST00000382315	FALSE	FALSE	FALSE
ENST00000382329	FALSE	FALSE	FALSE
ENST00000382346	FALSE	FALSE	FALSE
ENST00000382349	FALSE	FALSE	FALSE
ENST00000382353	FALSE	FALSE	FALSE
ENST00000382357	FALSE	TRUE	FALSE
ENST00000382361	TRUE	TRUE	TRUE
ENST00000382363	FALSE	FALSE	FALSE
ENST00000382368	FALSE	FALSE	FALSE
ENST00000382369	FALSE	TRUE	FALSE
ENST00000382374	TRUE	FALSE	FALSE
ENST00000382381	FALSE	FALSE	FALSE
ENST00000382384	FALSE	FALSE	FALSE
ENST00000382395	FALSE	FALSE	FALSE
ENST00000382401	FALSE	FALSE	TRUE
ENST00000382405	FALSE	FALSE	FALSE
ENST00000382406	FALSE	FALSE	FALSE
ENST00000382409	FALSE	FALSE	FALSE
ENST00000382422	TRUE	FALSE	FALSE
ENST00000382437	FALSE	FALSE	FALSE
ENST00000382438	FALSE	FALSE	FALSE
ENST00000382447	FALSE	FALSE	FALSE
ENST00000382448	FALSE	FALSE	FALSE
ENST00000382456	FALSE	FALSE	FALSE
ENST00000382464	FALSE	FALSE	FALSE
ENST00000382466	FALSE	FALSE	FALSE
ENST00000382480	FALSE	FALSE	FALSE
ENST00000382483	FALSE	FALSE	FALSE
ENST00000382491	TRUE	TRUE	FALSE
ENST00000382494	FALSE	FALSE	FALSE
ENST00000382496	FALSE	FALSE	FALSE
ENST00000382499	FALSE	FALSE	FALSE
ENST00000382512	FALSE	FALSE	FALSE
ENST00000382518	FALSE	FALSE	FALSE
ENST00000382533	FALSE	FALSE	FALSE
ENST00000382545	FALSE	FALSE	FALSE
ENST00000382549	FALSE	FALSE	FALSE
ENST00000382554	FALSE	FALSE	FALSE
ENST00000382564	FALSE	TRUE	FALSE
ENST00000382580	FALSE	FALSE	FALSE
ENST00000382581	FALSE	TRUE	TRUE
ENST00000382584	FALSE	FALSE	FALSE
ENST00000382592	FALSE	FALSE	FALSE
ENST00000382599	FALSE	FALSE	FALSE
ENST00000382611	FALSE	FALSE	FALSE
ENST00000382622	FALSE	FALSE	FALSE
ENST00000382647	FALSE	FALSE	FALSE
ENST00000382666	FALSE	FALSE	FALSE
ENST00000382671	FALSE	FALSE	FALSE
ENST00000382686	FALSE	FALSE	FALSE
ENST00000382688	FALSE	FALSE	FALSE
ENST00000382708	FALSE	FALSE	FALSE
ENST00000382713	FALSE	FALSE	FALSE
ENST00000382722	FALSE	FALSE	FALSE
ENST00000382723	FALSE	FALSE	FALSE
ENST00000382743	FALSE	FALSE	FALSE
ENST00000382745	FALSE	FALSE	FALSE
ENST00000382751	FALSE	FALSE	FALSE
ENST00000382753	FALSE	FALSE	FALSE
ENST00000382758	FALSE	FALSE	FALSE
ENST00000382762	FALSE	FALSE	FALSE
ENST00000382774	FALSE	FALSE	FALSE
ENST00000382788	TRUE	FALSE	FALSE
ENST00000382824	FALSE	TRUE	FALSE
ENST00000382850	TRUE	TRUE	TRUE
ENST00000382865	FALSE	FALSE	FALSE
ENST00000382870	FALSE	FALSE	FALSE
ENST00000382871	FALSE	FALSE	FALSE
ENST00000382874	FALSE	FALSE	FALSE
ENST00000382881	FALSE	FALSE	FALSE
ENST00000382882	FALSE	TRUE	FALSE
ENST00000382883	FALSE	FALSE	FALSE
ENST00000382891	FALSE	FALSE	FALSE
ENST00000382892	FALSE	FALSE	FALSE
ENST00000382895	FALSE	FALSE	FALSE
ENST00000382899	FALSE	FALSE	FALSE
ENST00000382905	FALSE	FALSE	FALSE
ENST00000382907	FALSE	FALSE	FALSE
ENST00000382909	TRUE	FALSE	FALSE
ENST00000382911	FALSE	FALSE	FALSE
ENST00000382933	FALSE	FALSE	FALSE
ENST00000382936	FALSE	FALSE	FALSE
ENST00000382938	FALSE	FALSE	FALSE
ENST00000382952	FALSE	FALSE	FALSE
ENST00000382974	FALSE	FALSE	FALSE
ENST00000382998	FALSE	FALSE	FALSE
ENST00000383056	FALSE	FALSE	FALSE
ENST00000383075	FALSE	FALSE	FALSE
ENST00000383083	FALSE	FALSE	FALSE
ENST00000383168	FALSE	FALSE	FALSE
ENST00000383202	FALSE	FALSE	FALSE
ENST00000383229	FALSE	FALSE	FALSE
ENST00000383233	FALSE	FALSE	FALSE
ENST00000383237	FALSE	FALSE	FALSE
ENST00000383263	FALSE	FALSE	FALSE
ENST00000383276	FALSE	FALSE	FALSE
ENST00000383314	TRUE	FALSE	TRUE
ENST00000383329	FALSE	FALSE	FALSE
ENST00000383366	FALSE	FALSE	FALSE
ENST00000383376	FALSE	FALSE	FALSE
ENST00000383432	FALSE	FALSE	FALSE
ENST00000383463	FALSE	FALSE	FALSE
