"gene","n_detected_iso","n_annotated_iso","frac_detected"
"ENSG00000084072",15,15,1
"ENSG00000084073",6,7,0.857
"ENSG00000084090",6,6,1
"ENSG00000084092",1,1,1
"ENSG00000084093",11,11,1
"ENSG00000084110",8,11,0.727
"ENSG00000084112",9,9,1
"ENSG00000084207",8,8,1
"ENSG00000084234",23,26,0.885
"ENSG00000084444",6,6,1
"ENSG00000084453",15,17,0.882
"ENSG00000084463",5,5,1
"ENSG00000084623",43,44,0.977
"ENSG00000084628",3,5,0.6
"ENSG00000084636",16,17,0.941
"ENSG00000084652",2,2,1
"ENSG00000084674",4,4,1
"ENSG00000084676",11,11,1
"ENSG00000084693",10,10,1
"ENSG00000084710",4,5,0.8
"ENSG00000084731",7,7,1
"ENSG00000084733",4,4,1
"ENSG00000084734",5,6,0.833
"ENSG00000084754",11,11,1
"ENSG00000084764",8,10,0.8
"ENSG00000084774",11,11,1
"ENSG00000085063",16,17,0.941
"ENSG00000085117",13,14,0.929
"ENSG00000085185",5,5,1
"ENSG00000085224",19,25,0.76
"ENSG00000085231",5,5,1
"ENSG00000085265",1,1,1
"ENSG00000085274",5,5,1
"ENSG00000085276",19,20,0.95
"ENSG00000085365",7,7,1
"ENSG00000085377",3,3,1
"ENSG00000085382",12,12,1
"ENSG00000085415",10,10,1
"ENSG00000085433",8,8,1
"ENSG00000085449",6,6,1
"ENSG00000085465",3,3,1
"ENSG00000085491",5,5,1
"ENSG00000085511",14,16,0.875
"ENSG00000085514",6,7,0.857
"ENSG00000085552",5,5,1
"ENSG00000085563",7,11,0.636
"ENSG00000085644",8,8,1
"ENSG00000085662",12,14,0.857
"ENSG00000085719",12,13,0.923
"ENSG00000085721",5,6,0.833
"ENSG00000085733",15,15,1
"ENSG00000085741",3,3,1
"ENSG00000085760",12,12,1
"ENSG00000085788",24,24,1
"ENSG00000085831",17,21,0.81
"ENSG00000085832",16,16,1
"ENSG00000085840",2,2,1
"ENSG00000085871",7,7,1
"ENSG00000085872",7,7,1
"ENSG00000085978",16,18,0.889
"ENSG00000085982",16,17,0.941
"ENSG00000085998",45,50,0.9
"ENSG00000085999",19,21,0.905
"ENSG00000086015",10,10,1
"ENSG00000086061",3,3,1
"ENSG00000086062",2,2,1
"ENSG00000086065",3,3,1
"ENSG00000086102",6,6,1
"ENSG00000086159",3,4,0.75
"ENSG00000086189",18,18,1
"ENSG00000086200",13,14,0.929
"ENSG00000086205",5,13,0.385
"ENSG00000086232",10,10,1
"ENSG00000086288",4,6,0.667
"ENSG00000086289",3,3,1
"ENSG00000086300",23,27,0.852
"ENSG00000086475",6,6,1
"ENSG00000086504",9,10,0.9
"ENSG00000086506",1,1,1
"ENSG00000086544",5,5,1
