gene	non_ase	H1	H2
ENSG00000013297	yes	no	no
ENSG00000187634	yes	no	no
ENSG00000152784	yes	no	no
ENSG00000155897	yes	no	no
ENSG00000141314	yes	no	no
ENSG00000070214	yes	no	no
ENSG00000145990	yes	no	no
ENSG00000080493	yes	no	no
ENSG00000106105	yes	no	no
ENSG00000222009	yes	no	no
ENSG00000107742	yes	no	no
ENSG00000070886	yes	no	no
ENSG00000105655	yes	no	no
ENSG00000277363	yes	no	no
ENSG00000183856	yes	no	no
ENSG00000127586	yes	no	no
ENSG00000006468	yes	no	yes
ENSG00000165895	yes	no	yes
ENSG00000155511	yes	yes	no
ENSG00000132821	yes	no	no
ENSG00000116741	yes	yes	yes
ENSG00000152642	yes	no	no
ENSG00000110328	yes	no	no
ENSG00000095059	yes	no	no
ENSG00000180176	yes	no	no
ENSG00000177674	yes	no	no
ENSG00000137962	yes	no	no
ENSG00000166851	yes	no	no
ENSG00000100122	yes	no	no
ENSG00000099860	yes	no	no
ENSG00000150457	yes	no	no
ENSG00000169047	yes	no	no
ENSG00000115468	yes	no	no
ENSG00000275832	yes	no	no
ENSG00000129757	yes	no	no
ENSG00000182022	yes	no	no
ENSG00000221946	yes	no	no
ENSG00000176974	yes	no	no
ENSG00000271383	yes	no	no
ENSG00000126878	yes	no	no
ENSG00000165806	yes	no	no
ENSG00000166451	yes	no	no
ENSG00000174938	yes	no	no
ENSG00000160271	yes	yes	no
ENSG00000060138	yes	no	no
ENSG00000101447	yes	yes	no
ENSG00000114346	yes	no	no
ENSG00000171130	yes	no	no
ENSG00000149243	yes	no	no
ENSG00000028277	yes	no	yes
ENSG00000172794	yes	no	no
ENSG00000065675	yes	no	no
ENSG00000181444	yes	no	yes
ENSG00000173848	yes	no	no
ENSG00000213760	yes	no	no
ENSG00000151834	yes	no	no
ENSG00000139350	yes	yes	no
ENSG00000076716	yes	no	no
ENSG00000137500	yes	yes	yes
ENSG00000162591	yes	no	no
ENSG00000163803	yes	no	no
ENSG00000115844	yes	no	no
ENSG00000034053	yes	no	no
ENSG00000243449	yes	no	no
ENSG00000077782	yes	no	no
ENSG00000103852	yes	no	no
ENSG00000108255	yes	no	no
ENSG00000090975	yes	no	no
ENSG00000155380	yes	no	yes
ENSG00000143416	yes	no	no
ENSG00000103742	yes	no	no
ENSG00000107249	yes	no	no
ENSG00000177614	yes	no	no
ENSG00000147642	yes	no	no
ENSG00000111058	yes	no	no
ENSG00000139505	yes	no	no
ENSG00000104738	yes	no	no
ENSG00000133958	yes	no	yes
ENSG00000101236	yes	no	no
ENSG00000167608	yes	no	no
ENSG00000169760	yes	no	no
ENSG00000139329	yes	no	no
ENSG00000100364	yes	no	no
ENSG00000132541	yes	no	no
ENSG00000157456	yes	no	no
ENSG00000126785	yes	no	no
ENSG00000092036	yes	no	no
ENSG00000163453	yes	no	no
ENSG00000105355	yes	no	no
ENSG00000121440	yes	yes	yes
ENSG00000132646	yes	no	no
ENSG00000103485	yes	no	no
ENSG00000089818	yes	no	no
ENSG00000181544	yes	no	no
ENSG00000134602	yes	no	yes
ENSG00000142102	yes	no	no
ENSG00000066382	yes	yes	yes
ENSG00000091409	yes	no	no
ENSG00000274386	yes	no	no
ENSG00000158089	yes	no	no
ENSG00000131584	yes	no	no
ENSG00000152527	yes	no	no
ENSG00000151725	yes	no	no
ENSG00000198121	yes	no	no
ENSG00000271425	yes	no	no
ENSG00000100053	yes	yes	yes
ENSG00000135862	yes	no	no
ENSG00000161642	yes	no	no
ENSG00000261115	yes	no	no
ENSG00000149260	yes	no	no
ENSG00000165475	yes	no	no
ENSG00000133019	yes	no	no
ENSG00000273136	yes	no	no
ENSG00000105810	yes	no	no
ENSG00000105379	yes	no	no
ENSG00000121898	yes	yes	yes
ENSG00000073670	yes	no	no
ENSG00000144635	yes	no	no
ENSG00000163430	yes	yes	yes
ENSG00000170275	yes	no	no
ENSG00000112667	yes	no	no
ENSG00000010278	yes	no	no
ENSG00000105976	yes	no	no
ENSG00000137845	yes	yes	no
ENSG00000119865	yes	yes	yes
ENSG00000241697	yes	no	no
ENSG00000142347	yes	no	no
ENSG00000185532	yes	no	no
ENSG00000125814	yes	no	no
ENSG00000128683	yes	no	no
ENSG00000100297	yes	yes	no
ENSG00000231925	yes	no	no
ENSG00000118292	yes	no	no
ENSG00000128923	yes	no	no
ENSG00000164647	yes	no	no
ENSG00000163013	yes	no	no
ENSG00000185664	yes	no	no
ENSG00000184500	yes	no	no
ENSG00000135842	yes	no	no
ENSG00000177576	yes	no	no
ENSG00000166979	yes	no	no
ENSG00000139514	yes	no	no
ENSG00000134371	yes	no	no
ENSG00000110786	yes	no	no
ENSG00000159023	yes	no	no
ENSG00000111052	yes	no	no
ENSG00000111371	yes	no	no
ENSG00000171617	yes	no	no
ENSG00000113810	yes	no	no
ENSG00000187699	yes	no	no
ENSG00000103064	yes	no	no
ENSG00000101298	yes	no	no
ENSG00000125821	yes	no	no
ENSG00000145391	yes	no	no
ENSG00000169436	yes	no	no
ENSG00000119771	yes	no	no
ENSG00000105926	yes	no	no
ENSG00000152078	yes	no	no
ENSG00000107485	yes	no	no
ENSG00000244752	yes	no	no
ENSG00000144476	yes	yes	yes
ENSG00000150627	yes	no	yes
ENSG00000182871	yes	no	no
ENSG00000003249	yes	no	no
ENSG00000167100	yes	no	no
ENSG00000254087	yes	yes	no
ENSG00000143515	yes	no	no
ENSG00000184990	yes	no	no
ENSG00000166888	yes	no	no
ENSG00000097021	yes	no	no
ENSG00000101350	yes	no	no
ENSG00000205869	yes	no	no
ENSG00000139618	yes	no	no
ENSG00000167543	yes	no	no
ENSG00000196562	yes	no	no
ENSG00000140937	yes	no	no
ENSG00000104267	yes	yes	yes
ENSG00000159212	yes	no	no
ENSG00000184564	yes	no	no
ENSG00000110492	yes	no	no
ENSG00000197406	yes	no	no
ENSG00000165912	yes	no	no
ENSG00000080644	yes	no	no
ENSG00000111206	yes	no	no
ENSG00000236782	yes	no	no
ENSG00000161681	yes	no	no
ENSG00000153993	yes	no	no
ENSG00000116299	yes	no	no
ENSG00000160460	yes	no	no
ENSG00000124006	yes	no	no
ENSG00000171450	yes	no	no
ENSG00000076554	yes	no	no
ENSG00000076356	yes	no	no
ENSG00000204065	yes	no	no
ENSG00000087842	yes	no	no
ENSG00000143195	yes	no	yes
ENSG00000141433	yes	no	no
ENSG00000157227	yes	no	no
ENSG00000073464	yes	no	no
ENSG00000137817	yes	no	no
ENSG00000169744	yes	no	no
ENSG00000103995	yes	no	no
ENSG00000196353	yes	no	no
ENSG00000111490	yes	no	no
ENSG00000113441	yes	no	no
ENSG00000172159	yes	no	no
ENSG00000183098	yes	yes	yes
ENSG00000187098	yes	no	no
ENSG00000119681	yes	no	no
ENSG00000167291	yes	no	no
ENSG00000102554	yes	no	no
ENSG00000151233	yes	yes	yes
ENSG00000163431	yes	no	no
ENSG00000118733	yes	no	no
ENSG00000182870	yes	no	no
ENSG00000197299	yes	yes	no
ENSG00000122644	yes	no	no
ENSG00000095739	yes	no	no
ENSG00000105011	yes	no	no
ENSG00000026297	yes	no	no
ENSG00000188738	yes	no	no
ENSG00000197496	yes	no	no
ENSG00000116584	yes	no	no
ENSG00000077264	yes	no	no
ENSG00000059915	yes	no	no
ENSG00000077063	yes	no	no
ENSG00000176658	yes	no	no
ENSG00000134323	yes	no	no
ENSG00000122012	yes	yes	yes
ENSG00000099889	yes	no	no
ENSG00000107968	yes	no	no
ENSG00000106624	yes	no	no
ENSG00000181744	yes	no	no
ENSG00000173805	yes	no	no
ENSG00000100162	yes	no	no
ENSG00000145390	yes	no	no
ENSG00000215612	yes	no	no
ENSG00000049540	yes	no	no
ENSG00000057252	yes	no	no
ENSG00000109674	yes	no	no
ENSG00000127418	yes	yes	no
ENSG00000171522	yes	no	no
ENSG00000131620	yes	no	no
ENSG00000110619	yes	yes	no
ENSG00000215218	yes	no	no
ENSG00000147862	yes	no	no
ENSG00000136108	yes	no	no
ENSG00000174099	yes	no	no
ENSG00000048052	yes	no	no
ENSG00000106546	yes	no	no
ENSG00000079691	yes	no	no
ENSG00000184445	yes	no	no
ENSG00000171587	yes	no	no
ENSG00000152104	yes	no	no
ENSG00000136982	yes	no	no
ENSG00000177685	yes	no	no
ENSG00000152894	yes	no	no
ENSG00000166925	yes	no	no
ENSG00000050165	yes	no	no
ENSG00000128285	yes	no	yes
ENSG00000111728	yes	no	no
ENSG00000071054	yes	yes	yes
ENSG00000173846	yes	no	no
ENSG00000198901	yes	no	no
ENSG00000153904	yes	no	no
ENSG00000162873	yes	no	no
ENSG00000106211	yes	no	no
ENSG00000130707	yes	no	no
ENSG00000127124	yes	yes	yes
ENSG00000110237	yes	no	no
ENSG00000204178	yes	no	no
ENSG00000178233	yes	no	no
ENSG00000133740	yes	no	no
ENSG00000151414	yes	no	no
ENSG00000130827	yes	no	no
ENSG00000169116	yes	no	no
ENSG00000133466	yes	no	no
ENSG00000203879	yes	no	no
ENSG00000198739	yes	no	no
ENSG00000091844	yes	no	no
ENSG00000073803	yes	no	no
ENSG00000140416	yes	yes	yes
ENSG00000145604	yes	no	no
ENSG00000033327	yes	no	no
ENSG00000183960	yes	no	no
ENSG00000171877	yes	no	no
ENSG00000163694	yes	no	no
ENSG00000066629	yes	no	no
ENSG00000089902	yes	no	no
ENSG00000134594	yes	no	no
ENSG00000198598	yes	no	no
ENSG00000147041	yes	no	no
ENSG00000248485	yes	no	no
ENSG00000177666	yes	no	no
ENSG00000177694	yes	no	no
ENSG00000185561	yes	no	yes
ENSG00000138829	yes	yes	no
ENSG00000158106	yes	no	no
ENSG00000205517	yes	no	no
ENSG00000146263	yes	no	no
ENSG00000188730	yes	no	no
ENSG00000147394	yes	no	no
ENSG00000165588	yes	no	no
ENSG00000106123	yes	no	no
ENSG00000138434	yes	no	no
ENSG00000125520	yes	no	no
ENSG00000167378	yes	no	no
ENSG00000068971	yes	no	no
ENSG00000113048	yes	no	no
ENSG00000135736	yes	no	no
ENSG00000092068	yes	no	no
ENSG00000072864	yes	no	no
ENSG00000122870	yes	no	no
ENSG00000125898	yes	no	no
ENSG00000133789	yes	no	no
ENSG00000148053	yes	no	no
ENSG00000117632	yes	no	no
ENSG00000100479	yes	no	no
ENSG00000152558	yes	no	no
ENSG00000141098	yes	no	no
ENSG00000121064	yes	no	no
ENSG00000109089	yes	no	no
ENSG00000134030	yes	no	no
ENSG00000175592	yes	no	no
ENSG00000196584	yes	no	no
ENSG00000154864	yes	no	no
ENSG00000070501	yes	no	no
ENSG00000265972	yes	no	no
ENSG00000163702	yes	no	no
ENSG00000067840	yes	no	no
ENSG00000100592	yes	no	no
ENSG00000186479	yes	no	no
ENSG00000136158	yes	no	no
ENSG00000129355	yes	no	no
ENSG00000169851	yes	yes	no
ENSG00000102024	yes	no	no
ENSG00000204843	yes	no	no
ENSG00000163535	yes	no	no
ENSG00000180998	yes	yes	no
ENSG00000176049	yes	no	no
ENSG00000143772	yes	no	no
ENSG00000010292	yes	no	no
ENSG00000119969	yes	no	no
ENSG00000182667	yes	yes	no
ENSG00000259332	yes	no	no
ENSG00000075391	yes	no	no
ENSG00000113108	yes	no	no
ENSG00000155254	yes	no	no
ENSG00000213390	yes	no	no
ENSG00000118985	yes	no	no
ENSG00000166432	yes	no	no
ENSG00000151640	yes	no	no
ENSG00000197535	yes	no	no
ENSG00000101460	yes	no	no
ENSG00000079841	yes	no	no
ENSG00000145147	yes	no	no
ENSG00000185070	yes	no	no
ENSG00000156687	yes	no	no
ENSG00000158747	yes	no	no
ENSG00000105559	yes	no	no
ENSG00000145050	yes	no	no
ENSG00000122359	yes	yes	no
ENSG00000069764	yes	no	no
ENSG00000198959	yes	no	no
ENSG00000225830	yes	no	no
ENSG00000114200	yes	no	no
ENSG00000162627	yes	no	no
ENSG00000151575	yes	no	no
ENSG00000076382	yes	no	no
ENSG00000120896	yes	no	no
ENSG00000196072	yes	no	no
ENSG00000268182	yes	no	no
ENSG00000286522	yes	no	no
ENSG00000055163	yes	no	yes
ENSG00000188393	yes	no	no
ENSG00000090097	yes	no	no
ENSG00000117479	yes	no	no
ENSG00000176244	yes	no	no
ENSG00000142611	yes	no	no
ENSG00000176871	yes	no	no
ENSG00000156959	yes	no	no
ENSG00000138495	yes	no	no
ENSG00000144339	yes	no	no
ENSG00000147536	yes	no	no
ENSG00000150347	yes	no	no
ENSG00000137968	yes	no	no
ENSG00000181856	yes	no	no
ENSG00000104081	yes	yes	yes
ENSG00000177311	yes	no	no
ENSG00000136235	yes	no	no
ENSG00000155366	yes	no	no
ENSG00000205683	yes	yes	yes
ENSG00000158813	yes	no	no
ENSG00000149131	yes	no	no
ENSG00000176749	yes	no	no
ENSG00000158286	yes	no	no
ENSG00000184349	yes	no	no
ENSG00000170779	yes	no	no
ENSG00000137880	yes	no	no
ENSG00000141905	yes	no	no
ENSG00000079102	yes	yes	yes
ENSG00000076043	yes	no	no
ENSG00000116106	yes	no	yes
ENSG00000139973	yes	no	no
ENSG00000164125	yes	no	no
ENSG00000123975	yes	no	no
ENSG00000154928	yes	no	no
ENSG00000150593	yes	no	no
ENSG00000162836	yes	no	no
ENSG00000139631	yes	no	no
ENSG00000117155	yes	no	no
ENSG00000284906	yes	no	no
ENSG00000184903	yes	no	no
ENSG00000167191	yes	no	no
ENSG00000198853	yes	no	no
ENSG00000135144	yes	no	yes
ENSG00000153208	yes	no	no
ENSG00000136928	yes	no	no
ENSG00000104529	yes	no	no
ENSG00000168461	yes	no	no
ENSG00000150630	yes	no	no
ENSG00000164087	yes	no	no
ENSG00000163393	yes	no	no
ENSG00000123240	yes	no	no
ENSG00000142197	yes	no	no
ENSG00000117592	yes	no	no
ENSG00000214193	yes	no	no
ENSG00000155660	yes	no	no
ENSG00000132872	yes	yes	no
ENSG00000101463	yes	no	no
ENSG00000239887	yes	no	no
ENSG00000151726	yes	no	no
ENSG00000143401	yes	no	no
ENSG00000143633	yes	no	no
ENSG00000116717	yes	no	no
ENSG00000013810	yes	no	no
ENSG00000154839	yes	no	no
ENSG00000147872	yes	no	no
ENSG00000114738	yes	no	no
ENSG00000007968	yes	no	no
ENSG00000057935	yes	no	no
ENSG00000286019	yes	no	no
ENSG00000157680	yes	no	no
ENSG00000174672	yes	no	yes
ENSG00000198856	yes	no	no
ENSG00000138606	yes	no	no
ENSG00000183570	yes	no	no
ENSG00000179915	yes	no	no
ENSG00000184368	yes	no	no
ENSG00000006327	yes	no	no
ENSG00000164211	yes	no	no
ENSG00000106714	yes	no	no
ENSG00000143862	yes	no	no
ENSG00000185624	yes	no	no
ENSG00000149256	yes	no	no
ENSG00000105612	yes	no	no
ENSG00000144452	yes	no	no
ENSG00000177103	yes	no	yes
ENSG00000129250	yes	no	no
ENSG00000005893	yes	no	no
ENSG00000092051	yes	no	no
ENSG00000103260	yes	no	no
ENSG00000175267	yes	no	no
ENSG00000157927	yes	no	no
ENSG00000139112	yes	no	no
ENSG00000141449	yes	no	no
ENSG00000168546	yes	yes	no
ENSG00000164442	yes	no	no
ENSG00000144619	yes	no	no
ENSG00000100139	yes	no	no
ENSG00000118508	yes	no	no
ENSG00000102466	yes	no	no
ENSG00000204128	yes	no	no
ENSG00000144228	yes	no	no
ENSG00000074211	yes	no	no
ENSG00000166963	yes	no	no
ENSG00000162734	yes	no	no
ENSG00000144655	yes	no	no
ENSG00000091428	yes	no	no
ENSG00000026652	yes	no	no
ENSG00000176619	yes	no	no
ENSG00000143476	yes	no	no
ENSG00000128245	yes	no	no
ENSG00000163820	yes	no	no
ENSG00000142627	yes	no	no
ENSG00000157326	yes	no	no
ENSG00000148488	yes	no	no
ENSG00000167619	yes	no	no
ENSG00000135823	yes	no	no
ENSG00000143036	yes	yes	yes
ENSG00000100599	yes	no	no
ENSG00000102290	yes	no	no
ENSG00000092531	yes	no	no
ENSG00000148400	yes	no	no
ENSG00000158711	yes	no	no
ENSG00000075223	yes	no	no
ENSG00000187790	yes	no	no
ENSG00000135127	yes	no	no
ENSG00000198668	yes	no	no
ENSG00000165891	yes	no	no
ENSG00000170893	yes	no	no
ENSG00000158186	yes	no	no
ENSG00000119471	yes	no	no
ENSG00000087077	yes	no	no
ENSG00000148606	yes	no	no
ENSG00000146700	yes	no	no
ENSG00000285077	yes	no	no
ENSG00000079462	yes	no	no
ENSG00000196924	yes	no	no
ENSG00000172508	yes	no	no
ENSG00000198830	yes	no	no
ENSG00000162576	yes	no	no
ENSG00000143324	yes	yes	no
ENSG00000185630	yes	no	no
ENSG00000187840	yes	no	no
ENSG00000167107	yes	no	no
ENSG00000182508	yes	no	no
ENSG00000064309	yes	yes	yes
ENSG00000185043	yes	no	no
ENSG00000082438	yes	no	no
ENSG00000154856	yes	no	no
ENSG00000105370	yes	no	no
ENSG00000198400	yes	yes	no
ENSG00000143570	yes	no	no
ENSG00000135750	yes	no	no
ENSG00000188295	yes	no	no
ENSG00000121060	yes	no	no
ENSG00000197860	yes	no	no
ENSG00000171551	yes	no	no
ENSG00000175832	yes	no	no
ENSG00000132383	yes	no	no
ENSG00000147408	yes	no	no
ENSG00000133104	yes	no	no
ENSG00000150361	yes	yes	yes
ENSG00000168772	yes	no	no
ENSG00000134690	yes	yes	yes
ENSG00000177045	yes	no	no
ENSG00000197410	yes	no	yes
ENSG00000131437	yes	no	no
ENSG00000159307	yes	no	no
ENSG00000166128	yes	no	no
ENSG00000101958	yes	no	no
ENSG00000196581	yes	no	no
ENSG00000139433	yes	no	no
ENSG00000197077	yes	no	no
ENSG00000104312	yes	no	no
ENSG00000180929	yes	no	no
ENSG00000134369	yes	no	no
ENSG00000186638	yes	no	no
ENSG00000197951	yes	no	no
ENSG00000063127	yes	no	no
ENSG00000129946	yes	no	no
ENSG00000066468	yes	no	no
ENSG00000072571	yes	no	no
ENSG00000019505	yes	no	no
ENSG00000180354	yes	no	no
ENSG00000180616	yes	no	no
ENSG00000177432	yes	no	no
ENSG00000046604	yes	no	yes
ENSG00000167799	yes	no	no
ENSG00000083444	yes	no	no
ENSG00000185090	yes	no	no
ENSG00000278023	yes	no	yes
ENSG00000023608	yes	no	no
ENSG00000096872	yes	no	no
ENSG00000163947	yes	no	no
ENSG00000172986	yes	no	yes
ENSG00000196123	yes	no	no
ENSG00000260230	yes	no	no
ENSG00000142669	yes	no	no
ENSG00000138162	yes	no	no
ENSG00000147434	yes	no	no
ENSG00000074621	yes	no	no
ENSG00000197380	yes	no	no
ENSG00000105202	yes	no	no
ENSG00000163131	yes	no	no
ENSG00000162729	yes	no	no
ENSG00000150938	yes	no	yes
ENSG00000172493	yes	no	no
ENSG00000162490	yes	no	no
ENSG00000031698	yes	no	no
ENSG00000185610	yes	no	no
ENSG00000128512	yes	no	no
ENSG00000175643	yes	no	no
ENSG00000214063	yes	no	no
ENSG00000205129	yes	no	no
ENSG00000067191	yes	no	no
ENSG00000182759	yes	no	no
ENSG00000130402	yes	no	no
ENSG00000105939	yes	no	no
ENSG00000213626	yes	no	no
ENSG00000102003	yes	no	no
ENSG00000160190	yes	no	no
ENSG00000170921	yes	no	no
ENSG00000007541	yes	no	no
ENSG00000011677	yes	no	no
ENSG00000125170	yes	no	no
ENSG00000135116	yes	no	no
ENSG00000011304	yes	no	no
ENSG00000141736	yes	no	no
ENSG00000108960	yes	no	no
ENSG00000187068	yes	no	no
ENSG00000090989	yes	no	no
ENSG00000125148	yes	no	no
ENSG00000241360	yes	no	no
ENSG00000115163	yes	no	no
ENSG00000136943	yes	no	no
ENSG00000169282	yes	no	no
ENSG00000198721	yes	no	no
ENSG00000124171	yes	no	no
ENSG00000167414	yes	no	no
ENSG00000186862	yes	no	no
ENSG00000103056	yes	no	no
ENSG00000104973	yes	no	no
ENSG00000092964	yes	yes	no
ENSG00000171608	yes	no	no
ENSG00000198513	yes	no	no
ENSG00000064270	yes	no	no
ENSG00000162373	yes	no	no
ENSG00000075429	yes	yes	yes
ENSG00000277200	yes	no	no
ENSG00000185615	yes	yes	no
ENSG00000197256	yes	no	no
ENSG00000184156	yes	no	no
ENSG00000105963	yes	no	no
ENSG00000125378	yes	yes	yes
ENSG00000010810	yes	yes	yes
ENSG00000128918	yes	no	no
ENSG00000165029	yes	no	no
ENSG00000188732	yes	no	no
ENSG00000169604	yes	no	no
ENSG00000115290	yes	no	no
ENSG00000166862	yes	no	no
ENSG00000285976	yes	no	no
ENSG00000108641	yes	no	no
ENSG00000100600	yes	no	no
ENSG00000076003	yes	no	no
ENSG00000142731	yes	no	no
ENSG00000127419	yes	no	no
ENSG00000146425	yes	no	yes
ENSG00000186187	yes	no	no
ENSG00000137726	yes	no	no
ENSG00000178425	yes	no	no
ENSG00000134291	yes	no	no
ENSG00000148386	yes	no	no
ENSG00000150977	yes	no	no
ENSG00000181467	yes	no	no
ENSG00000135525	yes	no	no
ENSG00000175602	yes	no	no
ENSG00000107438	yes	no	no
ENSG00000176973	yes	no	no
ENSG00000131778	yes	no	no
ENSG00000138772	yes	no	no
ENSG00000106537	yes	no	no
ENSG00000164111	yes	no	no
ENSG00000183401	yes	no	no
ENSG00000106541	yes	no	no
ENSG00000055813	yes	no	no
ENSG00000179292	yes	no	no
ENSG00000104863	yes	no	no
ENSG00000171320	yes	yes	yes
ENSG00000127564	yes	no	no
ENSG00000139926	yes	no	no
ENSG00000143494	yes	no	no
ENSG00000143630	yes	no	no
ENSG00000137819	yes	no	no
ENSG00000179431	yes	yes	no
ENSG00000155093	yes	no	no
ENSG00000145247	yes	no	no
ENSG00000101203	yes	no	no
ENSG00000101412	yes	no	no
ENSG00000109814	yes	no	no
ENSG00000168610	yes	no	no
ENSG00000134376	yes	no	no
ENSG00000112414	yes	no	no
ENSG00000196781	yes	no	no
ENSG00000213420	yes	no	no
ENSG00000147459	yes	no	no
ENSG00000130176	yes	no	no
ENSG00000071205	yes	no	no
ENSG00000197043	yes	no	no
ENSG00000151967	yes	no	no
ENSG00000143702	yes	no	no
ENSG00000043355	yes	no	no
ENSG00000170681	yes	no	no
ENSG00000015475	yes	no	no
ENSG00000181915	yes	no	no
ENSG00000125966	yes	yes	yes
ENSG00000157110	yes	no	no
ENSG00000141526	yes	no	no
ENSG00000105486	yes	no	no
ENSG00000128596	yes	no	no
ENSG00000134160	yes	no	no
ENSG00000133392	yes	no	no
ENSG00000136531	yes	no	no
ENSG00000154237	yes	no	no
ENSG00000206579	yes	yes	yes
ENSG00000155265	yes	no	no
ENSG00000095777	yes	no	no
ENSG00000188783	yes	no	no
ENSG00000163995	yes	no	no
ENSG00000169105	yes	no	no
ENSG00000185046	yes	yes	no
ENSG00000175600	yes	no	no
ENSG00000088899	yes	no	no
ENSG00000087076	yes	no	no
ENSG00000159958	yes	no	no
ENSG00000167772	yes	no	no
ENSG00000161647	yes	no	no
ENSG00000169032	yes	no	no
ENSG00000130940	yes	no	no
ENSG00000166897	yes	no	no
ENSG00000113739	yes	no	no
ENSG00000135414	yes	no	no
ENSG00000177917	yes	no	no
ENSG00000112379	yes	no	no
ENSG00000114631	yes	no	no
ENSG00000120129	yes	no	no
ENSG00000182901	yes	no	no
ENSG00000101608	yes	no	no
ENSG00000172071	yes	no	no
ENSG00000156162	yes	no	no
ENSG00000153815	yes	no	no
ENSG00000122786	yes	no	no
ENSG00000185920	yes	no	no
ENSG00000006453	yes	no	no
ENSG00000163637	yes	no	no
ENSG00000099219	yes	no	no
ENSG00000125871	yes	no	no
ENSG00000198088	yes	no	no
ENSG00000128849	yes	no	no
ENSG00000176887	yes	no	no
ENSG00000155313	yes	no	no
ENSG00000110917	yes	no	no
ENSG00000158195	yes	no	no
ENSG00000126010	yes	no	no
ENSG00000173221	yes	no	no
ENSG00000170959	yes	no	no
ENSG00000196605	yes	no	yes
ENSG00000155893	yes	no	no
ENSG00000135638	yes	no	no
ENSG00000116266	yes	no	yes
ENSG00000147481	yes	no	no
ENSG00000004866	yes	no	no
ENSG00000173559	yes	no	no
ENSG00000182118	yes	no	no
ENSG00000164236	yes	no	no
ENSG00000166562	yes	no	no
ENSG00000096092	yes	no	no
ENSG00000157445	yes	no	no
ENSG00000069482	yes	no	no
ENSG00000038295	yes	no	no
ENSG00000137486	yes	no	no
ENSG00000066583	yes	no	no
ENSG00000173175	yes	no	no
ENSG00000103257	yes	no	no
ENSG00000213186	yes	no	no
ENSG00000178538	yes	no	no
ENSG00000197324	yes	no	no
ENSG00000158352	yes	no	no
ENSG00000106012	yes	no	no
ENSG00000172201	yes	no	no
ENSG00000172613	yes	no	no
ENSG00000137343	yes	no	no
ENSG00000101871	yes	no	no
ENSG00000145911	yes	no	no
ENSG00000139289	yes	no	no
ENSG00000108375	yes	no	no
ENSG00000069702	yes	no	no
ENSG00000136895	yes	no	no
ENSG00000204442	yes	no	no
ENSG00000165244	yes	no	no
ENSG00000125354	yes	no	no
ENSG00000135333	yes	no	no
ENSG00000112773	yes	no	no
ENSG00000139793	yes	no	no
ENSG00000066027	yes	no	no
ENSG00000279170	yes	no	no
ENSG00000149571	yes	no	no
ENSG00000196876	yes	no	no
ENSG00000169252	yes	no	no
ENSG00000138180	yes	no	no
ENSG00000128573	yes	no	no
ENSG00000163840	yes	yes	yes
ENSG00000081181	yes	no	no
ENSG00000105290	yes	no	no
ENSG00000166340	yes	no	no
ENSG00000237289	yes	no	no
ENSG00000117009	yes	no	no
ENSG00000103335	yes	no	no
ENSG00000187714	yes	no	no
ENSG00000176956	yes	no	no
ENSG00000198435	yes	no	no
ENSG00000164124	yes	no	no
ENSG00000163071	yes	no	no
ENSG00000112029	yes	no	no
ENSG00000137413	yes	no	no
ENSG00000167311	yes	no	no
ENSG00000151025	yes	no	no
ENSG00000143850	yes	no	no
ENSG00000187231	yes	no	no
ENSG00000110841	yes	no	no
ENSG00000106049	yes	no	no
ENSG00000124920	yes	no	no
ENSG00000175582	yes	no	no
ENSG00000079215	yes	yes	yes
ENSG00000165655	yes	no	no
ENSG00000130508	yes	no	no
ENSG00000140859	yes	no	no
ENSG00000131473	yes	no	no
ENSG00000161996	yes	yes	yes
ENSG00000171723	yes	no	no
ENSG00000179218	yes	no	no
ENSG00000080031	yes	no	no
ENSG00000121542	yes	no	no
ENSG00000161048	yes	no	no
ENSG00000171241	yes	no	no
ENSG00000174944	yes	no	no
ENSG00000221869	yes	no	no
ENSG00000185736	yes	no	no
ENSG00000164221	yes	no	no
ENSG00000115963	yes	no	no
ENSG00000184515	yes	no	no
ENSG00000166426	yes	no	no
ENSG00000170382	yes	no	no
ENSG00000101199	yes	no	no
ENSG00000137942	yes	no	no
ENSG00000188687	yes	no	no
ENSG00000168356	yes	no	no
ENSG00000198003	yes	no	no
ENSG00000214511	yes	no	no
ENSG00000244486	yes	no	no
ENSG00000055732	yes	no	yes
ENSG00000138594	yes	no	no
ENSG00000068615	yes	no	no
ENSG00000211445	yes	no	no
ENSG00000138759	yes	no	no
ENSG00000104983	yes	no	no
ENSG00000137868	yes	no	no
ENSG00000187189	yes	no	no
ENSG00000140941	yes	no	no
ENSG00000164112	yes	no	no
ENSG00000185942	yes	no	no
ENSG00000147488	yes	no	no
ENSG00000107165	yes	no	no
ENSG00000137502	yes	no	no
ENSG00000115414	yes	no	no
ENSG00000046889	yes	no	no
ENSG00000136960	yes	no	no
ENSG00000106992	yes	no	no
ENSG00000170962	yes	no	no
ENSG00000101347	yes	no	no
ENSG00000166130	yes	no	no
ENSG00000128016	yes	no	no
ENSG00000198554	yes	no	no
ENSG00000144642	yes	no	no
ENSG00000126456	yes	no	no
ENSG00000124784	yes	no	no
ENSG00000182168	yes	no	no
ENSG00000130035	yes	no	no
ENSG00000088451	yes	no	no
ENSG00000100228	yes	yes	yes
ENSG00000182050	yes	no	no
ENSG00000115705	yes	no	yes
ENSG00000138623	yes	no	no
ENSG00000145198	yes	no	no
