gene	non_ase	H1	H2
ENSG00000182481	yes	no	no
ENSG00000197520	yes	no	no
ENSG00000204856	yes	no	no
ENSG00000155629	yes	no	no
ENSG00000165091	yes	no	no
ENSG00000140009	yes	no	no
ENSG00000232125	yes	no	no
ENSG00000289720	yes	no	no
ENSG00000095587	yes	no	no
ENSG00000159208	yes	no	no
ENSG00000168619	yes	no	no
ENSG00000006042	yes	no	no
ENSG00000043355	yes	no	no
ENSG00000131389	yes	no	no
ENSG00000154262	yes	no	no
ENSG00000170500	yes	no	no
ENSG00000186439	yes	no	no
ENSG00000079691	yes	no	no
ENSG00000186326	yes	no	no
ENSG00000080166	yes	no	no
ENSG00000116783	yes	no	no
ENSG00000186714	yes	no	no
ENSG00000156042	yes	no	no
ENSG00000164032	yes	no	no
ENSG00000166426	yes	no	no
ENSG00000168781	yes	no	no
ENSG00000110492	yes	no	no
ENSG00000205978	yes	no	no
ENSG00000225830	yes	no	no
ENSG00000185274	yes	no	no
ENSG00000156265	yes	no	no
ENSG00000076382	yes	no	no
ENSG00000152518	yes	no	no
ENSG00000130427	yes	no	no
ENSG00000166741	yes	no	no
ENSG00000213139	yes	no	no
ENSG00000260903	yes	no	no
ENSG00000109991	yes	no	no
ENSG00000071909	yes	no	no
ENSG00000148948	yes	no	no
ENSG00000196581	yes	no	no
ENSG00000261115	yes	no	no
ENSG00000187325	yes	no	no
ENSG00000113578	yes	no	no
ENSG00000175287	yes	no	no
ENSG00000180573	yes	no	no
ENSG00000022355	yes	no	no
ENSG00000179873	yes	no	no
ENSG00000198569	yes	no	no
ENSG00000182263	yes	no	no
ENSG00000105251	yes	no	no
ENSG00000101871	yes	no	no
ENSG00000105852	yes	no	no
ENSG00000096060	yes	no	no
ENSG00000125430	yes	no	no
ENSG00000181656	yes	no	no
ENSG00000189060	yes	no	no
ENSG00000226124	yes	no	no
ENSG00000109475	yes	no	no
ENSG00000143850	yes	no	no
ENSG00000196557	yes	no	no
ENSG00000104472	yes	no	no
ENSG00000119138	yes	no	no
ENSG00000125931	yes	no	no
ENSG00000130508	yes	no	no
ENSG00000143494	yes	no	no
ENSG00000144354	yes	no	no
ENSG00000172292	yes	no	no
ENSG00000143590	yes	no	no
ENSG00000180596	yes	no	no
ENSG00000121966	yes	no	no
ENSG00000140470	yes	no	no
ENSG00000152154	yes	no	no
ENSG00000162843	yes	no	no
ENSG00000170542	yes	no	no
ENSG00000170779	yes	no	no
ENSG00000176571	yes	no	no
ENSG00000182004	yes	no	no
ENSG00000239704	yes	no	no
ENSG00000283208	yes	no	no
ENSG00000071991	yes	no	no
ENSG00000176299	yes	no	no
ENSG00000133124	yes	no	no
ENSG00000120093	yes	no	no
ENSG00000274997	yes	no	no
ENSG00000089157	yes	no	no
ENSG00000110852	yes	no	no
ENSG00000112414	yes	no	no
ENSG00000101542	yes	no	no
ENSG00000169064	yes	no	no
ENSG00000029993	yes	no	no
ENSG00000137628	yes	no	no
ENSG00000184156	yes	no	no
ENSG00000256061	yes	no	no
ENSG00000089169	yes	no	no
ENSG00000155833	yes	no	no
ENSG00000183423	yes	no	no
ENSG00000124812	yes	no	no
ENSG00000137404	yes	no	no
ENSG00000164749	yes	no	no
ENSG00000256162	yes	no	no
ENSG00000168658	yes	no	no
ENSG00000115306	yes	no	no
ENSG00000114790	yes	no	no
ENSG00000182836	yes	no	no
ENSG00000109158	yes	no	no
ENSG00000185010	yes	no	no
ENSG00000111057	yes	no	no
ENSG00000166793	yes	no	no
ENSG00000188649	yes	no	no
ENSG00000124635	yes	no	no
ENSG00000090447	yes	no	no
ENSG00000276644	yes	no	no
ENSG00000163347	yes	no	no
ENSG00000214694	yes	no	no
ENSG00000141905	yes	no	no
ENSG00000151229	yes	no	no
ENSG00000158683	yes	no	no
ENSG00000163254	yes	no	no
ENSG00000161798	yes	no	no
ENSG00000151320	yes	no	no
ENSG00000176454	yes	no	no
ENSG00000169330	yes	no	no
ENSG00000180113	yes	no	no
ENSG00000160781	yes	no	no
ENSG00000164756	yes	no	no
ENSG00000185664	yes	no	no
ENSG00000169760	yes	no	no
ENSG00000147604	yes	no	no
ENSG00000153044	yes	no	no
ENSG00000007264	yes	no	no
ENSG00000154997	yes	no	no
ENSG00000083799	yes	no	no
ENSG00000172426	yes	no	no
ENSG00000180828	yes	no	no
ENSG00000259030	yes	no	no
ENSG00000056998	yes	no	no
ENSG00000138061	yes	no	no
ENSG00000164946	yes	no	no
ENSG00000079308	yes	no	no
ENSG00000107295	yes	no	no
ENSG00000105372	yes	no	no
ENSG00000130234	yes	no	no
ENSG00000164113	yes	no	no
ENSG00000180530	yes	no	no
ENSG00000008988	yes	no	no
ENSG00000274588	yes	no	no
ENSG00000143162	yes	no	no
ENSG00000273802	yes	no	no
ENSG00000183778	yes	no	no
ENSG00000118507	yes	no	no
ENSG00000153823	yes	no	no
ENSG00000162753	yes	no	no
ENSG00000165985	yes	no	no
ENSG00000177182	yes	no	no
ENSG00000185811	yes	no	no
ENSG00000188338	yes	no	no
ENSG00000196368	yes	no	no
ENSG00000221886	yes	no	no
ENSG00000019991	yes	no	no
ENSG00000164326	yes	no	no
ENSG00000121380	yes	no	no
ENSG00000115163	yes	no	no
ENSG00000156261	yes	no	no
ENSG00000028137	yes	no	no
ENSG00000132780	yes	no	no
ENSG00000173809	yes	no	no
ENSG00000080986	yes	no	no
ENSG00000156535	yes	no	no
ENSG00000215156	yes	no	no
ENSG00000164619	yes	no	no
ENSG00000139540	yes	no	no
ENSG00000121207	yes	no	no
ENSG00000144821	yes	no	no
ENSG00000162194	yes	no	no
ENSG00000149948	yes	no	no
ENSG00000138823	yes	no	no
ENSG00000086288	yes	no	no
ENSG00000166006	yes	no	no
ENSG00000168314	yes	no	no
ENSG00000074181	yes	no	no
ENSG00000129038	yes	no	no
ENSG00000145623	yes	no	no
ENSG00000154640	yes	no	no
ENSG00000176170	yes	no	no
ENSG00000176887	yes	no	no
ENSG00000078098	yes	no	no
ENSG00000152056	yes	no	no
ENSG00000183775	yes	no	no
ENSG00000079459	yes	no	no
ENSG00000169607	yes	no	no
ENSG00000057657	yes	no	no
ENSG00000118491	yes	no	no
ENSG00000136297	yes	no	no
ENSG00000163453	yes	no	no
ENSG00000119411	yes	no	no
ENSG00000183960	yes	no	no
ENSG00000130766	yes	no	no
ENSG00000137807	yes	no	no
ENSG00000120662	yes	no	no
ENSG00000058453	yes	no	no
ENSG00000115594	yes	no	no
ENSG00000117525	yes	no	no
ENSG00000162779	yes	no	no
ENSG00000166803	yes	no	no
ENSG00000160953	yes	no	no
ENSG00000205403	yes	no	no
ENSG00000119969	yes	no	no
ENSG00000203814	yes	no	no
ENSG00000101096	yes	no	no
ENSG00000120129	yes	no	no
ENSG00000171345	yes	no	no
ENSG00000163235	yes	no	no
ENSG00000250120	yes	no	no
ENSG00000132437	yes	no	no
ENSG00000112139	yes	no	no
ENSG00000122787	yes	no	no
ENSG00000141449	yes	no	no
ENSG00000157456	yes	no	no
ENSG00000131620	yes	no	no
ENSG00000105750	yes	no	no
ENSG00000145244	yes	no	no
ENSG00000260027	yes	no	no
ENSG00000081237	yes	no	no
ENSG00000140199	yes	no	no
ENSG00000198765	yes	no	no
ENSG00000004838	yes	no	no
ENSG00000101825	yes	no	no
ENSG00000112964	yes	no	no
ENSG00000115267	yes	no	no
ENSG00000137251	yes	no	no
ENSG00000141748	yes	no	no
ENSG00000180815	yes	no	no
ENSG00000188770	yes	no	no
ENSG00000197555	yes	no	no
ENSG00000204764	yes	no	no
ENSG00000213512	yes	no	no
ENSG00000086717	yes	no	no
ENSG00000103647	yes	no	no
ENSG00000136490	yes	no	no
ENSG00000197153	yes	no	no
ENSG00000081377	yes	no	no
ENSG00000069206	yes	no	no
ENSG00000131355	yes	no	no
ENSG00000007237	yes	no	no
ENSG00000113580	yes	no	no
ENSG00000273983	yes	no	no
ENSG00000075420	yes	no	no
ENSG00000075218	yes	no	no
ENSG00000137501	yes	no	no
ENSG00000183287	yes	no	no
ENSG00000185345	yes	no	no
ENSG00000186193	yes	no	no
ENSG00000154645	yes	no	no
ENSG00000153233	yes	no	no
ENSG00000184232	yes	no	no
ENSG00000137558	yes	no	no
ENSG00000154310	yes	no	no
ENSG00000106304	yes	no	no
ENSG00000151413	yes	no	no
ENSG00000089009	yes	no	no
ENSG00000139304	yes	no	no
ENSG00000104375	yes	no	no
ENSG00000103966	yes	no	no
ENSG00000147862	yes	no	no
ENSG00000064300	yes	no	no
ENSG00000172967	yes	no	no
ENSG00000273540	yes	no	no
ENSG00000151458	yes	no	no
ENSG00000155749	yes	no	no
ENSG00000160767	yes	no	no
ENSG00000240583	yes	no	no
ENSG00000276903	yes	no	no
ENSG00000152939	yes	no	no
ENSG00000134569	yes	no	no
ENSG00000105717	yes	no	no
ENSG00000162998	yes	no	no
ENSG00000166796	yes	no	no
ENSG00000114487	yes	no	no
ENSG00000169715	yes	no	no
ENSG00000151491	yes	no	no
ENSG00000152601	yes	no	no
ENSG00000169436	yes	no	no
ENSG00000162645	yes	no	no
ENSG00000100478	yes	no	no
ENSG00000139354	yes	no	no
ENSG00000196562	yes	no	no
ENSG00000077044	yes	no	no
ENSG00000132518	yes	no	no
ENSG00000189431	yes	no	no
ENSG00000107862	yes	no	no
ENSG00000178965	yes	no	no
ENSG00000150540	yes	no	no
ENSG00000178031	yes	no	no
ENSG00000133958	yes	no	no
ENSG00000091428	yes	no	no
ENSG00000108001	yes	no	no
ENSG00000145864	yes	no	no
ENSG00000243364	yes	no	no
ENSG00000116678	yes	no	no
ENSG00000120693	yes	no	no
ENSG00000115966	yes	no	no
ENSG00000172159	yes	no	no
ENSG00000237289	yes	no	no
ENSG00000005471	yes	no	no
ENSG00000143032	yes	no	no
ENSG00000086062	yes	no	no
ENSG00000122224	yes	no	no
ENSG00000150637	yes	no	no
ENSG00000129170	yes	no	no
ENSG00000159224	yes	no	no
ENSG00000172752	yes	no	no
ENSG00000267909	yes	no	no
ENSG00000163116	yes	no	no
ENSG00000167553	yes	no	no
ENSG00000102290	yes	no	no
ENSG00000171119	yes	no	no
ENSG00000187266	yes	no	no
ENSG00000179041	yes	no	no
ENSG00000240038	yes	no	no
ENSG00000030304	yes	no	no
ENSG00000040199	yes	no	no
ENSG00000079841	yes	no	no
ENSG00000132026	yes	no	no
ENSG00000157168	yes	no	no
ENSG00000178175	yes	no	no
ENSG00000185130	yes	no	no
ENSG00000213347	yes	no	no
ENSG00000285791	yes	no	no
ENSG00000197057	yes	no	no
ENSG00000116703	yes	no	no
ENSG00000108821	yes	no	no
ENSG00000158458	yes	no	no
ENSG00000148053	yes	no	no
ENSG00000185053	yes	no	no
ENSG00000100314	yes	no	no
ENSG00000165029	yes	no	no
ENSG00000157510	yes	no	no
ENSG00000097096	yes	no	no
ENSG00000134343	yes	no	no
ENSG00000243232	yes	no	no
ENSG00000118596	yes	no	no
ENSG00000136267	yes	no	no
ENSG00000131650	yes	no	no
ENSG00000012504	yes	no	no
ENSG00000105976	yes	no	no
ENSG00000146386	yes	no	no
ENSG00000053108	yes	yes	yes
ENSG00000282988	yes	no	no
ENSG00000175206	yes	no	no
ENSG00000099849	yes	no	no
ENSG00000265203	yes	no	no
ENSG00000065534	yes	no	no
ENSG00000163918	yes	no	no
ENSG00000269035	yes	no	no
ENSG00000174740	yes	no	no
ENSG00000048545	yes	no	no
ENSG00000118307	yes	no	no
ENSG00000119121	yes	no	no
ENSG00000119640	yes	no	no
ENSG00000154928	yes	no	no
ENSG00000160202	yes	no	no
ENSG00000196787	yes	no	no
ENSG00000101384	yes	no	no
ENSG00000131747	yes	no	no
ENSG00000076344	yes	no	no
ENSG00000107104	yes	no	no
ENSG00000107954	yes	no	no
ENSG00000185974	yes	no	no
ENSG00000117298	yes	no	no
ENSG00000155249	yes	no	no
ENSG00000132561	yes	no	no
ENSG00000129757	yes	no	no
ENSG00000135063	yes	no	no
ENSG00000135248	yes	no	no
ENSG00000137571	yes	no	no
ENSG00000175600	yes	no	no
ENSG00000165995	yes	no	no
ENSG00000077264	yes	no	no
ENSG00000115598	yes	no	no
ENSG00000132854	yes	no	no
ENSG00000145451	yes	no	no
ENSG00000163131	yes	no	no
ENSG00000204611	yes	no	no
ENSG00000213928	yes	no	no
ENSG00000152969	yes	no	no
ENSG00000171759	yes	no	no
ENSG00000100379	yes	no	no
ENSG00000153904	yes	no	no
ENSG00000162738	yes	no	no
ENSG00000120055	yes	no	no
ENSG00000135636	yes	no	no
ENSG00000197406	yes	no	no
ENSG00000174844	yes	no	no
ENSG00000145794	yes	no	no
ENSG00000166960	yes	no	no
ENSG00000171729	yes	no	no
ENSG00000177414	yes	no	no
ENSG00000103546	yes	no	no
ENSG00000182177	yes	no	no
ENSG00000156113	yes	no	no
ENSG00000077063	yes	no	no
ENSG00000103490	yes	no	no
ENSG00000113100	yes	no	no
ENSG00000132199	yes	no	no
ENSG00000133740	yes	no	no
ENSG00000169302	yes	no	no
ENSG00000109674	yes	no	no
ENSG00000127507	yes	no	no
ENSG00000160284	yes	no	no
ENSG00000088325	yes	no	no
ENSG00000184792	yes	no	no
ENSG00000106484	yes	no	no
ENSG00000197978	yes	no	no
ENSG00000156395	yes	no	no
ENSG00000143344	yes	no	no
ENSG00000169933	yes	no	no
ENSG00000171587	yes	no	no
ENSG00000109072	yes	no	no
ENSG00000137135	yes	no	no
ENSG00000110427	yes	no	no
ENSG00000196417	yes	no	no
ENSG00000123416	yes	no	no
ENSG00000277157	yes	no	no
ENSG00000241697	yes	no	no
ENSG00000165731	yes	no	no
ENSG00000204033	yes	no	no
ENSG00000023892	yes	no	no
ENSG00000179388	yes	no	no
ENSG00000167555	yes	no	no
ENSG00000065361	yes	no	no
ENSG00000073331	yes	no	no
ENSG00000137642	yes	no	no
ENSG00000075461	yes	no	no
ENSG00000179869	yes	no	no
ENSG00000145287	yes	no	no
ENSG00000120937	yes	no	no
ENSG00000164220	yes	no	no
ENSG00000165424	yes	no	no
ENSG00000197140	yes	no	no
ENSG00000124749	yes	no	no
ENSG00000148602	yes	no	no
ENSG00000087253	yes	no	no
ENSG00000215018	yes	no	no
ENSG00000053747	yes	no	no
ENSG00000228570	yes	no	no
ENSG00000281938	yes	no	no
ENSG00000136603	yes	no	no
ENSG00000173208	yes	no	no
ENSG00000122584	yes	no	no
ENSG00000174564	yes	no	no
ENSG00000167632	yes	no	no
ENSG00000095627	yes	no	no
ENSG00000140015	yes	no	no
ENSG00000168140	yes	no	no
ENSG00000118849	yes	no	no
ENSG00000196600	yes	no	no
ENSG00000198056	yes	no	no
ENSG00000074966	yes	no	no
ENSG00000173612	yes	no	no
ENSG00000115884	yes	no	no
ENSG00000167552	yes	no	no
ENSG00000104147	yes	no	no
ENSG00000144642	yes	no	no
ENSG00000182923	yes	no	no
ENSG00000172320	yes	no	no
ENSG00000184588	yes	no	no
ENSG00000144119	yes	no	no
ENSG00000163075	yes	no	no
ENSG00000054277	yes	no	no
ENSG00000130513	yes	no	no
ENSG00000182771	yes	no	no
ENSG00000151150	yes	no	no
ENSG00000003989	yes	no	no
ENSG00000173406	yes	no	no
ENSG00000090512	yes	no	no
ENSG00000135838	yes	no	no
ENSG00000196872	yes	no	no
ENSG00000100385	yes	no	no
ENSG00000124575	yes	no	no
ENSG00000120329	yes	no	no
ENSG00000136014	yes	no	no
ENSG00000172348	yes	no	no
ENSG00000024526	yes	no	no
ENSG00000198542	yes	no	no
ENSG00000134333	yes	no	no
ENSG00000163673	yes	no	no
ENSG00000171772	yes	no	no
ENSG00000154493	yes	no	no
ENSG00000198734	yes	no	no
ENSG00000198851	yes	no	no
ENSG00000137699	yes	no	no
ENSG00000164627	yes	no	no
ENSG00000173930	yes	no	no
ENSG00000274750	yes	no	no
ENSG00000276410	yes	no	no
ENSG00000143340	yes	no	no
ENSG00000174226	yes	no	no
ENSG00000182621	yes	no	no
ENSG00000164109	yes	no	no
ENSG00000244588	yes	no	no
ENSG00000149212	yes	no	no
ENSG00000176978	yes	no	no
ENSG00000145743	yes	no	no
ENSG00000139865	yes	no	no
ENSG00000091622	yes	no	no
ENSG00000173706	yes	no	no
ENSG00000175806	yes	no	no
ENSG00000024422	yes	no	no
ENSG00000109182	yes	no	no
ENSG00000168959	yes	no	no
ENSG00000152642	yes	no	no
ENSG00000180116	yes	no	no
ENSG00000197943	yes	no	no
ENSG00000198515	yes	no	no
ENSG00000007968	yes	no	no
ENSG00000148584	yes	no	no
ENSG00000148848	yes	no	no
ENSG00000005108	yes	no	no
ENSG00000177706	yes	no	no
ENSG00000126778	yes	no	no
ENSG00000277775	yes	no	no
ENSG00000132972	yes	no	no
ENSG00000185633	yes	no	no
ENSG00000113430	yes	no	no
ENSG00000077522	yes	no	no
ENSG00000079616	yes	no	no
ENSG00000138744	yes	no	no
ENSG00000147526	yes	no	no
ENSG00000164744	yes	no	no
ENSG00000196460	yes	no	no
ENSG00000154822	yes	no	no
ENSG00000196376	yes	no	no
ENSG00000100479	yes	no	no
ENSG00000143951	yes	no	no
ENSG00000133424	yes	no	no
ENSG00000177570	yes	no	no
ENSG00000146674	yes	no	no
ENSG00000162804	yes	no	no
ENSG00000176697	yes	no	no
ENSG00000283526	yes	no	no
ENSG00000112818	yes	no	no
ENSG00000170681	yes	no	no
ENSG00000253117	yes	no	no
ENSG00000123485	yes	no	no
ENSG00000179397	yes	no	no
ENSG00000135596	yes	no	no
ENSG00000185404	yes	no	no
ENSG00000162148	yes	no	no
ENSG00000138642	yes	no	no
ENSG00000172375	yes	no	no
ENSG00000106809	yes	no	no
ENSG00000109452	yes	no	no
ENSG00000155897	yes	no	no
ENSG00000280987	yes	no	no
ENSG00000164099	yes	no	no
ENSG00000133401	yes	no	no
ENSG00000068078	yes	no	no
ENSG00000114812	yes	no	no
ENSG00000117399	yes	no	no
ENSG00000137648	yes	no	no
ENSG00000143067	yes	no	no
ENSG00000197467	yes	no	yes
ENSG00000188095	yes	no	no
ENSG00000196372	yes	no	no
ENSG00000176294	yes	no	no
ENSG00000147010	yes	no	no
ENSG00000112769	yes	no	no
ENSG00000102879	yes	no	no
ENSG00000081051	yes	no	no
ENSG00000138759	yes	no	no
ENSG00000163534	yes	no	no
ENSG00000163661	yes	no	no
ENSG00000178035	yes	no	no
ENSG00000173068	yes	no	no
ENSG00000110047	yes	no	no
ENSG00000185187	yes	no	no
ENSG00000077092	yes	no	no
ENSG00000101890	yes	no	no
ENSG00000066322	yes	no	no
ENSG00000135486	yes	no	no
ENSG00000105971	yes	no	no
ENSG00000118804	yes	no	no
ENSG00000146477	yes	no	no
ENSG00000182187	yes	no	no
ENSG00000285269	yes	no	no
ENSG00000138472	yes	no	no
ENSG00000117318	yes	no	no
ENSG00000183304	yes	no	no
ENSG00000169679	yes	no	no
ENSG00000130822	yes	no	no
ENSG00000171195	yes	no	no
ENSG00000177459	yes	no	no
ENSG00000204006	yes	no	no
ENSG00000151962	yes	no	no
ENSG00000080511	yes	no	no
ENSG00000185774	yes	no	no
ENSG00000080573	yes	no	no
ENSG00000113327	yes	no	no
ENSG00000135476	yes	no	no
ENSG00000140932	yes	no	no
ENSG00000187715	yes	no	no
ENSG00000197177	yes	no	no
ENSG00000185477	yes	no	no
ENSG00000088451	yes	no	no
ENSG00000127955	yes	no	no
ENSG00000132849	yes	no	no
ENSG00000181626	yes	no	no
ENSG00000108684	yes	no	no
ENSG00000125740	yes	no	no
ENSG00000113810	yes	no	no
ENSG00000170689	yes	no	no
ENSG00000182742	yes	no	no
ENSG00000079482	yes	no	no
ENSG00000006327	yes	no	no
ENSG00000117115	yes	no	no
ENSG00000196476	yes	no	no
ENSG00000259305	yes	no	no
ENSG00000213516	yes	no	no
ENSG00000149403	yes	no	no
ENSG00000172717	yes	no	no
ENSG00000124920	yes	no	no
ENSG00000140479	yes	no	no
ENSG00000155052	yes	no	no
ENSG00000213889	yes	no	no
ENSG00000138162	yes	no	no
ENSG00000106633	yes	no	no
ENSG00000140873	yes	no	no
ENSG00000175785	yes	no	no
ENSG00000133640	yes	no	no
ENSG00000134516	yes	no	no
ENSG00000278535	yes	no	no
ENSG00000171502	yes	no	no
ENSG00000081189	yes	no	no
ENSG00000159398	yes	no	no
ENSG00000134115	yes	no	no
ENSG00000154655	yes	no	no
ENSG00000140522	yes	no	no
ENSG00000164344	yes	no	no
ENSG00000188906	yes	no	no
ENSG00000215218	yes	no	no
ENSG00000183091	yes	no	no
ENSG00000110887	yes	no	no
ENSG00000151577	yes	no	no
ENSG00000152936	yes	no	no
ENSG00000150045	yes	no	no
ENSG00000164488	yes	no	no
ENSG00000169946	yes	no	no
ENSG00000174125	yes	no	no
ENSG00000133488	yes	no	no
ENSG00000133105	yes	no	no
ENSG00000070731	yes	no	no
ENSG00000100027	yes	no	no
ENSG00000101412	yes	no	no
ENSG00000161277	yes	no	no
ENSG00000016391	yes	no	no
ENSG00000109047	yes	no	no
ENSG00000197360	yes	no	no
ENSG00000172139	yes	no	no
ENSG00000141371	yes	no	no
ENSG00000276087	yes	no	no
ENSG00000079435	yes	no	no
ENSG00000125878	yes	no	no
ENSG00000146038	yes	no	no
ENSG00000134121	yes	no	no
ENSG00000196437	yes	no	no
ENSG00000015285	yes	no	no
ENSG00000168610	yes	no	no
ENSG00000184828	yes	no	no
ENSG00000166509	yes	no	no
ENSG00000167083	yes	no	no
ENSG00000246922	yes	no	no
ENSG00000152822	yes	no	no
ENSG00000162591	yes	no	no
ENSG00000196747	yes	no	no
ENSG00000139053	yes	no	no
ENSG00000248483	yes	no	no
ENSG00000125247	yes	no	no
ENSG00000156384	yes	no	no
ENSG00000159082	yes	no	no
ENSG00000183918	yes	no	no
ENSG00000115761	yes	no	no
ENSG00000104313	yes	no	no
ENSG00000168004	yes	no	no
ENSG00000134716	yes	no	no
ENSG00000096006	yes	no	no
ENSG00000166546	yes	no	no
ENSG00000111728	yes	no	no
ENSG00000163635	yes	no	no
ENSG00000184613	yes	no	no
ENSG00000113263	yes	no	no
ENSG00000155754	yes	no	no
ENSG00000159167	yes	no	no
ENSG00000167178	yes	no	no
ENSG00000157870	yes	no	no
ENSG00000206052	yes	no	no
ENSG00000113248	yes	no	no
ENSG00000041982	yes	no	no
ENSG00000145349	yes	no	no
ENSG00000184344	yes	no	no
ENSG00000185559	yes	no	no
ENSG00000121634	yes	no	no
ENSG00000140675	yes	no	no
ENSG00000167646	yes	no	no
ENSG00000205038	yes	no	no
ENSG00000100557	yes	no	no
ENSG00000198796	yes	no	no
ENSG00000157502	yes	no	no
ENSG00000181291	yes	no	no
ENSG00000250361	yes	no	no
ENSG00000171532	yes	no	no
ENSG00000161905	yes	no	no
ENSG00000092850	yes	no	no
ENSG00000176842	yes	no	no
ENSG00000071539	yes	no	no
ENSG00000106113	yes	no	no
ENSG00000126259	yes	no	no
ENSG00000184719	yes	no	no
ENSG00000187871	yes	no	no
ENSG00000181215	yes	no	no
ENSG00000167723	yes	no	no
ENSG00000069431	yes	no	no
ENSG00000164626	yes	no	no
ENSG00000091664	yes	no	no
ENSG00000173376	yes	no	no
ENSG00000204671	yes	no	no
ENSG00000183166	yes	no	no
ENSG00000147485	yes	no	no
ENSG00000175063	yes	no	no
ENSG00000140538	yes	no	no
ENSG00000173207	yes	no	no
ENSG00000126787	yes	no	no
ENSG00000163331	yes	no	no
ENSG00000118514	yes	no	no
ENSG00000273173	yes	no	no
ENSG00000196338	yes	no	no
ENSG00000154978	yes	no	no
ENSG00000157890	yes	no	no
ENSG00000243749	yes	no	no
ENSG00000188175	yes	no	no
ENSG00000086189	yes	no	no
ENSG00000275379	yes	no	no
ENSG00000108175	yes	no	no
ENSG00000132170	yes	no	no
ENSG00000171855	yes	no	no
ENSG00000070915	yes	no	no
ENSG00000039537	yes	no	no
ENSG00000130592	yes	no	no
ENSG00000168884	yes	no	no
ENSG00000206557	yes	no	no
ENSG00000284906	yes	no	no
ENSG00000183230	yes	no	no
ENSG00000173597	yes	no	no
ENSG00000134824	yes	no	no
ENSG00000101350	yes	no	no
ENSG00000130307	yes	no	no
ENSG00000110660	yes	no	no
ENSG00000273079	yes	no	no
ENSG00000159733	yes	no	no
ENSG00000174015	yes	no	no
ENSG00000165633	yes	no	no
ENSG00000162621	yes	no	no
ENSG00000165168	yes	no	no
ENSG00000180340	yes	no	no
ENSG00000109943	yes	no	no
ENSG00000196800	yes	no	no
ENSG00000181541	no	yes	no
ENSG00000204272	no	yes	no
ENSG00000151062	no	no	yes
ENSG00000187017	no	no	yes
ENSG00000024048	no	no	yes
