isoform_id	logFC	logCPM	F	PValue	FDR	condition_1	condition_2
ENST00000426726	3.61958005493283	5.61478189785395	191.432027930813	8.62425730298681e-05	0.038672102780236	FT	RGC
ENST00000400822	4.28102309678501	7.08537929097013	189.965707607203	8.76840791843145e-05	0.038672102780236	FT	RGC
ENST00000268150	-4.23476165922142	6.34050727122679	188.244509896961	8.94213050972752e-05	0.038672102780236	FT	RGC
ENST00000257905	3.74457633590783	7.57856902812799	188.169301529939	8.94983523366382e-05	0.038672102780236	FT	RGC
ENST00000261839	-4.39645393161979	5.41027996302876	187.771542115503	8.99074479069629e-05	0.038672102780236	FT	RGC
ENST00000514985	-4.47685415741319	6.84716152049028	184.220075929797	9.36838416903542e-05	0.038672102780236	FT	RGC
ENST00000274289	-3.43414923755997	7.97344074225777	182.999181994114	9.50354550112386e-05	0.038672102780236	FT	RGC
ENST00000339876	5.09234047176715	5.0982314970571	182.063960185599	9.60900870011584e-05	0.038672102780236	FT	RGC
ENST00000354232	2.70167388986616	7.63353790651002	181.168170499183	9.7116295861723e-05	0.038672102780236	FT	RGC
ENST00000327367	-2.98746348681639	6.15188262248549	177.189976533575	0.000101871933093603	0.038672102780236	FT	RGC
ENST00000616316	-5.57759222921235	6.67318987833796	183.759486784669	0.000103551388058506	0.038672102780236	FT	RGC
ENST00000360351	3.60683353113186	5.83286724852568	175.2657889747	0.000104294504332131	0.038672102780236	FT	RGC
ENST00000336440	-6.17283681370489	5.68339955341352	175.809377485082	0.000104568254030502	0.038672102780236	FT	RGC
ENST00000264426	5.56963096162769	6.52230168147057	182.24898711669	0.000105382495177034	0.038672102780236	FT	RGC
ENST00000372017	3.61723878867053	7.86695364960334	172.082889195147	0.000108489707060607	0.038672102780236	FT	RGC
ENST00000398125	3.48490675658399	6.2448520444363	170.637733911173	0.000110475892245033	0.038672102780236	FT	RGC
ENST00000375820	-3.95509737360949	6.02631441162607	170.081467073525	0.000111254530509245	0.038672102780236	FT	RGC
ENST00000264758	-4.04977146514862	5.50849734510369	169.671629240201	0.000111833323069762	0.038672102780236	FT	RGC
ENST00000371121	-3.54850646570861	5.54743051597107	169.630105282409	0.000111892209482949	0.038672102780236	FT	RGC
ENST00000407818	5.26416350047713	5.76399521347912	165.16922299908	0.000119502437735847	0.038672102780236	FT	RGC
ENST00000647561	-4.85996588299575	6.14241391709061	164.648451536075	0.000120359032540189	0.038672102780236	FT	RGC
ENST00000328439	5.33937988449143	5.76035810783873	163.466736623229	0.000122254486979617	0.038672102780236	FT	RGC
ENST00000478951	4.18997542049107	7.14234968429378	164.026477943466	0.000122316156211512	0.038672102780236	FT	RGC
ENST00000644861	11.2848321096721	5.72549589602917	392.871903708477	0.000125020959880943	0.038672102780236	FT	RGC
ENST00000297534	4.54254564409321	5.78579978433248	160.608728455823	0.000125838817397935	0.038672102780236	FT	RGC
ENST00000220849	-2.90546038806224	7.5775869022958	160.38407101533	0.000126217769206143	0.038672102780236	FT	RGC
ENST00000358278	-5.794048106073	6.83606696761435	168.948933444462	0.000126384734574818	0.038672102780236	FT	RGC
ENST00000704566	-11.5631761757139	6.01523428740221	389.058332068704	0.000127093640170196	0.038672102780236	FT	RGC
ENST00000359227	3.62099220029351	8.48815510758506	158.526107768269	0.000129416419408031	0.038672102780236	FT	RGC
ENST00000322776	11.6710683772682	6.10846161914098	384.383733014179	0.000133542564152261	0.038672102780236	FT	RGC
ENST00000355300	2.74132024218892	6.99083910443506	156.12575542715	0.000133726344149012	0.038672102780236	FT	RGC
ENST00000611745	3.53063316492455	6.26762162107209	155.329886732282	0.000135201507012666	0.038672102780236	FT	RGC
ENST00000429747	6.69889754010965	6.3768523311708	162.881225385528	0.000136537258407377	0.038672102780236	FT	RGC
ENST00000321562	-3.75605785907667	6.70108300329511	154.533916559606	0.000136700660182116	0.038672102780236	FT	RGC
ENST00000369842	4.81831798670357	5.40868803045314	154.497247477658	0.000136770305622458	0.038672102780236	FT	RGC
ENST00000342032	3.75990733923198	6.33734978659407	154.24872398662	0.000137243688909263	0.038672102780236	FT	RGC
ENST00000392687	3.79558324664695	5.41732931661871	153.4382890046	0.000138804064365172	0.038672102780236	FT	RGC
ENST00000264436	2.51839361698175	7.90830781258936	152.744936091223	0.000140159589421405	0.038672102780236	FT	RGC
ENST00000327381	2.99951877771409	6.23711088651867	150.995312721775	0.0001436669903016	0.038672102780236	FT	RGC
ENST00000335099	3.43119857371749	5.64888136277519	150.946712181668	0.000143766233535396	0.038672102780236	FT	RGC
ENST00000263666	-2.90858411933879	5.74181638625141	150.133056340979	0.000145442657134705	0.038672102780236	FT	RGC
ENST00000536444	10.7322821897422	5.17796280358348	358.384495039878	0.000145956942473423	0.038672102780236	FT	RGC
ENST00000380034	-3.62273216918532	5.32538499951213	147.134488011665	0.000151872701411809	0.039797323493033	FT	RGC
ENST00000371793	5.56995918234494	5.59153155291063	148.387630736973	0.00015380383900673	0.039865286358201	FT	RGC
ENST00000368575	-3.1550916494712	6.98247132151596	144.592633080742	0.000157652524175797	0.0402972827660725	FT	RGC
ENST00000518547	2.4629292450445	6.39463889288291	144.082782647937	0.000158850313679896	0.0402972827660725	FT	RGC
ENST00000425597	2.33746514004265	6.73660592399088	140.881828313452	0.00016668184952484	0.041728828509472	FT	RGC
ENST00000638009	4.95580320542489	5.06233535188715	139.410955165217	0.000170469963254196	0.041728828509472	FT	RGC
ENST00000358807	2.92350344964661	6.24721938414886	139.342716798641	0.0001706487358169	0.041728828509472	FT	RGC
ENST00000460218	-3.52211441155936	5.79394087026617	138.031167661938	0.000174138452200894	0.041728828509472	FT	RGC
ENST00000323274	-3.37829708969157	6.54760653696749	137.279756838732	0.000176184739657931	0.041728828509472	FT	RGC
ENST00000367897	-7.70872137344484	4.70618454473145	136.859064069215	0.000177345705431117	0.041728828509472	FT	RGC
ENST00000405308	-3.00964283295215	6.60892615723284	136.473787860424	0.000178418725116757	0.041728828509472	FT	RGC
ENST00000378478	5.02667868635542	4.92399316562616	136.447297156505	0.000178492850287937	0.041728828509472	FT	RGC
ENST00000291478	3.82524603322115	4.93023878222837	134.271127915136	0.000184738536909607	0.0419028938987297	FT	RGC
ENST00000354546	-2.35693467669534	6.47446850313724	131.839827126653	0.000192099659258069	0.0419028938987297	FT	RGC
ENST00000396603	4.80602850876115	4.68501408145248	130.3928828938	0.000196684686924326	0.0419028938987297	FT	RGC
ENST00000325106	4.61950734608695	7.03263891592595	136.153064857963	0.000199203246493646	0.0419028938987297	FT	RGC
ENST00000683431	-2.14327287205614	7.30366092412019	129.383794422836	0.000199977095581926	0.0419028938987297	FT	RGC
ENST00000650687	-7.52206812832152	6.44907751120111	135.073405185588	0.000202565809348632	0.0419028938987297	FT	RGC
ENST00000476133	10.6412913535452	5.08797692863356	291.825794533089	0.000206257136850797	0.0419028938987297	FT	RGC
ENST00000396595	-10.602881491402	5.07456831233495	291.376111210888	0.000206792725616929	0.0419028938987297	FT	RGC
ENST00000290583	3.6567450515541	7.4385004366286	128.872321934307	0.000208264262705543	0.0419028938987297	FT	RGC
ENST00000396425	2.2635123602824	7.17759751394135	125.579576187127	0.00021313809150347	0.0419028938987297	FT	RGC
ENST00000651564	-4.85944170119403	6.67427949442063	131.834938703983	0.000213165199806538	0.0419028938987297	FT	RGC
ENST00000258302	3.6720912202209	5.79130424944004	124.435035736863	0.000217344544017862	0.0419028938987297	FT	RGC
ENST00000379370	-2.7433248318175	6.15210536551224	124.415767398214	0.000217416390128504	0.0419028938987297	FT	RGC
ENST00000682079	3.42221404540215	6.27880610832024	124.370845426406	0.000217584025542448	0.0419028938987297	FT	RGC
ENST00000446050	3.05975879187299	5.69692990738739	124.325754218452	0.000217752481701373	0.0419028938987297	FT	RGC
ENST00000288207	-4.77241951437064	5.55121499939581	124.774280660709	0.000217830893603498	0.0419028938987297	FT	RGC
ENST00000370455	3.03945107318739	5.48452317448731	123.812856474419	0.00021968204496665	0.0419028938987297	FT	RGC
ENST00000407270	-3.07703535555758	5.37298788729855	123.001356255135	0.000222786172801629	0.0419028938987297	FT	RGC
ENST00000367545	-2.43310078988102	7.35857110793625	122.939377509807	0.000223025870657802	0.0419028938987297	FT	RGC
ENST00000304567	-5.22681300652649	4.35708947277533	122.839842931968	0.000223411598647834	0.0419028938987297	FT	RGC
ENST00000652660	-5.22681300652649	4.35708947277533	122.839842931968	0.000223411598647834	0.0419028938987297	FT	RGC
ENST00000392951	-5.57924985500714	6.70693317457878	128.876750150391	0.000223571937197558	0.0419028938987297	FT	RGC
ENST00000333628	2.85424568560548	8.77348362149025	122.682198495727	0.000224024509833558	0.0419028938987297	FT	RGC
ENST00000370263	3.8443382874575	5.48404042707821	122.624943960569	0.000224247717452278	0.0419028938987297	FT	RGC
ENST00000403491	-4.54387671783213	4.8561381479644	122.046364908327	0.000226521588038206	0.0419028938987297	FT	RGC
ENST00000679126	-7.20140867929759	4.94513577358284	122.499516782994	0.00022654132106453	0.0419028938987297	FT	RGC
ENST00000469796	3.90266359440042	5.67981462384468	122.005716082675	0.000226682601397976	0.0419028938987297	FT	RGC
ENST00000357903	-2.9065291317878	7.05168958867935	121.272148637923	0.000229617175419594	0.0421071795143131	FT	RGC
ENST00000539008	2.92317877569682	8.71639039957018	120.852877209988	0.000231319320488762	0.0421071795143131	FT	RGC
ENST00000307227	-3.14805559618592	5.30009610565958	120.20632871284	0.000233980359594796	0.0421088290845589	FT	RGC
ENST00000645819	3.41278382842373	6.07031619200686	119.621881276129	0.000236424311349019	0.0421088290845589	FT	RGC
ENST00000225441	5.01487710366426	4.97584000360676	119.409052703419	0.00023732351585117	0.0421088290845589	FT	RGC
ENST00000439742	-5.68198513874867	4.54341455582623	119.157714997852	0.000238391844603516	0.0421088290845589	FT	RGC
ENST00000305544	-5.01758179048064	5.60706272445707	119.958269567449	0.000245566404882936	0.0430571800796949	FT	RGC
ENST00000374695	-3.26127185597987	5.3092930478543	116.528575201786	0.000249999225299176	0.0430866928442779	FT	RGC
ENST00000334919	5.35833442980232	6.79518097341462	122.17752296185	0.000250068791026847	0.0430866928442779	FT	RGC
ENST00000303177	5.48582328539515	8.03070355229341	121.925121376726	0.000251155342839664	0.0430866928442779	FT	RGC
ENST00000616552	-3.49836013182997	5.84858031811254	115.460876479744	0.000254948696654873	0.0434250472888008	FT	RGC
ENST00000252999	-2.50792050239182	6.50591299915219	113.423509638034	0.000264797075081096	0.0439895503875532	FT	RGC
ENST00000682506	2.20913938219771	6.32391905151347	113.144948185098	0.000266186469992389	0.0439895503875532	FT	RGC
ENST00000544538	2.83448316769231	5.57252774419327	113.084608324032	0.000266488827602502	0.0439895503875532	FT	RGC
ENST00000395105	-2.27991544892254	6.44624612953378	113.061656951104	0.000266603966070583	0.0439895503875532	FT	RGC
ENST00000296214	-2.24236060303242	6.14921292541139	112.886198490429	0.000267486572431235	0.0439895503875532	FT	RGC
ENST00000316623	-4.20244335134857	5.36875251536735	111.388359286191	0.000275197262701643	0.0449476296327628	FT	RGC
ENST00000302190	-3.17384537223097	6.10053492163515	110.435843971033	0.000280270021104844	0.0452780697845564	FT	RGC
ENST00000456197	3.0812183371961	5.42272739365382	110.03970555619	0.000282419835776169	0.0452780697845564	FT	RGC
ENST00000296503	-2.21384994423498	8.68973030133282	109.948768101876	0.000282916732277904	0.0452780697845564	FT	RGC
ENST00000706905	-10.3242877549551	4.80394268613124	239.655356561499	0.000287152700514226	0.0456496219764149	FT	RGC
ENST00000368388	-10.3027635139198	4.78311500583415	235.267978730007	0.000296195477194394	0.0462732647070589	FT	RGC
ENST00000300093	-10.2866299160803	4.76755729008976	234.009593118583	0.000298872820561899	0.0462732647070589	FT	RGC
ENST00000409868	4.78327355177268	4.92783656768215	107.130038271621	0.00029897196462405	0.0462732647070589	FT	RGC
ENST00000372684	3.04098992397808	6.56912618949783	107.028606533393	0.000299574205333469	0.0462732647070589	FT	RGC
ENST00000262722	-2.27834873860253	6.90922787886271	106.571679968362	0.000302309166908092	0.0462732647070589	FT	RGC
ENST00000294489	-3.78723605872108	5.14273414344211	105.663408734281	0.000307854647406193	0.0462732647070589	FT	RGC
ENST00000226328	2.92959897200607	7.63490445483403	105.510696272003	0.00030880155485842	0.0462732647070589	FT	RGC
ENST00000378024	-4.45018466469045	5.27452075778194	105.437941384411	0.000309254169196498	0.0462732647070589	FT	RGC
ENST00000366543	3.09256789459159	5.32776466564698	105.105407196536	0.000311335231142601	0.0462732647070589	FT	RGC
ENST00000555619	-3.26849563286257	8.01701733558619	106.696726492125	0.00031240536688037	0.0462732647070589	FT	RGC
ENST00000287394	-2.23194499301141	6.07953593579175	104.907388213178	0.000312584164592997	0.0462732647070589	FT	RGC
ENST00000556766	3.27824294819089	5.85156371197289	104.100269851059	0.000317750926639985	0.0462732647070589	FT	RGC
ENST00000396663	-3.4015161659107	6.37533975823358	104.411296600226	0.000318132754844125	0.0462732647070589	FT	RGC
ENST00000331366	-2.61037872988091	6.35551706308611	103.57517278687	0.000321179312669372	0.0462732647070589	FT	RGC
ENST00000315711	2.40063876570471	6.09583951744965	103.086047142883	0.000324421476625814	0.0462732647070589	FT	RGC
ENST00000309042	-7.12402008960386	6.25183314402825	107.692788844168	0.00032564623844895	0.0462732647070589	FT	RGC
ENST00000651438	-2.87956401031069	7.9730471981018	102.655133165182	0.000327317396046131	0.0462732647070589	FT	RGC
ENST00000457511	2.99926399356429	5.16358173717056	102.205158443183	0.000330381733154782	0.0462732647070589	FT	RGC
ENST00000455537	1.94587646422537	6.85436387507157	102.009269565051	0.000331728794275058	0.0462732647070589	FT	RGC
ENST00000389622	2.15503267809248	6.26068950095079	101.897728198834	0.000332499399927883	0.0462732647070589	FT	RGC
ENST00000393745	3.72320702456091	6.5928778822066	105.464281909102	0.000333353760744767	0.0462732647070589	FT	RGC
ENST00000371372	5.11320431041284	4.75095889345144	101.6277118181	0.000334375681063973	0.0462732647070589	FT	RGC
ENST00000455322	3.95517338705785	6.71956520857651	106.134827171905	0.000335707237873069	0.0462732647070589	FT	RGC
ENST00000416167	-5.01720181423722	9.77289682306224	105.614341244612	0.000339169907364943	0.0464818713277266	FT	RGC
ENST00000310786	-1.85942185883417	7.34475086472908	100.666009271649	0.000341184972821457	0.0464908392108598	FT	RGC
ENST00000329992	2.87272585897865	6.67568260167547	100.184466592808	0.000344670538292962	0.046698941228034	FT	RGC
ENST00000322954	-2.75887415297085	6.87121005729044	99.803551063793	0.000347464557242532	0.0468115244746069	FT	RGC
ENST00000377026	3.02788634408681	6.17247171652225	99.2275886473202	0.000351752237584897	0.047122943019379	FT	RGC
ENST00000704650	-10.4373262313297	4.91355286835006	211.141956239092	0.000355115304585205	0.047127482456668	FT	RGC
ENST00000452853	-2.83088143302658	6.92569403129226	98.6900123345787	0.000355823977311999	0.047127482456668	FT	RGC
ENST00000297323	2.39455380765395	7.28926689187817	98.4433684927146	0.000357715102099174	0.047127482456668	FT	RGC
ENST00000357388	-2.78022227311041	6.68615478747994	97.911015105813	0.000361847053949439	0.0474099167498809	FT	RGC
ENST00000223215	-2.27832205943195	8.43943035976215	97.3497783723946	0.000366278821297982	0.0477166039520792	FT	RGC
BambuTx941	2.20665717660989	7.43987109680915	95.8895373441657	0.000378186396397439	0.0477166039520792	FT	RGC
ENST00000396418	1.8602742165859	7.31392007313961	95.6460509751355	0.0003802265744338	0.0477166039520792	FT	RGC
ENST00000421177	4.80036462804357	6.25545196698934	99.9160947830742	0.00038075552796439	0.0477166039520792	FT	RGC
ENST00000391854	2.15387390653641	6.66859643799582	95.4162858198135	0.000382166502305203	0.0477166039520792	FT	RGC
ENST00000454366	-3.97802132909442	4.65336878139809	95.4129303404603	0.00038219493952678	0.0477166039520792	FT	RGC
ENST00000287713	4.90165425681292	6.62404563846455	99.7053985523931	0.000382433624701165	0.0477166039520792	FT	RGC
ENST00000299767	-7.74401565911361	7.14871693187922	99.6887069864038	0.00038256702758992	0.0477166039520792	FT	RGC
ENST00000530167	-2.54683502293696	5.89951400133776	95.1118222684029	0.000384759377537083	0.0477166039520792	FT	RGC
ENST00000502773	-4.00968306151711	4.475164416138	95.1093482240074	0.000384780551741745	0.0477166039520792	FT	RGC
ENST00000275517	-4.63522523507154	4.50134338264418	94.9173900643781	0.00038642861673827	0.0477166039520792	FT	RGC
ENST00000249837	-4.26928895158303	6.27242589828928	98.643486508198	0.000391058233248343	0.0477166039520792	FT	RGC
ENST00000464112	-4.18559545681341	7.57993267651387	98.300153418128	0.000393907634194543	0.0477166039520792	FT	RGC
ENST00000509647	-4.98216740553631	5.2211494633068	95.4330706333616	0.000395392876507229	0.0477166039520792	FT	RGC
ENST00000544440	-10.1736491628633	4.65933516329541	197.037481261944	0.000398712979860869	0.0477166039520792	FT	RGC
ENST00000361981	3.39594199753495	7.73665114901106	97.0983111634916	0.00040022841649772	0.0477166039520792	FT	RGC
ENST00000368463	-2.8815924060345	5.32693790068742	93.2216355439661	0.000401444384277346	0.0477166039520792	FT	RGC
ENST00000260126	3.01531496937021	5.48689576887202	93.2085292068344	0.000401563723906947	0.0477166039520792	FT	RGC
ENST00000488120	3.32241521591761	7.76868889712601	96.4972057054052	0.000402417790482193	0.0477166039520792	FT	RGC
ENST00000249330	4.10237255685462	4.6327906598322	92.7054187005825	0.000406184101083907	0.0477166039520792	FT	RGC
ENST00000409236	2.22332079213661	5.8407338903314	92.52473816381	0.000407862292497398	0.0477166039520792	FT	RGC
ENST00000455385	-2.49679193911099	5.98492513702482	92.4716168411415	0.000408357611622592	0.0477166039520792	FT	RGC
ENST00000521913	2.47392658149596	7.77295526846649	92.2115208853136	0.000410795504385896	0.0477166039520792	FT	RGC
ENST00000445352	2.43112745308026	6.36028118737665	91.8440264458951	0.000414276305420794	0.0477166039520792	FT	RGC
ENST00000326840	-2.05345857358374	9.08988968985365	91.7231729244489	0.000415430374934051	0.0477166039520792	FT	RGC
ENST00000543264	2.43219422071822	5.95316961872189	91.6413265500162	0.00041621461134079	0.0477166039520792	FT	RGC
ENST00000557575	2.92242971877943	5.88401059224508	91.348590730091	0.000419037252125375	0.0478091676741856	FT	RGC
ENST00000361478	2.4126971963223	5.59425665631634	91.143456931954	0.000421031838110332	0.0478091676741856	FT	RGC
ENST00000418109	-6.81289556120283	4.53190576931717	90.7100187701413	0.000425291993498198	0.0480640420708912	FT	RGC
ENST00000220822	2.50437540677674	5.65396882357205	90.3355230223425	0.000429023518084652	0.0482570510011633	FT	RGC
ENST00000393350	-2.74681628179826	5.76085678960394	90.1313078957082	0.000431078446805608	0.0482605476174954	FT	RGC
ENST00000647584	-2.57312088847089	5.44992342360904	89.7988319192501	0.000434454775761013	0.0484112550597996	FT	RGC
ENST00000362094	10.5194239848969	4.96410140083925	186.751156911396	0.000446489696581064	0.0493852519185811	FT	RGC
ENST00000378482	3.58841035631026	7.63899490087241	92.4684766609488	0.000447337684073368	0.0493852519185811	FT	RGC
ENST00000374866	-5.13922596191739	4.95075770940695	88.2700232413073	0.000451270675428797	0.0495898641763829	FT	RGC
ENST00000399878	-4.52562502475883	4.96917903425381	87.9446094850196	0.000454009419621946	0.0496619661481877	FT	RGC
ENST00000322611	1.83583063719714	9.28180393015627	87.2486835510037	0.000461680081326426	0.0497168910029688	FT	RGC
ENST00000415807	-2.10351897897308	5.86684715244348	87.1528825077807	0.000462750767263311	0.0497168910029688	FT	RGC
ENST00000342560	3.40472089599411	6.99140117618603	90.3716616679647	0.000464790791851148	0.0497168910029688	FT	RGC
ENST00000360632	-4.03931144468425	4.9937217362005	86.9221932847856	0.000465343854927237	0.0497168910029688	FT	RGC
ENST00000313708	4.2072709131769	6.96812472279185	90.549484821225	0.000467249885977341	0.0497168910029688	FT	RGC
ENST00000320238	4.31893932325293	4.90755199642512	86.6017118060888	0.000468981492513889	0.0497168910029688	FT	RGC
ENST00000548058	-4.22756265638687	5.19395714760997	86.4910668089617	0.000470246984710931	0.0497168910029688	FT	RGC
ENST00000648936	-4.82970162521269	4.1261557856896	86.1445564012416	0.000474242472674881	0.0497168910029688	FT	RGC
ENST00000409197	-6.64638590128142	5.32187980635477	89.7081821859669	0.000476390421664957	0.0497168910029688	FT	RGC
ENST00000301178	-3.48302770318726	5.70489465637853	86.0307362700278	0.000477503334354967	0.0497168910029688	FT	RGC
ENST00000409317	3.34655136325867	7.08156283219882	89.0077998175775	0.000479718173891256	0.0497168910029688	FT	RGC
ENST00000328619	3.71324517107911	7.50120319380603	89.2203388613184	0.000481811025652645	0.0497168910029688	FT	RGC
ENST00000680003	-6.05203663789745	4.31238104499299	85.4303322169247	0.000482635295935731	0.0497168910029688	FT	RGC
ENST00000263257	2.05621006106123	7.37648736168651	85.2126434107734	0.000485236336517654	0.0497168910029688	FT	RGC
ENST00000420366	3.09672221346192	6.17236003086063	84.6745497686752	0.000495177552117031	0.0497168910029688	FT	RGC
ENST00000332431	2.12189247045319	6.33910510654893	84.3956144882323	0.000495182688818619	0.0497168910029688	FT	RGC
ENST00000536311	4.96964646696911	5.2464623395739	87.3764141516439	0.000495248432712952	0.0497168910029688	FT	RGC
ENST00000258229	2.05564522848742	5.9762981538912	84.206017661139	0.000497533186223124	0.0497168910029688	FT	RGC
ENST00000265071	-2.29761469865638	5.48805039737622	84.200651307175	0.000497599950853453	0.0497168910029688	FT	RGC
ENST00000676875	1.95325271513326	7.31932028328126	84.1881045283751	0.000497756100468436	0.0497168910029688	FT	RGC
ENST00000395284	-2.29021379999503	5.48337791486953	84.1448662672042	0.00049829476430888	0.0497168910029688	FT	RGC
ENST00000316881	-3.37611277608657	4.71473551209145	83.8576003064648	0.000501895167925528	0.0498674673931339	FT	RGC
ENST00000277415	4.57999073205121	5.67842652897376	87.2148576026864	0.000505070074554978	0.0499746929370871	FT	RGC
ENST00000308987	-3.01306961779314	6.21685395386613	83.5810815855801	0.000507431912776382	0.0500009148432463	FT	RGC
ENST00000367296	3.7604447002434	6.72153995876026	86.3325134777056	0.000515826386029157	0.0506189135853962	FT	RGC
ENST00000622633	-2.26230183041283	5.87036523321028	82.4188991784643	0.000520509083951002	0.0507020103873757	FT	RGC
ENST00000262719	1.85646856305426	6.24457989795272	82.2512370363284	0.000522743396105995	0.0507020103873757	FT	RGC
