gene_id	logFC	logCPM	F	PValue	FDR	condition_1	condition_2
ENSG00000165092	-6.09025674705871	6.7156077301467	282.884437473616	1.9021880021523e-06	0.000606125195320948	FT	RGC
ENSG00000089685	-4.70889814349016	5.24810295777697	281.132718143231	1.92662799651715e-06	0.000606125195320948	FT	RGC
ENSG00000112559	-5.39075916775545	4.10667804103439	206.233691062575	2.01016640570741e-06	0.000619500467195666	FT	RGC
ENSG00000140545	-3.61388494466875	5.73959597593203	272.839238366246	2.06077440226719e-06	0.000622395084972736	FT	RGC
ENSG00000152661	-6.4289692351567	5.54963763113657	232.127515105303	2.12574056609848e-06	0.000629427613503004	FT	RGC
ENSG00000162344	-4.63157785227718	5.53340729374274	268.815818869982	2.22605178438187e-06	0.000646453999922127	FT	RGC
ENSG00000164692	-5.45645295151765	5.5490952901121	257.308046620817	2.39734749651761e-06	0.000662291272536058	FT	RGC
ENSG00000198732	-4.24847169771545	5.49519049721406	261.133533284976	2.4121841482873e-06	0.000662291272536058	FT	RGC
ENSG00000170091	5.67141282162595	7.16645017708725	255.222389643727	2.51825950246989e-06	0.000662291272536058	FT	RGC
ENSG00000128833	-3.62115599672341	5.5284743042281	253.086416985179	2.60656055899673e-06	0.000662291272536058	FT	RGC
ENSG00000143375	-3.61247161920326	5.567130201463	251.992162885247	2.63886880354117e-06	0.000662291272536058	FT	RGC
ENSG00000139219	-4.34005845964054	6.32122122745748	251.738027657781	2.64329280269506e-06	0.000662291272536058	FT	RGC
ENSG00000104375	-3.42682710661493	6.80705421974284	250.406933461783	2.66697975435114e-06	0.000662291272536058	FT	RGC
ENSG00000117399	-6.43120835766789	4.15961497695997	144.968640277215	2.79108918665927e-06	0.000662291272536058	FT	RGC
ENSG00000180730	-4.27995650071356	6.02345164438835	247.560103476414	2.79648844359205e-06	0.000662291272536058	FT	RGC
ENSG00000121039	-3.61123498709738	5.90178290605469	245.924475786032	2.83106405932525e-06	0.000662291272536058	FT	RGC
ENSG00000118432	4.07188213011304	5.66005999541378	245.656300063673	2.83198363732286e-06	0.000662291272536058	FT	RGC
ENSG00000167281	3.38310696362966	5.80010548662996	245.024911564823	2.85070000357446e-06	0.000662291272536058	FT	RGC
ENSG00000150556	-5.06761364077135	4.66851544704508	229.840373763687	2.85073390602237e-06	0.000662291272536058	FT	RGC
ENSG00000084093	-4.15528153198654	6.93557373144104	241.57632178379	2.98151466765725e-06	0.000663448044296124	FT	RGC
ENSG00000103034	3.26222755146107	6.90785255018392	240.738980292664	3.00759485388592e-06	0.000663448044296124	FT	RGC
ENSG00000269955	-5.08187821894749	4.10718142220967	197.715847015256	3.07849663587547e-06	0.000663448044296124	FT	RGC
ENSG00000250722	-4.04940642969652	5.97667629324437	238.640672814199	3.118513312364e-06	0.000663448044296124	FT	RGC
ENSG00000160111	-4.99590601897045	7.15041893501275	237.471288385882	3.15385880229388e-06	0.000663448044296124	FT	RGC
ENSG00000113140	-4.72387321571676	8.12261319870878	236.95005513258	3.15999094290274e-06	0.000663448044296124	FT	RGC
ENSG00000126733	4.5425057961099	8.82159537171423	236.80844085047	3.16325138661817e-06	0.000663448044296124	FT	RGC
ENSG00000116039	-3.27708086497422	6.40335794382613	230.59965174437	3.43687823567799e-06	0.000671125679122799	FT	RGC
ENSG00000172020	4.02209901180479	8.08077056477447	230.157187400749	3.452495597479e-06	0.000671125679122799	FT	RGC
ENSG00000119547	4.92071291707762	8.55789873076088	229.91097346569	3.46419343961323e-06	0.000671125679122799	FT	RGC
ENSG00000185201	-5.38571795936035	5.50189786078178	228.021511134909	3.49197236643843e-06	0.000671125679122799	FT	RGC
ENSG00000008197	5.14040715125039	4.06014778055306	231.48261033565	3.51309968706705e-06	0.000671125679122799	FT	RGC
ENSG00000148773	-4.35003071312509	5.53888919208604	229.672960866936	3.58144568724218e-06	0.000671125679122799	FT	RGC
ENSG00000198216	4.00150179584629	6.03297998413676	227.416954391253	3.58597100316263e-06	0.000671125679122799	FT	RGC
ENSG00000011028	-5.3854700478756	4.87655283118915	210.190152564122	3.59991545967711e-06	0.000671125679122799	FT	RGC
ENSG00000168672	-4.21799051150496	4.85862899713799	228.194168408135	3.66577409610412e-06	0.000671125679122799	FT	RGC
ENSG00000119614	-3.35197801309868	6.07252759147353	225.613813454229	3.67934616608364e-06	0.000671125679122799	FT	RGC
ENSG00000152954	4.90987540428862	5.45736383032884	225.083538620469	3.73222100046515e-06	0.000671125679122799	FT	RGC
ENSG00000136274	3.12212124209681	5.46929880984763	224.435161695425	3.73316714431595e-06	0.000671125679122799	FT	RGC
ENSG00000111913	3.66378665179637	6.64756139754386	221.587121134311	3.87997379654221e-06	0.0006882025049291	FT	RGC
ENSG00000129474	-4.8165689797636	4.3609428838712	205.284143999084	3.91930437877641e-06	0.0006882025049291	FT	RGC
ENSG00000173068	-4.17923737671204	4.61540101436479	219.201129100186	4.08875411670212e-06	0.000689682613135806	FT	RGC
ENSG00000149257	-3.6531155695434	6.61535637683503	217.840548455601	4.09362362637732e-06	0.000689682613135806	FT	RGC
ENSG00000175063	-3.5324536202107	5.42857639669019	217.998843351068	4.12126854005361e-06	0.000689682613135806	FT	RGC
ENSG00000152518	-4.50057280150796	6.5782962956477	216.962501560846	4.1649531276365e-06	0.000689682613135806	FT	RGC
ENSG00000196159	-3.47258842019486	5.48696283388275	216.57565072786	4.1964766099283e-06	0.000689682613135806	FT	RGC
ENSG00000205336	2.97261690083124	6.5596650944614	215.285793232952	4.23822766341179e-06	0.000689682613135806	FT	RGC
ENSG00000139970	3.64859462562406	7.86319195360386	215.12220350514	4.24743282045096e-06	0.000689682613135806	FT	RGC
ENSG00000090530	-3.11101456876374	5.66969080553289	213.633495251464	4.35309858690783e-06	0.00069375003226791	FT	RGC
ENSG00000179774	4.45286077103945	6.93063531944798	212.231179154511	4.42975863286092e-06	0.00069375003226791	FT	RGC
ENSG00000100968	-3.69624263402939	5.21347598361455	213.311345978733	4.4478961037127e-06	0.00069375003226791	FT	RGC
ENSG00000130203	-3.32646559111599	6.31988480834434	211.888318409329	4.45624482683182e-06	0.00069375003226791	FT	RGC
ENSG00000101204	3.91227463302266	4.63204816035581	209.629202035114	4.63199745177074e-06	0.000705210931111298	FT	RGC
ENSG00000109846	-5.47502234686884	5.32634885249673	202.455666987785	4.69237560977919e-06	0.000705210931111298	FT	RGC
ENSG00000137804	-3.4555839709176	6.45791007704375	208.084758789081	4.71022183001394e-06	0.000705210931111298	FT	RGC
ENSG00000145423	-4.24215259724979	8.42601979306899	207.904540848465	4.71666141594869e-06	0.000705210931111298	FT	RGC
ENSG00000162493	-3.80196164688597	5.3793238247445	206.124798769162	4.92734764938925e-06	0.000729488988759089	FT	RGC
ENSG00000205922	5.54644007126069	5.83281907977709	214.02128744158	4.97952358237325e-06	0.000730056171042897	FT	RGC
ENSG00000156298	3.8221187566896	7.2836475186062	202.654046597352	5.10023673960364e-06	0.000731529030590658	FT	RGC
ENSG00000110092	-3.95121295688753	6.44806586692671	202.622835951983	5.11799184031939e-06	0.000731529030590658	FT	RGC
ENSG00000184611	4.68158710233004	4.86673576857809	203.24791986283	5.14538355298198e-06	0.000731529030590658	FT	RGC
ENSG00000186868	3.13620143702573	7.20869829034236	201.579223440702	5.1833392671479e-06	0.000731529030590658	FT	RGC
ENSG00000075420	-3.08565232741499	7.23351391903313	199.324259998952	5.36633590921993e-06	0.000744468815679121	FT	RGC
ENSG00000088325	-3.02239729550095	5.84489435358913	199.357181552059	5.37362432349011e-06	0.000744468815679121	FT	RGC
ENSG00000150551	-4.99863662517291	4.3189369046347	176.191664955792	5.58654812065514e-06	0.000755999970402606	FT	RGC
ENSG00000111057	-4.326149383438	5.19450926501034	198.443549190119	5.63367314612085e-06	0.000755999970402606	FT	RGC
ENSG00000169783	2.86951910548284	6.34384720944081	196.010980364314	5.64820640596594e-06	0.000755999970402606	FT	RGC
ENSG00000135596	2.79178622723277	6.38074196040256	195.906098323721	5.65710857926591e-06	0.000755999970402606	FT	RGC
ENSG00000091664	6.42546656552771	4.4597821286036	180.40458348525	5.73958674737288e-06	0.000760293855018226	FT	RGC
ENSG00000167617	-5.02372858256643	3.47168863179105	136.892448605004	5.88624645444707e-06	0.000772940936596566	FT	RGC
ENSG00000162407	-3.02327997040183	6.04396405848555	192.17805509397	6.00762308027655e-06	0.000775919836133135	FT	RGC
ENSG00000134250	-3.7921058329335	5.6361606599524	192.70915384865	6.01169596898065e-06	0.000775919836133135	FT	RGC
ENSG00000130635	-3.46719335061955	5.47847026842751	191.994661660907	6.06498562819105e-06	0.000776163965858585	FT	RGC
ENSG00000141052	-4.2577002904827	4.74173286540523	191.352182516131	6.2221362233037e-06	0.000789583858051338	FT	RGC
ENSG00000091490	-3.51270541846544	5.35190343846328	189.11904173882	6.37032761037711e-06	0.000801652643702539	FT	RGC
ENSG00000145632	-3.11196447814953	7.0504179444765	187.810441255413	6.4372747343515e-06	0.000803382526970595	FT	RGC
ENSG00000026025	-3.85579182599305	9.71094507069477	187.167357558689	6.50214839312695e-06	0.000804827400693525	FT	RGC
ENSG00000172037	-5.23787188975685	5.2910813876817	185.665515753151	6.60315967668831e-06	0.000807028371298613	FT	RGC
ENSG00000189184	-6.01781581487188	3.7663101582058	114.521390656849	6.62681398854566e-06	0.000807028371298613	FT	RGC
ENSG00000173267	3.5589149506902	6.80522350564466	184.80442708854	6.76128641222462e-06	0.00081078130171186	FT	RGC
ENSG00000163191	-5.02403691607439	4.0002154983593	153.555737626402	6.76501185455892e-06	0.00081078130171186	FT	RGC
ENSG00000117650	-4.70429392978657	3.72879891239943	153.859754591064	6.84175051312929e-06	0.000813521846446972	FT	RGC
ENSG00000108821	-6.28297006706694	4.07360208636946	113.387237518597	6.98201031296081e-06	0.000823713576062666	FT	RGC
ENSG00000142694	-4.8864319792939	3.92453924464356	152.648225306898	7.14375554692737e-06	0.000834254782996428	FT	RGC
ENSG00000131094	4.67853111518277	7.69989430479728	180.668631690319	7.24490337006866e-06	0.000834254782996428	FT	RGC
ENSG00000134853	-4.28628508398113	5.10085448339242	182.493961926445	7.26993812932847e-06	0.000834254782996428	FT	RGC
ENSG00000002746	4.03994729041242	5.25484828908037	180.454309751685	7.29234033213221e-06	0.000834254782996428	FT	RGC
ENSG00000186469	3.20696783507835	5.73921331951945	177.269481379048	7.67958295126963e-06	0.000861474190137054	FT	RGC
ENSG00000127585	2.96659152926946	5.35636035779687	176.553153013979	7.77652693515692e-06	0.000861474190137054	FT	RGC
ENSG00000155980	3.23778823639718	7.02844085273638	176.189977499821	7.81987424999815e-06	0.000861474190137054	FT	RGC
ENSG00000198910	3.5700638196209	7.20102098687077	175.501957366542	7.91375783498461e-06	0.000861474190137054	FT	RGC
ENSG00000170961	-5.10932461842841	3.73187217046271	132.388248855266	7.91938669623506e-06	0.000861474190137054	FT	RGC
ENSG00000101349	3.74653755851916	5.3686851887317	175.551239100092	7.92102381599256e-06	0.000861474190137054	FT	RGC
ENSG00000183775	3.30943223801609	6.45170604546277	175.082973222586	7.97317735455647e-06	0.000861474190137054	FT	RGC
ENSG00000087258	3.93927424830478	5.80489713678917	175.045485249212	7.98664900464787e-06	0.000861474190137054	FT	RGC
ENSG00000103647	3.69427720272037	6.65979580739325	174.373765212819	8.0722617276754e-06	0.000861807118845527	FT	RGC
ENSG00000159409	3.71759453243641	7.09547884096044	174.144134596726	8.10387463585622e-06	0.000861807118845527	FT	RGC
ENSG00000120875	3.40314436447258	6.60113135802867	173.221003922823	8.23679306923195e-06	0.0008698168681012	FT	RGC
ENSG00000177679	3.30662168852878	6.14665623648321	172.383137064173	8.36048101431006e-06	0.000876747387479835	FT	RGC
ENSG00000205403	-4.88951580246839	5.40832551668762	174.671414216646	8.49342456954141e-06	0.000884546237411344	FT	RGC
ENSG00000144460	5.17922377073563	5.64666522559918	179.762661504541	8.66769046879732e-06	0.000896512286091153	FT	RGC
ENSG00000204624	2.90665443080538	5.69489419173158	169.715854531863	8.76760622178013e-06	0.000898268799621319	FT	RGC
ENSG00000117016	3.14255746027576	5.83742611783588	168.825211069819	8.90952511945419e-06	0.000898268799621319	FT	RGC
ENSG00000167244	-4.09108682067937	8.91780568082443	168.735708702086	8.92034806639789e-06	0.000898268799621319	FT	RGC
ENSG00000162545	2.7143264422725	6.73174069929303	168.568120452288	8.94740767413535e-06	0.000898268799621319	FT	RGC
ENSG00000143545	-3.02448527786257	5.86658284647072	168.457385264194	8.98209315560686e-06	0.000898268799621319	FT	RGC
ENSG00000120907	5.84392790701383	6.33967949187398	176.5367654424	9.3802683145298e-06	0.000931917314590227	FT	RGC
ENSG00000134057	-3.87730197304599	5.02057850799155	167.106628447568	9.4553692617017e-06	0.000933238766150049	FT	RGC
ENSG00000163251	-3.03118291861057	5.62018787314287	163.282092682669	9.88601481853979e-06	0.00096847562244231	FT	RGC
ENSG00000135454	4.08561973673519	3.92209910587357	164.259666089405	9.97437550917539e-06	0.00096847562244231	FT	RGC
ENSG00000111218	5.24670667490584	3.47670495038283	155.476964641664	1.00047809483478e-05	0.00096847562244231	FT	RGC
ENSG00000106571	-3.58564729088771	6.94650849931238	159.991340763309	1.04953637395352e-05	0.00100949355306192	FT	RGC
ENSG00000135824	3.70859021838153	5.29638641098016	159.612676357118	1.05824464195847e-05	0.00101142736317816	FT	RGC
ENSG00000041515	3.43063533882207	7.69735537962841	156.716820887539	1.11665582708298e-05	0.00106054211602391	FT	RGC
ENSG00000119655	-3.14120530627405	6.87181817587813	155.576144165946	1.14227005375516e-05	0.00106970317003774	FT	RGC
ENSG00000120549	-3.34224867326372	8.06256245341356	155.38915921269	1.14597947200234e-05	0.00106970317003774	FT	RGC
ENSG00000152284	-3.40513272626363	5.29721057929134	155.437112207525	1.15607473910993e-05	0.00106970317003774	FT	RGC
ENSG00000081138	-2.77339227410543	6.91509478461758	154.95066337617	1.15607950801675e-05	0.00106970317003774	FT	RGC
ENSG00000111907	-3.40996491194654	5.20194325692882	155.293284498739	1.16171988534659e-05	0.00106970317003774	FT	RGC
ENSG00000108924	2.56495084031867	5.58429239041127	153.984491933096	1.17833058486139e-05	0.00107546655730686	FT	RGC
ENSG00000164611	-2.65347531488908	5.70144357504986	153.86091742948	1.18251252336626e-05	0.00107546655730686	FT	RGC
ENSG00000128872	3.70972333606001	6.30763732448889	153.178957069251	1.19738486926511e-05	0.00107546655730686	FT	RGC
ENSG00000176170	-4.82977695206148	4.61208630745327	147.954245469635	1.2009092702959e-05	0.00107546655730686	FT	RGC
ENSG00000167601	-3.30342211440024	5.05355163899983	153.539806155884	1.20358816094868e-05	0.00107546655730686	FT	RGC
ENSG00000180340	-3.1559523387401	5.4409816032467	152.288364334567	1.22390280568874e-05	0.00108718566286504	FT	RGC
ENSG00000149591	-4.47157116866171	5.55595504121181	155.218033427689	1.23387489141019e-05	0.00108773350375861	FT	RGC
ENSG00000154917	2.48800697521869	6.29004370495422	151.448818527224	1.23892565158918e-05	0.00108773350375861	FT	RGC
ENSG00000196361	3.64848453698262	7.69214125641905	149.950279371399	1.27669574783018e-05	0.00111144063606081	FT	RGC
ENSG00000104381	2.68938622497745	5.95464142933031	149.810871151703	1.28064810724178e-05	0.00111144063606081	FT	RGC
ENSG00000158270	-3.73182590235665	4.82764103560038	150.604182134824	1.29746079417711e-05	0.00111443007124583	FT	RGC
ENSG00000177426	-3.43706597968253	4.97890094581286	149.987947010731	1.29885234447564e-05	0.00111443007124583	FT	RGC
ENSG00000141756	-3.40883316900072	6.1528589202515	148.371611681833	1.32098241713046e-05	0.00111741113519525	FT	RGC
ENSG00000144218	2.66498600759755	7.14841683262873	148.172315197274	1.32369087430162e-05	0.00111741113519525	FT	RGC
ENSG00000261678	3.66598971559237	4.88083520712437	148.294009187344	1.32452548308026e-05	0.00111741113519525	FT	RGC
ENSG00000198947	-3.05364436198465	6.84043883221266	147.372427013257	1.34620669069887e-05	0.00112880447077041	FT	RGC
ENSG00000139445	-4.23510322320009	4.60959782038172	147.499109717976	1.35700760880308e-05	0.00112880447077041	FT	RGC
ENSG00000187957	2.78057125595878	5.90675765738903	146.719565846749	1.36421531465516e-05	0.00112880447077041	FT	RGC
ENSG00000171451	-3.86469289636994	6.21340564206922	147.646458350398	1.36793072081972e-05	0.00112880447077041	FT	RGC
ENSG00000168824	4.45362558192525	6.71207035635989	153.197331339993	1.38431572813063e-05	0.00113118239642117	FT	RGC
ENSG00000138160	-2.66222045881566	5.07505077192959	146.15029997747	1.38579394303633e-05	0.00113118239642117	FT	RGC
ENSG00000137267	2.88840247906525	7.69627123834473	145.165468041023	1.40850572412673e-05	0.00114289021261158	FT	RGC
ENSG00000162496	-4.78455361619182	5.2370297671381	149.828038369385	1.43268762709077e-05	0.00114289021261158	FT	RGC
ENSG00000161888	-4.05487219932748	3.87893236373448	139.332203488377	1.43372934832143e-05	0.00114289021261158	FT	RGC
ENSG00000143469	2.68752501935824	6.75143036658508	144.215734844709	1.4368621910471e-05	0.00114289021261158	FT	RGC
ENSG00000178573	-2.61381203454766	5.13348204052117	144.271272045426	1.44008385723659e-05	0.00114289021261158	FT	RGC
ENSG00000198794	2.35377974141459	6.08956345087695	143.933512269768	1.44554685523351e-05	0.00114289021261158	FT	RGC
ENSG00000152969	4.5597828472842	3.79705782603941	145.092974079133	1.47213625519208e-05	0.00115427009973327	FT	RGC
ENSG00000170873	2.534958761188	6.12910326993532	142.845514451504	1.47914689352927e-05	0.00115427009973327	FT	RGC
ENSG00000185668	2.74572954053568	5.41381497359792	142.74536083394	1.4828713287084e-05	0.00115427009973327	FT	RGC
ENSG00000011426	-3.11160464462722	4.87437305873315	142.351159330309	1.51390004562678e-05	0.00117237972251333	FT	RGC
ENSG00000107796	-4.98547974912924	5.87304736529657	150.508489282417	1.54198335101358e-05	0.00118803523386	FT	RGC
ENSG00000178764	-3.48512172550784	4.72455014890866	141.856994090199	1.55015840789457e-05	0.00118827117348304	FT	RGC
ENSG00000100167	2.3849164792985	6.50705847024578	139.774065066706	1.57958546940278e-05	0.00120471314007331	FT	RGC
ENSG00000095370	3.7857689798611	7.11257412410099	139.627245666033	1.6026545303074e-05	0.00121616512875237	FT	RGC
ENSG00000142634	-2.35736998576341	5.90241365752841	137.788808344258	1.65051498832752e-05	0.00123536325108115	FT	RGC
ENSG00000148677	-5.66995637426907	3.18297573648365	88.9485046518552	1.65221938177496e-05	0.00123536325108115	FT	RGC
ENSG00000169607	-3.44994313028766	4.24464454422985	139.09182098593	1.65249570702862e-05	0.00123536325108115	FT	RGC
ENSG00000141837	3.2509177350149	7.47893716375776	137.384311187921	1.66399702035358e-05	0.00123783344849061	FT	RGC
ENSG00000123219	-3.19508504262156	5.3073017144896	137.29013185316	1.67811096801172e-05	0.00123863291827959	FT	RGC
ENSG00000150907	-3.22602493264237	4.33035479022688	138.036713858515	1.68892349742251e-05	0.00123863291827959	FT	RGC
ENSG00000008394	-4.05688722856008	4.57027971466741	137.684706381792	1.68967870449372e-05	0.00123863291827959	FT	RGC
ENSG00000187498	-3.05880779437796	5.20202296695176	136.327730090398	1.71385324036766e-05	0.00125028491704309	FT	RGC
ENSG00000184588	2.62581430539952	5.96625146176336	135.322157677322	1.74224700410292e-05	0.00126036245054136	FT	RGC
ENSG00000131747	-3.90384697117202	6.81462072893883	137.088463335537	1.74435965938113e-05	0.00126036245054136	FT	RGC
ENSG00000197565	-2.38233556004223	5.56795625873183	134.445664626961	1.7784851967006e-05	0.00126188975208878	FT	RGC
ENSG00000166949	-3.06728943362765	6.39271599850208	134.252869537124	1.78559732439901e-05	0.00126188975208878	FT	RGC
ENSG00000173404	2.96667927566263	6.60285223681613	134.030867542185	1.79320445636318e-05	0.00126188975208878	FT	RGC
ENSG00000072182	3.92565911671629	5.45964241389783	136.062655901217	1.81232210547636e-05	0.00126188975208878	FT	RGC
ENSG00000105509	-3.75778156885472	4.06948367322923	133.16142863163	1.82411083023648e-05	0.00126188975208878	FT	RGC
ENSG00000165424	-5.03144771019519	2.59608407941253	86.5170791244261	1.82508848903806e-05	0.00126188975208878	FT	RGC
ENSG00000104435	4.84415234422437	10.1307046534922	133.200255736778	1.82678519973927e-05	0.00126188975208878	FT	RGC
ENSG00000124194	3.38276688227746	6.17346699700158	133.197990630504	1.82769669375317e-05	0.00126188975208878	FT	RGC
ENSG00000181449	-2.50936338732397	5.73934246407853	133.214045882197	1.82839797261466e-05	0.00126188975208878	FT	RGC
ENSG00000117318	-2.70112855292	8.44031652008901	132.927544853861	1.83820314584313e-05	0.00126188975208878	FT	RGC
ENSG00000188573	2.76786108083406	4.55922966002547	132.996407754667	1.83839312270401e-05	0.00126188975208878	FT	RGC
ENSG00000188153	-2.54660621188189	7.41514935197122	131.775584523787	1.8873516831469e-05	0.00128963338313128	FT	RGC
ENSG00000108001	2.69674012553856	5.28692819507396	131.523391982881	1.89926186778296e-05	0.00129192583177434	FT	RGC
ENSG00000074047	-3.61595635515698	5.589982969005	131.26357916652	1.92363484215795e-05	0.00129511438133656	FT	RGC
ENSG00000186907	3.13507846396409	4.72202385464885	130.870867342661	1.93057931162611e-05	0.00129511438133656	FT	RGC
ENSG00000185666	3.45389168626393	4.70878080008745	130.613714384131	1.94390205484728e-05	0.00129511438133656	FT	RGC
ENSG00000144579	-3.5258526461211	4.50235295500879	131.526798376541	1.95598830078338e-05	0.00129511438133656	FT	RGC
ENSG00000260802	-5.21249706858262	4.14270634993463	109.229308314126	1.95844795421139e-05	0.00129511438133656	FT	RGC
ENSG00000132199	-2.84501426078935	6.4588357305803	130.127094890116	1.96138456420229e-05	0.00129511438133656	FT	RGC
ENSG00000144834	3.7243103570097	7.41922743420888	130.298091066787	1.97404177060066e-05	0.00129511438133656	FT	RGC
ENSG00000163536	2.80678020681422	4.82536936051842	129.615727258857	1.98608955989606e-05	0.00129511438133656	FT	RGC
ENSG00000147432	4.75171599930152	3.45126869725381	129.492547355049	1.98801187396309e-05	0.00129511438133656	FT	RGC
ENSG00000109625	-5.59417339558459	2.75406523178245	90.1291926002482	1.99345885702391e-05	0.00129511438133656	FT	RGC
ENSG00000123485	-4.23838696660382	3.80145730724255	121.070155107483	1.99946914409671e-05	0.00129511438133656	FT	RGC
