isoform_id	H9.FT_1	H9.FT_2	H9.hRGC_1	H9.hRGC_2
ENST00000382401.8	10.80104	6.76194	0	0
ENST00000382406.7	65.88483	37.86957	27.57654	143.04148
ENST00000382491.7	5.05995	3.78449	0	3.89066
ENST00000382499.7	5.7868	0	12.97395	14.06064
ENST00000382549.8	32.86441	100.98409	31.01202	111.72788
ENST00000382745.9	157.26494	113.85016	40	149.92991
ENST00000382824.5	0	0	53.13991	121.19064
ENST00000383180.6	2.18778	5.33333	0	0
ENST00000383202.7	196.94271	164.91981	43.98701	254.5164
ENST00000383314.7	234.86254	215.79852	94.99016	343.97832
ENST00000383677.7	8.38811	10.32156	4.52887	9.18532
ENST00000383678.8	47.25966	51.2833	4.01818	48.78912
ENST00000383699.8	154.70065	190.1179	136.72908	370.59723
ENST00000383718.7	6.69859	25.68513	31.04699	27.57906
ENST00000383738.6	7.10988	33.28395	3.11658	27.00124
ENST00000388740.4	0	4.57937	0	8.29703
ENST00000388741.7	6.43119	3.11813	0	0
ENST00000388742.8	6.33787	10.75837	2.29005	60.17034
ENST00000388768.6	29.9619	11.62229	8.99105	29.56085
ENST00000389037.7	0	0.25	0	8.8
ENST00000389204.9	4.43838	14.95605	10.09796	1.13164
ENST00000389413.7	0	0	0	62.09521
ENST00000389418.9	15.35351	16.43769	35.93953	161.31676
ENST00000389463.9	17.51773	15.75684	0	1.13786
ENST00000389484.8	290.41359	274.82438	112	251
ENST00000389534.8	113.41443	22.75123	0	0
ENST00000389574.7	23.63055	30.79277	19.85172	89.73258
ENST00000389609.8	0	0	0	9.57846
ENST00000389658.4	97.73998	78.89098	22.06056	73.85017
ENST00000389744.8	48.26767	95.92427	196.70038	577.16671
ENST00000390288.6	0	0	0	2.95664
ENST00000390654.8	214.48595	223.55796	1.54246	27.50597
ENST00000391959.5	111.48782	80.67287	37.35416	78.88104
ENST00000391971.7	1324.89602	1347.89049	216.12834	1376.19137
ENST00000391973.6	55.31925	57.54787	18.65143	88.05646
ENST00000392066.7	83.02537	100.19816	12.26174	76.74731
ENST00000392086.8	302.26306	330.32772	99.1292	660.58278
ENST00000392108.7	46.91502	29.61861	0	228.05188
ENST00000392112.5	224.19914	270.38284	19.97332	400.42381
ENST00000392194.5	11.28026	47.23713	174.60681	8.98937
ENST00000392237.6	0	9.50319	0	50.05512
ENST00000392288.7	17.74986	51.63229	0	31.24985
ENST00000392314.5	35.53244	22.45833	4.80802	3.1667
ENST00000392318.8	66.97215	66.66585	45.20852	273.3565
ENST00000392334.7	52.55805	52.17708	3.96935	10.21192
ENST00000392358.6	14.57003	5.37786	23.72739	12.57619
ENST00000392467.7	27.62625	7.28325	0	0
ENST00000392505.6	5.66995	4.56221	1.52778	23.25006
ENST00000392521.7	153.60655	106.03467	2.79864	47.25362
ENST00000392524.7	8.31385	12.82096	230.30869	243.29035
ENST00000392568.7	87.33418	99.0111	44.83963	182.01275
ENST00000392623.5	8.04332	14.75311	0	3.26073
ENST00000392687.4	16.86441	17.18182	108	332.78161
ENST00000392811.6	136.33852	116.76516	44.63905	132.71457
ENST00000392826.6	2.9158	0	11.94192	42.35489
ENST00000392844.8	13.50336	1e-5	32.47379	100.65143
ENST00000392863.6	6.65806	12.60685	23.8986	112.69242
ENST00000392950.9	4.98183	5.35411	4.9933	3.62746
ENST00000392952.7	222.24486	270.55379	34.1841	77.5677
ENST00000392955.7	21.94355	22.26762	33.60376	124.39876
ENST00000393034.6	6.40038	10.34243	0	0
ENST00000393035.6	12.55681	9.44186	6.88889	25.66604
ENST00000393040.7	112.60954	77.23929	0	18.20811
ENST00000393045.7	61.47665	35.42741	28.29581	134.78533
ENST00000393077.3	28.78924	36.97423	2.3872	8.44408
ENST00000393114.8	5.40306	3.19676	0	8.28043
ENST00000393250.8	122.39923	189.78713	12.70493	29.71661
ENST00000393274.6	20	36.38861	0	0
ENST00000393276.7	0	0	0	17.27245
ENST00000393340.7	79.51178	86.32672	3.13586	85.90286
ENST00000393346.8	164.73451	153.8978	81.51888	243.64277
ENST00000393375.5	58.55193	72.8462	9.04249	4.97118
ENST00000393443.5	0	2.29884	4.29964	4.8906
ENST00000393444.7	25.50615	17.92361	24.1737	131.48852
ENST00000393446.6	5.87574	0	0	0
ENST00000393447.8	30.19488	8.0096	83.27087	570.38652
ENST00000393451.7	13.41443	12.31777	0	1e-4
ENST00000393674.7	43.61073	61.36471	22.82584	80.49186
ENST00000393677.8	3.80805	0	2.41578	35.56154
ENST00000393802.6	59.5499	70.05137	38.85668	151.05687
ENST00000393844.7	64.05654	72.94897	4.5	31.3881
ENST00000393923.7	12.23372	9.21636	0	4.24404
ENST00000393925.7	17.06326	20.85247	3.6237	9.74952
ENST00000394155.8	45.17468	35.30707	67.75242	315.53246
ENST00000394222.8	93.02504	62.8622	25.7662	70.17533
ENST00000394295.6	63.35008	52.53576	3.83125	21.40934
ENST00000394303.8	45.32962	12.55367	63.03157	323.74512
ENST00000394310.7	5.96842	8.30937	0	13.0301
ENST00000394370.7	17.17203	32.31448	6.88147	35.16126
ENST00000394409.7	0.45432	7.69825	26.85869	6.94838
ENST00000394411.9	4.22282	3.67889	18.95663	138.0689
ENST00000394419.9	19.83394	18.69665	10.95962	14.79982
ENST00000394434.7	164.66825	50.74376	2e-5	228.12269
ENST00000394450.6	9.12223	6.87609	1.19062	1.16128
ENST00000394524.7	211.8448	319.38961	5.93754	61.89284
ENST00000394536.4	9.66276	10.57992	4.40081	19.66956
ENST00000394610.7	2.35093	1.10801	0	13.22611
ENST00000394611.6	394.67294	0	0	18.4734
ENST00000394631.7	47.64607	34.30172	2.7	13.65205
ENST00000394744.6	35.92105	33.28947	3.06383	23.12169
ENST00000394824.2	11.25028	0	0	1.51464
ENST00000394825.6	29.53838	35.94094	0	10.71767
ENST00000394828.6	145.82413	106.65604	21.79409	3.13333
ENST00000394863.8	84.79789	67.38904	3.72768	36.12505
ENST00000394869.7	17.44398	30.22769	34.42824	252.9423
ENST00000394872.6	123.53041	0	2	0
ENST00000394908.9	245.91546	222.65974	66.60456	311.21542
ENST00000394920.6	272.35707	272.30412	46.38578	386.53929
ENST00000395044.7	598.70337	648.693	190.34843	1357.13317
ENST00000395047.6	193.34762	148.80631	162.94096	375.77543
ENST00000395094.3	0	10.06558	9.38668	0
ENST00000395111.7	39.24319	42.20259	9.29227	12.81248
ENST00000395168.7	9.70136	1e-5	8.46714	4.3961
ENST00000395185.7	70.28334	0	0	0
ENST00000395198.7	21.05502	8.72267	46.84473	257.46728
ENST00000395218.3	144.39661	98.91554	13.40872	85.07402
ENST00000395325.7	0	0	10.66698	42.45912
ENST00000395336.7	0	8.96986	92.35444	272.6539
ENST00000395344.7	28.77931	7.3143	2.95105	0
ENST00000395418.8	131.79007	152.87988000000001	28.16828	184.90951
ENST00000395592.6	105.83652	58.1813	0	1.77754
ENST00000395681.6	10	1.07095	0.59306	6.27866
ENST00000395811.9	400.12771	372.07212	136.65762	699.48774
ENST00000395812.6	102.22415	131.71754	0	16.0683
ENST00000395882.6	35.11182	26.78079	1.3852	0
ENST00000395923.5	55.60566	1e-5	0	0
ENST00000395925.8	566.7498	480.15586	9.5	66.334
ENST00000396040.6	0	5.53559	0	0
ENST00000396045.7	0	3.15219	6.66667	75.80747
ENST00000396050.5	0	0	5.14128	13.5
ENST00000396059.7	36.16754	11.58187	7.20141	43.04995
ENST00000396158.6	0	2.35513	2.48197	0
ENST00000396280.9	168.42713	1.2e-4	0	59.45731
ENST00000396283.5	170.85464	44.67468	24.69316	3.44512
ENST00000396294.7	2.48611	4.86157	0	5.85284
ENST00000396298.6	17.36091	10.20209	0	1.10313
ENST00000396319.7	184.63426	173.64688	30.30671	219.92368
ENST00000396448.6	6.02908	5.24755	25.69627	145.56842
ENST00000396505.7	1278.58167	784.13207	69.65734	233.00207
ENST00000396595.7	219.18837	193.00024	4.89598	3e-5
ENST00000396600.6	259.83331	297.54213	234.76779	750.78479
ENST00000396603.6	4.51858	5.71097	51.76157	256.719
ENST00000396613.7	6.30282	13.07162	7.09963	8.18044
ENST00000396663.2	591.97619	347.40492	19.096800000000002	63.94311
ENST00000396664.2	61.07766	31.54875	10.9032	63.48214
ENST00000396774.6	4.77054	9.71363	2.25364	2.29478
ENST00000396908.9	37.83139	37.28029	0	6.78169
ENST00000396923.7	10.26835	0	10	7.13106
ENST00000397054.7	30.92739	77.62423	0	13.58643
ENST00000397062.8	106.73113	112.49004	46.76703	189.55765
ENST00000397063.9	84.50518	65.96104	7.46895	38.45417
ENST00000397081.8	5.16635	5.84739	18	54.82613
ENST00000397087.7	7.83365	3.055	0	0
ENST00000397203.7	25.82493	15.84652	0	3.04174
ENST00000397269.7	4.78334	28.44089	0	13.68076
ENST00000397394.8	23.57518	51.14767	5.47903	16.48084
ENST00000397497.8	1.02084	1.08729	0	1.05004
ENST00000397501.5	0	4.84222	3.49942	1.71247
ENST00000397511.6	51.68078	1e-5	0	1.67344
ENST00000397554.5	46.45773	45.63373	4.64318	21.84381
ENST00000397579.6	11.279	5.64911	0	0
ENST00000397581.7	0	0	1	8.86854
ENST00000397611.7	0	0	22.57109	148.83766
ENST00000397617.8	4e-5	0	2e-5	32.15756
ENST00000397632.7	13.56296	9.42454	1.6318	0
ENST00000397938.7	637.09652	552.55598	125.19931	620.8382
ENST00000398080.5	128.00301	32.45644	55	175.62646
ENST00000398097.7	26.29043	21.2157	0	13.12144
ENST00000398125.5	29.04383	37.57411	162.95512	647.1784
ENST00000398129.5	4e-5	2.87835	49.86552	108.79815
ENST00000398197.6	1e-5	71.96283	0	0
ENST00000398212.7	17.11737	28.953	0	1e-5
ENST00000398219.2	0	0	14	27.08783
ENST00000398258.7	1.82654	21.98914	1.55687	3.99663
ENST00000398301.7	5.60195	4.93114	1.8096	46.16629
ENST00000398389.9	9.20156	12.34663	6.65098	110.50446
ENST00000398393.5	8.68282	7.54635	17.34392	33.03412
ENST00000398398.6	0	0	28.05751	51.56686
ENST00000398425.7	39.98352	42.344	2.69187	7.91739
ENST00000398519.9	6.45253	6.7934	1.10665	4.36088
ENST00000398782.2	169.46554	116.16816	18.62737	56.33505
ENST00000398810.6	31.51988	69.86685	26.26565	73.02281
ENST00000398812.6	31.51988	1e-5	26.26565	73.02281
ENST00000398838.8	108.41842	128.16322	20.41236	163.97058
ENST00000398841.6	55.16702	68.06914	21.54529	86.88736
ENST00000398951.6	17.56035	27.07181	5.00501	17.56894
ENST00000399000.7	2.37022	2.50104	16.56509	276.33748
ENST00000399001.5	3.31506	12.62576	2.22316	16.44816
ENST00000399026.1	2.24737	0	4.14712	31.37228
ENST00000399121.9	20.22078	48.16445	60.84053	171.81194
ENST00000399200.7	6.14095	10.45557	23.41339	42.19511
ENST00000399349.5	35.4936	49.95671	24.50716	61.92149
ENST00000399352.5	111.96231	37.09152	9.13786	82.96686
ENST00000399353.5	2e-5	5.31296	1.77293	15.21113
ENST00000399362.8	21.36205	50.64689	53.05286	300.29341
ENST00000399367.7	56.51281	0	0	8.0779
ENST00000399451.6	93.87435	97.36433	17.65308	200.51595
ENST00000399668.7	96.72451	69.12	2.38329	2.81929
ENST00000399696.3	3.3114	7.06719	6.55814	4.71878
ENST00000399697.7	208.12011999999999	197.25526	91.47294	493.54726
ENST00000399765.5	41.27112	61.66584	46.75947	201.80873
ENST00000399767.6	14.90344	6.15055	6.32107	26.40447
ENST00000399850.7	58.80985	50.28961	87.282	24.31571
ENST00000399903.7	24.81971	28.70816	46.8508	218.25569
ENST00000400020.7	268.10691	267.84291	87.71062	211.70731
ENST00000400053.8	79.06504	0	1.87001	5.45559
ENST00000400060.8	57.22397	103.3469	18.76509	75.16672
ENST00000400068.7	6.02337	9.90047	0	0
ENST00000400198.8	1770.6867	1345.62588	258.71301	1225.24604
ENST00000400228.6	36.18186	45.5928	10.22966	41.32542
ENST00000400246.7	0	0	4.35996	0
ENST00000400248.7	4.14285	0	0	0
ENST00000400249.7	2.97879	0	0	0
ENST00000400269.4	62.89624	48.0673	6.19691	42.52405
ENST00000400304.1	1.56221	0	2.073	0
ENST00000400308.5	0	11.50247	1.62696	30.7708
ENST00000400310.5	8.17711	2.30834	17.51173	33.61295
ENST00000400314.5	14.26069	18.1892	9.96479	123.44831
ENST00000400797.3	19.98421	0	0	0
ENST00000400798.6	0	0	9.2015	46.07736
ENST00000400822.7	62.96901	30.65651	260.90593	1349.61554
ENST00000400824.8	158.82244	377.33552	125.55805	521.668
ENST00000400825.8	94.82229	16.24385	5e-5	73.42452
ENST00000400913.6	0	7.41436	3.40639	33.01415
ENST00000400915.8	49.98268	38.73392	3.42115	36.83375
ENST00000400921.6	0	0	36.3453	149.36982
ENST00000401041.6	89.80465	51.37103	39.79753	175.44361
ENST00000401073.7	17.24941	72.42412	0	7.09942
ENST00000401500.7	7.12717	12.29197	0	0
ENST00000401507.7	179.63325	208.54763	7.89065	153.44762
ENST00000401525.7	54.33404	54.8154	3.53892	69.41799
ENST00000401592.6	42.548	17.24819	0	27.10231
ENST00000401604.8	25.75554	17.52848	1.33333	10.83462
ENST00000401730.5	121.25203	120.92479	85.886	340.59534
ENST00000401804.6	4.73301	0	0.14286	6.16428
ENST00000401874.7	153.47029	148.67074	0	129.05037
ENST00000401949.6	1e-5	6.40256	0	41.7271
ENST00000402077.8	49.85287	55.71772	4.51388	47.61218
ENST00000402192.6	55.62364	16.28741	0	32.43887
ENST00000402310.5	2.56	5.36908	0	4.89997
ENST00000402364.1	3.39496	1e-5	8.25564	15.52856
ENST00000402497.6	20.93664	26.65195	0	2.68265
ENST00000402655.6	0	0	1.55837	0
ENST00000402675.5	1.15785	1.84318	0.00848	10.94718
ENST00000402690.6	327.52849	228.20751	40.34345	364.86132
ENST00000402711.6	102.20265	99.98846	19.32123	142.67092
ENST00000402799.5	16.96199	37.32274	0	5e-5
ENST00000402886.9	4.62167	0	12.86552	18.61097
ENST00000403283.6	0	6.65142	0.14286	0
ENST00000403359.8	238.9651	275.81847	92.19014	430.04349
ENST00000403491.8	203.86141	134.66872	3	10.69254
ENST00000403663.6	100.35032	79.13336	0	19.49331
ENST00000403799.8	2.56529	2.63518	23.92302	126.45736
ENST00000403888.8	13.50804	18.5726	4.51388	68.77315
ENST00000403994.9	78.72199	48.61861	1.20181	18.7613
ENST00000404022.5	22.39999	12.77554	5.87115	20.51605
ENST00000404039.5	0	6.97739	160.68165	321.07391
ENST00000404103.7	0	7.35886	0	7.42413
ENST00000404360.5	17.64562	54.0408	0	0.22486
ENST00000404455.2	0	0	0	79
ENST00000404484.9	108.93571	93.48186	6.25474	29.60985
ENST00000404704.7	47.11665	37.60369	1.66972	8.59993
ENST00000404895.7	33.21691	17.24017	0	0
ENST00000405002.6	3.17671	1.91635	1.39195	3.3272
ENST00000405015.7	11.72872	8.71757	5.98454	8.20534
ENST00000405094.2	33.26273	17.39262	42.48919	159.30889
ENST00000405222.5	3.43804	7.08223	19.67041	75.42925
ENST00000405266.5	50.29993	24.8186	4.73705	21.65416
ENST00000405289.5	14.50633	7.59499	2.57262	30.2555
ENST00000405482.5	6.67479	2.60871	11.09402	11.58454
ENST00000405573.2	1.03341	0	4.55432	21.15645
ENST00000405592.5	11.73191	11.29442	0	4.29035
ENST00000405615.2	26.51902	44.88209	6.27092	18.20138
ENST00000405742.7	2.12354	2.12391	0	0
ENST00000405786.3	61.00564	120.79686	0	3e-5
ENST00000405837.5	14.10444	5.33211	12.00326	55.05774
ENST00000405858.6	210.94401	130.62608	45	208.18197
ENST00000405878.5	2.95575	14.42077	6.76949	22.90501
ENST00000406122.5	1e-5	9.506	1.54356	17.89035
ENST00000406175.3	133.46214	86.30114	51.28367	225.29067
ENST00000406205.7	1.10341	0	6.4601	10.74781
ENST00000406246.8	178.67774	161.46422	44.7804	239.48326
ENST00000406381.6	72.82365	31.73884	5.38593	28.04656
ENST00000406482.5	31.37643	18.33718	1e-5	43.31448
ENST00000406595.5	5.75	1.16571	0	8.25
ENST00000406606.7	105	112.5708	19.11686	115.64705
ENST00000406652.5	3.91079	5.89	0	8.47318
ENST00000406772.5	43.59394	32.06686	0	1e-5
ENST00000406884.6	0	0	1.55837	0
ENST00000406911.5	3.79273	0.45302	7.14019	22.25464
ENST00000406921.7	0	1.51417	16.1392	28.18743
ENST00000406958.5	4.02116	0	0.14286	0
ENST00000407022.7	63.20752	34.12664	5.49718	20.05442
ENST00000407050.8	63.48309	44.37651	9.53011	28.39182
ENST00000407186.5	12.43597	18.31435	4.71746	31.7008
ENST00000407192.5	46	57	0	4
ENST00000407270.7	219.90808	233.30403	9.37062	44.43816
ENST00000407319.7	10.91696	25.62888	8.25467	31.95227
ENST00000407327.8	123.14039	86.51209	0	12.01931
ENST00000407365.5	0	1e-5	3.11065	0
ENST00000407471.7	93.72402	75.52749	3.26219	7.22194
ENST00000407528.6	16.77321	1e-5	0	18.20138
ENST00000407597.7	6.68579	6.29117	50.35646	67.32596
ENST00000407622.3	3.16992	0	0.29151	1e-5
ENST00000407661.7	52.03467	93.65851	10.39075	42.10417
ENST00000407755.2	0	5.75129	0	0
ENST00000407817.3	1.91286	3.01393	0	0
ENST00000407818.8	10.04146	6.33988	90.19699	607.44935
ENST00000407859.7	13.70443	20.5411	0	2e-5
ENST00000407971.5	148.70906	137.67864	129.7376	457.10577
ENST00000408954.8	245.56457	300.9606	40.41681	161.99972
ENST00000409040.1	31.74439	20.83268	10.3951	23.02271
ENST00000409045.7	16.47284	8.3165	0	0
ENST00000409056.3	7.17402	0	3.38397	11.41624
ENST00000409078.8	269.6586	121.05896	34.12575	45.10447
ENST00000409083.7	1.68936	10.91226	0	6.53571
ENST00000409240.5	362.90701	274.41993	120.5707	290.46595
ENST00000409283.6	0	14.49946	0	0
ENST00000409400.1	57.1223	65.32311	0	1.77629
ENST00000409402.9	68.11295	61.43606	90.74169	244.68033
ENST00000409438.5	68.77062	37.03207	95.39941	739.75085
ENST00000409444.6	128.78107	149.2881	66.51103	289.19546
ENST00000409478.5	279.61436	235.864	87.39971	349.11593
ENST00000409534.1	0	0	1.57855	49.55711
ENST00000409571.6	0	0	0	13.23533
ENST00000409719.1	3.04518	3.03452	1.14636	34.76754
ENST00000409868.5	8.38211	4.49076	78.12643	243.08297
ENST00000409883.7	35.35465	35.35993	0	7.44885
ENST00000409887.3	0	0	1.5	4.03512
ENST00000409913.5	51.40699	36.19354	23.57549	103.04676
ENST00000409914.7	12.43426	13.92782	12.8	68.936
ENST00000409933.6	27.81238	19.48155	27.57071	117.93737
ENST00000409945.1	1.09402	0	14	0
ENST00000409980.5	0	0	62.44746	0
ENST00000410024.5	25.64799	23.86569	5.45483	36.03352
ENST00000410054.5	0	2e-5	8.72387	3e-5
ENST00000410092.7	108.88705	167.56394	50.25831	142.31967
ENST00000411529.6	491.31553	351.36334	37.48263	430.15719
ENST00000411543.6	0	5.24642	3.20422	0
ENST00000411765.2	0	4.35961	0.14286	0
ENST00000411767.7	32.79453	10.62852	12.44697	0
ENST00000411985.5	1.3452	1.35	0	5.25485
ENST00000412025.5	0	0	0	4.3693
ENST00000412210.5	0	0	0	8.43621
ENST00000412272.6	2e-5	6.88627	1e-5	11.11816
ENST00000412318.5	2.56378	5.26337	1.47792	23.24756
ENST00000412494.1	0	1	2	11.41824
ENST00000412622.5	1e-5	4.63548	0	2.45469
ENST00000412734.6	47	88	0	69
ENST00000412916.7	150.67875	116.79811	15.74979	100.50607
ENST00000412920.7	11.63781	7.13187	32.39902	187.15149
ENST00000412946.6	12	0	2	0
ENST00000413076.2	1.34807	1	0	0
ENST00000413097.6	27.25249	8.21673	0	0
ENST00000413150.6	230.04309	159.88069	45.37258	206.64098
ENST00000413197.5	6.97613	6.98262	14.5394	85.45636
ENST00000413307.6	14.14388	9.22547	16.79074	36.20923
ENST00000413338.5	1	1.20606	0	3
ENST00000413384.7	118.13749	99.59982	0	22.12119
ENST00000413393.5	58.79158	83.49154	98.25912	408.01641
ENST00000413749.2	1	1	6.8632	4.29835
ENST00000413751.1	0	9.16278	0	0
ENST00000413756.5	8.38478	14.9191	0	6.08987
ENST00000413800.5	26.00373	16.58673	79.26857	261.10201
ENST00000413828.3	3	1	0	11
ENST00000413932.1	19.93411	36	0	0
ENST00000413977.2	0	4.00501	3.10234	2.30028
ENST00000413996.7	23.91778	9.21464	0	4.57628
ENST00000414183.6	4.89817	9.11762	56.74246	408.22261
ENST00000414212.5	7.58989	3.01212	3.03571	0
ENST00000415083.7	294.35773	215.45537	87.91463	381.78233
ENST00000415293.6	8.14184	4.32291	13.58044	9
ENST00000415557.2	27.59046	39.68184	0	9
ENST00000415585.7	2.09756	0	19.5	76.8
ENST00000415759.6	21.48126	47.97482	9.39145	40.35237
ENST00000415807.7	318.59415	269.19597	25.37239	102.20449
ENST00000415862.6	6.92734	9.45877	69.5606	4.5239
ENST00000416160.1	48	55.4768	14.27726	33
ENST00000416167.7	6159.80524	4468.51906	86.16007	164.52299
ENST00000416169.5	1.772	20.97195	0	4.70705
ENST00000416284.8	7.9639	7.9544	30.09962	125.28625
ENST00000416382.6	19.95822	11.19904	21.96453	73.18686
ENST00000416464.6	38.98276	20.94276	24.16295	81.1167
ENST00000416599.5	12.48156	14.0545	0	0
ENST00000416629.5	20.38586	15.20819	23.37803	128.0471
ENST00000417128.7	13.38441	10.27497	0	8.91428
ENST00000417185.6	2.44164	8.92613	12.26482	24.47272
ENST00000417398.5	0	1.07888	1.14569	0
ENST00000417477.2	17.06605	7.15737	52.67423	169.5066
ENST00000417478.6	94.20211	81.89983	34.79498	113.26637
ENST00000417871.5	8.32227	1.61072	4.36563	0
ENST00000417919.5	0	0	1.64922	667.72683
ENST00000417956.6	16.14044	2e-5	5.72411	8.6003
ENST00000417962.5	0	28.66641	77.44943	1e-5
ENST00000418066.2	4	2	5	8
ENST00000418088.6	21.63448	18.11555	10.76395	33.81311
ENST00000418273.2	11	0.5	0	0
ENST00000418331.7	192.48608	172.15102	27.98733	113.63268
ENST00000418391.6	53.5995	37.29907	27.04657	105.84314
ENST00000418501.5	14.01503	23.8389	0	32.57616
ENST00000418532.6	57.49492	33.10541	2.42591	15.74948
ENST00000418862.2	43.25573	0.1476	15.56748	47.98846
ENST00000418909.6	0	4.93891	27.049	121.22251
ENST00000418996.5	152.65707	175.58588	44.52253	245.14739
ENST00000419022.6	61.27601	72.64198	36.35138	256.03428
ENST00000419036.5	279.73636	163.14965	317.48165	879.8194
ENST00000419131.6	18.16289	16.07294	11.43232	0
ENST00000419155.5	3.11936	10.62871	10	24.50598
ENST00000419169.5	6.07982	0	1.57426	9.17143
ENST00000419181.5	28.79344	39.42724	38.21954	249.48764
ENST00000419184.1	29.24494	27.13088	16.25901	72
ENST00000419554.6	36.28955	24.43212	18.89877	140.12113
ENST00000419769.6	26.75068	15.47838	0	0
ENST00000419813.2	13.66667	4.25	0	0
ENST00000419822.2	36.37654	18.1832	17.51828	76.794
ENST00000420074.1	2	2	2	6
ENST00000420195.1	131.64933	122.90114	4.65352	11.50138
ENST00000420357.5	12.62296	13.577209999999999	0	0
ENST00000420488.6	5.73381	1.7576	4.33246	11.21264
ENST00000420658.6	37.47483	48.76439	94.01022	345.16573
ENST00000420775.6	0	0	20.67442	10.57959
ENST00000420850.2	20.11189	15.50376	4	35.46582
ENST00000420868.2	4.10555	9.70516	1.20625	4.70389
ENST00000420940.6	4.50423	1.74619	40.07741	59.65696
ENST00000421138.6	23.28474	10.51172	8.46342	20.54898
ENST00000421276.6	80.43911	55.82372	0	4.09456
ENST00000421471.1	5.31544	5.13695	1.04357	1
ENST00000421587.8	16.47196	16.62438	0	29.21675
ENST00000421757.5	2.31581	3.4122	1.0451	1.05564
ENST00000421758.6	74.90933	1.90643	0	0
ENST00000421809.5	0	0	0	2.0702
ENST00000421834.7	230.48383	87.5715	0	4.36927
ENST00000421853.6	1	1.39598	0	5.7208
ENST00000421906.5	12.64395	13.87265	1.09944	5.57067
ENST00000421927.1	4.20059	3.58766	4.38925	2.20824
ENST00000422039.1	2.36713	0	0	6
ENST00000422077.6	5.01454	16.87632	0	9.75859
ENST00000422228.2	5.64897	5.61871	0	6.97631
ENST00000422314.5	9.17425	15.63269	3.15475	16.45935
ENST00000422340.6	2.82959	5.42423	9.36743	10.11031
ENST00000422369.1	11.60136	8.53795	9.15608	9.90799
ENST00000422373.6	249.70907	5e-5	0	44.87917
ENST00000422491.7	1.78484	2.77771	0	3.0166
ENST00000422590.6	1.56799	0	1.97751	0
ENST00000422728.3	40.45856	23.00304	47.7256	118.47589
ENST00000422748.5	75.13219	20.67099	0	1.15927
ENST00000422785.7	1.7527	3.00561	0	0
ENST00000422875.5	8.12763	3.8222	30.66412	11.388
ENST00000422920.2	8.70216	7.94795	3.63116	8.66053
ENST00000423034.6	538.20678	551.22339	127.5595	489.74133
ENST00000423057.6	3.86221	1e-5	37.22887	9.01722
ENST00000423156.2	3.35321	8.50027	1.75058	57.31734
ENST00000423469.6	5.34395	0	4.93815	1.80404
ENST00000423554.5	13.00117	3.52734	0	0
ENST00000423571.6	3.8626	1.48844	1.29446	4.50448
ENST00000423607.6	15.24575	20.80084	1.28846	17.74692
ENST00000423763.5	15.20968	9.98291	1.07784	9.3999
ENST00000423764.6	59.94693	52.49905	31.12794	57.81618
ENST00000423811.3	0	0	23.248169999999998	21.85515
ENST00000423822.7	111.45039	103.32253	35.33244	263.83554
ENST00000424141.6	1.33812	14.04214	2.29649	0
ENST00000424142.5	21.4646	9.82036	7.46714	42.9406
ENST00000424227.5	5.52149	3.39796	0	17.52209
ENST00000424265.5	14.01503	1.07087	0	0
ENST00000424279.6	6.63905	19.83076	15.16393	110.10676
ENST00000424347.6	192.76849	157.4634	24.11206	92.78362
ENST00000424408.6	0	0	0.17402	0
ENST00000424424.2	47.79007	88.70727	21.80414	220.38716
ENST00000424447.5	2	0	0.00725	0
ENST00000424526.7	116.55532	89.18971	66.51889	250.01622
ENST00000424533.5	0	23.27823	0	0
ENST00000424558.5	0	0	14.43876	170.89876
ENST00000424669.6	0	2.30858	1	0
ENST00000424785.7	233.71062	246.91347	37.583	196.57304
ENST00000424922.5	167.32457	73.07786	12.2505	138.93977
ENST00000425128.6	86.47777	218.0319	9.43578	275.83416
ENST00000425133.2	7.49927	9.61761	0	0
ENST00000425156.5	22.54502	24.10635	1	5.86864
ENST00000425178.5	2.16727	1.34752	1.14375	2.028
ENST00000425191.6	156.64922	148.05527	29.01329	193.68139
ENST00000425308.6	166.94579	143.94062	105.64781	383.74794
ENST00000425407.6	24.13975	17.61066	8.11069	30.99812
ENST00000425427.6	42.79301	24.17764	3	28.21159
ENST00000425453.3	2.5	3.33333	6	20.54032
ENST00000425562.7	229.16483	184.99641	43.65436	59.50265
ENST00000425583.6	3.91004	2e-5	11.60775	33.60949
ENST00000425586.5	12.14432	14.10675	14	34.5411
ENST00000425602.2	0	0	11.40047	28.08306
ENST00000426002.5	458.46502	384.43448	196.65473	1326.34082
ENST00000426216.6	21.27843	8.28369	18.13835	25.768
ENST00000426391.6	10.04328	1.74675	19.42041	38.49991
ENST00000426513.6	8.60746	11.47492	6.10192	10.91527
ENST00000426514.2	17.59038	8.47182	0	0
ENST00000426518.5	3.34654	1.13264	1.04423	3.49173
ENST00000426972.8	64.35965	64.68539	0	0
ENST00000427112.6	5.24505	1e-5	13.7813	38.9077
ENST00000427152.1	0	0	0	68.10393
ENST00000427177.6	87.16974	91.02772	0	11.38934
ENST00000427191.6	211.74905	192.03145	6.21529	187.7133
ENST00000427383.6	3.06931	0	0.29448	2.09897
ENST00000427389.5	7.5	0	0.75396	1e-5
ENST00000427635.6	49.63045	15.76499	16.78176	152.56519
ENST00000427750.2	6.43799	1.42328	0	0
ENST00000427887.2	18.63321	7.80027	3.0747	15.52049
