isoform_id	H9.FT_1	H9.FT_2	H9.hRGC_1	H9.hRGC_2
ENST00000369395.6	3.38711	1.96922	0	0.86086
ENST00000369397.8	8.23903	4.08115	7.33631	4.43763
ENST00000369462.5	0.87879	3.95897	2.05303	1.88652
ENST00000369487.3	0.93341	0.20798	0	0.10997
ENST00000369489.10	6.47597	4.5754	1.43471	1.74249
ENST00000369501.3	2.41511	2.77675	18.57537	45.93913
ENST00000369615.5	27.71876	25.82549	35.30078	24.10441
ENST00000369617.8	1.10217	1.49106	0.98078	1.20007
ENST00000369627.6	5.72558	7.15867	1.43044	2.5197
ENST00000369633.6	3.8859	6.19313	3.52629	0.83266
ENST00000369638.6	2.74389	1.3391	0	0.77081
ENST00000369642.7	30.87656	26.92242	13.38691	21.22407
ENST00000369784.9	1.07111	2.451	0	0.23569
ENST00000369842.9	1.27775	1.74802	25.48427	38.41404
ENST00000369850.10	12.67565	8.7651	0.67114	0.69377
ENST00000369856.8	20.01199	36.3496	33.42579	1.88544
ENST00000369966.8	0	0	0	2.86735
ENST00000369984.4	2.25187	2.03654	13.7216	6.08162
ENST00000370069.5	5.40723	8.83716	4.33029	1.30226
ENST00000370077.2	4.857	6.89773	3.19651	4.68044
ENST00000370103.9	10.43984	8.11583	3.29363	4.56456
ENST00000370228.2	0.64468	0.53385	0.97698	1.1868
ENST00000370269.3	0.17534	0	1.65252	0
ENST00000370271.7	1.10606	4.16006	1.2407	1.39122
ENST00000370313.5	3.59678	1.9622	1.87904	6.18792
ENST00000370316.8	59.63155	42.93611	29.38386	33.71756
ENST00000370317.3	4.18867	3.87961	4.32249	3.1375
ENST00000370419.6	1.30214	0.56691	8.84426	1.13516
ENST00000370452.7	1.74226	1.33294	1.35505	0.34863
ENST00000370455.8	4.00693	3.9518	33.25762	28.19192
ENST00000370483.9	0.77407	0.8782	0	0.85602
ENST00000370557.5	5.42599	1.87302	0	4.93277
ENST00000370591.6	0.45037	0.20663	0	3.4429
ENST00000370597.8	5.22515	3.62792	0.77427	0.1727
ENST00000370610.7	0.37307	0.71054	0	1.02369
ENST00000370680.5	0	0.16895	4.05697	2.20634
ENST00000370688.7	3.95258	3.85159	2.11517	3.821
ENST00000370689.6	13.19472	17.92897	13.73828	9.58152
ENST00000370728.5	0.91556	2.86478	12.37221	9.35106
ENST00000370730.5	16.70727	12.61934	0.47114	0
ENST00000370765.11	5.8053	6.41674	40.54583	14.1523
ENST00000370775.3	21.81858	21.34987	29.97206	32.11178
ENST00000370788.6	2e-5	15.34744	160.71146	124.58917
ENST00000371012.6	0.71101	0.15628	3.01949	1.19362
ENST00000371014.5	1.95419	2.37385	0.77627	0.34726
ENST00000371018.7	0	0	0	2.0725
ENST00000371037.9	6.26703	9.10294	22.35831	18.99761
ENST00000371069.5	0	3.72066	17.56656	16.6553
ENST00000371092.7	1.28051	2.53451	0	0.6435
ENST00000371113.9	1.36994	9.97377	20.51219	24.27327
ENST00000371121.5	33.53501	31.70449	2.78487	2.96349
ENST00000371122.8	29.75894	21.4535	7.30483	7.10332
ENST00000371123.5	11.97155	18.77776	49.41679	40.46913
ENST00000371132.8	30.48945	31.33556	11.62483	11.96239
ENST00000371141.8	6.35644	18.97527	7.93281	6.91015
ENST00000371146.5	1.44336	2.96955	6.72136	6.14454
ENST00000371187.7	0.99429	1.15614	0	0
ENST00000371543.5	1.00937	1.01952	2.33461	1.4846
ENST00000371552.8	0	0.88211	7.38896	0
ENST00000371605.7	13.02611	16.6609	9.87748	19.15368
ENST00000371657.9	3.20114	2.23862	3.78918	4.08492
ENST00000371674.8	62.19557	50.73545	51.14637	79.77009
ENST00000371708.1	3.75919	4.80944	3.36486	6.69592
ENST00000371713.6	0.83927	0.23197	0	0
ENST00000371741.6	3.47273	4.65191	21.80673	16.28505
ENST00000371755.9	11.94869	10.18253	10.30372	12.60723
ENST00000371819.1	0	0.15404	0.70133	1.49703
ENST00000371821.6	0.12076	0.16204	0	0.20125
ENST00000371824.7	0	0	8.85878	5.72817
ENST00000371827.5	0	0.2136	0	0
ENST00000371828.7	17.53143	15.49917	14.13271	11.45022
ENST00000371850.8	0	0.62659	7.87841	4.84154
ENST00000371851.1	0	0.6202	3.94018	4.47937
ENST00000371856.7	8.5637	13.42922	30.45736	33.65839
ENST00000371933.8	0	2.68453	4.0642	0.86834
ENST00000371993.7	46.17027	53.06109	231.07941	130.31291
ENST00000372037.8	29.47624	28.28585	13.2989	13.11108
ENST00000372216.8	1.91776	4.44404	0	0
ENST00000372275.5	0.36227	0.4018	0	0.54286
ENST00000372281.8	14.26834	16.91969	5.06371	8.80013
ENST00000372383.9	0.84116	0.75808	13.86321	9.25882
ENST00000372390.8	25.10517	28.3855	32.25764	75.64597
ENST00000372397.6	16.80116	22.14069	16.12882	17.06298
ENST00000372407.4	68.54508	64.09286	76.85355	35.85552
ENST00000372420.5	0.91742	1.65453	6.49693	7.49594
ENST00000372431.8	36.95851	45.40666	4.85415	13.90676
ENST00000372444.6	0.92751	1.64879	0	0.32577
ENST00000372445.9	0.36256	0.33733	3.9923	1.61602
ENST00000372449.6	0.36256	0.33733	0	1.61602
ENST00000372452.5	7.56321	5.96863	0	0.37494
ENST00000372484.8	3.04918	7.58433	6.08229	4.36578
ENST00000372488.8	0.62793	0.46279	2.30554	2.11926
ENST00000372559.5	1.29497	2.4937	0.36417	1.20805
ENST00000372564.8	25.96099	23.93058	16.0568	17.50447
ENST00000372596.5	4.63975	3.41966	20.80925	15.87559
ENST00000372597.5	1.82336	2.78081	0	12.15039
ENST00000372972.7	10.13169	9.91695	2.14086	1.56499
ENST00000373020.9	55.05912	50.0261	8.16155	10.80097
ENST00000373075.6	9.29987	14.04101	64.45541	82.36604
ENST00000373243.7	7.43219	3.72093	9.98886	6.99652
ENST00000373253.7	0.41656	0.46178	3.34733	7.70397
ENST00000373418.7	52.70273	48.31801	50.15841	61.83391
ENST00000373422.8	0	1.10695	6.19859	2.01558
ENST00000373480.1	0	1.19704	14.16995	8.94262
ENST00000373481.7	19.65305	16.46516	5.92121	10.69318
ENST00000373542.9	1.25056	0	0	0
ENST00000373545.7	0.79444	2.76933	0	0
ENST00000373700.9	16.90472	25.63898	0	2.31904
ENST00000373779.8	28.47759	35.17028	0	15.74273
ENST00000373808.8	0.12227	0.7349	0	0.08888
ENST00000373818.8	1.59418	2.57484	0	0
ENST00000373827.6	7.36958	1.75725	1e-5	0
ENST00000373845.6	2.5793	1.90838	11.05926	0.88261
ENST00000373847.6	4.14134	3.12593	0.93264	2.34536
ENST00000373850.6	10.6743	8.35177	0	2.39655
ENST00000373855.7	9.92824	1.47667	0.57103	1.00054
ENST00000373865.8	1.06095	1.01067	2.50298	0.26596
ENST00000373896.8	4.33348	7.2409	0	0.95646
ENST00000373975.3	0	0	0	0.19423
ENST00000373980.11	12.3993	10.3397	0.43915	0.28769
ENST00000374355.8	6.89195	4.74215	8.33809	1.06066
ENST00000374360.8	0	0	12.50714	33.51734
ENST00000374385.10	9.0583	7.96259	10.34955	12.39077
ENST00000374467.4	5.52999	5.28904	0	0.84057
ENST00000374557.4	2.46878	2.60674	0	0.46868
ENST00000374566.8	0.3086	0.43446	2.96427	1.40605
ENST00000374719.8	6.68181	13.2226	1.69335	7.70269
ENST00000374720.8	35.11368	41.35624	15.1505	10.07641
ENST00000374723.5	1.35421	0	4.6113	3.00943
ENST00000374724.1	1.32862	2.78602	0	0.52633
ENST00000374759.8	24.1285	18.64386	6.55972	10.9636
ENST00000374761.6	1.40278	1.48389	0	0
ENST00000374765.9	0.93519	1.48389	8.55246	7.29083
ENST00000374787.7	1.389	2.08983	3.61436	3.20914
ENST00000374793.8	34.3216	25.87469	7.58399	6.81658
ENST00000374866.9	26.68428	18.78667	0.94809	0.4483
ENST00000375063.5	0.6611	1.11682	2.0318	1.56268
ENST00000375064.5	0.78336	0.57285	0	0
ENST00000375305.6	2.10043	4.80495	3.80121	3.7773
ENST00000375365.2	0.35222	0.47891	0	0.11904000000000001
ENST00000375664.8	5.23942	3.49381	4.16313	7.53089
ENST00000375723.5	1.53637	4.44531	29.42059	19.36484
ENST00000375736.8	21.0973	39.14797	22.67253	33.49091
ENST00000375759.8	38.48668	34.43353	71.8255	45.76406
ENST00000375840.9	2.71623	3.22225	1.08559	0.51046
ENST00000376030.7	2.54358	2.07841	6.31268	4.15479
ENST00000376055.9	0	4.0959	0	0.8428
ENST00000376062.6	3.83387	1.49503	20.28071	18.42347
ENST00000376104.7	1.78306	0.69406	0	0
ENST00000376208.6	0	0	0	1.38275
ENST00000376597.9	1.74507	2.127	0	0
ENST00000376693.3	6.71602	10.29893	2.47948	3.6757
ENST00000376838.5	6.57996	9.48417	3.91985	2.40816
ENST00000376950.4	0	0.28824	0.42035	0.64465
ENST00000376954.6	0.47109	0.52541	6.9793	3.50251
ENST00000376970.6	3.2569	3.70301	0	0.12019
ENST00000377026.4	7.12565	4.98722	43.55191	55.70175
ENST00000377079.8	0.28536	0.13832	2.3006	2.08564
ENST00000377086.5	1.39551	4.27224	6.52579	1e-5
ENST00000377093.9	26.66677	25.77672	20.5016	8.32499
ENST00000377105.5	66.97937	90.02704	6.14466	7.98844
ENST00000377110.9	55.60293	49.25369	27.11962	13.06866
ENST00000377139.8	11.90982	10.92221	0.92968	2.46403
ENST00000377245.9	6.1087	8.85138	4.10317	3.22509
ENST00000377499.9	0.64107	1.07165	0	0
ENST00000377559.7	0.55807	1.92524	1.90305	1.83091
ENST00000377630.9	1.01293	0.6784	0	0.58055
ENST00000377681.8	2.34509	0	4.79375	13.44284
ENST00000377685.9	11.43867	11.76492	25.49059	37.31478
ENST00000377732.5	0.63534	0.64671	7.14572	0.46313
ENST00000377740.5	1.58834	0	0	0
ENST00000377770.8	2.14184	0.75623	0	22.99977
ENST00000377813.6	14.45502	13.18227	5.1213	1.87716
ENST00000377959.5	0.87283	0.97495	2.39135	2.70025
ENST00000377960.9	22.63795	20.42672	5.80991	8.69732
ENST00000378036.5	0.95401	0	2.86138	0
ENST00000378154.3	0.40718	1.34393	7.74032	9.19406
ENST00000378158.6	1.65763	1.3868	0	0.27247
ENST00000378163.7	13.70331	6.86441	22.08852	26.81009
ENST00000378168.8	1.24137	4.57896	37.80145	28.92431
ENST00000378292.9	8.02543	5.76056	0	0
ENST00000378567.8	13.97886	13.2226	2.38282	5.9491
ENST00000378685.8	16.41875	7.56093	28.58887	19.85796
ENST00000378719.7	3.0904	2.93817	11.89967	8.72377
ENST00000378721.8	0.82273	1.15846	0.18515	0
ENST00000378842.8	8.54786	11.24208	8.12092	6.97829
ENST00000378860.8	0.28619	0	0	0.08151
ENST00000378867.7	1.81133	1.71894	0.98809	0.2246
ENST00000378954.9	20.9943	31.24331	11.23638	13.54373
ENST00000379050.3	5.0077	7.79477	10.66583	3.802
ENST00000379096.9	19.03911	22.83765	15.26131	18.13157
ENST00000379097.7	0.3983	0.79394	0	0
ENST00000379109.7	11.93312	6.19276	33.03443	8.46662
ENST00000379225.2	0	0.14232	1.94353	6.79735
ENST00000379238.7	20.02274	21.33307	20.81626	23.87402
ENST00000379239.9	0.27735	0.48227	0	0.75225
ENST00000379348.3	0	0.5289	1.31745	0
ENST00000379350.5	1.18236	0.71278	3.00242	0.7702
ENST00000379370.7	53.70184	42.63705	11.00396	6.58475
ENST00000379391.7	9.59441	8.32106	3.623	3.66795
ENST00000379440.9	5.77092	11.7294	0	0
ENST00000379449.11	0	0.50743	4.19282	2.24365
ENST00000379454.9	51.40275	36.94677	14.69852	8.04122
ENST00000379565.9	27.43113	22.59772	24.9411	19.54413
ENST00000379567.6	0	0	0	0.33327
ENST00000379573.6	0	0	0	1.23663
ENST00000379655.8	4.26099	3.09963	2.30554	2.20077
ENST00000379883.3	4.30539	3.37758	0	0.74928
ENST00000379980.8	41.65356	33.09275	95.36539	91.3063
ENST00000379983.6	18.15846	14.07913	0.56137	0
ENST00000379999.6	1.03091	4.3828	0	0
ENST00000380038.7	0.47349	0.37404	6.20898	4.49459
ENST00000380041.8	0.32977	0.37947	0	0
ENST00000380043.7	1.01695	0.75893	0	0.19347
ENST00000380044.6	19.51604	12.81456	7.06937	7.6977
ENST00000380045.7	0	4.29158	0	0
ENST00000380060.7	0	0	2.0594	0
ENST00000380084.8	6.39913	4.69969	9.05932	24.64933
ENST00000380087.7	127.409	102.8953	56.93663	76.94356
ENST00000380152.8	0	0	0.04869	0.49844
ENST00000380176.7	0.44273	0	0.71189	0.25117
ENST00000380180.7	0.18385	0	1.18425	0.81262
ENST00000380189.8	0	0.56036	10.29046	5.52052
ENST00000380221.7	0.34833	0.51112	0	7.80812
ENST00000380291.5	21.56133	22.4649	9.5028	8.69993
ENST00000380340.8	0	0	0.68974	0.17085
ENST00000380343.8	0.25218	0.81047	0	0.68586
ENST00000380518.8	100.70675	109.14907	1.80481	2.97705
ENST00000380715.5	13.71231	21.44108	79.92699	45.02766
ENST00000380716.8	50.50079	35.00661	25.19296	23.90885
ENST00000380733.9	70.97998	44.88693	84.55923	60.01948
ENST00000380738.8	123.64548	113.25011	22.85539	55.58098
ENST00000380817.8	13.97519	14.43368	0	1.8406
ENST00000380913.8	9.39363	11.75494	2.54541	4.78816
ENST00000380943.6	32.67895	21.31107	8.09292	11.6882
ENST00000380953.6	4.46636	1.57424	0.32936	0.72287
ENST00000380959.7	26.66031	11.0197	0.32936	0
ENST00000380992.5	0.20358	0.67995	0	0.27901
ENST00000380996.9	2.17955	4.19497	0	0.63715
ENST00000381006.8	80.14531	70.82988	33.71202	41.72499
ENST00000381112.7	0.89324	1.68966	6.00519	1.08133
ENST00000381124.9	3.31571	3.52395	0.66547	1.3591
ENST00000381140.10	18.82277	18.7196	20.33128	22.45074
ENST00000381165.3	4.35433	7.05176	11.95747	8.86227
ENST00000381196.9	0.4885	5.21529	4.54346	7.85879
ENST00000381291.8	16.08954	25.02772	27.45336	26.35534
ENST00000381295.7	15.17341	13.0503	34.36734	35.88865
ENST00000381318.8	6.14449	7.04011	31.62671	20.19398
ENST00000381322.5	0.69384	0.30037	0.59448	0.48692
ENST00000381395.5	61.85648	55.06064	14.43926	23.2908
ENST00000381470.7	0.56195	0	0	0.37736
ENST00000381473.7	8.19047	6.63866	6.41834	10.93044
ENST00000381685.10	6.16917	8.41432	1.89056	7.87417
ENST00000381753.8	5.59731	1.39002	1.39064	13.23756
ENST00000381861.7	0	0	1.32011	0.89487
ENST00000381869.5	0	0.48203	1.99933	0
ENST00000381885.5	0.41332	0	3.29363	1.74376
ENST00000382031.5	14.34768	12.28115	19.73116	11.30951
ENST00000382065.8	2.60989	3.78589	22.06734	4.03003
ENST00000382103.7	7.40587	7.04133	7.55618	4.9438
ENST00000382112.8	0.26752	0	0	0.73053
ENST00000382292.9	5.11821	17.31457	44.03144	31.5675
ENST00000382361.8	53.582	52.84876	130.4109	224.23993
ENST00000382369.9	7.11161	7.50043	14.75711	11.38157
ENST00000382384.6	8.02412	5.24948	4.55138	11.62294
ENST00000382395.8	3.22154	4.2161	15.09549	6.59168
ENST00000382401.8	1.30429	0.8941	0	0
ENST00000382406.7	7.95596	5.00734	9.0827	11.65931
ENST00000382491.7	0.61102	0.50041	0	0.31713
ENST00000382499.7	0.69879	0	4.27314	1.14608
ENST00000382549.8	3.96856	13.35272	10.21422	9.10694
ENST00000382745.9	18.99063	15.05395	13.17453	12.22078
ENST00000382824.5	0	0	17.50234	9.87825
ENST00000383180.6	0.26419	0.70521	0	0
ENST00000383202.7	23.78194	21.80668	14.48771	20.74563
ENST00000383314.7	28.36098	28.53417	31.28627	28.03766
ENST00000383677.7	1.01291	1.36478	1.49164	0.7487
ENST00000383678.8	5.70687	6.78098	1.32344	3.9768
ENST00000383699.8	18.68098	25.13852	45.03354	30.20737
ENST00000383718.7	0.80889	3.39624	10.22574	2.24797
ENST00000383738.6	0.85856	4.401	1.02649	2.20087
ENST00000388740.4	0	0.60551	0	0.67629
ENST00000388741.7	0.7766	0.4123	0	0
ENST00000388742.8	0.76533	1.42254	0.75426	4.90448
ENST00000388768.6	3.61807	1.53677	2.96132	2.4095
ENST00000389037.7	0	0.03306	0	0.71729
ENST00000389204.9	0.53596	1.97758	3.3259	0.09224
ENST00000389413.7	0	0	0	5.06138
ENST00000389418.9	1.85402	2.17349	11.83716	13.14892
ENST00000389463.9	2.11536	2.08346	0	0.09275
ENST00000389484.8	35.06908	36.33892	36.88869	20.459
ENST00000389534.8	13.69543	3.0083	0	0
ENST00000389574.7	2.85352	4.0716	6.53843	7.3141
ENST00000389609.8	0	0	0	0.78074
ENST00000389658.4	11.80265	10.43144	7.26594	6.01953
ENST00000389744.8	5.82859	12.68368	64.78589	47.04484
ENST00000390288.6	0	0	0	0.241
ENST00000390654.8	25.90039	29.56017	0.50803	2.24201
ENST00000391959.5	13.46278	10.66705	12.30309	6.42959
ENST00000391971.7	159.98866	178.22612	71.18474	112.17332
ENST00000391973.6	6.68011	7.60932	6.1431	7.17748
ENST00000392066.7	10.02578	13.2488	4.03857	6.25567
ENST00000392086.8	36.49997	43.6779	32.64952	53.84409
ENST00000392108.7	5.66525	3.91635	0	18.5885
ENST00000392112.5	27.07331	35.75163	6.57848	32.63854
ENST00000392194.5	1.36216	6.24598	57.50907	0.73272
ENST00000392237.6	0	1.25657	0	4.07999
ENST00000392288.7	2.1434	6.82713	0	2.54717
ENST00000392314.5	4.2907400000000004	2.96957	1.58358	0.25812
ENST00000392318.8	8.08726	8.81496	14.89003	22.28128
ENST00000392334.7	6.34668	6.89917	1.30736	0.83237
ENST00000392358.6	1.75941	0.71109	7.81493	1.02509
ENST00000392467.7	3.33603	0.96303	0	0
ENST00000392505.6	0.68468	0.60324	0.50319	1.89511
ENST00000392521.7	18.54886	14.02054	0.92177	3.85164
ENST00000392524.7	1.00394	1.69526	75.85523	19.83059
ENST00000392568.7	10.54609	13.09184	14.76853	14.83585
ENST00000392623.5	0.97128	1.95074	0	0.26578
ENST00000392687.4	2.03647	2.27188	35.57124	27.12502
ENST00000392811.6	16.46364	15.43939	14.70246	10.81756
ENST00000392826.6	0.3521	0	3.93323	3.45235
ENST00000392844.8	1.63061	0	10.69567	8.2041
ENST00000392863.6	0.804	1.66695	7.87132	9.18556
ENST00000392950.9	0.60158	0.70795	1.64461	0.29567
ENST00000392952.7	26.83732	35.77424	11.25899	6.32254
ENST00000392955.7	2.64981	2.94436	11.06784	10.13974
ENST00000393034.6	0.77288	1.36754	0	0
ENST00000393035.6	1.51631	1.24846	2.26895	2.09204
ENST00000393040.7	13.59824	10.21304	0	1.48414
ENST00000393045.7	7.42365	4.68442	9.3196	10.98635
ENST00000393077.3	3.47646	4.88895	0.78625	0.68828
ENST00000393114.8	0.65245	0.42269	0	0.67494
ENST00000393250.8	14.7804	25.09479	4.18454	2.4222
ENST00000393274.6	2.41511	4.81152	0	0
ENST00000393276.7	0	0	0	1.40788
ENST00000393340.7	9.6015	11.41463	1.03284	7.00194
ENST00000393346.8	19.89262	20.34929	26.84933	19.85932
ENST00000393375.5	7.07048	9.63216	2.97826	0.4052
ENST00000393443.5	0	0.30397	1.41614	0.39863
ENST00000393444.7	3.08001	2.36997	7.96193	10.71763
ENST00000393446.6	0.70953	0	0	0
ENST00000393447.8	3.6462	1.05908	27.42637	46.49219
ENST00000393451.7	1.61987	1.62873	0	1e-5
ENST00000393674.7	5.26624	8.11401	7.51799	6.56089
ENST00000393677.8	0.45984	0	0.79567	2.89862
ENST00000393802.6	7.19099	9.26261	12.79796	12.31264
ENST00000393844.7	7.73519	9.64575	1.48213	2.55844
ENST00000393923.7	1.47729	1.21864	0	0.34593
ENST00000393925.7	2.06049	2.75724	1.19351	0.79468
ENST00000394155.8	5.4551	4.66851	22.31516	25.71904
ENST00000394222.8	11.2333	8.31202	8.48644	5.71999
ENST00000394295.6	7.64988	6.94659	1.26187	1.74507
ENST00000394303.8	5.47381	1.65992	20.76029	26.38846
ENST00000394310.7	0.72072	1.09871	0	1.06208
ENST00000394370.7	2.07362	4.27281	2.2665	2.86599
ENST00000394409.7	0.05486	1.01791	8.84627	0.56636
ENST00000394411.9	0.50993	0.48644	6.24362	11.25399
ENST00000394419.9	2.39506	2.47218	3.6097	1.20633
ENST00000394434.7	19.88462	6.70964	1e-5	18.59428
ENST00000394450.6	1.10156	0.9092	0.39215	0.09466
ENST00000394524.7	25.58145	42.2316	1.95561	5.04488
ENST00000394536.4	1.16683	1.39894	1.44946	1.60327
ENST00000394610.7	0.28389	0.14651	0	1.07806
ENST00000394611.6	47.65898	0	0	1.50577
ENST00000394631.7	5.75353	4.53558	0.88928	1.11278
ENST00000394744.6	4.33767	4.40173	1.00911	1.88465
ENST00000394824.2	1.35853	0	0	0.12346
ENST00000394825.6	3.56693	4.75233	0	0.8736
ENST00000394828.6	17.60909	14.1027	7.17817	0.2554
ENST00000394863.8	10.23982	8.91058	1.22776	2.94455
ENST00000394869.7	2.1064600000000002	3.99689	11.3394	20.61732
ENST00000394872.6	14.91699	0	0.65873	0
ENST00000394908.9	29.69568	29.4414	21.9371	25.36716
ENST00000394920.6	32.88865	36.00568	15.27777	31.50681
ENST00000395044.7	72.29681	85.77406	62.69379	110.61989
ENST00000395047.6	23.34781	19.67606	53.66677	30.62945
ENST00000395094.3	0	1.33093	3.09163	0
ENST00000395111.7	4.73884	5.58028	3.06053	1.04435
ENST00000395168.7	1.17149	0	2.78877	0.35833
ENST00000395185.7	8.48711	0	0	0
ENST00000395198.7	2.54251	1.15336	15.42894	20.98615
ENST00000395218.3	17.4367	13.0792	4.41634	6.93438
ENST00000395325.7	0	0	3.51331	3.46084
ENST00000395336.7	0	1.18605	30.41816	22.22401
ENST00000395344.7	3.47526	0.96714	0.97197	0
ENST00000395418.8	15.91439	20.21469	9.2776	15.07197
ENST00000395592.6	12.78036	7.69308	0	0.14489
ENST00000395681.6	1.20756	0.14161	0.19533	0.51177
ENST00000395811.9	48.31768	49.1976	45.01001	57.01523
ENST00000395812.6	12.34414	17.41648	0	1.30973
ENST00000395882.6	4.23995	3.54112	0.45624	0
ENST00000395923.5	6.7147	0	0	0
ENST00000395925.8	68.43823	63.48907	3.12895	5.40688
ENST00000396040.6	0	0.73195	0	0
ENST00000396045.7	0	0.4168	2.19576	6.17907
ENST00000396050.5	0	0	1.69335	1.10038
ENST00000396059.7	4.36743	1.53142	2.37188	3.509
ENST00000396158.6	0	0.31141	0.81747	0
ENST00000396280.9	20.33852	2e-5	0	4.84636
ENST00000396283.5	20.63166	5.90715	8.13302	0.28081
ENST00000396294.7	0.30021	0.64283	0	0.47706
ENST00000396298.6	2.09643	1.34898	0	0.08992
ENST00000396319.7	22.29563	22.96063	9.98192	17.92597
ENST00000396448.6	0.72805	0.69386	8.46341	11.86528
ENST00000396505.7	154.39594	103.68262	22.94257	18.99199
ENST00000396595.7	26.46823	25.51964	1.61256	0
ENST00000396600.6	31.37634	39.3428	77.32389	61.19645
ENST00000396603.6	0.54564	0.75514	17.04836	20.92516
ENST00000396613.7	0.7611	1.72841	2.33836	0.66679
ENST00000396663.2	71.48446	45.93595	6.28978	5.212
ENST00000396664.2	7.37547	4.17156	3.59111	5.17443
ENST00000396774.6	0.57607	1.28439	0.74227	0.18705
ENST00000396908.9	4.56835	4.92942	0	0.55278
ENST00000396923.7	1.23996	0	3.29363	0.58125
ENST00000397054.7	3.73466	10.26394	0	1.10743
ENST00000397062.8	12.88839	14.8741	15.40334	15.45084
ENST00000397063.9	10.20448	8.72176	2.46	3.1344
ENST00000397081.8	0.62387	0.77318	5.92854	4.46888
ENST00000397087.7	0.94596	0.40395	0	0
ENST00000397203.7	3.11851	2.09532	0	0.24793
ENST00000397269.7	0.57762	3.76062	0	1.1151199999999999
ENST00000397394.8	2.84684	6.76305	1.80459	1.34335
ENST00000397497.8	0.12327	0.14377	0	0.08559
ENST00000397501.5	0	0.64027	1.15258	0.13958
ENST00000397511.6	6.24075	0	0	0.1364
ENST00000397554.5	5.61003	6.03396	1.52929	1.78049
ENST00000397579.6	1.362	0.74696	0	0
ENST00000397581.7	0	0	0.32936	0.72287
ENST00000397611.7	0	0	7.43409	12.13175
ENST00000397617.8	0	0	1e-5	2.62116
ENST00000397632.7	1.6378	1.24617	0.53746	0
ENST00000397938.7	76.93299	73.06225	41.23606	50.60451
ENST00000398080.5	15.45708	4.29158	18.11498	14.31531
ENST00000398097.7	3.17472	2.80527	0	1.06953
ENST00000398125.5	3.50721	4.96827	53.67143	52.7515
ENST00000398129.5	1e-5	0.38059	16.42387	8.86813
ENST00000398197.6	0	9.51535	0	0
ENST00000398212.7	2.06702	3.82834	0	0
ENST00000398219.2	0	0	4.61109	2.20793
ENST00000398258.7	0.22056	2.90754	0.51277	0.32577
ENST00000398301.7	0.67647	0.65202	0.59602	3.76301
ENST00000398389.9	1.11114	1.63255	2.19059	9.00722
ENST00000398393.5	1.0485	0.99782	5.71245	2.69261
ENST00000398398.6	0	0	9.24112	4.20321
ENST00000398425.7	4.82823	5.59898	0.8866	0.64535
ENST00000398519.9	0.77918	0.89826	0.36449	0.35546
ENST00000398782.2	20.46392	15.36045	6.13517	4.59187
ENST00000398810.6	3.8062	9.23821	8.65094	5.95209
ENST00000398812.6	3.8062	0	8.65094	5.95209
ENST00000398838.8	13.09214	16.94651	6.72308	13.36524
ENST00000398841.6	6.66173	9.00051	7.09623	7.08219
ENST00000398951.6	2.12051	3.5796	1.64847	1.43204
ENST00000399000.7	0.28622	0.3307	5.45593	22.52426
ENST00000399001.5	0.40031	1.66945	0.73223	1.34069
ENST00000399026.1	0.27138	0	1.36591	2.55715
ENST00000399121.9	2.44177	6.36859	20.03864	14.00439
ENST00000399200.7	0.74155	1.3825	7.71151	3.43932
ENST00000399349.5	4.28605	6.60557	8.07176	5.04722
ENST00000399352.5	13.52008	4.90446	3.00968	6.76263
ENST00000399353.5	0	0.70251	0.58394	1.23986
ENST00000399362.8	2.57959	6.69683	17.47366	24.47691
ENST00000399367.7	6.82424	0	0	0.65843
ENST00000399451.6	11.33586	12.87409	5.81428	16.34405
ENST00000399668.7	11.68003	9.13946	0.78497	0.2298
ENST00000399696.3	0.39987	0.93447	2.16001	0.38463
ENST00000399697.7	25.13168	26.08227	30.12783	40.22902
ENST00000399765.5	4.98372	8.15382	15.40085	16.44942
ENST00000399767.6	1.79967	0.81326	2.08193	2.15223
ENST00000399850.7	7.10162	6.64959	28.74749	1.98197
ENST00000399903.7	2.99712	3.79596	15.43093	17.79002
ENST00000400020.7	32.37542	35.41579	28.88866	17.25626
ENST00000400053.8	9.54755	0	0.61591	0.44469
ENST00000400060.8	6.91012	13.66514	6.18053	6.12684
ENST00000400068.7	0.72736	1.3091	0	0
ENST00000400198.8	213.8204	177.92668	85.21057	99.86978
ENST00000400228.6	4.36916	6.02855	3.36927	3.36843
ENST00000400246.7	0	0	1.43601	0
ENST00000400248.7	0.50027	0	0	0
ENST00000400249.7	0.35971	0	0	0
ENST00000400269.4	7.59508	6.35574	2.04104	3.46613
ENST00000400304.1	0.18865	0	0.68277	0
ENST00000400308.5	0	1.52092	0.53586	2.50813
ENST00000400310.5	0.98743	0.30522	5.76772	2.73979
ENST00000400314.5	1.72206	2.40508	3.28204	10.06227
ENST00000400797.3	2.41321	0	0	0
ENST00000400798.6	0	0	3.03064	3.75576
ENST00000400822.7	7.60386	4.05359	85.93284	110.00713
ENST00000400824.8	19.1787	49.89355	41.35421	42.52115
ENST00000400825.8	11.45033	2.14786	2e-5	5.98483
ENST00000400913.6	0	0.98037	1.12194	2.69098
ENST00000400915.8	6.03569	5.12163	1.1268	3.00232
ENST00000400921.6	0	0	11.97081	12.17513
ENST00000401041.6	10.84442	6.79258	13.10785	14.3004
ENST00000401073.7	2.08296	9.57635	0	0.57867
ENST00000401500.7	0.86065	1.62532	0	0
