"","gene_id","gene_name","DG-WT-hRGC","EP1-BRN3B-RO","H9-BRN3B-RO","hRGC"
"26","AARS1P1","AARS1P1",0,0,2.99999943798013,0
"27","AARS2","AARS2",234.014162128861,276.891728965901,287.37833779691,298.934152527059
"28","AARSD1","AARSD1",468.080773862438,322.414994042273,291.134144180849,568.591482741978
"29","AARSD1P1","AARSD1P1",28.0874901098593,54.5903832652706,63.9622645670571,116.069961774438
"30","AASDH","AASDH",320.187817924977,436.91191636767,425.043900905798,648.888766418376
"31","AASDHPPT","AASDHPPT",2679.26118762951,989.813564013682,931.850507801589,3180.4135561715
"32","AASS","AASS",475.517670542694,665.096976697068,471.537263687432,558.145999696591
"33","AATF","AATF",208.766899877622,418.237339785651,304.220788523037,335.786045431904
"34","AATK","AATK",177.425399346301,327.407718589266,310.945137507581,139.83443554131
"35","ABAT","ABAT",2362.25418688431,859.254503685223,768.573107698839,3325.79748293907
"36","ABCA1","ABCA1",88.9999990451731,728.401842627299,679.580071923674,82.1184357541552
"37","ABCA10","ABCA10",17.1594393276955,60.9852185479806,108.96151328683,24.0845646674376
"38","ABCA11P","ABCA11P",99.595485416833,66.1936606635014,80.7344874037493,156.48738914874
