isoform_id	DG-WT-hRGC	EP1-BRN3B-RO	EP1-WT_ROs_D45	H9-BRN3B-RO	H9-CRX_ROs_D45	H9-hRGC_1	H9-hRGC_2	hRGC
ENST00000628990	0	0	0.9514172256107194	0.20173548562206078	0.33757931706132527	0.005864892553258949	0.4309343695531309	0.14768486988373697
ENST00000464456	0.6168075640132229	0.7251555990364451	2.4177885297875554	0.43449706420143897	1.3203503867877227	1.2630031625399774	0.3717697988262314	0.9817215661746137
ENST00000651503	0	0.8630062579815305	2.236952657012589	0.03813128231481078	1.0665146479904433	0.29934067471649417	0.1312296027783797	0.41256999835658537
ENST00000472280	0.06016380422272638	0.027976533765466716	0.04156328336261783	0.1368657557843973	0.2690147408279533	0	0	0.028076236822165868
ENST00000494292	0.029833629351095903	0.47242919184271215	2.852663951508487	0.30157122774007705	2.091586246367443	0.13300688141867578	0.22477143261411614	0.32139865080247687
ENST00000468789	0.0052637126185826055	0.2641230355009214	0.6093478068546854	0.014471406586288094	0.35894062732241583	0.1057633712521664	0.23614510266921473	0.18633182982815888
ENST00000460814	0.03284602590581254	0	0.23039064729541958	0.01044739596659272	0.09965800917527612	0.0754346997899853	0.03483839538999334	0.1747087832287444
ENST00000433243	0	0.060106359522409614	0.34761863426802364	0.08155766901544825	0.0972793395757654	0.013732935535281099	0.08474593767710403	0.04386583754848483
ENST00000492586	0.05048959825681831	0	0	5.319954416409534e-4	9.791420812459428e-4	0.2796078389312291	0.0017539791181300224	0.04051748583814696
ENST00000460890	0.034781691799846914	0.25842701469532825	0.10849715304417673	0.161289058583022	0.23684476170247493	0	0.21202705717947778	0.031875950600612546
ENST00000475754	0	0.2753200400855469	0.19895815027105246	0.007853609854378885	0.01449905946308605	0.056265802080718075	0.15934886899735368	0.012925003946754332
ENST00000466623	0	0	0.2758537981506155	0.11318351653547065	0.07945521739073058	0.01114206874777457	0.08387589840887966	0.0026029000607370456
ENST00000485957	0	0.2515010627870251	1.091728682601782	0.1730850706554441	0.6246940566679506	0.03623065110127999	0.25306762177389586	0.0882715073137974
ENST00000486748	0.0335423639451915	0.3818080292113202	0.7015964118774585	0.1837780946781491	0.6186670103366465	0.07471576068735186	0.11459823756616849	0.11636439183113523
ENST00000487580	6.520870476478535e-6	26.049050337212524	4.545222151763895e-6	55.94800947477247	0	0	0	0
ENST00000483289	1.3416862505899307	7.089682938865346	1.4262406973740012	14.30214866101966	1.4274210751181458	1.155382389785828	0.7590101914411231	1.615925665477063
ENST00000469301	0.1337018182513514	0.9878474130753325	0.1262913352810533	1.8039183802609902	0.2080190922208609	0	0.2679481846062157	0.02157671747938905
ENST00000355897	1.160357028670708	66.75921570509446	8.785614219007664	109.39330328107418	14.729703973632562	0.4582122639212294	0.8740214876843333	0.8346574086082899
ENST00000492492	0.7153540407388383	6.721430718629643	0.6456652654986772	6.516589408696318	0.7623523443494766	0.6529224522015962	0.7957476373474863	0.46882217368359225
ENST00000482813	0.02430792717906738	1.2345650707462341	0.3197833094983844	3.9167177427618656	0.133072916718725	0.04478506076136357	0.020844412142766666	0.010331280195670534
ENST00000491740	0.10757298289089245	1.6895385926036917	0	2.221826816182107	0.1176295639751408	0.007301630968457706	0.0034316301338970234	0.042385400635247095
ENST00000485735	0.049663762458346916	0.5761739403456323	0	0.7328410675477859	0.001631695962058588	0.006219071579292468	0.08056392032449722	0.04117661553171881
ENST00000476668	0.06832690670163188	2.64720363040299	0.1323768061183852	4.006741342224739	0.26846721530027096	0	0	0.10145552546034842
ENST00000473675	0.5076033989271147	1.7604183913523577	0.6920646551758214	1.9631748949810146	0.6097737161446495	0.5346556869573023	0.20606545331652892	0.6021895401402886
ENST00000295830	4.3246566415310985	25.947728416095682	72.75360394878595	17.161574649651534	72.654708937799	4.673511549838963	5.27726701793356	6.8940307955445475
ENST00000478578	0.3945039487782285	0.593215501694291	1.0434199110500249	0.4824675287032878	1.6402444272606433	0.34178197882554007	0.17257765999813746	0.26771968587298467
ENST00000475836	7.066166767124667	8.80820213066869	12.524057993428919	7.314279704559953	10.826075275895166	7.7509736227887185	8.03816819496977	10.29786524304741
ENST00000466674	0.4822549394425062	1.7827506786698448	3.1722299844945585	0.4267488785668141	4.7671264026912485	0.6144047873963607	0.31209862878675865	0.8530703471307375
ENST00000494771	1.3439972505307072	1.769785602013775	1.5365825592158506	1.685165205759954	2.1800677731869578	0.2334405855215238	1.3474579005989789	1.7077348423239234
ENST00000463836	0.07258588182127212	1.99328585928125	5.895577647814759	0.925495689643254	5.1398488272996845	0.21404994941079947	0.36336613507776216	0.4839058085968735
ENST00000351298	0.27580506080458744	1.5532892038849373	1.8344280180473693	1.0557632823793952	2.8601472983243874	0.07595596972308316	0.6379473496423638	0.012722563118268138
ENST00000356327	0.27479721255061684	1.2154801932578168	1.1811359892110644	1.209823666118269	1.7681093645674024	0.07733623880267348	0.42439270858397027	0.1379780527514496
ENST00000471075	0.41018330928228797	0.6014565800948413	0.2903072131722624	0.5538299921706065	0.33420331981039175	0.3901065922063449	0.6898812615155137	0.24650035034700402
ENST00000498278	0.08107684722378528	0.09220087972187341	0.055842066307706606	0.20892658034425682	0.17302525546483882	0	0.11208378451179746	0.13699023141585376
ENST00000475273	0.08594446059004412	0.03970778397283947	0.059153474314525445	0.051007655980517486	0.1632076993027869	0	0.18413390418734155	0.05798128229008159
ENST00000440204	0.053412919399956404	0.1926177035053558	0.036935817208587185	0.24865928088371358	0	0.20848670569806127	0	0.02665136678494706
ENST00000489995	7.103346639627528e-4	0.27919271963874515	0.0744470544247009	0.45668296853998513	0.07598027577156197	0	0	0
ENST00000460926	0	0.28282583147439366	0.42218983079870664	0.05603132175272574	0.4187905105641898	0.0021214372214111155	9.983983396115725e-4	0.05994045692905914
ENST00000497307	0.019673144287677857	0.46970484595803974	0.08534394122803057	0	0.4303615873549209	0	0.06796533643834968	0.05445026973206035
ENST00000652470	0.8881451701247862	2.220029643218443	3.5018226672406225	3.8336693764348713	2.1062664094546535	0.8276679772934896	1.437060016327989	1.0968937292111884
ENST00000434969	0.004270896785078859	0.06422256980923646	0.0029750104409242972	0.13616800759651704	0	0	0	0.03854199774945033
ENST00000657476	0.167219285020888	0.4656753052464835	0	0.47484162935180096	0.10075929322085742	0.08968369415666921	0.12188126511284603	0.020353913328511997
