H9.BRN3B_hRO_2_h1	H9.BRN3B_hRO_2_h2	H9.BRN3B.RO_h1	H9.BRN3B.RO_h2	H9.CRX_hRO_2_h1	H9.CRX_hRO_2_h2	H9.CRX_ROs_D45_h1	H9.CRX_ROs_D45_h2	H9.FT_1_h1	H9.FT_1_h2	H9.FT_2_h1	H9.FT_2_h2	H9.hRGC_1_h1	H9.hRGC_1_h2	H9.hRGC_2_h1	H9.hRGC_2_h2
0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	2	1	0	1	0	1	0	1	0	0	0	0
2	0	1	0	0	0	0	1	0	0	3	1	0	0	1	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0
1	1	3	1	0	0	1	0	1	1	0	0	0	0	1	1
122	155	87	117	141	153	288	279	191	197	166	165	65	49	240	251
133	185	124	139	163	175	375	364	228	224	191	193	74	63	279	299
5	2	6	2	1	3	8	14	13	9	4	2	0	1	7	1
66	60	104	122	56	64	67	53	37	40	43	37	47	40	153	137
0	0	1	0	1	0	0	1	0	0	1	0	0	1	2	5
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	1
61	38	87	68	87	75	2	7	7	5	16	14	4	1	5	5
4	6	11	22	6	8	0	1	1	0	3	0	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	3	0	2	1	0	0	0	2	1
1	0	4	2	3	4	0	1	0	0	9	1	0	0	0	0
0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0
0	0	4	1	1	0	0	0	2	0	1	1	1	0	1	3
1	0	5	3	0	0	0	2	0	1	1	1	0	0	0	1
0	0	1	1	1	1	0	2	0	1	0	1	0	0	0	2
12	8	12	22	0	5	5	11	8	12	6	8	0	2	10	7
74	77	195	225	70	62	133	160	105	116	92	98	47	43	134	143
60	59	144	180	56	70	78	80	54	73	63	63	13	6	76	91
115	104	363	392	109	103	153	141	112	150	127	110	34	32	141	143
71	71	214	195	56	58	211	215	88	80	55	64	25	19	97	109
2	4	20	10	3	5	17	12	2	5	5	3	7	0	5	5
2	5	8	2	1	4	6	5	3	4	3	2	2	1	5	5
4	6	5	4	6	3	6	5	9	9	4	2	4	2	5	8
15	17	23	15	13	15	22	17	10	16	8	11	5	3	14	19
157	171	203	203	118	122	292	293	213	203	187	192	35	33	209	204
9	11	14	16	10	9	10	18	14	16	8	9	6	5	8	16
18	17	38	52	14	10	44	44	39	41	30	33	5	8	40	55
16	21	44	34	16	8	30	23	43	39	28	21	15	15	45	56
0	0	1	1	0	0	1	1	1	1	1	2	2	0	8	4
17	11	39	52	28	21	37	46	19	34	20	15	3	4	26	14
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16	8	34	42	24	21	33	33	22	23	19	12	3	4	19	8
17	10	32	44	25	20	31	36	23	25	20	10	3	4	20	9
4	12	6	11	1	7	4	6	1	9	0	2	1	4	1	6
0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
3	3	2	5	1	0	1	0	2	1	0	2	0	0	2	1
0	0	3	0	0	0	3	1	2	1	0	0	0	0	3	2
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0
1	3	6	7	0	0	5	0	0	4	4	5	3	0	4	2
0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0
1	0	2	1	2	0	1	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34	43	107	84	27	38	70	82	43	46	35	36	18	16	64	72
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
108	104	409	374	99	114	192	181	132	105	96	118	37	30	190	171
17	32	131	128	26	25	103	104	76	57	50	61	6	10	102	89
389	438	781	782	341	349	770	720	547	504	463	459	92	80	582	520
320	363	449	490	280	265	660	617	477	445	403	375	67	62	447	420
6	4	12	7	3	2	9	2	15	6	14	6	3	0	13	15
1	0	3	1	1	0	4	3	2	1	3	0	2	0	3	3
0	0	2	2	0	0	3	2	2	2	2	3	0	1	3	6
3	3	2	4	3	3	1	1	5	6	4	4	0	0	3	3
12	13	17	26	12	8	18	7	17	17	18	19	10	11	32	46
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0
12	19	70	62	10	18	77	76	16	26	20	18	8	6	33	20
0	0	1	0	3	0	2	1	1	0	1	1	0	2	1	1
2	2	2	2	3	2	3	5	0	2	0	4	0	2	5	8
2	2	8	4	1	2	3	1	2	1	1	1	0	1	4	3
1	6	2	9	5	6	1	5	3	8	3	5	0	0	4	9
8	3	68	66	5	7	12	11	6	6	14	15	2	4	15	4
1	1	28	39	2	4	7	7	3	5	7	9	2	1	2	1
0	0	2	4	0	0	0	0	0	1	3	2	0	0	3	2
15	10	54	59	12	13	11	8	13	12	8	11	7	3	42	30
72	55	99	90	46	56	57	58	70	58	32	64	17	26	109	96
1	5	1	3	1	0	1	2	0	0	0	0	1	0	0	3
8	8	5	2	4	7	27	20	20	22	21	32	2	0	3	5
19	18	15	15	9	19	75	81	78	71	51	60	2	4	13	14
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	0	0	0	1	0	1	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7	3	19	13	6	4	9	5	15	16	9	13	3	9	26	20
2	2	7	4	2	0	2	2	4	8	7	8	0	0	10	6
3	0	4	5	3	2	1	0	4	1	2	1	0	4	4	4
6	1	9	3	4	0	3	5	1	2	2	2	2	3	4	6
0	0	1	1	0	0	0	3	0	1	0	1	0	0	0	0
32	36	89	90	28	31	41	71	41	53	34	48	8	6	53	48
0	2	6	4	3	0	0	3	4	4	1	4	0	0	3	1
21	22	93	106	27	45	4	6	5	3	8	6	9	13	54	61
0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0
2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
37	34	50	34	28	23	28	33	9	11	14	5	5	9	15	11
6	1	10	10	1	6	6	2	8	0	1	3	1	2	5	4
4	5	1	4	5	1	1	0	0	0	0	1	0	0	4	2
0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0
0	1	2	5	3	3	4	1	2	2	16	8	1	1	8	13
0	0	0	3	0	0	1	0	0	0	3	2	0	0	1	1
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
0	0	1	0	0	0	2	4	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	1	4	1	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	1	0	0	0	0	0	0	1	3	3	0	0	3	1
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
37	0	40	0	17	0	76	1	70	2	59	0	8	0	51	0
0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
30	33	28	48	34	30	26	53	39	43	27	38	14	17	48	80
8	10	7	8	10	8	6	8	12	13	7	5	4	3	11	18
4	6	8	7	5	3	5	14	13	9	7	1	1	0	6	12
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	287	270	242	271	301	397	417	212	171	174	206	30	38	183	193
214	166	323	281	186	166	357	316	329	322	311	265	73	68	410	356
0	0	1	0	0	1	2	0	0	0	0	0	0	0	2	0
0	0	2	4	3	1	2	0	0	0	2	0	0	0	3	2
0	0	1	2	0	0	0	0	0	0	1	0	0	0	2	0
1	2	15	5	0	3	3	1	8	10	7	8	1	5	12	13
0	0	6	1	0	2	2	2	0	3	3	3	0	1	1	3
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
14	14	50	46	18	17	20	14	15	13	25	18	10	5	42	12
41	33	83	97	38	44	34	24	50	47	52	59	17	19	110	58
10	18	17	23	5	8	1	2	8	15	10	18	4	6	17	27
0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0
2	0	3	3	2	2	0	2	1	0	2	0	0	0	0	0
0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0
1	3	1	2	6	3	1	1	2	2	9	5	1	0	7	4
0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
9	2	32	10	14	6	11	3	28	10	25	6	9	2	37	6
0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
153	159	280	302	139	154	267	240	153	167	133	139	33	42	171	166
1	0	0	2	0	0	0	0	2	4	3	0	0	0	1	1
0	1	1	0	0	0	2	0	0	0	2	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
0	1	2	2	0	1	0	0	0	0	1	0	0	0	0	1
2	1	3	6	0	0	3	1	6	2	1	2	1	0	3	4
0	1	1	2	0	1	0	0	3	0	0	0	0	1	0	0
5	4	5	8	2	5	6	4	6	11	6	1	1	2	3	1
134	84	108	76	98	85	131	88	122	96	82	69	38	26	116	64
1	0	0	1	0	0	2	0	1	0	0	1	0	0	1	0
0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
1	1	1	0	0	1	0	2	1	1	0	0	0	0	0	0
6	0	0	0	0	1	5	1	4	0	3	0	0	0	5	0
3	9	12	15	5	2	4	7	10	5	3	6	2	1	17	10
1	4	3	1	0	0	1	1	3	0	0	1	1	0	3	2
0	1	0	2	0	0	1	0	0	1	0	1	0	0	1	1
18	13	26	33	21	13	66	53	44	23	36	27	0	0	5	2
0	1	2	3	0	0	5	2	5	0	2	3	0	0	0	0
0	0	3	5	0	0	0	0	1	0	3	2	1	0	6	3
4	5	2	0	1	0	1	2	5	3	1	4	0	0	1	4
187	131	248	202	120	101	413	398	199	175	176	155	43	22	200	162
118	94	199	196	78	77	247	270	149	148	120	129	36	22	192	206
196	162	303	283	134	118	361	353	199	213	167	180	61	29	253	263
136	116	256	243	97	88	178	177	101	125	79	91	45	28	166	210
119	96	214	209	84	77	142	136	94	107	66	77	37	25	156	188
132	105	222	221	93	89	180	181	97	115	74	87	37	26	162	193
1	2	3	2	4	3	4	3	6	3	9	4	1	2	8	8
3	7	8	8	5	4	12	15	17	8	18	15	3	2	18	20
1	0	0	0	0	0	0	0	0	2	1	2	1	2	6	4
23	27	18	21	11	23	89	65	34	34	39	24	16	16	88	56
1	1	2	3	2	0	0	1	3	3	5	0	1	0	9	9
2	1	1	4	2	1	0	1	0	2	4	2	0	2	10	8
2	3	4	4	2	2	4	8	6	6	2	7	1	1	18	14
11	22	53	64	20	20	30	31	23	17	16	15	3	2	11	23
1	0	0	0	2	0	1	1	0	0	0	0	1	1	0	0
5	5	16	21	5	5	5	11	6	1	4	3	1	0	10	7
0	1	12	6	1	3	0	1	1	0	0	0	1	0	0	0
0	1	5	1	0	0	0	0	1	0	0	0	0	0	1	0
1	0	3	1	3	0	0	0	1	0	2	0	0	0	0	1
0	1	2	0	0	2	1	3	2	2	3	2	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	5	8	4	7	1	6	6	7	3	2	0	0	0	3	3
4	9	4	3	3	3	5	5	4	1	0	2	0	0	3	3
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	3	0	0	0	2	1	0	0	0	0	0	0	0
1	2	3	4	1	0	1	1	2	0	1	0	3	0	3	3
109	120	233	208	120	105	125	131	81	73	63	71	21	21	87	89
2	3	2	3	2	1	0	1	1	1	1	1	0	0	0	0
5	2	21	13	5	12	18	9	5	6	2	5	1	1	2	4
38	36	120	141	40	59	129	115	65	57	36	55	7	7	30	45
0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0
22	18	40	64	14	17	38	70	18	38	28	22	7	3	45	43
0	0	0	1	0	1	0	0	0	3	0	1	0	0	1	1
2	1	8	6	0	1	2	1	1	1	2	2	0	0	0	0
1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0
1	2	7	5	3	3	1	2	0	3	1	6	1	1	6	6
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3	2	13	12	2	3	5	3	4	4	1	0	0	0	12	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
17	24	75	88	21	23	38	70	28	30	35	43	13	11	40	37
3	6	32	27	7	8	8	17	11	14	11	12	9	3	14	15
0	1	0	2	0	1	0	0	0	0	3	3	1	0	1	1
0	1	2	3	0	0	0	0	1	0	2	5	0	0	4	7
4	8	7	11	3	2	25	18	14	14	16	10	0	4	17	26
0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
23	28	157	147	12	10	59	46	73	35	36	26	7	7	55	41
2	3	30	25	5	3	3	2	6	2	7	7	4	0	14	13
121	101	226	227	105	95	196	186	86	83	69	82	39	42	152	174
0	1	1	0	1	2	2	2	0	5	1	1	2	0	2	1
1	1	4	1	1	2	4	4	2	6	2	2	3	0	3	5
1	1	0	2	0	2	2	1	4	0	0	2	0	0	1	3
5	9	13	21	4	4	12	9	13	21	18	12	3	0	26	26
1	0	6	3	2	0	1	0	2	1	1	0	0	0	1	1
0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	5	2	0	2	0	0	2	5	7	2	2	1	14	4
9	5	14	11	3	7	10	9	8	5	12	7	3	2	13	7
3	3	4	4	2	5	1	3	4	3	1	1	2	0	1	2
5	7	2	5	4	6	11	4	6	8	17	8	4	3	19	12
5	13	2	35	2	14	4	69	6	57	4	41	2	6	10	82
1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2
0	1	4	2	1	1	3	1	0	0	0	0	0	0	3	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
5	9	8	12	4	3	6	2	0	6	0	5	1	1	12	9
202	166	262	281	181	187	410	450	117	154	127	107	18	16	104	115
6	2	4	3	4	3	4	4	4	12	15	18	0	2	4	2
4	2	3	3	3	2	2	4	4	10	12	13	0	1	3	1
0	0	0	1	0	0	2	0	2	0	3	1	0	0	1	0
16	14	40	19	23	16	34	25	14	23	23	13	7	6	26	25
1	1	1	2	1	0	2	1	0	1	0	0	0	1	2	2
1	1	3	3	2	4	1	3	2	0	1	1	0	0	1	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	12	7	2	0	3	0	1	0	0	0	0	0	1	0
3	4	21	15	5	5	5	14	12	12	8	9	1	4	19	12
512	551	1021	915	470	472	725	751	396	390	397	426	107	134	621	684
535	572	1059	946	498	496	775	787	410	399	416	435	112	138	643	701
22	6	40	7	21	5	20	7	18	3	21	10	3	2	17	6
6	0	14	5	8	1	7	2	6	2	12	5	0	0	3	3
1	0	4	2	0	0	2	2	6	3	3	2	1	1	5	3
0	0	3	1	0	0	1	0	1	0	0	1	0	0	0	0
76	46	52	77	57	45	110	104	70	67	65	47	20	16	109	105
4	4	8	8	1	10	1	3	3	0	2	1	1	1	5	4
0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	1
1	0	2	2	1	0	1	0	0	0	2	0	0	0	3	0
129	111	76	79	127	108	341	341	136	136	129	131	27	24	162	151
144	109	112	105	132	123	305	326	126	143	125	134	19	40	167	162
3	10	5	11	4	13	26	46	5	9	5	10	1	1	13	16
2	14	4	10	7	15	17	38	3	9	5	10	1	3	15	9
1	0	1	2	4	0	7	3	3	7	7	1	2	0	10	3
3	4	0	7	1	3	9	5	4	8	7	6	0	1	7	6
33	21	24	44	13	18	23	25	44	60	39	46	12	12	38	76
21	12	27	41	12	10	27	20	45	68	30	41	9	15	39	65
4	4	8	17	2	4	14	13	23	35	12	21	4	7	17	19
10	4	14	13	3	1	4	5	21	18	22	18	3	6	22	28
8	4	2	6	6	3	8	4	8	10	3	14	1	4	17	30
7	4	2	3	5	3	5	3	4	7	1	8	0	1	7	7
7	4	2	3	5	3	5	3	4	7	1	8	0	1	7	7
3	2	15	2	2	5	6	5	8	4	4	4	4	1	11	3
0	2	1	0	1	2	0	0	1	2	2	1	1	0	2	1
1	1	3	1	1	2	5	3	1	0	0	0	0	1	0	1
5	5	10	8	3	4	11	10	10	8	4	5	0	1	3	6
5	5	10	8	3	4	11	10	10	8	4	5	0	1	3	6
10	12	21	33	9	12	17	18	13	14	9	15	2	7	24	34
4	4	14	13	4	7	14	18	11	31	19	18	5	2	19	27
11	8	18	15	6	8	21	21	15	38	23	21	5	3	22	33
17	15	28	42	14	12	2	1	0	0	1	2	0	0	1	1
8	4	11	16	6	5	1	2	0	0	0	0	0	0	1	1
1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
176	192	552	553	165	167	226	229	127	123	128	107	118	112	343	381
0	1	1	2	1	1	2	0	1	2	0	0	0	0	1	2
0	0	2	4	1	1	1	0	0	3	0	0	0	2	5	6
1	1	6	3	0	0	1	4	0	0	0	0	2	0	4	4
136	144	371	376	114	117	146	148	86	88	83	73	84	78	229	265
2	2	4	4	1	0	5	1	9	6	4	4	5	2	4	2
304	394	469	516	248	308	563	518	420	434	344	349	119	123	582	573
8	5	17	25	11	9	12	6	15	14	15	12	2	11	16	12
49	49	114	91	33	34	102	65	58	51	48	35	16	6	85	77
1	5	2	3	3	2	4	3	0	2	3	1	0	0	1	1
41	31	60	43	20	13	58	78	67	65	57	53	2	4	54	58
0	0	1	1	0	1	0	0	0	3	0	0	0	0	5	4
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
1	1	5	5	0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2	3	14	15	5	6	0	1	3	4	5	1	1	2	5	1
1	0	10	9	5	4	0	0	2	2	4	2	0	0	3	2
2	2	11	5	0	2	2	0	1	1	2	0	0	0	2	1
2	2	11	7	0	2	2	0	1	1	2	0	0	0	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	1	3	3	1	1	1	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
224	58	191	77	161	25	553	284	164	102	175	60	176	74	725	278
9	18	11	14	8	11	10	20	16	29	13	21	5	8	32	36
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	3
33	17	20	29	15	9	97	90	50	29	19	22	29	28	216	220
126	138	176	182	101	89	237	278	108	94	105	90	29	26	131	160
20	8	19	15	13	6	10	8	19	19	9	8	9	5	16	6
123	133	246	205	131	92	169	158	89	113	79	79	49	34	208	191
77	94	179	149	92	67	98	105	75	87	55	60	37	25	167	154
12	17	32	35	14	17	13	22	27	29	22	17	16	4	69	55
96	57	118	58	64	33	213	100	235	147	193	117	36	18	273	96
0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
3	1	3	4	1	2	0	0	0	0	0	1	1	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	2	7	3	1	0	1	0	0	0	2	0	0	0	3	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	1	3	0	1	1	1	0	5	4	2	3	0	0	2	1
5	1	19	19	3	2	1	1	5	7	3	4	0	0	6	3
26	18	41	53	17	14	54	56	35	28	35	18	10	3	68	51
0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0
2	1	1	1	0	1	2	0	0	0	0	2	0	1	2	1
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2	4	8	0	5	7	6	2	7	3	3	1	1	5	5
2	0	6	1	1	0	2	0	0	0	0	0	0	0	0	1
0	0	1	1	0	0	4	3	3	2	2	0	1	3	3	2
15	25	25	24	17	13	18	21	32	34	12	24	20	16	50	43
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
4	3	3	7	1	2	8	6	8	7	10	8	1	2	17	19
1	1	0	0	1	0	1	0	2	2	4	3	0	0	6	4
56	63	72	108	43	68	66	124	80	94	64	110	9	20	67	103
141	136	234	273	122	101	170	188	107	117	96	79	51	42	307	325
136	133	221	263	117	99	165	185	104	116	92	78	51	43	302	317
3	4	6	15	1	2	9	8	6	7	7	4	0	3	3	4
7	9	6	15	4	8	6	10	5	5	8	13	1	2	4	7
6	9	5	13	3	8	5	6	6	6	7	12	1	3	6	7
5	8	5	7	6	8	5	7	8	12	10	12	1	4	6	9
0	0	0	0	1	1	2	1	3	1	0	0	0	0	0	1
0	0	0	0	0	1	2	1	3	1	0	0	0	0	0	1
0	0	0	0	0	2	2	1	2	1	0	0	0	0	0	1
1	2	2	2	7	3	4	1	5	5	4	1	0	0	2	5
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	0	0	2	1	1	0	0	1	0
1	0	1	0	0	0	3	1	0	4	3	2	0	1	1	1
3	1	5	0	0	0	0	0	0	2	2	1	0	1	2	0
7	6	2	7	5	2	4	2	10	10	5	5	2	6	17	8
3	0	0	2	1	1	1	0	3	6	2	0	0	3	4	2
0	1	0	1	1	0	0	0	1	0	0	2	0	0	2	2
44	42	46	58	31	29	81	65	53	61	51	49	24	15	76	76
49	39	91	57	38	34	54	55	52	45	47	42	16	16	87	61
90	72	88	90	90	72	106	80	73	73	57	60	29	27	80	69
18	13	8	6	22	7	19	13	20	11	25	12	30	25	99	90
4	3	5	2	4	6	11	5	3	0	2	1	2	0	7	3
4	4	1	1	1	3	5	1	2	0	0	1	1	0	3	1
0	2	5	8	0	3	0	7	5	11	2	6	3	0	6	6
35	29	112	122	24	32	34	47	42	47	44	43	26	24	76	82
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	2	0	1	4	3	2	0	1	3	1
1	7	12	10	4	2	2	4	1	2	4	4	1	1	8	11
40	29	51	75	33	22	45	36	27	21	21	25	7	6	29	35
2	6	7	8	4	1	0	1	2	0	0	0	0	0	0	2
17	18	45	53	21	25	21	25	32	23	34	15	9	7	51	41
7	1	5	2	10	6	6	2	3	4	5	4	3	3	16	12
31	28	34	22	42	24	38	25	26	27	39	28	13	15	98	85
25	21	25	25	30	19	30	15	12	14	18	23	6	8	68	63
0	2	8	6	3	0	0	1	2	4	2	4	3	0	1	2
55	45	75	45	56	41	71	76	68	63	69	63	16	16	90	65
2	0	10	3	3	1	2	1	2	2	4	3	4	1	12	13
10	10	22	30	4	10	14	10	6	10	10	9	3	5	23	20
280	256	521	628	244	228	516	516	246	271	251	223	121	138	622	575
56	48	196	227	34	34	259	251	109	127	104	84	34	34	234	220
7	8	10	16	8	5	7	10	2	2	1	1	2	2	3	3
7	12	21	22	8	7	17	16	14	14	10	9	10	4	14	11
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7	6	18	14	7	10	10	7	16	8	11	11	3	6	9	18
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	2	9	8	0	2	3	4	1	2	3	1	1	1	4	4
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	6	0	1	0	0	1	0	0	1	1	0	0	1	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
15	21	37	49	20	14	41	28	25	18	22	14	16	4	50	36
1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
1	1	1	1	0	0	0	0	2	0	1	0	0	0	0	1
2	2	3	2	0	1	0	1	3	0	1	1	0	0	2	0
4	8	8	8	5	3	5	6	4	4	11	2	11	2	22	17
0	0	5	1	0	2	2	0	2	2	0	2	0	2	4	5
0	0	3	0	1	0	0	0	1	0	6	0	0	0	1	0
0	0	3	0	1	0	0	0	1	0	6	0	0	0	1	0
2	1	5	1	6	1	4	0	1	0	1	0	1	0	0	0
19	17	24	26	12	8	14	7	17	25	37	31	7	7	49	49
1	2	4	1	1	1	7	5	4	6	3	2	1	1	1	1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2	0	0	1	1	7	3	3	6	2	1	1	1	0	1
8	7	14	12	5	1	17	9	11	4	11	9	2	1	8	8
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0
0	1	0	2	0	2	1	1	2	3	2	5	0	0	5	8
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
1	0	1	3	1	0	4	3	1	2	2	1	0	0	3	4
40	30	43	44	31	32	116	108	37	34	24	28	2	3	13	6
3	0	4	4	1	3	20	15	9	8	3	3	2	0	0	1
30	42	85	74	46	37	40	37	37	36	49	42	10	21	78	73
45	50	56	63	45	33	103	67	81	73	88	75	31	27	159	153
4	1	1	3	4	3	4	2	3	2	2	4	2	6	18	14
2	0	3	3	1	1	1	4	9	5	4	3	3	4	3	4
57	53	119	147	41	58	86	98	104	121	89	86	44	40	124	132
8	4	12	8	6	2	6	10	7	11	5	3	6	3	6	2
0	1	5	0	0	0	2	0	2	0	3	0	0	0	2	0
38	39	12	17	30	20	54	66	49	39	37	28	5	2	12	22
6	12	11	11	6	4	8	14	12	12	14	6	2	1	6	6
1	1	9	7	0	2	1	1	3	0	2	1	0	0	0	0
22	32	42	43	20	17	25	30	23	29	21	26	9	10	34	43
0	1	5	6	2	1	1	3	1	1	4	2	2	2	3	4
66	80	50	87	40	68	101	120	143	192	111	117	4	7	20	22
60	73	46	76	35	64	99	117	130	182	105	112	3	5	9	17
3	4	13	6	3	5	1	6	6	9	13	14	1	0	10	10
21	24	67	71	11	9	71	80	37	39	24	26	7	5	40	66
67	83	173	178	78	64	129	138	50	58	52	50	23	18	123	118
0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
16	23	39	33	19	10	15	15	29	21	21	16	9	5	13	13
0	5	4	4	1	2	0	3	0	0	2	1	0	0	2	1
10	28	17	26	6	24	14	40	13	13	17	21	4	9	22	33
0	0	1	3	0	0	0	0	3	0	2	1	0	2	2	0
1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	2
0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0
1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
5	6	5	6	3	3	5	1	0	3	6	4	5	7	36	30
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
