isoform_id	EP1.WT_hRO_2	EP1.WT_ROs_D45	H9.BRN3B_hRO_2	H9.CRX_hRO_2	H9.CRX_ROs_D45
ENST00000366968.8	28.32638	14.47851	23.09092	26.01091	18.29195
ENST00000366987.6	35.91006	24.40012	59.9547	40.0176	39.0471
ENST00000367149.6	10.79027	2.93266	2.6642	12.41349	1.78623
ENST00000367151.4	10.33274	3.41884	1.87112	13.65582	0.82659
ENST00000367152.5	0	0	0	1.63152	0
ENST00000367154.5	0	1.51481	36.30364	0	0
ENST00000367203.8	3.28377	2.94374	3.75	2.94449	4.80192
ENST00000367204.6	0	27.84923	0	1.94883	38.37176
ENST00000367225.6	41.27156	12.99696	38.5	71.5	25
ENST00000367294.4	147.57047	360.59905	168.3778	167.06025	280.88977
ENST00000367387.6	117.27529	401.02618	111.56863	166.99216	238.66058
ENST00000367388.4	4	5.02179	3.06191	2.01422	5.25758
ENST00000367391.5	0	78.84549	17.0683	44.88841	48.66993
ENST00000367397.1	77.15485	94.94582	71.50637	164.29605	78.0817
ENST00000367399.6	70.13914	190.65311	101.31485	66.83815	75.67198
ENST00000367400.8	243.00709	591.37107	304.71274	319.52377	265.92732
ENST00000367408.6	8.82673	2.42116	4.66923	5.46301	5.64021
ENST00000367409.9	185.54007	923.44986	274.83917	282.22963	784.02701
ENST00000367498.8	512.63214	768.32078	485.55544	430.57564	629.9533
ENST00000367505.6	203.4436	395.83277	271.47598	249.64274	324.12537
ENST00000367549.4	738.68574	3170.59296	774.08265	807.61821	2584.14981
ENST00000367595.4	168.64123	249.07418	218.89973	190.11974	223.09933
ENST00000367666.5	0	0	3.54822	6.1184	5.46009
ENST00000367667.5	0	10.92316	0	1e-5	13.25889
ENST00000367669.8	112.11961	334.6114	149.18656	122.15757	400.16978
ENST00000367710.7	2.38057	36.64959	4.54345	0	32.85074
ENST00000367762.2	0	9.081	1.23506	2.18917	13.21166
ENST00000367763.8	29.98943	91.28823	40.35232	38.15929	68.58354
ENST00000367804.4	0	1.98268	1.6936	6.42417	0
ENST00000367812.6	0	175.38596	0	0.1725	105.88591
ENST00000367814.8	185.27386	470.1711	250.28492	259.39105	333.12143
ENST00000367815.9	252.38667	862.51904	9.82368	401.00766	703.9931
ENST00000367816.5	221.68545	20.31891	571.00141	379.66247	14.45474
ENST00000367879.9	91.95699	235.82153	107.96215	92.53209	257.20388
ENST00000368005.5	0	4.2342	0	0	8.29524
ENST00000368006.8	99.05847	217.66335	99.34371	88.53634	155.95308
ENST00000368011.9	14.90383	44.30915	32.37311	25.03826	33.28454
ENST00000368023.7	1.13903	3.4647	9.78555	3.82144	9.54172
ENST00000368024.5	10.02188	35.05071	46.28474	27.4364	99.30668
ENST00000368131.8	0	13.69819	0	0	0
ENST00000368132.7	20.62444	5.53883	14.5679	12	5.51321
ENST00000368172.2	190.92531	174.55681	171.5206	122.48815	246.43454
ENST00000368314.6	77.95363	143.71626	92.91844	35.66837	85.60028
ENST00000368331.6	51.0335	63.532470000000004	49.11476	2.3e-4	110.64005
ENST00000368336.10	122.86989	337.94083	212.60136	170.66831	359.85998
ENST00000368445.9	161.57772	132.64725	154.96094	117.51805	241.3037
ENST00000368450.5	10.53144	34.80691	13.82188	3.39005	20.08278
ENST00000368453.8	10.53144	34.80691	13.82188	4.70304	20.08278
ENST00000368471.8	208.25762	369.83742	238.57872	167.74894	423.17135
ENST00000368474.9	161.71208	270.27371	173.77547	75.40267	144.30592
ENST00000368518.5	13.83908	12.39054	3.35058	4.40986	14.91291
ENST00000368519.5	13.83849	31.59496	26.70146	35.86924	37.51346
ENST00000368521.10	395.43965	409.05627	418.91732	450.92291	390.07132
ENST00000368573.5	1e-5	9.84781	22.25226	0	16.13773
ENST00000368576.8	76.75283	151.06519	101.95696	82.52781	128.96674
ENST00000368648.8	15.4686	134.79283	25.0787	15.30466	47.2939
ENST00000368653.7	15.82929	310.38293	22.63947	21.76313	558.21245
ENST00000368654.8	379.1588	2104.16589	420.27648	304.84251	2192.2144
ENST00000368676.8	0	0	2.60128	1.05867	0
ENST00000368679.8	7	5	14.26396	12.47067	5.42857
ENST00000368705.2	6	17	1	4.04281	74
ENST00000368706.9	156.11905	120.63863	34	104.95719	328.46361
ENST00000368984.8	496.63994	389	376.18318	470.62242	854
ENST00000369023.8	135.91821	605.97923	163.92419	188.75368	534.72884
ENST00000369075.8	105.97183	149.98297	155.73913	133.64697	122.98275
ENST00000369127.8	40.26116	26.60785	39.62969	48.15197	27.95198
ENST00000369134.9	65.2357	17.7072	28.58846	92.5583	20.12988
ENST00000369138.5	21.77391	5.71426	43.8808	32.97149	0
ENST00000369172.8	52.91741	243.15419	75.84329	58.13413	165.35473
ENST00000369183.9	316.53777	569.6104	444.78381	389.35609	530.1743
ENST00000369239.10	876.40302	1723.77548	879.55876	841.28092	1163.80353
ENST00000369246.1	0	5.33342	0	10.94221	9.99952
ENST00000369248.9	60.57345	99.23663	56.97596	73.84385	66.57556
ENST00000369250.7	16.85311	101.19331	16.04808	10.3701	58.84936
ENST00000369271.7	0	5.48872	5.60389	3.454	2.18462
ENST00000369459.6	3.50681	2.77883	3.94394	0	0
ENST00000369462.5	6.99859	65.87994	7.67634	9.47288	37.68761
ENST00000369499.3	0	2.75	0	0	0
ENST00000369501.3	36	27.5	46.20644	29.08448	23.0495
ENST00000369598.5	0	4e-5	0	4.84408	8.60219
ENST00000369604.6	69.77409	446.91006	86.62231	82.08676	229.3359
ENST00000369615.5	207.32052	413.76761	186.21303	239.4463	202.66333
ENST00000369617.8	8.4048	9.34752	2.47414	19.79596	6.59589
ENST00000369649.8	2.75611	9.79038	2.14173	1.7922	7.27771
ENST00000369737.4	0	7.12553	4.60583	2.10466	2.18822
ENST00000369738.9	23.99576	43.33293	60.98708	47.43018	28.73695
ENST00000369762.7	360.3442	689.4374	442.28291	238.083	729.36268
ENST00000369776.8	0	0	0	0	17.02337
ENST00000369779.9	3.16949	1.50958	0	4.99883	0
ENST00000369781.8	0	0	0	0	0
ENST00000369838.6	189.975	861.52534	282.91266	290.33333	599.00273
ENST00000369850.10	36.82456	58.59228	18.49149	12.98825	113.31293
ENST00000369856.8	297.69061	275.62714	356.96807	313.34712	442.28492
ENST00000369869.1	16.60205	25.1372	36.187	13.78892	3.01781
ENST00000369903.6	5.32889	11.54536	7.76167	3.86713	29.54247
ENST00000369904.7	11.55082	93.40794	11.66809	12.15283	48.32753
ENST00000369907.7	35.83789	417.99105	21.90785	54.0835	437.19643
ENST00000369909.7	35.83789	2e-5	74.20893	29.9908	3e-5
ENST00000369962.8	64.00812	1e-5	10.2186	35.34759	0
ENST00000369965.8	64.00812	193.96152	104.96976	35.34759	153.13715
ENST00000370069.5	0	57.36096	0	0	95.92936
ENST00000370077.2	25.93433	86.63904	12.80122	19.29909	75.07064
ENST00000370103.9	53.45657	240.16669	38.35586	43.01369	101.33835
ENST00000370197.5	18.48857	52.9239	20.70382	31.27321	23.54929
ENST00000370198.5	18.48857	52.9239	20.70382	31.27321	23.54929
ENST00000370283.9	61.47369	155.03322	49.17413	42.93468	196.95861
ENST00000370390.7	24.662	88.74161	30.95591	38.25093	72.37973
ENST00000370401.7	42.55825	41.9418	33.1448	88.06542	126.79802
ENST00000370447.3	21.36983	27.84818	39.02088	26.73219	31.7287
ENST00000370475.9	119.65134	456.14574	148.41629	59.52807	360.60351000000003
ENST00000370477.5	1.76411	25.60947	5.99869	1.51822	8.80844
ENST00000370557.5	0	72.33871	25.30781	53.84219	25.57695
ENST00000370706.9	163.38094	157.11103	185.28793	170.15565	157.22684
ENST00000370708.8	145.37777	326.36391	105.13906	152.09477	232.47627
ENST00000370710.10	1.03498	15.23109	3.06329	5.1358	17.52729
ENST00000370767.5	136.10912	944.49333	96.67574	124.66978	707.46452
ENST00000370768.7	653.11514	1411.19495	1001.31098	894.8073	1159.81118
ENST00000370784.8	4.48357	0	9.6233	0	1.62921
ENST00000370785.4	0	0	0	0	0
ENST00000370844.5	0	0	0	3.32976	0
ENST00000370846.8	5.59349	27.43946	5.41734	1.16593	29.83506
ENST00000370853.8	20	35.90188	31	23.22809	70.68651
ENST00000370854.7	32.44737	52.58621	57.23747	28.93675	66.5754
ENST00000370857.7	0	0	0	0.44214	24.50759
ENST00000370927.5	36.11364	23.19443	22.9795	51.69213	17.67511
ENST00000370935.5	3.96521	15.50921	3.77445	19.22285	82.5516
ENST00000371069.5	34.30505	38.63369	76.10652	31.56554	40.85547
ENST00000371085.8	430.90243	3502.03405	1013.82573	919.3971	2946.84061
ENST00000371095.7	1286.13165	3280.0846	1651.19116	1755.79227	3282.51201
ENST00000371217.10	27.13281	1e-5	34.66948	1e-5	1.519
ENST00000371230.1	3.44794	0	2.25849	0	0
ENST00000371231.5	1.22216	0	0.58373	0	0
ENST00000371236.7	3.71297	26.36584	0	1.58115	48.28198
ENST00000371319.8	196.51836	331.85036	250.60712	123.74573	316.8718
ENST00000371320.8	2.67993	3.73424	125.43032	1.20217	28.16721
ENST00000371322.11	11.330870000000001	97.58667	10.76652	57.52942	283.8695
ENST00000371323.3	0	31.99523	28.18257	20.25247	75.00312
ENST00000371327.3	266.74376	771.92665	253.39424	147.28759	382.08532
ENST00000371474.7	95.62692	206.2395	129.73018	109.92844	225.08653
ENST00000371482.5	23.89576	0	46.8508	19.57817	74.87626
ENST00000371515.8	32.83017	20.75552	48.64173	27.22557	32.52937
ENST00000371518.6	4.31573	0	1.7361	4.94423	0
ENST00000371523.8	3.14888	0	3.47521	5.60362	4.10552
ENST00000371541.5	28.81248	23.65151	16.00404	20.14096	43.77993
ENST00000371544.7	406.42087	1123.25608	411.12357	407.24705	1083.65999
ENST00000371591.2	71.71087	84.03592	65.83212	83.35205	77.51238
ENST00000371600.7	29.955	1.85469	54.22711	59.194	0
ENST00000371601.5	280.84857	428.57605	303.04824	255.99356	498.14602
ENST00000371605.7	102.7895	167.50064	76.22014	121.49107	247.7041
ENST00000371657.9	21.24089	0	20.32659	14.54621	3.16472
ENST00000371667.1	70.23792	37.34618	47.91027	61.90561	60.59913
ENST00000371674.8	300.45869	922.33804	502.70005	337.52287	841.78692
ENST00000371681.8	34.44199	35.89928	55.48695	40.68749	38.56955
ENST00000371714.5	123.399	195.34407	170.78196	109.19651	134.58524
ENST00000371725.7	35.58449	95.12614	29.41688	38.86603	109.28109
ENST00000371761.4	16.62529	11.8692	33.97881	29.00589	7.5077
ENST00000371922.1	6.06267	8.23479	5.76311	6.83829	3.75902
ENST00000371924.5	0	0	22.23627	6.70087	0
ENST00000371926.8	13.13494	43.80158	36.64127	17.38426	40.00735
ENST00000371927.7	2.80239	6.96363	7.35936	4.07658	3.23363
ENST00000371933.8	79.22379	10.94181	49.23074	100.51094	24.15084
ENST00000372023.7	24.95688	79.47425	58.92915	3e-5	74.8114
ENST00000372098.7	67.65601	59.46823	69.33983	69.53865	65.22887
ENST00000372115.7	20.66558	75.56835	44.65301	17.28346	17.80591
ENST00000372176.5	0	26.62945	25.62016	3.29381	3.28913
ENST00000372230.10	149.55479	190.96291	182.93437	130.26186	285.59005
ENST00000372338.9	49.19854	114.59983	27.99303	27.71162	191.11657
ENST00000372383.9	90.25697	16.54164	198.45116	221.15598	5.54574
ENST00000372390.8	243.52312	398.15866	264.79487	215.32008	271.72185
ENST00000372397.6	108.2325	233.2997	152.74581	73.523929999999993	164.71434
ENST00000372407.4	985.87671	118.93569	1234.49794	1461.21568	761.17356
ENST00000372559.5	8.49644	12.12303	14.2322	5.93193	24.14495
ENST00000372564.8	133.23754	430.56905	143.75716	113.11033	338.81008
ENST00000372571.5	115.75237	50.77426	173.17718	129.18985	82.79079
ENST00000372710.5	24.82365	0	28.61807	34.27795	53.33059
ENST00000372712.6	0	10.36167	5.27903	6.81057	1.42721
ENST00000372717.5	1.87847	3.83606	7.86986	11.14827	15.02019
ENST00000372723.7	7.56993	26.6443	12.31773	23.83701	28.5441
ENST00000372818.5	14.59826	2e-5	11.37751	37.05488	0
ENST00000372972.7	67.15	192.64815	75.69628	134.39062	278.12245
ENST00000372987.8	0	0	0	15.33178	0
ENST00000372988.8	2.60871	7.47989	7.78477	5.88222	6.71045
ENST00000372991.9	33.91323	148.98949	67.14252	45.98395	173.69915
ENST00000373008.7	835.93959	411.82775	1410.16363	1330.93341	462.23134
ENST00000373018.7	14.32484	64.9156	14.21118	17.3065	65.16004
ENST00000373045.11	27.10213	31.29169	22.77713	17.2706	43.95796
ENST00000373049.8	84.84444	206.82065	103.47826	88.69	167.64444
ENST00000373053.8	21.30768	104.07125	24.48277	18.96112	91.49587
ENST00000373062.8	162.36621	521.49072	197.24438	155.58081	576.0003
ENST00000373064.9	12.85538	8.65675	46.56927	0	16.98118
ENST00000373066.9	23.71269	0	22.61612	14.80129	0
ENST00000373068.6	38.56615	102.34795	70.59932	59.20517	141.50985
ENST00000373069.10	51.42154	8.89982	20.17123	14.80129	31.5781
ENST00000373073.8	5.75518	42.08657	20.78143	12.50856	27.18427
ENST00000373075.6	205.70174	321.75416	372.78078	333.7919	232.17468
ENST00000373078.5	19.71854	24.42502	9.41189	7.71456	26.15273
ENST00000373084.8	9.74844	34.4333	24.64511	3.62823	22.06062
ENST00000373095.6	81.84881	71.44439	51.18595	78.99036	121.61687
ENST00000373129.7	0	22.8324	11.38459	0	30.28938
ENST00000373130.7	0	14.01434	7.52193	1e-5	6.17895
ENST00000373132.4	59.16257	330.54574	120.13402	98.05782	424.96547
ENST00000373142.5	7.51223	1e-5	6.06605	3.64719	49.34929
ENST00000373144.7	30.76507	107.96252	46.80975	10.50001	116.20943
ENST00000373146.6	7.51223	43.06509	6.06605	5.36095	0
ENST00000373150.8	74.35858	156.96783	142.68668	114.69027	229.82244
ENST00000373188.6	15.63016	19.93997	16.72543	17.60593	16.01638
ENST00000373195.7	0	6.58942	0	0	5.37442
ENST00000373299.5	370.21151	316.56899	397.41865	321.66244	306.9189
ENST00000373302.8	21.53201	37.69368	49.87395	37.06268	28.38248
ENST00000373365.5	611.41192	1917	831.53322	798.85574	1842.99998
ENST00000373480.1	0	17.8741	1e-5	19.31035	34.14763
ENST00000373481.7	66.83055	147.64139	74.07706	65.5739	202.32587
ENST00000373498.5	109.46605	1e-5	99.01663	113.73807	1e-5
ENST00000373503.7	3.82907	18.92514	3.66332	0	64.52231
ENST00000373511.6	20.59624	67.53852	1e-5	0.04191	33.31276
ENST00000373552.8	16.21748	15.74237	11.98011	1.2	77.1353
ENST00000373593.5	8.5567	1.80765	0.87162	14.00149	5.77031
ENST00000373603.5	28.29248	0	13.71001	7.07709	0
ENST00000373616.9	176.23782	527.50624	157.65942	135.62668	626.91941
ENST00000373619.7	0	0	0	1.47079	2.85485
ENST00000373627.10	310.07776	58.33185	290.78906	162.08939	755.83478
ENST00000373655.6	0	1e-5	0	4.97839	1e-5
ENST00000373658.8	0	17.92308	39.02839	4.97839	50.12549
ENST00000373727.5	4.25577	1.55578	3.58576	3.22194	0
ENST00000373728.6	4.65359	1.11324	4.59481	1.38093	0
ENST00000373779.8	181.09208	251.58555	191.14955	120.8012	347.63511
ENST00000373845.6	72.65678	61.08414	66.81688	58.05632	60.46971
ENST00000373847.6	17.37288	30.05602	25.8448	15.87175	59.48386
ENST00000373850.6	37.40302	186.18951	38.51459	42.68976	103.88302
ENST00000373855.7	4.73992	24.5646	22.4103	2e-5	32.59571
ENST00000373865.8	8.29123	29.37384	1.81115	0	13.58838
ENST00000373872.9	33.32864	156.80429	29.42666	28.5485	222.31124
ENST00000373874.6	5.55477	23.98183	3.67833	2.38042	32.84143
ENST00000374051.7	11.40794	39.7368	16.67237	0	31.18737
ENST00000374085.5	5.30162	10.24313	10.49866	12.56469	6.35162
ENST00000374092.9	62.67762	70.37558	48.29385	29.31759	92.25491
ENST00000374126.10	58.69616	362.4919	42.10849	24.69164	54.70071
ENST00000374176.8	164.23076	4e-5	180.41441	165.7129	2.15179
ENST00000374189.6	55.23453	148.63117	35.46849	42.44089	140.84554
ENST00000374217.7	0	29.17987	0	0	12.01489
ENST00000374221.7	0	6.69229	0	0	3.73052
ENST00000374222.6	3.37727	33.65313	4.66316	2.98664	10.78269
ENST00000374223.5	1.50138	6.55698	0	0	13.05319
ENST00000374329.1	2.93089	0	0	0	0
ENST00000374332.9	48.11144	44.41254	40.98826	40.0633	61.85446
ENST00000374366.7	0	4.37421	0	0	1e-5
ENST00000374431.7	23.45119	45.27691	0	0	51.07788
ENST00000374647.10	62.4842	167.15856	83.41619	86.19154	153.52672
ENST00000374695.8	101.389	139	73.06262	64.6924	341.47343
ENST00000374707.1	76.7478	0	92.65235	165.21063	9.53911
ENST00000374720.8	256.24213	229.39472	284.07305	181.0258	263.66457
ENST00000374723.5	12.91701	1e-5	43.60112	63.59294	0
ENST00000374724.1	16.84085	7.60527	5.25398	9.17465	8.33543
ENST00000374732.7	18.72095	12.93266	0	24.9166	18.81443
ENST00000374748.5	10.87397	8.61683	12.52617	1e-5	5.60486
ENST00000374749.8	101.22696	119.8464	150.43751	82.8973	107.64523
ENST00000374751.7	27.43597	175.12684	57.68515	60.20868	190.45244
ENST00000374757.7	3.0971	0	1.02118	1.02217	2
ENST00000374761.6	17.015	4.59725	10.37451	8.69998	1.47251
ENST00000374763.6	0	0	0	0	1.47251
ENST00000374765.9	41.66781	4.59725	50.72756	30.21292	1.47251
ENST00000374786.5	78.77756	8.08166	42.15365	9.82708	32.83349
ENST00000374791.7	11.31446	0	1.99947	17.64142	0
ENST00000374893.11	3.16138	10.63378	3.28483	0	28.46575
ENST00000374998.3	0	0	0	0	1.29558
ENST00000375172.6	2.98766	13.61881	4.79106	2.81561	4.87131
ENST00000375173.1	41.64807	7.58124	49.83504	23.12169	4.34598
ENST00000375245.8	60.10454	116.22818	60.85626	75.37083	90.77847
ENST00000375250.9	87.66066	75.12912	82.98024	76.97244	49.60343
ENST00000375300.6	45.40396	71.58406	53.07636	36.22821	53.484610000000004
ENST00000375379.7	33.46403	161.99659	43.94657	39.17119	141.85316
ENST00000375400.7	80.00643	356.61582	83.01203	68.29887	193.17553
ENST00000375401.8	194.28675	406.82454	336.42925	198.9851	459.41341
ENST00000375408.7	45.40075	36.5335	26.63074	29.25097	17.81502
ENST00000375412.11	148.85183	115.99602	98.92608	159.14144	194.65955
ENST00000375415.5	13.16083	10.84952	4.35988	8.13374	14.49118
ENST00000375437.7	0	0	0	0	4.93715
ENST00000375551.7	0	9.88337	0	0	17.00081
ENST00000375556.8	0	0	26.02513	0	1.05276
ENST00000375559.8	22	42.11663	19	34	174.99919
ENST00000375604.6	56.80713	62.1854	110.09298	52.1169	46.10006
ENST00000375608.7	26.84369	42.09477	16.32237	18.27024	29.48629
ENST00000375747.5	10.89911	0	20.83433	25.34751	0
ENST00000375751.8	29.94968	10	29.25528	84.26204	26.64844
ENST00000375754.9	14.15121	0	21.91039	22.39045	3.35156
ENST00000375781.9	1.30641	0	15.52109	0	1.7471
ENST00000375838.5	0	5.83918	1.25378	0	8.33533
ENST00000375847.8	96.77542	118.09453	112.72693	102.20303	95.59812
ENST00000375849.5	1.33184	1.95556	2.31247	3.22418	1.83536
ENST00000376008.3	26.79506	65.32834	12	10.14641	14.8644
ENST00000376131.9	29.32847	24.08176	27.50449	22.39022	17.80302
ENST00000376137.9	1.46572	2.43676	0	4.52775	0
ENST00000376138.7	81.69132	62.56958	55.47307	31.45899	46.43269
ENST00000376139.6	9.87757	44.50702	0	19.50228	25.58503
ENST00000376140.4	1e-5	231.8637	63.47689	54.99068	168.36414
ENST00000376143.5	2.28927	6.91824	5.09127	0	10.19204
ENST00000376160.5	9.87757	44.50702	24.15949	19.50228	25.58503
ENST00000376166.5	17.51725	37.95612	1e-5	5.57028	35.03864
ENST00000376188.1	0	50.54694	0	0	0
ENST00000376250.6	4.60888	0	0	0	0
ENST00000376262.7	10.95892	2.95591	7.48833	3.1279	3.67483
ENST00000376292.8	49.51315	31.8844	54.72808	44.56788	22.50339
ENST00000376315.2	5	1	3	2	3
ENST00000376321.4	16.8	0	28.6	6.51698	10
ENST00000376365.7	61.86559	189.05874	91.8767	90.59847	169.13946
ENST00000376371.7	235.58721	257.41748	232.97307	200.08535	179.08884
ENST00000376384.9	33.10586	0	33.80471	28.73462	15.43623
ENST00000376649.8	50.49472	65.87125	26.93708	22.58492	99.57145
ENST00000376693.3	30.66613	67.95478	26.03219	30.95245	61.23231
ENST00000376717.6	30.23333	0	12.41051	25.82829	0
ENST00000376718.8	75.7294	59.37677	48.08716	9.17818	34.38717
ENST00000376771.9	46	49.25018	61.96721	69	49.28627
ENST00000376829.7	106.96224	374.71902	77.94698	86.19868	311.71593
ENST00000376838.5	50.54237	87.26356	145.67369	150.2825	37.35679
ENST00000376918.7	107.03564	307.0679	143.40073	112.40304	464.43502
ENST00000376955.8	4.41927	2.87764	17.44951	1.69339	15.00163
ENST00000376970.6	29.22156	12.19678	13.50291	5.99265	55.94671
ENST00000377026.4	230.07002	205.27713	250.27353	203.57122	186.7219
ENST00000377059.7	123.9601	5e-5	20.38504	114.09979	10.06406
ENST00000377072.8	40.15796	181.81206	178.47774	66.66207	41.17416
ENST00000377100.8	15.60128	43.86705	13.18504	8.9762	9.93962
ENST00000377122.9	3.14834	39.95594	35.45653	0	50.47653
ENST00000377139.8	41.83294	112.16758	57.42672	64.77032	106.64289
ENST00000377184.7	34.52826	95.23531	34.04857	29.45686	90.22959
ENST00000377227.8	17.59568	18.64334	6.28353	0	39.77439
ENST00000377244.8	172.0273	212.81673	137.02877	131.57821	196.84946
ENST00000377245.9	115.44987	188.01731	126.07679	82.00936	164.20107
ENST00000377263.6	257.88924	431.15121	263.87975	236.27481	372.46964
ENST00000377298.9	814.24789	396.20301	759.48739	925.63446	471.24739
ENST00000377321.5	10.50547	1.73481	2.56178	2.99545	0
ENST00000377326.7	8.36413	37.26346	2.80535	5.82436	55.75731
ENST00000377387.5	13.5848	25.96989	0	3e-5	30.37082
ENST00000377390.8	245.01744	1.4e-4	355.77277	234.12261	623.58221
ENST00000377394.7	63.82783	603.98736	24.5874	42.808	311.5387
ENST00000377532.8	129.00629	194.85309	131.01275	88.99263	103.10187
ENST00000377630.9	3.86664	0	0	3.41409	3.87473
ENST00000377671.7	8.58141	46.23857	4.9131	12.25577	15.4372
ENST00000377685.9	108.07401	122.36459	148.61754	118.28133	98.86994
ENST00000377702.8	9.65935	17.44196	12.62925	3.97283	4.31793
ENST00000377704.4	16.80991	41.14933	30.77888	33.74465	29.76895
ENST00000377709.1	0	5.9179	4.6701	4.42699	26.17297
ENST00000377710.10	96.80948	420.22854	112.08231	99.60737	371.81009
ENST00000377777.6	40.48193	121	38.37255	43.36134	166.04673
ENST00000377791.4	43.63522	239.23584	25.92437	41.25693	221.18397
ENST00000377797.7	158.0041	136.63111	199.52319	162.17126	158.3863
ENST00000377838.8	47.46102	50.22395	29.1472	54.78195	62.67774
ENST00000377904.8	5.33522	0	4.30713	0	1.99618
ENST00000378023.8	4.59714	0	14.98734	15.89305	0
ENST00000378036.5	39.05033	1e-5	39.71469	56.46308	1e-5
ENST00000378043.9	42.97475	0	30.79286	116.71443	0
ENST00000378154.3	0	6.94827	7.29448	6.70635	3.11234
ENST00000378158.6	3.36019	7.78065	2.23332	6.17049	10.50491
ENST00000378163.7	58.91988	137.31766	101.42364	50.04263	103.57327
ENST00000378168.8	57.10054	38.17667	177.06398	94.03962	36.82974
ENST00000378226.7	221.2652	136.80099	276.25674	144.92997	171.42869
ENST00000378230.8	4.71016	12.00532	40.04571	11.64928	8.01866
ENST00000378308.7	437.15308	929.23436	344.52297	196.59183	442.35494
ENST00000378467.8	8.96533	68.70235	4.44548	2.38251	77.90706
ENST00000378495.7	98.78366	208.13724	139.08901	120.00971	196.62581
ENST00000378525.2	0	0	11.40935	0	0
ENST00000378529.7	3.28512	76.44627	16.50998	5.81866	46.71473
ENST00000378531.8	32.85117	25.67945	21.24094	15.73147	13.93981
ENST00000378609.9	1041.74475	2312.93982	1191.92138	1084.95583	2248.00873
ENST00000378701.5	0.56176	3.28486	1e-5	0	5.152
ENST00000378719.7	20.50275	16.80236	40.80517	18.81072	15.62959
ENST00000378892.5	219.72371	95.034	190.00416	138.71014	296.00866
ENST00000379016.7	138.91534	230.47698	61.91285	139.12989	255.09894
ENST00000379052.10	42.50497	164.80386	19.77776	15.92562	195.43937
ENST00000379096.9	204.87818	199.95196	204.46096	116.35113	195.612
ENST00000379097.7	22.18946	0	3.31506	5.42389	5.65198
ENST00000379151.9	36.32503	219.01586	72.54895	49.39726	135.85877
ENST00000379214.9	857.0018	2236.75617	973.11864	857.59449	2780.52567
ENST00000379241.7	0	23.7227	0	1.81898	33.69065
ENST00000379242.8	7.50696	20.50493	0	0	33.71684
ENST00000379325.7	9.18229	11.0754	8.04125	17.14655	12.42937
ENST00000379339.5	3.50048	1e-5	12.56198	15.81234	14.87163
ENST00000379348.3	0	1	1.0455	0	0
ENST00000379350.5	11.67561	8.48301	13.67613	11.37286	11.37288
ENST00000379378.8	111.31999	440.75707	190.4312	104.54888	395.28636
ENST00000379391.7	31.31579	32.79107	40.17656	25.24393	21.32665
ENST00000379442.7	2.35571	1.13999	8	4.5	5.64034
ENST00000379515.3	2.09568	9.53462	2.8	0	7.77574
ENST00000379549.7	4.91499	11.02003	3.08766	5.93264	6.95619
ENST00000379550.5	3.18451	0	1e-5	70.77713	50.33398
ENST00000379617.2	30.36722	37.33334	20.33113	15.22984	58.47934
ENST00000379618.6	57.63278	218.66666	56.66887	42.17495	185.52066
ENST00000379656.7	0	1.8322	3.40609	0	7.3977
ENST00000379671.7	1687.22706	1664.08345	2038.47685	1085.35462	1030.86948
ENST00000379717.5	107.512	244.9723	78.17011	80.06113	234.24011
ENST00000379792.6	8.34528	15.02486	4.77311	5.7872	32.34678
ENST00000379799.7	0.14096	3e-5	67.02076	27.71825	26.68142
ENST00000379803.5	121.3537	51.85501	65.40809	11.98297	11.79836
ENST00000379817.7	32.17937	104.36159	14.86578	18.01183	84.33146
ENST00000379825.7	4.41558	6.08441	8.13076	10.1225	3.6449
ENST00000379892.4	32.45158	113.48839	24.17079	28.893	97.99786
ENST00000379893.5	9.2641	8.15011	4e-5	3e-5	26.66259
ENST00000379942.5	56.72738	60.08542	101.66418	90.91497	73.01312
ENST00000379980.8	156.59597	258.14209	251.27048	244.2526	215.88988
ENST00000379996.7	9.39725	10.61886	0	2.6868	11.16177
ENST00000379997.7	15.36579	8.41249	18.5996	8.49643	16.52232
ENST00000380003.8	128.57589	230.54042	226.07081	208.18066	176.38181
ENST00000380113.8	134.92912	335.43737	102.39087	73.41097	234.0145
ENST00000380244.7	253.85745	1051.20262	223.03548	244.4283	560.2
ENST00000380249.5	9.02886	16.51629	37.87097	2e-5	69.77528
ENST00000380277.6	11.59609	0	12.09224	5.35129	0
ENST00000380283.5	7.19642	35	22.90776	4.73005	41
ENST00000380324.8	157.44867	363.98051	205.71832	229.85585	356.11631
ENST00000380572.3	0	0	0	0	0
ENST00000380573.4	5.39807	11	5	5	19.07755
ENST00000380575.8	15.15205	5.20589	11.24054	18.4727	17.04435
ENST00000380576.9	32.29512	8.78661	67.54756	97.76736	38.51822
ENST00000380582.7	0	0	13	0	0
ENST00000380584.8	24.79059	3.18003	1e-5	16.68709	1e-5
ENST00000380586.5	0	0	0	0	2.3063
ENST00000380600.2	0	11.85819	0.77251	0	8.42944
ENST00000380656.7	60.13204	7.49903	78.87534	58.28215	3.79382
ENST00000380711.3	0	9.45216	0	0	8.96451
ENST00000380722.2	2.33414	1.07425	0	0	0
ENST00000380753.9	27.66553	34.91892	30.51467	32.24397	31.2
ENST00000380764.1	13.30496	0	0	109.12267	0
ENST00000380769.8	85.17767	5.90493	96.99266	41.45746	3.45214
