isoform_id	EP1.WT_hRO_2	EP1.WT_ROs_D45	H9.BRN3B_hRO_2	H9.CRX_hRO_2	H9.CRX_ROs_D45
ENST00000472892.1	1	9.4	1.92868	1.375	4
ENST00000472999.5	11.86053	0	10.59369	16.13115	0
ENST00000473098.5	1.28859	0	0	0	2.39503
ENST00000473119.1	8.64332	33.70439	8.27884	59.85329	20.78387
ENST00000473145.5	24.65353	22.26334	22.39637	12.65061	14.59104
ENST00000473160.6	0	1.28548	8.61848	10.24549	4.34758
ENST00000473183.7	3	22	1.33333	3	1.5
ENST00000473208.5	83.45873	56.46894	95.66313	102.79263	65.94681
ENST00000473233.5	14.61414	3.45935	20.99539	8.16711	8.68023
ENST00000473270.1	50.73745	8.54508	56.98968	7.40639	7.1017
ENST00000473312.5	91.87039	83.48981	84.31871	75.84288	96.88659
ENST00000473330.1	588.74381	465.68662	674.97982	683.88783	740.78504
ENST00000473364.2	0	0	0	0	10.02228
ENST00000473420.6	44.27292	0	26.42238	29.52683	11.36368
ENST00000473457.2	12.08931	0	4.52125	1.43547	2.0965
ENST00000473468.1	0	0	0	4	2
ENST00000473565.5	181.26387	783.5105	260.57634	206.6233	452.37637
ENST00000473583.1	4.57599	0.68644	2	11.19284	1.03962
ENST00000473624.2	3.26707	29.08403	49.12714	43.6869	22.95798
ENST00000473633.1	123.00987	39.68293	160.11542	87.35043	50.92326
ENST00000473758.5	126.53973	80.37589	146.03828	19.20883	151.26673
ENST00000473837.5	0	0	0	0	0
ENST00000473891.1	10	0	2	3	0
ENST00000473939.2	59.91779	204.68576	164.46928	5.12437	320.63267
ENST00000474026.5	68.22446	39.89751	55.15404	53.15068	25.44665
ENST00000474033.5	31.4541	16.19752	16.2492	32.65168	28.21715
ENST00000474057.6	18.91786	24.78299	18.8613	18.85227	6.0602
ENST00000474100.1	1.34758	2.19067	0	3.76302	1.17141
ENST00000474135.1	0	1.31278	0	0	1.78756
ENST00000474154.5	8.50732	5.01181	9.2155	16.8899	3.23356
ENST00000474194.1	0	4.71917	1.71237	2.59268	9.34898
ENST00000474221.5	0	26.72078	14.51024	6.51853	0
ENST00000474300.1	11.2859	4.18057	13.03177	5.74648	11.61415
ENST00000474363.1	571.09101	879.42834	578.79957	631.43626	602.72049
ENST00000474380.2	0	1e-5	0	51.66415	2.07199
ENST00000474420.1	115.68046	70.47969	87.62031	114.59407	11.29723
ENST00000474433.5	1.15969	0	0	2.40176	1.66889
ENST00000474481.1	2.66178	0	3.2792	0	2.18742
ENST00000474482.1	0	11.58002	0	0	19.12677
ENST00000474531.5	57.2157	3	33.7826	74.39787	2.1884
ENST00000474559.1	1	1.04323	0	2.13881	1.06391
ENST00000474560.1	55.82034	19.30863	36.31152	52.41265	15.09855
ENST00000474632.5	32.25748	30.28135	21.11374	57.76489	14.82761
ENST00000474634.1	0	0	1.19997	0	0
ENST00000474751.7	1.1473	2.61679	0.41413	0	5.99517
ENST00000474796.2	51.24995	230.82232	47.18854	54.0906	326.08069
ENST00000474814.1	59.02445	4.95656	3.11837	2.28756	27.61264
ENST00000474844.6	54.95171	108.70276	59.46047	40.96449	133.86539
ENST00000474926.5	53.80048	20.07419	60.08646	44.65543	27.11608
ENST00000475123.1	0	0	0	0	0
ENST00000475133.5	0	2.64567	0	13.19843	8.04507
ENST00000475158.1	59.9455	0.08697	63.89833	1e-5	0
ENST00000475255.5	1.03758	4.48735	26.63837	2.72085	11.91036
ENST00000475338.2	2.20577	46.6968	10.57058	6.27935	11.30616
ENST00000475353.2	4.13221	8.4206	9.93649	3.70656	4.56481
ENST00000475361.1	11	17	7.89318	13.94903	23.2042
ENST00000475441.6	3.25877	8.37755	1.46554	6.53471	2.94816
ENST00000475489.5	0.14778	2	3.17116	5.69629	0.6036
ENST00000475551.5	16.4603	0	0	2.78599	0
ENST00000475591.5	25.36634	66.57073	18.63134	19.84782	30.31586
ENST00000475633.5	3.551	0	0	4.60853	6.09445
ENST00000475659.1	155.19949	14.0347	117.12807	48.38915	29.0023
ENST00000475697.5	10.44443	2.17497	8.28332	7.09983	2.53679
ENST00000475711.5	1.25	1	0	2	3.75
ENST00000475757.2	0	1.02187	2	0	1.01505
ENST00000475786.5	14.82353	6.05377	1.0121	1	2.07156
ENST00000475828.5	16.75016	115.21712	41.465	28.102	78.28673
ENST00000475836.5	70.90906	80.322	264.77216	97.92773	63.37297
ENST00000475837.1	0	0	0	0	0
ENST00000475896.5	0	2.88478	2	0	0
ENST00000475921.1	32.09297	6.15134	68.87771	61.667	8.47985
ENST00000475934.1	28.7423	19.7675	29.657	32.4142	16.16103
ENST00000476049.1	6.19048	1.05063	32	9.94737	3.07895
ENST00000476058.5	34.44879	32.08759	16.82521	22.8422	8.34601
ENST00000476185.1	3.8101	9.29348	1.18073	3.76488	2.4229
ENST00000476196.5	142.759	258.63278	280.82518	2452.74891	6.47827
ENST00000476199.1	101.88399	28.72169	71.74308	75.5095	22.15506
ENST00000476236.1	0	0	0	2.25277	1.47638
ENST00000476241.2	23.86224	37.60774	17.08206	9.62023	81.04443
ENST00000476243.5	51.81683	203.604	53.23991	70.15696	180.38852
ENST00000476284.1	7.26432	26.31142	5	5.89941	21.23412
ENST00000476372.1	0	15.18754	0	0	21.28576
ENST00000476419.5	15.01416	50.28778	24.82368	19.31913	26.78023
ENST00000476438.1	33.06025	16.81862	46.93866	27.00369	24.63427
ENST00000476444.1	91.44697	39.91477	79.34914	60.94146	43.35562
ENST00000476464.5	20.17538	6.31987	1.8665	0	1.83662
ENST00000476474.5	14.9774	5.71545	18.80821	13.8865	11.89298
ENST00000476484.5	28.56491	79.93902	27.31705	27.62889	99.38752
ENST00000476488.1	0	0	2	0	0
ENST00000476510.5	14.27798	58.63281	131.12168	114.56967	118.5996
ENST00000476594.1	0	0	0	12.1414	0
ENST00000476718.1	0	1.01682	1.74378	0	1.02003
ENST00000476800.2	18.44335	0	0	0.16831	1.03983
ENST00000476808.1	4.16529	28.16348	1.25849	4.21394	1.23142
ENST00000476817.1	43.58326	11.72646	6.9736	4	13.50076
ENST00000476858.6	3.82174	9.47873	3.22106	0	6.85568
ENST00000476884.1	1.65302	0	3.56675	11.42067	1.91252
ENST00000476950.5	9.85788	14.56324	13.22304	4.98444	11.05604
ENST00000476956.5	23.73958	70.1024	17.72986	22.34978	54.01716
ENST00000476977.5	11.2833	13.4651	7.94603	58.25099	94.34024
ENST00000477128.5	42.1067	3.92132	29.55152	44.09823	2.56051
ENST00000477196.5	3.50048	18.91495	0	2.11981	6.68443
ENST00000477245.5	62.24542	1e-5	151.16234	23.1736	0
ENST00000477269.5	0	0	0	0	0
ENST00000477278.3	0	0	1.34007	0	1e-5
ENST00000477289.1	48.76855	37.84705	54.20449	44.65743	72.08843
ENST00000477382.1	24.39687	0.68644	3.14891	11.19284	0
ENST00000477389.1	3	1	0	0	1.05347
ENST00000477592.2	8.2075	0	0	4.91867	0
ENST00000477639.5	3.37116	13.75903	4.87502	21.59045	19.04023
ENST00000477685.5	55.04242	26.79745	24.84743	15.74879	37.09367
ENST00000477699.1	0.33333	6.2623	0	2	0
ENST00000477784.1	3.75	7	2.68957	0	6.25
ENST00000477790.1	158.6181	2.26142	7.61412	137.85574	4.16319
ENST00000477793.2	0	0	1	0	0
ENST00000477891.1	5.34564	14.726	10.55013	11.28499	21.33184
ENST00000477955.1	3.25688	24.99739	11.4907	11.55155	13.37107
ENST00000478022.3	0	14.63753	1.78092	2.89657	8.16422
ENST00000478148.2	2.54993	1.20002	2.89449	2.04088	5.48914
ENST00000478197.1	0	0	0	0	0
ENST00000478245.1	0	12.46767	10.75126	6.45247	0
ENST00000478293.1	2.01191	38.45118	3.08405	7.39436	35.57181
ENST00000478381.5	3	30.6348	6.67586	2.40152	43.52853
ENST00000478406.5	8.76469	5.57567	8.73184	4.83604	0.84685
ENST00000478548.3	2.315	4.39173	3.23901	2.17812	4.41872
ENST00000478570.5	14.90082	3.58303	5.86102	13.80226	4.95127
ENST00000478578.1	16.13189	13.90691	28.87084	4.2427	68.62527
ENST00000478641.5	3.00872	1.61786	7.35083	3.55895	8.71494
ENST00000478730.7	27.60347	107.07353	14.52509	11.6172	81.31731
ENST00000478777.5	83.56301	67.99494	89.44473	68.06912	69.46831
ENST00000478919.1	4	0	1.02536	0	5
ENST00000478951.6	133.40442	882.59958	236.30964	198.33954	596.83294
ENST00000478968.6	51.31603	35.35718	54.54728	109.98704	32.08424
ENST00000478980.1	0	0	0	5.50008	1.20678
ENST00000479007.5	0	0	2.15678	1.9672	0
ENST00000479043.1	0	53	0	0	0
ENST00000479076.1	1	56	0	1	1
ENST00000479094.5	14.29989	32.54916	22.72807	15.4512	28.01288
ENST00000479118.1	0	8.61468	1.9841	0	12.38855
ENST00000479182.5	1e-5	14.14986	2.81757	3.16945	14.71641
ENST00000479185.1	0	1.07699	0	1.19988	2
ENST00000479210.1	0	0	0	15.30862	72.9557
ENST00000479235.5	17.78964	12.05131	75.19783	103.2279	5.24102
ENST00000479237.5	38.89567	0.08527	45.94587	41.66197	2.75125
ENST00000479255.1	12.81767	2.34613	19.6817	8.69945	0.53691
ENST00000479295.1	0	9	0	0	0
ENST00000479446.5	0	10.20624	1.46303	4.06128	2.12813
ENST00000479530.5	18.21662	1.1087	41.53825	56.52662	0
ENST00000479650.5	0	7.54538	0	0	3.50271
ENST00000479745.6	4.73313	20.16869	26.44672	12.52254	19.3315
ENST00000479790.2	103.90401	1.7629	66.13292	85.77988	0
ENST00000479872.5	34.34596	1.87218	36.45009	17.06434	0
ENST00000479901.5	16.97988	0	11.51536	7.57149	4.53919
ENST00000480008.1	3e-5	0	74.32994	3e-5	0
ENST00000480032.4	21.36077	21.58447	0	4.10689	12.5884
ENST00000480083.5	0	12.38553	0	22.67573	0
ENST00000480193.5	0	1.07644	0	1.17586	0
ENST00000480296.5	38.01915	0	6.23869	33.78375	1e-5
ENST00000480321.1	6	12	11	23	7
ENST00000480340.1	18.98138	7.86837	49.97687	46.3585	3.34213
ENST00000480357.5	35.02361	162.57876	40.78948	80.64456	189.71084
ENST00000480426.5	30.16694	3.08822	122.17923	0	3.5345
ENST00000480444.1	8.49802	13.20293	7.09194	8.85258	4.82328
ENST00000480461.1	127.82268	461.05481	160.61755	178.48343	130.48319
ENST00000480468.1	1.70404	2.3001	1.72786	22.22482	9.43803
ENST00000480479.5	399.33127	157.0795	346.9722	121.32941	249.34034
ENST00000480592.6	12.67895	18.03992	10.91119	11.5284	30.14001
ENST00000480596.5	59.9684	1e-5	41.8597	32.31419	1e-5
ENST00000480643.1	15.37133	0	3.08816	0	1
ENST00000480655.5	5.72378	2.37904	11.5415	7.53858	0
ENST00000480665.1	0	1.07699	4	0	0
ENST00000480670.2	0	3.64746	10.21704	0.87471	2.62266
ENST00000480732.2	1.23567	0	0	2.54691	0
ENST00000480769.5	36.79627	136.57389	41.06457	40.96092	41.14337
ENST00000480863.1	71.66662	10.78769	30.52206	3.34747	34.6064
ENST00000480891.5	74.31817	28.76988	1e-5	0	3.8892
ENST00000480896.5	90.83526	157.01795	178.97183	77.21835	156.08228
ENST00000480929.1	9.23765	5.03204	7.29852	8.59431	5
ENST00000480941.1	4.19218	5.02621	3.18274	0	3.04579
ENST00000480968.1	12.98363	2.92053	11.92498	12.22223	11.97666
ENST00000481090.6	0	15.71814	1.03279	0	10.71373
ENST00000481194.1	23.78888	28.92987	8.04056	20.55585	19.44286
ENST00000481223.6	1.6973	25.35804	1.45766	1.86057	24.98849
ENST00000481238.1	94.99591	235.61979	91.96737	119.73984	267.28936
ENST00000481262.6	6.3083	3.02467	9.97612	7.72984	3.15454
ENST00000481272.6	114.8209	189.31357	119.95636	65.99068	155.96784
ENST00000481368.6	2.24568	3.81802	15.06905	21.89017	7.34318
ENST00000481424.5	13.23556	8.95924	4.31809	3.31513	19.08315
ENST00000481477.5	0	19.05089	7.96675	11.40335	6.2658
ENST00000481503.5	0	18.62188	2.36566	1.21457	1.11396
ENST00000481571.5	0	1.82499	5.1637	1.65638	0
ENST00000481652.1	12.73038	22.36329	9.41375	20.30538	15.7283
ENST00000481697.5	0	2.41579	0	2.51623	0
ENST00000481718.1	2.31607	22.91458	5.33582	3.08503	2.71942
ENST00000481791.1	56.86969	15.47857	0	15.74176	40.60825
ENST00000481880.5	0	0	8.05728	0	0
ENST00000481916.6	0	0	51.60029	1.07856	1.17174
ENST00000481950.2	75.68965	38.60021	83.57106	180.0177	57.0145
ENST00000481977.5	0	0	0	0	14.23442
ENST00000481983.5	43.18742	0	19.25	0	11.35533
ENST00000482017.1	0	0	1.06526	0	1.03454
ENST00000482090.1	22.92157	20.69131	64.55028	26.89803	15.69116
ENST00000482240.5	0	0	1	1.05097	0
ENST00000482291.1	0	4	0	0	0
ENST00000482305.1	0	3.08623	0	9.22484	0
ENST00000482325.5	12.50296	35.57857	15.29937	3e-5	36.03033
ENST00000482327.5	15.54277	13.18449	39.75607	19.17621	27.80825
ENST00000482361.1	1.1762	3.21904	2.24706	3.27458	7.53271
ENST00000482816.5	0	2.28697	1.44026	1.54276	0
ENST00000482925.5	29.68265	33.44503	58.85721	3.36702	128.06335
ENST00000482974.1	1.35275	13.62737	5.547	8.42983	7.53242
ENST00000483001.5	0	0	7.90649	4.06379	0
ENST00000483003.6	19.91704	41.47623	26.3994	22.58903	22.66388
ENST00000483032.1	12	17.83321	1	0	0
ENST00000483055.1	2	8	5	7	9
ENST00000483056.5	8.6616	6.47816	3.02426	5.5596	5.48219
ENST00000483095.6	37.51072	5.60556	6.76587	4.68524	1.03529
ENST00000483122.1	8	37.6	9.64341	9.625	10
ENST00000483127.2	8.12414	0	2.27453	0	0
ENST00000483149.6	1.27678	7.23656	6.36656	6.98543	15.40209
ENST00000483174.1	0	0	0	0	2.06044
ENST00000483185.1	4	12	0	0	0
ENST00000483296.5	2	8.60345	62.09137	41.38258	3.67239
ENST00000483302.6	18.84492	28.45195	16.32654	16.15022	16.7558
ENST00000483327.5	6.59969	7.35989	9.6653	6.73597	6.25529
ENST00000483353.2	1	0	1	2	1
ENST00000483617.5	0	0	3.76956	1.25161	3.06992
ENST00000483620.1	0	0	8.91384	0	0
ENST00000483819.1	30.45063	19.93905	5.10287	3.84582	23.01272
ENST00000483916.2	1.57031	0	0	0	0
ENST00000483937.5	3.283	1.60054	40.1471	4.28341	2.74156
ENST00000484122.5	0	0	1.68839	9.40317	0
ENST00000484161.5	0	1e-5	20.14248	0	0
ENST00000484163.5	4.4633	0	2.96541	0	0
ENST00000484247.1	0	30.87975	3.03066	1.94667	2.47415
ENST00000484362.1	0	0.87832	0.66957	4.00116	0
ENST00000484445.5	1.14974	18.80946	3.18874	1.52234	17.77401
ENST00000484457.6	136.98478	189.57463	126.1412	112.62274	113.19212
ENST00000484475.5	0	3.11439	3.09919	1.10663	0
ENST00000484512.1	2.34734	13.54154	5.40709	2.46516	9.07483
ENST00000484561.5	1	3.12732	8.80552	8.98588	1.29335
ENST00000484633.5	13.66843	81.46481	4.17606	60.14239	18.32429
ENST00000484655.1	20.18697	29.311	17.32453	26.13493	23.2814
ENST00000484711.1	2.68989	0	48.24735	36.83993	1e-5
ENST00000484838.6	75.20638	33.86072	102.73967	65.11306	39.69711
ENST00000484846.1	133.3207	46.16081	102.55738	72.93487	24.81601
ENST00000484952.6	112.88815	86.83801	104.09151	100.60637	94.04191
ENST00000484973.5	45.63545	162.652	71.51104	74.05537	74.89063
ENST00000484982.1	1.03255	2.06798	0	1.01453	1.02637
ENST00000485081.5	260.31426	3.31375	335.91487	290.34919	2.42596
ENST00000485188.1	4	15.86403	3.82519	20.85897	0
ENST00000485189.5	0	0	0	0	0
ENST00000485191.5	6.40512	23.27489	21.03588	4.06512	0
ENST00000485230.5	17.9131	30.80399	8.00999	0	18.9066
ENST00000485271.6	2.61133	1.17228	10.54848	9.18597	1.30798
ENST00000485376.5	27.81344	8.50585	7.67136	7.01184	24.12658
ENST00000485462.5	55.07337	17.41557	60.91848	64.70538	29.78964
ENST00000485479.6	12.67494	22.40832	11.71074	20.53404	8.52715
ENST00000485498.1	22.10867	7.86078	26.79078	22.87618	13.64047
ENST00000485535.5	46.23795	18.19389	126.84075	39.50618	8.12604
ENST00000485586.1	3.60634	3.38873	5.83158	15.18048	7.10471
ENST00000485587.1	10.64219	100.63249	18.11161	17.02055	41.77439
ENST00000485704.2	1.20304	0	0	1.24699	0
ENST00000485741.6	3.36063	1.90178	2.56533	0	6.28907
ENST00000485748.5	9.98921	3.50505	11.59407	6.20527	6.39817
ENST00000485750.1	33.13724	0	0	0	0
ENST00000485760.5	2.42066	23.14135	1.2494	0	71.60979
ENST00000485789.5	5.07831	8.20163	14.99999	3.32393	10.12532
ENST00000485816.5	2.1094	0	0.83043	0	0
ENST00000485902.1	0	2	5	2	11
ENST00000485942.2	12.64813	0	6.17426	5.53009	4.30924
ENST00000485963.5	16.6823	2.50099	6.23669	2.74895	77.7727
ENST00000486172.1	37.35352	15.74464	30.17125	74.88639	26.33043
ENST00000486175.5	5.24802	28.95175	6.46276	8.11624	8.21097
ENST00000486250.5	27.29731	100.53012	16.8	12.6	104.97027
ENST00000486300.1	0	4.76485	0	0	0
ENST00000486403.1	39.25372	25.87358	10.74932	0	5.13003
ENST00000486474.5	2	2.10416	4.30795	6.49425	4.51468
ENST00000486481.1	0	2.36823	0	19.73507	0
ENST00000486494.1	2.8063	3.60424	10.63949	28.04928	78.10553
ENST00000486506.5	7.32425	6	3	2.01791	7.18262
ENST00000486867.2	241.00587	944.48924	6e-5	12.19812	350.87743
ENST00000486901.1	3.58009	0	16.93738	11.28631	2.50586
ENST00000486937.5	28.97993	75.6848	137.70331	127.86399	30.36273
ENST00000486996.5	1.80968	10.41915	20.73468	15.54957	9.42336
ENST00000487045.6	23.95573	48.71059	13.10119	21	70.05647
ENST00000487162.1	8	5	8	10.19853	6.41865
ENST00000487174.1	2.30373	7.18149	0	0.15869	0.77829
ENST00000487177.5	14.66607	16.43455	16.12605	10.65133	23.47957
ENST00000487182.5	232.11094	854.07409	554.52386	19.02975	24.16878
ENST00000487192.1	26.44842	45.45532	15.38751	34.18117	43.94885
ENST00000487197.1	5.77047	0	0	1.91138	0
ENST00000487200.5	33.12043	37.69837	23.80662	16.47552	27.40555
ENST00000487223.5	29.89783	0	49.03549	140.90449	170.86138
ENST00000487229.6	2.37195	0	0	1.75998	49.90911
ENST00000487240.3	0	0	0.5	0	84.31285
ENST00000487249.1	1	0	0	0	0
ENST00000487253.6	2.53606	3.97072	21.57007	3.03205	6.96616
ENST00000487258.5	85.21399	78.95136	76.40729	157.24459	111.19603
ENST00000487279.6	7.20095	2.18752	2.63859	2.91164	2.03293
ENST00000487297.5	22.74069	5.56264	14.68457	10.87457	6.64864
ENST00000487413.1	0	3.5	0	1.03409	2.54433
ENST00000487418.8	85.576	286.15335	91.11941	115.88724	322.87884
ENST00000487452.1	30.20924	22.30412	25.68117	62.07088	42.50215
ENST00000487459.5	11.64691	9.84504	6.49204	2.67238	21.33583
ENST00000487506.1	0	2.43845	9.33301	24.49664	5.78751
ENST00000487509.6	302.86097	527.69315	318.45767	319.17209	644.79768
ENST00000487577.5	9.73568	27.74883	6.25175	21.67804	72.20721
ENST00000487583.5	0	0	0	0	31.90393
ENST00000487615.5	12.19698	37.18487	13.91703	38.52902	125.84984
ENST00000487638.5	178.24864	20.69892	185.10648	100.45755	38.68703
ENST00000487692.2	34.58982	12.46158	46.02836	16.42584	5.88242
ENST00000487755.1	17.95456	0	4.07801	10.1913	1.10946
ENST00000487788.5	34.3355	50.35246	28.01689	32.49064	36.14825
ENST00000487862.5	3624.4066	5.2e-4	3331.14151	0	926.43118
ENST00000487863.5	51	12.91613	67.5458	54.4948	21.41128
ENST00000488007.5	4.25204	10.64623	3.21134	3.75919	5.06225
ENST00000488031.6	29.46514	36.00779	43.4606	10.70348	14.48839
ENST00000488055.1	65.41068	13.4186	11.58918	13.86236	49.06456
ENST00000488117.5	18.89332	1.93892	31.04734	29.20659	8.17304
ENST00000488118.6	72.97977	34.36512	74.78682	65.61121	22.29999
ENST00000488149.5	17.08359	0	8.47197	8.73759	0
ENST00000488166.1	13	0	0	0	77.20794
ENST00000488263.5	4.10965	4.86962	32.99153	0	16.11361
ENST00000488300.6	51.23812	184.56032	69.74173	53.40005	96.2053
ENST00000488337.5	109.82132	9.28335	107.52669	86.10352	52.8606
ENST00000488482.1	0	0	1	1	4
ENST00000488490.1	7	0	0	0	0
ENST00000488765.1	2.05243	69.66122	67.45987	24.96703	116.52682
ENST00000489016.1	1.5	0	9	7.5	0
ENST00000489048.1	0	1	0	2	0
ENST00000489118.1	0	60.52168	0	0	0
ENST00000489170.5	3.68288	12.9385	3.40301	0	11.05289
ENST00000489173.1	6.95797	8.06216	7.17444	4.73904	2.67308
ENST00000489215.5	4.83334	13.30795	16.7351	4.66832	12.4574
ENST00000489261.1	0	1e-5	0	35.54252	19.47461
ENST00000489266.5	11.10815	59.15264	4.81908	12.47195	15.36378
ENST00000489267.1	1	0	0	3	0
ENST00000489288.7	149.09347	365.84287	151.07681	124.93139	361.4743
ENST00000489336.5	26.87278	35.72785	29.75949	31.1135	35.78629
ENST00000489417.5	328.00456	265.50669	315.31704	293.58307	330.94702
ENST00000489500.1	14.2549	3.72491	13.47628	14.73317	5.34803
ENST00000489572.5	0	9.83961	10.81969	8.25786	8.49282
ENST00000489617.5	39.91839	1.72277	53.39013	77.30609	14.05996
ENST00000489647.4	18.53222	18.15559	21.06357	16.24086	17.45106
ENST00000489960.5	0	0	0	0	0
ENST00000490029.1	15.8509	12.73817	15.02869	16.90275	11.54019
ENST00000490033.5	0	0	0	1	0
ENST00000490106.1	668.20048	64.07181	710.12506	652.2457	294.51378
ENST00000490239.5	2	0	0	0	0
ENST00000490316.7	104.66136	82.39346	117.89611	126.94513	45.19444
ENST00000490534.2	7.13517	22.31817	137.31531	22.33951	7.39503
ENST00000490537.6	6.06092	55.2887	47.81665	34.73877	25.12844
ENST00000490617.1	6.02933	1.57899	0.77251	0	0
ENST00000490679.5	2.48822	0	0	0	137.21027
ENST00000490724.6	22.37829	61.42219	19.41329	23.15815	54.97345
ENST00000490734.6	14.31369	17.37203	18.40669	13.10395	19.95257
ENST00000490762.5	70.79323	88.89587	65.45912	63.59949	69.22588
ENST00000490820.2	59.61013	0	58.07416	74.63189	2e-5
ENST00000490838.6	14.5685	3.05759	0	0	0
ENST00000490969.5	107.82469	296.19291	57.4911	123.18689	249.45821
ENST00000490991.5	79.45098	2.24093	51.55433	50.58851	5.40353
ENST00000491083.2	0	0	4.26276	5.49119	3.4917
ENST00000491154.1	26.06917	24.37846	26.12973	12.90139	19.85304
ENST00000491229.1	11.2145	45.40717	37.67399	57.47683	1e-5
ENST00000491344.7	24.76358	2.2516	5.68109	19.216919999999998	3.34534
ENST00000491407.1	7.20481	25.94389	23.54938	17.56171	21.33259
ENST00000491420.6	0	10.97866	1.41201	0	1.01834
ENST00000491431.2	12	32.90323	8.30189	6.72	33.55319
ENST00000491434.5	15.50551	9.42974	17.94438	16.13886	4.98374
ENST00000491458.1	1	20.26224	0	0	11
ENST00000491488.5	15.04629	29.84568	22	26.12973	9.17976
ENST00000491554.6	30.85462	10.1156	17.51386	10.50501	5.19956
ENST00000491569.5	83.78877	0	63.76172	170.08591	1e-5
ENST00000491581.5	2.13169	3	6.09389	5.36465	3.13845
ENST00000491606.5	21.95984	29.66325	19.2157	15.26391	32.3571
ENST00000491663.5	0	2.5	0.83043	16.87968	0
ENST00000491670.1	0	0	9.22265	0	15.48734
ENST00000491735.1	45.04991	214.22211	102.49453	77.18531	143.62691
ENST00000491761.1	6	3	1	5.46893	2.14612
ENST00000491765.5	318.46516	247.11375	252.24243	255.29176	338.5547
ENST00000491814.1	7.69874	1.7885	9.01664	8.80031	0
ENST00000491834.5	11.08284	7.04499	8.86373	17.16198	5.05908
ENST00000492088.3	11.76509	0	1.34595	7.18404	1.21722
ENST00000492118.2	0	0	0	0	16.28951
ENST00000492135.5	59.34767	493.29995	59.42865	44.89322	458.2808
ENST00000492136.1	105.03487	91.92747	92.21938	86.43395	103.89282
ENST00000492157.5	0	2.63096	0.48683	0.66425	0
ENST00000492182.6	9.52258	30.849	7.13911	24.52047	42.50247
ENST00000492263.1	7.25774	0	0	3.08302	0
ENST00000492302.1	13.75167	5.53721	2.85974	2.8041	7.68743
ENST00000492325.5	4	2	3	7	3.98186
ENST00000492344.1	0	0	1.1	3.88981	18
ENST00000492386.5	4.69311	6.53826	4.15757	9.44471	7.53009
ENST00000492399.5	2	2.11096	0	0	0
ENST00000492412.2	0	0	0	0	0
ENST00000492417.5	184.79012	46.52986	50.20396	37.1877	61.66523
ENST00000492431.1	8.96094	0	18.07114	0	2.21795
ENST00000492485.5	27.98345	41.59155	115.1682	0	11.35802
ENST00000492506.1	3.54058	17.07978	17.7757	0	2.46053
ENST00000492581.5	92.60873	9.41204	104.19562	122.80672	55.4342
ENST00000492612.6	0	7.73098	5.84896	6.58056	3.62854
ENST00000492630.2	4.55348	4.49886	9.07697	16.45359	28.3068
ENST00000492720.5	94.27959	5.88743	2.2365	96.73833	13.4362
ENST00000492741.5	114.70983	160.10029	65.81859	92.88217	113.85399
ENST00000492840.1	0	0	0	0	2
ENST00000492846.2	8.97532	14.91824	30.72039	7.42146	8.5579
ENST00000492871.5	19.91366	20.57983	36.00372	42.95215	22.73036
ENST00000492933.5	8.82585	28.71114	25.06982	19.43439	15.34633
ENST00000492998.5	12.64944	7.37235	18.06777	13.66814	6.14434
ENST00000493008.1	21.80374	0	3.13194	17.11979	8.7831
ENST00000493115.1	4.80981	0	0	0	2.09265
ENST00000493212.1	19.617	165.04197	15.12793	23.11851	97.18523
ENST00000493217.1	0	0	0	0	25.05737
ENST00000493327.1	3.80655	0	0	0	0
ENST00000493328.5	43.75591	41.43511	56.56668	39.26397	40.43958
ENST00000493358.1	0	0	0	6	0
ENST00000493443.5	0	2.03465	1.97774	0	1.04328
ENST00000493453.1	61.66499	127.86415	28.54821	45.23958	32.91701
ENST00000493460.2	38.30221	26.71064	31.21859	18.07283	17.23165
ENST00000493582.5	15.60276	16.31112	67.36389	8.19679	25.0855
ENST00000493587.1	38.98483	14.60393	24.13764	32.16411	10.32198
ENST00000493599.1	64.44311	9.76618	29.82286	41.54988	24.31806
ENST00000493661.2	0	1	0	3	0
ENST00000493678.5	740.54365	2069.38012	671.11034	706.04791	1750.72991
ENST00000493821.6	78.6127	20.9353	82.86058	75.84332	34.61268
ENST00000493831.1	1.18114	0	1	0	18.15745
ENST00000493960.6	67.13403	127.87506	60.58715	53.55932	120.09633
ENST00000493973.1	67.07187	18.89871	61.64773	34.8329	11.56967
ENST00000493998.1	1.25	1.09217	0	2	0
ENST00000494101.1	6.14152	37.85423	1.69997	67.8631	11.4057
ENST00000494513.1	0	290	0	0	0
ENST00000494557.2	35.70956	3.18107	6.09061	3.88713	10.37148
ENST00000494649.5	0	13.35828	4.61058	8.97607	8.5054
ENST00000494710.6	4.65718	8.70789	3.79818	1.08605	13.14453
ENST00000494728.5	2.40458	0	0	1.72829	6.22617
ENST00000494771.5	70.90906	80.322	0	97.92773	63.37297
ENST00000494774.5	2e-5	130.04183	65.13	31.4902	194.89007
ENST00000494833.1	3	0	0	0	2
ENST00000494857.6	1.5	50.22829	0	7.5	23.44002
ENST00000494866.1	11.84473	36.67909	6.4928	11.24989	4.85152
ENST00000494909.5	19.63535	12.98983	42.99726	61.52253	76.83308
ENST00000494912.5	58.10055	41.44296	97.51523	39.39694	17.84639
ENST00000494942.5	9.10354	1e-5	6.99224	5.22276	0
ENST00000495063.6	0	1.71438	1.17024	0	0
ENST00000495082.5	0	0	0.85133	0	0
