isoform_id	EP1.BRN3B.RO	EP1.WT_ROs_D45	H9.BRN3B.RO	H9.CRX_ROs_D45
ENST00000341633.9	70.09051	16.74195	103.07613	4.70458
ENST00000341697.7	74.20616	54.88876	47.48422	22.01684
ENST00000341752.11	10.43131	13.50425	0	14.20748
ENST00000341754.8	98.92886	134.90884	57.78726	119.35994
ENST00000341911.10	12.88123	114.56476	0.73735	110.95072
ENST00000342002.6	5.002	2.65673	1.53806	3.96204
ENST00000342115.8	139.56412	82.73779	125.64408	99.50164
ENST00000342136.9	10.91331	21.91191	4.1698	10.18133
ENST00000342175.11	0	90.33808	0	24.96667
ENST00000342183.9	18.52566	2.92105	4.17633	0
ENST00000342228.7	42.53796	0	68.58901	0
ENST00000342247.10	3e-5	87.2856	3e-5	102.73591
ENST00000342316.8	46.50128	135.84715	30.20855	61.73336
ENST00000342350.10	43.58285	14.82892	53.33333	66.88776
ENST00000342421.9	36.79374	4.74425	159.3516	0
ENST00000342435.9	75.39168	115.39444	33.46034	113.5482
ENST00000342454.12	1.93029	0	9.7355	23.2168
ENST00000342503.8	379.4699	836.76001	296.01683	469.19253
ENST00000342558.3	79.61942	152.46814	68.9505	115.93832
ENST00000342702.8	109.52522	52.29874	102.53547	73.79062
ENST00000342753.8	1.802	3.62934	0	8.47742
ENST00000342771.10	405.44525	155.24979	397.43233	216.11887
ENST00000342854.10	129.25911	90.40294	70.22028	63.73947
ENST00000342992.11	522.65818	43.2545	0	2e-5
ENST00000343003.10	21.01612	0	1e-5	0.0466
ENST00000343195.8	30.88594	0	40.46925	1.48092
ENST00000343253.11	30.31399	5.59595	14.56339	10.36837
ENST00000343289.9	235.5622	271.17138	357.29437	258.36554
ENST00000343325.9	308.93874	135.05882	342.35801	178.18182
ENST00000343597.4	71.20327	276.31841	13.60391	243.4863
ENST00000343599.5	0	0	0	1.06366
ENST00000343600.9	67.60943	31.99226	45.42175	5.18555
ENST00000343638.9	464.50022	249.30325	341.77916	289.22703
ENST00000343796.6	46.02133	0	71.02002	1e-5
ENST00000343846.7	24.65637	8.99654	10.46371	8.73092
ENST00000343979.6	71.52982	52	53.34526	46
ENST00000343984.5	61.43088	95.44761	25.42092	84.05774
ENST00000344029.6	23.45227	3.88742	30.44944	1.12673
ENST00000344041.10	65.15835	25.42027	64.65201	31.72187
ENST00000344063.7	4304.02235	10176.99999	3044.21558	9589.48675
ENST00000344135.5	88.19243	73.57	127.63267	4e-5
ENST00000344140.6	0	1.34375	3.40668	1.43038
ENST00000344204.9	539.4992	494.27085	300.7035	573.0739
ENST00000344213.9	3.58624	0	0	0
ENST00000344408.10	36	27.13078	45	27.5173
ENST00000344537.10	293.84699	234.83324	242.31038	205.28382
ENST00000344629.12	29.33149	84.104	22.02055	113.2154
ENST00000344641.8	139.99333	216.63364	117.65024	197.32606
ENST00000344691.8	10.6035	94.77263	2.10942	81.38549
ENST00000344697.3	210.6038	163.17237	223.24658	155.33275
ENST00000344721.8	6.14747	4.23482	27.11695	0
ENST00000344730.8	66.83279	1e-5	37.48832	0
ENST00000344768.10	136.53621	47.81735	70.81165	39.19968
ENST00000344887.10	2.27651	4.72888	1.4014	2.5754
ENST00000344920.9	258.91872	292.4712	299.70416	297.09719
ENST00000345201.6	8.05034	11.48816	0	20.08937
ENST00000345330.9	365.68763	19.53629	465.82825	18.16657
ENST00000345425.6	17.63994	40.11728	36.70534	37.33261
ENST00000345429.10	42.30375	6.36562	38.08021	1e-5
ENST00000345451.8	12.67108	4.88008	4.79667	11.99796
ENST00000345519.10	1220.04252	1795.94188	980.72162	1952.56172
ENST00000345530.8	153.86112	70.56057	236.40191	17.71104
ENST00000345664.10	0.35125	0	10.67591	0
ENST00000345745.9	4.09284	8.65806	7.4049	10.58714
ENST00000345807.7	404.35875	463.85527	273.4632	464.45733
ENST00000345865.6	485.09305	771.89683	421.43236	659.65957
ENST00000346049.10	4.06249	16.54806	10.80566	14.17847
ENST00000346134.11	49.38757	72.19485	80.90157	36.8777
ENST00000346166.7	239.47228	205.48813	303.37103	168.68501
ENST00000346169.7	483.86341	690.8882	264.12781	797.81945
ENST00000346301.8	277.09533	101.71374	255.59803	83.61578
ENST00000346365.8	139.39744	214.56808	95.17276	183.3131
ENST00000346530.9	6.8885	0	5.73175	3.68706
ENST00000346562.6	20.05962	1e-5	10.83793	0
ENST00000346618.8	71.95082	143.81818	19.29412	236.57265
ENST00000346691.9	6.02785	3.20925	3.80557	7.60225
ENST00000346968.2	14.32318	1	5	5.49854
ENST00000347027.10	37.96208	5.38838	20.58555	18.6814
ENST00000347230.9	114.24166	143.54598	165.32919	126.52103
ENST00000347302.7	43.93703	20.40988	32.37415	10.33904
ENST00000347328.9	60.70991	16.08538	44.61526	23.48945
ENST00000347528.8	13.22107	13.3133	25.09904	6.84837
ENST00000347613.9	131.31494	93.98216	183.59158	124.25182
ENST00000347631.8	127.7994	139.91473	90.00966	160.97803
ENST00000347703.7	17.07357	165.47513	11.87346	126.90456
ENST00000347739.3	51.09341	52.86795	44.57325	53.6124
ENST00000347755.10	0	41.30667	5.74467	47.49295
ENST00000347970.7	208.7935	232.71241	149.20349	204.46251
ENST00000348039.9	0	2.02508	0	4.06156
ENST00000348066.8	132.50035	52.02363	136.57384	46.5042
ENST00000348108.8	3623.70747	1660.26782	2889.69883	1751.53044
ENST00000348286.6	13.05032	136.80146	27.32805	112.76972
ENST00000348295.7	4.12198	3.24296	1.28986	1.73838
ENST00000348335.7	195.19003	71.81479	207.35646	97.78209
ENST00000348433.10	45.72279	22.24261	23.65225	13.51177
ENST00000348459.10	48.94891	450.27112	10.51616	393.26751
ENST00000348513.12	1344.5142	2852.0384	899.07237	1783.81965
ENST00000348750.8	45.5244	50.7536	35.56049	343.01347
ENST00000348824.11	54.95295	7.28463	14.59908	14.39524
ENST00000348850.9	94.09592	8.02056	38.0515	9.75954
ENST00000348997.9	132.67827	138.46614	137.02989	118.17643
ENST00000349213.7	879.74595	192.33655	650.2702	236.07304
ENST00000349241.6	9.66689	19.59411	0	20.09999
ENST00000349456.9	678.20209	654.65889	694.9946	541.87511
ENST00000349511.8	447.23998	213.81227	364.00625	153.72111
ENST00000349598.6	143.61489	14.08306	100.3412	29.12928
ENST00000349752.10	41.13043	19.09128	36	21.22314
ENST00000349792.9	515.02563	300.17313	460.84843	324.59348
ENST00000349880.9	390.38422	162.49577	223.29643	203.94592
ENST00000350199.8	209.52871	444.86769	156.25913	352.49038
ENST00000350302.8	169.6253	148.93822	150.81069	116.57323
ENST00000350481.9	80.5653	40.68119	90.08756	39.78298
ENST00000350696.9	41.27959	0	36.96102	1e-5
ENST00000350773.9	4.80584	14.3149	13.04845	30.82409
ENST00000350777.7	69.70784	99.94959	64.3196	101.38527
ENST00000350995.6	177.54478	284.22424	87.37356	239.70912
ENST00000350997.12	668.15394	1717.39841	672.05299	1769.65373
ENST00000351217.10	762.16427	485.11425	399.77296	506.12742
ENST00000351218.6	70.03616	51.22596	7.5142	126.23054
ENST00000351293.7	61.49572	52.04429	72.84811	71.88411
ENST00000351439.10	24.2806	0	9.428	6.15684
ENST00000351488.7	20.9027	27.87091	25.55902	23.34001
ENST00000351659.7	2e-5	36.7191	0	0
ENST00000351677.7	415.21186	329.02016	310.92605	229.21133
ENST00000351747.6	0	0	0	0
ENST00000351870.8	226.34748	169.94265	108.53071	189.80043
ENST00000351937.9	39.57064	23.86764	28.62203	12.43682
ENST00000351989.8	75.81493	122.56803	167.85747	136.79714
ENST00000352041.7	21.34503	4.3141	3.64973	6.62424
ENST00000352066.8	223.82215	183.74751	176.07807	110.47432
ENST00000352210.9	70.2094	15.93661	34.81104	21.67707
ENST00000352241.9	40.53752	43.53493	24.79767	29.14707
ENST00000352251.8	281.06196	374.86842	254.54195	383.06708
ENST00000352431.6	5.0597	14.56225	13.63183	9.64893
ENST00000352433.10	256.44842	2238.02976	129.14334	1771.02753
ENST00000352511.5	359.58302	852.80471	300.0066	849.49135
ENST00000352529.1	8.1692	0	3.2	0
ENST00000352634.8	50.2664	148.75787	21.04291	181.93161
ENST00000352684.2	18.13389	32.97565	69.07541	43.21164
ENST00000352767.7	91.85333	98.77616	39.35878	53.08726
ENST00000352848.8	8.12654	158.37743	26.1327	43.44309
ENST00000352896.9	7.79904	6.8799	2.0025	0
ENST00000352937.6	21.57993	19.29407	15.41548	13.74547
ENST00000353205.5	40.89686	156.87529	47.03012	152.15569
ENST00000353234.5	73.78029	104.30463	75.1064	133.99132
ENST00000353334.11	8	24	2.98695	50
ENST00000353533.10	291.53602	448.84479	255.80198	372.83969
ENST00000353555.9	2933.59011	2751.13978	3072.59848	3566.44635
ENST00000353739.8	11.08495	62.72265	35.59925	20.08613
ENST00000353979.7	28.3798	14.67158	23.30953	4.3274
ENST00000354105.10	70.45222	119.50856	142.41729	126.94287
ENST00000354190.10	1074.36418	0	939.74705	2.78879
ENST00000354191.8	44.75191	1.27363	7.4709	2.84306
ENST00000354209.7	9.68543	3.79198	13.16052	3.82556
ENST00000354216.11	514.89566	313.17401	587.8188	290.35914
ENST00000354228.8	22.18337	85.03514	16.34202	30.56645
ENST00000354267.3	89.53973	41.03618	38.89576	24.7101
ENST00000354289.9	41.02678	0.50966	8.66829	14.75186
ENST00000354293.10	357.02681	365.9905	325.0865	499.24519
ENST00000354321.11	1e-5	2.36389	74.18941	3.19611
ENST00000354325.2	1e-5	0	14.29647	8.01503
ENST00000354332.8	1.18548	5.35004	0	10.97349
ENST00000354416.7	0	10.41247	0	9.55202
ENST00000354421.8	128.49343	165.25466	250.94819	119.37246
ENST00000354452.8	388.4987	503.71599	280.25939	402.37561
ENST00000354498.9	8.42128	4.50142	9.19098	4.93477
ENST00000354500.6	49.04235	147.20595	42.46042	321.9637
ENST00000354545.8	60.51786	66.09854	29.05769	70.58509
ENST00000354570.8	211.39337	113.58948	244.24298	94.28763
ENST00000354586.5	154.2734	208.81356	134.44756	180.97462
ENST00000354588.8	98.38161	2.57772	480.69727	12.78311
ENST00000354667.8	462.47644	105.28724	0	12.5696
ENST00000354744.8	10.48101	0	64.66094	16.81106
ENST00000354753.7	51.93117	0	246.06784	0
ENST00000354772.10	313.23518	288.31831	224.04233	244.49365
ENST00000354785.11	736.3156	185.23816	128.61783	58.87287
ENST00000354884.8	137.18356	155.97096	107.94492	172.40722
ENST00000354900.7	16.18544	0	63.08311	0
ENST00000354959.9	69.9493	122.78846	50.82286	75.96719
ENST00000354960.8	174.04136	279.43798	135.50196	86.61371
ENST00000355022.8	16.65409	29.2488	20.27511	31.16573
ENST00000355119.9	0	12.14188	0	16.44873
ENST00000355123.9	25.3973	51.79572	194.53192	55.04528
ENST00000355135.6	287.71864	135.27231	169.94147	41.66706
ENST00000355178.8	4.07292	1.57216	3.18727	3.33214
ENST00000355203.6	37.66089	0	24.51792	35.95767
ENST00000355219.4	2.55207	0	51.4467	0
ENST00000355238.11	446.11637	1312.3287	477.85672	1124.21699
ENST00000355327.7	0	9.7442	0	0
ENST00000355385.7	36.28517	77.39266	44.24475	64.85665
ENST00000355498.6	23.20339	68.17615	17.48287	56.86246
ENST00000355499.9	197.44493	132.21735	200.32591	104.91441
ENST00000355520.6	148.66628	39.44103	172.66606	30.68047
ENST00000355528.9	74.71242	193.78977	74.62692	239.95304
ENST00000355531.7	1.16918	5.90192	49.19956	1.48107
ENST00000355540.7	63.29434	60.93085	39.48597	287.19
ENST00000355552.8	121.26505	184.29594	124.48944	174.27119
ENST00000355636.10	63.30765	7.39038	8.9967	6.58912
ENST00000355637.9	0	4.69718	0	0
ENST00000355657.6	0	0	3.60908	0
ENST00000355772.8	5.89275	3.74193	5.11321	4.15688
ENST00000355797.7	461.35163	198.91404	563.19255	276.11358
ENST00000355809.4	133.136	190.34022	30.01	4.2708
ENST00000355917.7	38.90571	11.62096	34.39959	4.26947
ENST00000355969.11	39.20289	62.50195	23.37512	103.44322
ENST00000356005.8	119.28258	1e-5	28.60605	0
ENST00000356073.8	652.84096	463.87458	735.25556	387.24659
ENST00000356141.9	164.36623	130.38556	107.69905	136.92547
ENST00000356150.10	13.66248	1e-5	32.31713	1e-5
ENST00000356157.12	11.24123	57.39578	15.59636	108.87936
ENST00000356198.6	4.79386	13.17913	0	4.28325
ENST00000356264.7	148.59766	47.95487	275.36879	43.74289
ENST00000356300.9	192.34699	108.16814	150.88578	83.95623
ENST00000356331.9	26.36227	21.91311	2e-5	1e-5
ENST00000356388.9	178	237.46186	129.56445	272
ENST00000356444.6	55.71518	1e-5	53.7425	35.35441
ENST00000356464.10	78.33453	171.1241	70.52947	148.12434
ENST00000356467.5	313.93179	404.18558	277.41059	425.49135
ENST00000356489.9	103.42599	63.73754	75.00083	52.64603
ENST00000356521.9	137.51125	189.14805	221.03635	24.45274
ENST00000356577.10	901.61155	2638.04568	1283.11204	2568.66947
ENST00000356583.9	127.55942	82.31556	111.31489	75.12576
ENST00000356637.9	25.4078	1.76547	57.29642	0
ENST00000356640.7	16.42298	13.97944	19.10028	9.75954
ENST00000356684.8	44.10683	29.11604	71	20.59707
ENST00000356736.5	36.51963	62.58962	21.40603	29.43502
ENST00000356738.6	23.13471	28.06916	29.72342	11.68356
ENST00000356805.9	1366.89453	828.09841	2437.05054	875.32781
ENST00000356836.10	43.4703	20.48818	10.9833	19.96938
ENST00000356918.8	0	0	9.45158	0
ENST00000356921.7	36.67683	15	29.34203	11
ENST00000356942.9	1016.42797	409.44034	539.59198	246.93946
ENST00000356950.2	24.16188	174.56186	9.72973	258.86135
ENST00000357002.5	89.97522	140.16214	73.92999	86.99818
ENST00000357033.9	354.06607	9.64654	1034.02055	29.17133
ENST00000357036.9	57.71472	3.85029	32.5172	21.4288
ENST00000357058.7	102.01098	96.22621	145.73503	107.03259
ENST00000357077.9	11.49252	238.71294	10.02871	95.35376
ENST00000357115.9	252.15145	166.05261	406.49445	92.35705
ENST00000357119.8	0	7.44225	8.55111	10.26686
ENST00000357162.7	181.93376	241.79322	183.96578	171.58288
ENST00000357227.9	978.23761	1259.10549	723.27663	1308.59437
ENST00000357235.6	213.97481	25.69225	163.0825	86.19718
ENST00000357310.5	20.01658	29.02879	16.81826	29.40743
ENST00000357337.11	43.46897	185.21164	69.12765	117.91724
ENST00000357345.7	18.41742	2.04501	14.92837	4.98973
ENST00000357444.10	11.99586	4.60739	8.54141	38.60233
ENST00000357481.6	85.52815	96.53272	67.85903	140.85673
ENST00000357491.10	20.03916	54.21247	4.92697	56.79749
ENST00000357537.4	124.64341	39.04165	55.36966	19.75219
ENST00000357540.8	5.23446	13.71275	15.13197	0
ENST00000357560.9	3.60319	3.50509	4.06043	7.4187
ENST00000357586.7	116.04175	27.8234	162.97618	29.57989
ENST00000357637.10	3.91939	18.74944	8.75019	13.26552
ENST00000357685.11	75.92834	7.01967	53.4511	0.5182
ENST00000357710.8	69.33478	0	102.73908	2e-5
ENST00000357720.9	0	82.27461	42.41163	87.81371
ENST00000357721.3	123.08594	12.88889	77.75342	14
ENST00000357732.8	270.74641	98.38646	360.06379	126.34284
ENST00000357758.3	16.31839	21.55787	9.82483	29.72628
ENST00000357769.4	0	17.59113	0	1.59035
ENST00000357783.6	59.11055	66.24208	23.68867	43.36628
ENST00000357798.9	15.51912	4.22061	8.25686	6.54571
ENST00000357802.7	113.07079	112.1317	59.34634	79.13219
ENST00000357847.9	282.2987	249.64446	254.94135	216.79899
ENST00000357869.8	218.53273	208.44174	140.3424	197.39526
ENST00000357881.8	0	0	0	0
ENST00000357899.9	130.88921	175.92005	57.9739	58.12494
ENST00000357917.4	226.19608	73.40426	401.62921	32.30572
ENST00000357927.7	7.32163	0	6.17873	0
ENST00000357970.7	339.48996	96.68148	503.84692	36.48193
ENST00000357997.10	339.45087	381.06878	302.44578	449.52529
ENST00000358024.8	110.89565	107.65633	119.00607	205.60558
ENST00000358038.7	37.78849	0	83.48156	0
ENST00000358062.7	4.70874	10.24725	12.8284	3.51878
ENST00000358064.3	16.45561	6.83625	55.95857	20.5
ENST00000358066.8	2e-5	1e-5	9.98371	10.82963
ENST00000358067.5	31.38559	32.93108	84.13043	24.60037
ENST00000358082.7	17.05415	0	0	288.23768
ENST00000358102.8	29.63226	16.56827	22.8836	4.6385
ENST00000358139.6	0	0	7.89617	0
ENST00000358173.8	106.21219	111.27834	38.54512	235.69968
ENST00000358278.7	42.256	373.33351	57.21262	920.43203
ENST00000358295.9	183.69769	6.04121	111.50555	20.6069
ENST00000358301.7	29.09273	72.55857	32.47517	54.01385
ENST00000358356.9	0	0	0	0
ENST00000358380.10	18.20909	1.1585	11.73182	2.69764
ENST00000358441.6	105.4192	27.93013	93.50281	32.6887
ENST00000358461.6	134.43712	144.53646	96.20902	170.48228
ENST00000358517.6	388.42508	298.77421	186.43358	225.56213
ENST00000358537.7	291.1276	202.57274	130.36531	205.79388
ENST00000358544.7	57.38789	64.3745	73.49229	29.43217
ENST00000358580.9	2.43351	1e-5	0	1e-5
ENST00000358595.10	345.85622	196.75982	307.66083	177.48118
ENST00000358711.7	14.69188	1.5088	9.08765	5.87732
ENST00000358741.4	1e-5	25.79379	0	11.02488
ENST00000358784.11	7.71027	43.42824	18.16045	29.30622
ENST00000358835.7	561.09589	159.57789	0	1e-5
ENST00000358872.7	8.11744	68.33145	1e-5	5.28597
ENST00000358883.8	1.32273	4.60504	3.72713	0
ENST00000358901.11	1452.88428	1848.80173	1078.38716	1941.32053
ENST00000359003.7	503.6831	675.33959	538.59332	720.08832
ENST00000359013.4	0	0	10.67314	0
ENST00000359028.7	1015.52533	8.02132	2267.10477	11.42064
ENST00000359032.10	144.16026	28.15747	177.47666	31.62279
ENST00000359139.7	166.12033	134.94836	133.8378	161.33518
ENST00000359152.10	111.39036	83.76736	112.5434	80.83693
ENST00000359154.7	87.632	116.24065	86.90484	140.34765
ENST00000359205.9	27.9427	17.60496	32.77557	14.30367
ENST00000359218.10	0	90.33808	197.84929	24.96667
ENST00000359247.8	25.87291	24.53987	11.0502	10.02931
ENST00000359285.10	48.77539	31.81994	28.09526	45.57186
ENST00000359297.6	106.76907	27.59185	149.71593	6.5662
ENST00000359337.9	150.59295	138.85489	105.66556	198.2979
ENST00000359373.9	86.77838	32.82423	66.92788	40.14483
ENST00000359428.10	266.39757	362.42814	166.41437	313.6316
ENST00000359446.11	46.75598	10.8658	36.54912	20.22138
ENST00000359450.6	127.52995	26.96795	35.96551	20.08527
ENST00000359466.10	18.70056	2.32003	3.88237	3.31313
ENST00000359513.8	88.84292	30.12263	105.95518	44.23098
ENST00000359526.9	205.29142	312.50508	255.68011	369.56667
ENST00000359568.10	106.25591	249.07371	117.52472	407.21238
ENST00000359671.5	205.02989	12.73941	40.37147	12.19309
ENST00000359676.9	1054.43569	340.15366	1433.16697	352.61352
ENST00000359680.9	125.49516	201.45344	70.41173	137.05891
ENST00000359720.3	6	0	5	0
ENST00000359742.9	74.04725	106.22982	78.33457	150.52614
ENST00000359744.8	53.26006	78.82591	54.8395	56.78793
ENST00000359761.7	7.4501	70.19799	45.98265	72.36068
ENST00000359842.10	546.77871	19.25	630.98906	40
ENST00000359863.8	43.40765	44.14119	44.50106	59.33409
ENST00000359872.6	509.52381	0	81	0
ENST00000359972.6	15.22444	1e-5	1e-5	21.63703
ENST00000359978.10	8.27651	14.02748	4.84636	9.59662
ENST00000359980.5	221.4677	161.9575	103.18437	177.60569
ENST00000360039.9	23.51379	3.13735	10.11995	2.75626
ENST00000360096.3	0	13.84267	0	8.77887
ENST00000360131.5	58.63798	165.08225	65.21688	121.01641
ENST00000360135.8	7.21127	0	0	2.3983
ENST00000360156.11	27	39.07087	22	4
ENST00000360184.10	988.23677	425.87924	53.20417	280.84167
ENST00000360187.9	233.73795	177.58405	260.55402	123.06894
ENST00000360228.11	2.83988	106.14643	113.35901	63.12766
ENST00000360265.9	110.35302	7.39587	121.85444	23.02141
ENST00000360273.7	118.18197	5.43971	95.78825	8.41986
ENST00000360284.7	1e-5	0	0	0
ENST00000360301.8	29.0664	0	46.36566	10.8516
ENST00000360317.7	6.94043	12.07144	8.74016	8.01387
ENST00000360319.9	235.37442	819.60559	117.76657	1521.26897
ENST00000360348.6	4.00435	0	0	1.79035
ENST00000360351.8	550.69849	289.817	430.02762	162.6968
ENST00000360385.7	34.19854	7.89634	36.4882	11.18656
ENST00000360442.8	124.30532	173.84772	97.82668	240.80102
ENST00000360467.7	245.40777	863.30035	101.00851	1038.34495
ENST00000360529.9	41.72267	7.22964	25.14842	6.66424
ENST00000360570.8	20.36516	19.36142	30.05684	18.98482
ENST00000360620.7	5.0187	1.61139	0	2.54175
ENST00000360642.7	129.54109	108.68002	178.38782	96.28488
ENST00000360663.10	507.99461	271.18507	508.96344	259.12148
ENST00000360688.3	5.23763	0	3.58573	0
ENST00000360729.8	51.61648	22.53414	28.999389999999998	17.13446
ENST00000360742.9	65.847	55.88224	57.74881	25.45434
ENST00000360768.5	294.34339	202.54121	208.3438	222.50155
ENST00000360796.10	342.83324	843.85574	294.23762	704.39225
ENST00000360798.7	41.05583	48.99681	38.56689	56.97394
ENST00000360802.6	11.61011	4.517	4.08698	12.23518
ENST00000360823.6	38.74784	258.81015	14.35892	328.12619
ENST00000360870.10	10.48969	2.29683	13.54443	2.16317
ENST00000360902.2	22.26641	3.3124	21.23696	34.2688
ENST00000360911.7	136.18583	116.86806	162.33367	206.22554
ENST00000360966.9	4	0	2	0
ENST00000360997.7	488.91233	9.22527	210.05766	13.69796
ENST00000361028.5	139.64365	54.45965	209.7821	48.42006
ENST00000361040.9	22.44667	17.95209	2e-5	3.61306
ENST00000361053.8	15.15647	0	5.56376	0.5182
ENST00000361055.9	619.11725	596.7202	537.66054	484.13015
ENST00000361092.9	52.69705	14.37758	70.85401	39.79644
ENST00000361099.8	219.81837	270.18979	359.19579	281.79557
ENST00000361125.1	26.10496	2.925	72.53484	0
ENST00000361162.10	805.25256	977.71645	829.62929	713.48676
ENST00000361183.8	1364.44467	1553.93212	1155.80937	1368.47805
ENST00000361203.7	63.23031	165.92672	12.51826	38.72006
ENST00000361221.8	118.88729	120.04304	133.9885	114.52102
ENST00000361242.9	107.95661	103.44378	106.01978	87.45331
ENST00000361247.9	86.9928	131.07265	59.69462	134.49678
ENST00000361278.7	70.80505	33.70606	73.59886	19.75999
ENST00000361283.4	222.66241	375.92751	169.42705	438.23889
ENST00000361288.9	229.21957	476.70499	170.43215	407.88466
ENST00000361303.7	92.15866	7.54488	181.73267	8.63922
ENST00000361368.7	121.82314	114.075	193.42593	120
ENST00000361392.9	22.04291	8.97982	26.45929	12.52052
ENST00000361400.9	29.45962	48.1396	10.41122	57.08128
ENST00000361409.2	52.01431	43.76143	21.53826	38.65827
ENST00000361418.10	637.48686	100.6514	1087.17891	87.32587
ENST00000361436.10	359.60737	367.65236	253.63669	383.38058
ENST00000361471.8	32.07244	11.87105	13.9914	12.17947
ENST00000361521.9	342.02334	549.12341	255	556.64927
ENST00000361538.6	201.80216	304.64295	206.70284	327.39415
ENST00000361544.11	25.61229	48.40815	19.89789	56.90322
ENST00000361559.8	30.7607	67.48852	60.21182	70.3218
ENST00000361571.9	0	17.74244	9.29473	9.93133
ENST00000361581.9	1.03896	0	2.54053	0.68711
ENST00000361648.6	35.35341	25.08069	46.45278	25.88582
ENST00000361737.9	20.3263	4.42174	0	5.6651300000000004
ENST00000361742.7	50.0289	13.29153	4.33086	17.88584
ENST00000361762.3	41.69279	112.09955	5.40833	116.10684
ENST00000361778.7	90.37074	34.79952	59.91607	61.82567
ENST00000361790.7	147.31123	61.82067	37.16104	36.12302
ENST00000361823.9	83.70673	327.47769	99.69464	612.63085
ENST00000361837.9	16.63502	63.95962	4.27772	72.52107
ENST00000361874.8	27.74632	10.57616	22.50927	6.11237
ENST00000361936.9	58.51798	12.2196	39.26071	9.93401
ENST00000361959.7	35.73803	24.14771	13.1531	14.87136
ENST00000361961.7	983.0594	787.19635	1021.52407	771.66086
ENST00000361972.8	1e-5	1e-5	1e-5	0
ENST00000361981.7	255.64854	219.11281	256.76739	217.74368
ENST00000361999.7	248.20836	166.10025	327.85095	219.9314
ENST00000362021.9	148.20986	52.54996	128.69315	107.03417
ENST00000366187.2	9.96352	5.331	7.2589	1.09678
ENST00000366209.6	1.19234	0	0	10
ENST00000366365.3	4	3	6.00024	4
ENST00000366471.7	5.03254	4.8825	0	14.8965
ENST00000366527.4	1270.80689	656.09442	1061.48049	521.09688
ENST00000366557.8	5	0	16.68094	0
ENST00000366559.9	5	38	16.68094	166.18339
ENST00000366574.7	16.76318	2.28033	0	4.33333
ENST00000366612.1	57.92845	42.08855	46.76243	41.67598
ENST00000366613.1	34.07713	18.70643	24.05532	31.9923
ENST00000366615.10	114.26624	74.69641	49.46537	28.9802
ENST00000366667.6	115.72219	13	172.08581	15
ENST00000366669.9	373.06588	309.29377	307.61446	262.92623
ENST00000366687.5	149.10487	159.59991	258.76767	190.21875
ENST00000366704.2	43.44426	3.43792	71.92426	3.85787
ENST00000366711.4	143.74986	158.30769	53.98649	170.625
ENST00000366718.5	995.46011	7.42115	1187.55568	18.14019
ENST00000366728.6	152.16048	88.19688	201.08544	107.18173
ENST00000366783.8	95.58978	136.39331	74.3532	114.44657
ENST00000366813.1	15.48481	0	3.47077	0
ENST00000366814.3	6.66814	5.32931	14.55335	14.26638
ENST00000366815.10	119.9465	329.71896	94.77243	219.4194
ENST00000366816.5	26.84897	10.63414	41.76042	12.59962
ENST00000366839.8	602.01513	563.66782	603.45529	511.51071
ENST00000366878.9	4.89137	4.55421	6.05836	7.08474
ENST00000366888.7	23.26725	22.86876	26.4643	10
ENST00000366919.6	97.52455	32.79139	139.56057	46.4242
ENST00000366920.6	39.06955	64.97092	44.8332	34.37477
ENST00000366927.3	56.03656	46.85384	73.19648	59.87965
ENST00000366928.10	191.93383	251.55461	157.05159	135.9106
ENST00000366942.3	4.94017	0	70.52483	0
ENST00000366998.4	0	2.32347	5.8948	0
ENST00000366999.9	59.75356	550.61882	19.06193	399.91264
ENST00000367090.4	140.2973	63	149.6	52.5
ENST00000367136.5	2	2	60.54746	23.97842
ENST00000367147.9	72.98845	0	70.57994	0
ENST00000367149.6	25.11963	2.93266	2.86914	1.78623
ENST00000367151.4	14.34903	3.41884	30.80571	0.82659
ENST00000367152.5	1.59373	0	1.84729	0
ENST00000367154.5	0	1.51481	1.70564	0
ENST00000367164.1	220.31646	88.71429	192.08511	119.64286
ENST00000367173.7	9.48485	1.55591	42.619	1.88539
ENST00000367203.8	5.98049	2.94374	7.47807	4.80192
ENST00000367204.6	2.48953	27.84923	3.91931	38.37176
ENST00000367295.5	38.4452	172.76135	42.13564	196.31427
ENST00000367296.8	168.85464	120.09073	128.2884	299.85813
ENST00000367302.5	30.34873	9.92153	26.25153	19.55683
ENST00000367330.6	6.5198	274.88518	9.51839	262.03767
ENST00000367332.5	53.10749	34.43194	32.99121	23.68312
ENST00000367333.6	124.71171	6.67056	217.77297	7.29245
ENST00000367334.9	1244.51116	676.12848	880.77679	618.03501000000006
ENST00000367397.1	237.15055	94.94582	268.37755	78.0817
ENST00000367399.6	131.44565	190.65311	48.40864	75.67198
ENST00000367400.8	397.27854	591.37107	236.7503	265.92732
ENST00000367419.10	485.40932	0	422	0
ENST00000367519.9	86.58917	66.14937	115.76374	42.40597
ENST00000367582.7	91.58243	71.61975	57.48297	52.70922
ENST00000367584.8	31.03577	46.39308	7.87835	51.49484
ENST00000367596.5	44	44	59.18344	47
ENST00000367603.8	70.25879	20.92667	52.04869	56.8269
ENST00000367604.6	18.2982	36.48605	70.25619	3.27847
ENST00000367623.8	10.89704	10.54004	5.57036	19.52518
ENST00000367690.5	1.46532	0	4.45729	1.03538
ENST00000367697.7	207.0935	34.15902	195.76102	38.09237
