isoform_id	EP1.BRN3B.RO	EP1.WT_ROs_D45	H9.BRN3B.RO	H9.CRX_ROs_D45
ENST00000392064.6	0.6991	0	1.59388	0
ENST00000392102.6	21.10429	19.5609	14.58179	24.83552
ENST00000392142.9	3.01212	20.45901	4.54731	16.13164
ENST00000392190.9	6.99383	9.40329	0.73796	1.11547
ENST00000392193.5	3.39068	0.22467	3.80754	0.41276
ENST00000392194.5	51.05486	14.92299	128.6822	22.93559
ENST00000392206.6	0.35135	0.08175	0	0
ENST00000392225.7	70.42021	1.79503	42.53174	2.59422
ENST00000392321.3	0.78344	0.71934	0.63576	1.12392
ENST00000392322.7	0	0	1.63463	0
ENST00000392346.6	0.60955	0.40937	0.16311	1.20716
ENST00000392359.8	20.26013	17.0753	15.30015	19.24538
ENST00000392365.5	0.5549	0	0.2671	0.83047
ENST00000392370.8	2.32491	9.86418	1.87394	2.66195
ENST00000392413.5	1.72337	0	1.51604	2.88337
ENST00000392429.1	1.18984	0.09483	0.77951	0
ENST00000392467.7	1.01292	0.07446	1.46328	0.35062
ENST00000392496.3	2.05701	0.42307	1.33426	3.51445
ENST00000392502.8	34.191160000000004	38.41396	27.14596	34.34457
ENST00000392537.6	4.96241	8.7567	4.56126	9.78458
ENST00000392542.6	1.99027	1.36007	1.93713	1.23617
ENST00000392550.8	5.53727	1.42565	7.80587	1.45529
ENST00000392561.7	1.70458	6.02817	0.69012	4.05404
ENST00000392568.7	16.49899	15.4441	23.46516	14.44935
ENST00000392597.5	26.60216	35.82938	24.74446	37.23586
ENST00000392634.9	0.59112	0	0.27608	0.33031
ENST00000392687.4	10.858459999999999	6.91824	8.88251	5.66997
ENST00000392693.7	10.86226	6.89395	9.48398	3.49229
ENST00000392727.7	0	0.21128	0.21484	0.53068
ENST00000392842.6	0.254	3.28277	0.72581	5.66258
ENST00000392857.10	27.54595	55.85839	33.55921	47.36829
ENST00000392909.7	0	0.19335	0	0.11734
ENST00000392944.5	0	2.18756	0.19455	0.08485
ENST00000392952.7	11.96906	22.67221	4.8994	21.86253
ENST00000392955.7	2.77028	0.16602	4.35267	6.98496
ENST00000392973.8	0.33342	0	0.69454	0
ENST00000392981.7	29.13866	26.49083	23.3304	14.62353
ENST00000392990.6	2.19395	3.63195	1.76402	2.3573
ENST00000392994.7	2.88995	5.76407	1.8437	3.96032
ENST00000392996.2	0	1.79567	0	1.19769
ENST00000393028.5	0.64411	1.98237	0.85019	2.8633
ENST00000393033.9	13.25265	22.7405	18.71408	37.87912
ENST00000393034.6	0.80151	1.88305	0.87654	1.96361
ENST00000393035.6	4.34566	7.46338	3.89942	8.59003
ENST00000393040.7	0.7376	9.13622	1.35243	13.20667
ENST00000393051.5	0.22111	0.60234	0.12653	0.37793
ENST00000393077.3	2.58179	9.68636	3.04714	9.38088
ENST00000393084.6	0.73313	0	0.5745	0
ENST00000393102.7	0.11836	0	0	0.12194
ENST00000393158.7	1.82032	5.47081	1.2146	2.44772
ENST00000393160.7	11.03057	27.4187	8.74016	21.47942
ENST00000393183.7	3.57734	7.56281	2.72881	10.70073
ENST00000393190.4	36.60142	33.19659	35.28841	45.94307
ENST00000393207.5	0	0	0	0
ENST00000393208.6	0.75193	0.81627	0.73968	0.98924
ENST00000393250.8	9.87811	11.21254	6.48244	9.90339
ENST00000393353.7	0.5229	2.15956	0.72189	1.79124
ENST00000393357.6	0.4739	9.46577	0	4.08881
ENST00000393380.6	4.12975	0	6.67396	0
ENST00000393400.6	0.81967	0.39795	0.42571	0.45725
ENST00000393515.8	0	1.81878	0	0.41033
ENST00000393537.5	12.79976	9.83358	14.4258	10.80489
ENST00000393543.7	4.01115	1.79213	3.66423	1.93167
ENST00000393545.9	5.05554	10.2627	6.32691	6.29223
ENST00000393578.7	1.0491	1.72473	0.08224	2.11512
ENST00000393586.1	0	0	0	0
ENST00000393587.4	0	0.54576	0	0.08727
ENST00000393594.7	1.09268	0.72437	1.01075	0.31162
ENST00000393606.7	8.33565	20.31856	4.80755	16.99094
ENST00000393609.8	4.03324	3.12278	2.18826	4.10605
ENST00000393618.6	0.38392	1.7825	0.55944	0.61054
ENST00000393667.8	40.49981	48.55502	43.79405	34.46799
ENST00000393677.8	2.87693	0	0	0.65442
ENST00000393695.8	4.24501	17.07994	3.08349	24.80263
ENST00000393706.6	0.45252	0.61418	0	0.50538
ENST00000393733.6	0.30909	0.46908	1.14667	0.37074
ENST00000393743.8	2.61608	0.91457	1.95869	0.56306
ENST00000393760.6	0.36631	0.16515	1.05342	0.45749
ENST00000393780.3	1.15017	3.8169	0.91046	0.60988
ENST00000393852.8	0.78347	3.03052	0.6288	0.96708
ENST00000393917.6	0.95332	6.89092	0.72963	5.5722
ENST00000393925.7	0.22711	4.86282	0.32747	1.93532
ENST00000393957.7	7.28457	97.53119	8.4829	52.22845
ENST00000393958.7	1.63681	5.58063	1.30399	7.41335
ENST00000393960.7	0.98245	1.37446	0.69209	1.1675
ENST00000393964.1	7.65487	4.7386	2.09672	1.22369
ENST00000393991.5	3.30704	0.34879	0.21558	0.46237
ENST00000393997.8	0	1.09426	0.3089	1.99048
ENST00000394026.8	0.92681	0.50266	0.13707	0.40203
ENST00000394150.5	0.31936	0.62738	0.17017	0.13225
ENST00000394152.7	1.02072	4.72848	0.91861	4.79583
ENST00000394156.7	0	1.24395	1.32732	1.30106
ENST00000394179.5	0.63471	0.89996	0.45805	0.65767
ENST00000394196.9	112.61042	45.46802	129.20388	48.70991
ENST00000394215.7	19.06856	50.15146	13.60696	70.19535
ENST00000394253.7	0.81428	7.36128	0.50252	10.69471
ENST00000394276.3	0	2.98804	0.09666	2.64281
ENST00000394303.8	6.67769	3.91661	4.38794	2.09584
ENST00000394310.7	0.22574	2.03957	0.3876	3.60064
ENST00000394315.3	0.1329	0	0.88147	0.14008
ENST00000394348.2	0.67065	0	1.74902	0
ENST00000394349.9	175.98323	431.17519	146.19928	404.74664
ENST00000394366.6	25.56323	10.88292	31.34697	7.63158
ENST00000394376.7	0.49974	0.1162	0.24442	0.29943
ENST00000394419.9	0.51608	2.10586	4.55746	0.88097
ENST00000394434.7	15.0918	2.69335	9.58857	27.23765
ENST00000394439.5	1.76849	4.26655	1.05834	0
ENST00000394455.6	0.23884	0.26801	5.9193	0.4798
ENST00000394464.7	17.3149	6.10031	10.81245	7.46473
ENST00000394481.5	27.82506	0.43084	34.61118	0.47245
ENST00000394583.7	15.81353	4.95112	27.39359	3.31392
ENST00000394609.6	65.58941	0.56816	129.66498	0.18795
ENST00000394610.7	1.62253	5.66749	1.47377	3.26022
ENST00000394654.4	0.97052	3.43684	0.93753	1.9016
ENST00000394657.12	27.95578	11.59479	28.12002	11.08031
ENST00000394825.6	9.28623	1.00873	13.09378	2.80603
ENST00000394828.6	9.49764	3.71105	3.9846	3.50989
ENST00000394833.6	6.76114	6.27304	5.24651	8.36034
ENST00000394846.7	2.18822	0.69737	0.46248	1.11209
ENST00000394853.8	6.51707	12.4691	3.23268	11.04642
ENST00000394854.8	10.50244	15.56552	10.94078	25.43207
ENST00000394893.5	2.39355	1.22569	1.28586	1.23179
ENST00000394900.8	11.0669	11.1091	13.12601	11.64794
ENST00000394901.7	9.84125	4.57293	13.2603	4.02513
ENST00000394904.9	2.27764	0.42165	4.46808	0.46969
ENST00000394908.9	29.35499	37.43624	17.52837	33.45768
ENST00000394926.7	5.55182	0.76337	8.48709	0.86443
ENST00000394986.5	4.38	20.43652	1.39708	19.89497
ENST00000394991.8	19.81701	25.689	12.00228	25.75046
ENST00000395002.6	6.05664	10.51402	5.99138	7.52503
ENST00000395023.5	0	0	0	0
ENST00000395029.5	3.65165	7.56513	2.05849	4.90412
ENST00000395052.8	0.17071	2.75612	0.0983	1.29199
ENST00000395198.7	0.95135	5.14864	1.79942	4.09001
ENST00000395243.7	3.1374	3.85327	1.97576	4.60569
ENST00000395245.9	12.3353	19.49595	4.83261	23.57141
ENST00000395321.6	34.34052	0.79544	49.87155	1.11595
ENST00000395325.7	2.69091	0.7206	3.74649	0
ENST00000395407.7	0	1.07089	0.10208	2.44305
ENST00000395471.7	7.71789	15.49328	4.39278	17.97817
ENST00000395476.6	0.44146	1.43984	0.30295	0.40598
ENST00000395479.10	26.85009	0.85354	46.63595	1.12365
ENST00000395540.6	0.41475	0	0.58929	0
ENST00000395542.6	10.24397	0	6.31394	0.34305
ENST00000395560.7	3.32818	2.37491	6.23411	4.77375
ENST00000395564.9	1.12055	1.36527	2.08277	4.10928
ENST00000395594.2	0.19782	0.14367	0.42879	0.249
ENST00000395602.8	5.20863	2.82854	2.03769	3.70148
ENST00000395604.8	5.45008	10.60273	4.26183	12.82048
ENST00000395606.5	17.52564	7.87979	18.68437	9.57339
ENST00000395611.7	6.36495	24.10099	7.1269	24.25421
ENST00000395655.8	1.78306	1.33236	0.61298	1.17939
ENST00000395690.6	0	0	0	0
ENST00000395718.6	1.77338	6.13152	1.40102	3.73756
ENST00000395745.6	3.13186	3.13916	2.52675	1.50124
ENST00000395763.7	0.84831	1.20203	0.51512	0.9848
ENST00000395855.7	0.7731	0	0	0.11369
ENST00000395965.8	22.85331	16.19108	21.29703	19.90133
ENST00000396001.6	0.15837	0	0	0
ENST00000396027.9	1.87079	1.67919	5.90371	6.92091
ENST00000396033.6	0.56804	1.50361	0.14333	1.05637
ENST00000396053.9	13.83606	13.07919	9.86346	13.89314
ENST00000396068.6	1.74194	16.58164	0.31498	21.19692
ENST00000396085.6	46.38758	0	38.61271	0
ENST00000396087.7	1.16571	0.59548	0.70013	0.60964
ENST00000396148.2	2.12081	9.19311	2.43157	9.73519
ENST00000396150.4	0.43513	0.59687	0.27072	0.65653
ENST00000396151.7	1.74761	4.87542	1.28743	6.87075
ENST00000396154.7	2.51605	2.35766	1.56375	1.1882
ENST00000396175.5	2.84073	0.27636	4.14205	1.63255
ENST00000396210.8	4.65616	5.57826	4.09731	10.09387
ENST00000396218.5	1.14686	0.43277	0.52449	0.35873
ENST00000396281.8	3.11933	1.74622	2.45739	0
ENST00000396283.5	5.14641	23.49867	5.14592	27.41634
ENST00000396307.6	3.50836	3.71291	1.56068	2.16037
ENST00000396319.7	61.79864	20.86849	111.45283	19.43538
ENST00000396432.7	25.85414	19.97992	28.07893	31.03415
ENST00000396475.6	1.73289	1.57992	3.06203	1.1977
ENST00000396505.7	102.7826	85.35679	118.51135	83.47536
ENST00000396509.6	0.12867	0.16793	0	0.21654
ENST00000396521.3	4.31229	0.52542	0	0
ENST00000396595.7	59.23254	8.96234	42.74185	12.17288
ENST00000396603.6	4.62899	4.03327	4.17667	2.74302
ENST00000396672.5	1.01429	2.47761	2.11353	1.83552
ENST00000396675.7	0	0.28632	0.52678	0.26087
ENST00000396688.5	0.69775	0.07545	0.63303	0.16991
ENST00000396698.5	3.15459	1.78671	3.9989	1.70144
ENST00000396761.6	1.3498000000000001	3.43387	3.37808	5.70212
ENST00000396801.7	1.88759	3.90346	1.44075	7.65781
ENST00000396827.3	1.17809	1.59384	1.14926	2.78499
ENST00000396878.8	2.40572	4.62334	2.00022	4.14568
ENST00000396923.7	0.4399	0.29035	0.38532	0.77209
ENST00000396930.4	1.86686	6.56525	1.62386	6.44006
ENST00000396984.2	1.27884	9.44504	0	14.34938
ENST00000397062.8	38.97674	19.18202	36.87692	17.03693
ENST00000397063.9	15.65881	4.7484	27.45977	3.66801
ENST00000397077.6	1.54345	0.80282	0.16278	0
ENST00000397090.4	8.31913	0	0	0
ENST00000397091.9	1e-5	0	7.419	18.50982
ENST00000397100.6	31.07623	32.94777	26.61437	46.5527
ENST00000397110.6	0.3123	0.40437	0.16096	0.10884
ENST00000397112.8	0.22049	1.21376	0.45356	1.36279
ENST00000397113.6	0.57924	0.20364	1.15094	0.74906
ENST00000397118.7	0	2.97583	0.55365	1.54629
ENST00000397128.7	23.411740000000002	17.13504	14.93776	14.7042
ENST00000397162.5	1.33035	0	0.61042	0.16063
ENST00000397165.7	5.87078	8.52673	3.3168	6.31299
ENST00000397167.6	12.30816	7.57701	9.17879	7.05368
ENST00000397260.7	5.37504	0.75632	1.43232	0.86832
ENST00000397267.6	6.24716	6.18102	2.50365	4.63062
ENST00000397274.6	0.55215	6.22951	15.42273	16.1182
ENST00000397281.6	1.35439	9.30326	1.09654	7.84275
ENST00000397345.8	1.79436	0	2.39732	0
ENST00000397464.5	0.14044	0.28894	0	0.19209
ENST00000397488.6	0	0.56402	0	0.49587
ENST00000397497.8	0	0.07461	0.32112	0.09682
ENST00000397501.5	1.07227	0.33215	1.43541	0.51309
ENST00000397760.8	0	0.15656	0	2.82804
ENST00000397801.6	0.63066	0	0	0
ENST00000397802.8	7.08393	12.36743	7.98703	13.57805
ENST00000397979.4	22.87988	23.14895	16.2312	29.6642
ENST00000397981.7	4.81909	0.964	2.92622	1.55516
ENST00000398016.7	0.63942	0	4.89316	0
ENST00000398017.3	0	0.23164	0.06246	0
ENST00000398022.7	21.86694	18.31427	28.24417	16.20387
ENST00000398083.5	0.27872	0	1.01895	0
ENST00000398084.6	0.85148	0.77349	3.17969	0.87024
ENST00000398090.3	2.01812	0	2.09382	0
ENST00000398097.7	0.38617	1.87623	1.45423	3.34755
ENST00000398101.7	0.14278	0.15458	0	0.21212
ENST00000398104.6	9.44195	2.13923	6.38067	5.51988
ENST00000398117.1	7.92581	2.5477	5.58531	2.87232
ENST00000398119.6	0.33801	0	0.73013	0
ENST00000398301.7	0.20666	4.49787	0.96046	0.99855
ENST00000398309.6	0.46433	0	6.02166	0
ENST00000398319.6	19.31822	27.36113	16.19962	38.75145
ENST00000398322.7	2.36749	0.84426	2.64064	1.5794
ENST00000398337.8	0.70947	1.52211	0.47032	1.43134
ENST00000398389.9	0	1.71653	0.37317	2.28776
ENST00000398393.5	2.17191	0.91884	2.066	1.5554
ENST00000398398.6	1.69286	0.4289	2.90005	5.16823
ENST00000398425.7	0.84351	1.3081	0	0
ENST00000398473.7	19.30733	27.77973	19.89892	32.69215
ENST00000398492.8	35.63007	1.86557	62.86589	1.71229
ENST00000398494.8	11.63283	0.2768	16.72278	0.1975
ENST00000398540.8	17.10326	30.57857	32.46705	26.85772
ENST00000398548.6	1.61353	4.81344	2.23765	6.28323
ENST00000398580.3	0.80495	0	0.29652	0.87405
ENST00000398692.8	11.88342	19.98858	7.72849	19.6415
ENST00000398788.4	6.79669	0	14.16614	0.34386
ENST00000398810.6	8.95588	4.69033	13.75089	4.74872
ENST00000398812.6	13.66335	1.89782	7.81176	2.00368
ENST00000398904.6	0	0.09837	0	0
ENST00000399066.7	0.60097	0	0.76531	1.51023
ENST00000399120.5	0	0.56336	0.44031	0.47894
ENST00000399121.9	3.94636	0.50424	3.78164	0
ENST00000399126.1	0	0.88026	0.58844	11.35655
ENST00000399127.5	0.48298	4.00909	0.33538	1.59506
ENST00000399132.6	0	20.43109	0	0.93437
ENST00000399201.5	0.25216	0.5184	0.18716	0.18084
ENST00000399205.5	0.52226	0	0.18716	0.18084
ENST00000399208.6	0	0.42582	0.51474	0.84747
ENST00000399212.5	0.52981	0.13315	0.39355	1.12703
ENST00000399215.5	2.17636	1.44848	2.00674	2.00791
ENST00000399334.7	0	0.89957	0	1.29136
ENST00000399338.8	0.49206	1.02626	0.87297	1.94316
ENST00000399349.5	10.35259	2.43052	1.27357	3.57685
ENST00000399352.5	4.9659	11.70665	5.04089	6.43282
ENST00000399353.5	1.45746	1.76871	0.94233	1.43164
ENST00000399367.7	7.56956	1.34306	14.43588	7.16115
ENST00000399434.2	2.38884	1.42696	1.18683	1.40572
ENST00000399441.4	0.48474	0.66486	0.44854	1.7511
ENST00000399443.7	42.80499	25.26924	58.2393	17.05626
ENST00000399451.6	7.81133	10.72819	8.45907	15.74374
ENST00000399455.2	4.67908	2.5947	2.58538	0.81809
ENST00000399506.9	40.36042	7.14689	42.54646	5.94094
ENST00000399510.8	41.65925	1.99501	49.78101	1.38541
ENST00000399537.8	59.91849	33.39651	29.94844	49.14216
ENST00000399696.3	0.42048	1.06009	0.9471	0.75422
ENST00000399697.7	19.72403	32.60115	18.33754	31.54935
ENST00000399703.6	0	1.13049	0	0.74677
ENST00000399722.6	1.14629	5.4828	1.39447	4.23142
ENST00000399725.6	0.09702	3.86679	0.54393	3.59166
ENST00000399850.7	0.82986	2.08417	3.91671	0.66193
ENST00000399892.7	0.14848	0.27294	0.18753	0.12026
ENST00000399907.6	4.54053	0.42852	6.08008	0.58717
ENST00000399909.5	0	0.41063	0	0
ENST00000399913.5	0.91104	0.48368	1.40091	0.22987
ENST00000399914.5	0	0	0	0
ENST00000400018.7	1.38911	3.25105	0.41441	2.2224
ENST00000400137.9	54.74977	110.66103	32.41108	129.92969
ENST00000400186.7	0	0	0.19876	0
ENST00000400199.5	17.5989	41.44073	16.71174	43.26672
ENST00000400202.5	2.37174	3.78666	2.91849	5.13408
ENST00000400324.9	6.56989	22.22287	0.9001	20.89789
ENST00000400334.7	0.65103	2.72724	0.4058	1.3101
ENST00000400345.8	18.20797	2.89987	21.54577	4.89474
ENST00000400393.3	0	0.07461	0.12387	0
ENST00000400451.7	4.50115	8.2475	5.41353	4.20779
ENST00000400490.2	9.56504	2.61435	23.43575	1.79573
ENST00000400585.7	0.39686	0	0	0
ENST00000400606.6	0	0.10658	0	0
ENST00000400770.6	17.60876	23.06469	11.22207	26.35317
ENST00000401026.7	2.85829	5.31183	1.0192	7.30967
ENST00000401035.7	1.36908	2.18035	0	2.38748
ENST00000401053.8	1.37398	0.64835	1.46382	0
ENST00000401073.7	5.60444	3.46814	6.36121	7.01885
ENST00000401399.5	0	3.16437	12.207090000000001	6.69477
ENST00000401424.6	1.26149	0.72741	1.57624	0.67138
ENST00000401558.7	24.77924	93.87109	22.76853	91.08823
ENST00000401592.6	2.36981	2.4843	1.42107	1.48519
ENST00000401609.5	9.93674	0	224.73266	3e-5
ENST00000401669.7	1.69722	0.64798	2.2144	0
ENST00000401672.7	0.44941	0.68782	2.50232	1.01184
ENST00000401710.5	0.63016	0	0	0.32859
ENST00000401730.5	35.18419	11.28297	23.41175	6.80194
ENST00000401874.7	7.32602	15.75101	3.37428	17.43998
ENST00000401884.5	0	1.77351	0	0.64157
ENST00000401949.6	3.75309	6.35811	2.57485	7.67454
ENST00000401950.7	14.03999	18.90412	17.55162	13.77672
ENST00000401957.6	0.69066	1.46137	0.17578	2.12473
ENST00000402091.3	0.0914	0.44765	0.12493	0
ENST00000402135.8	3.81741	7.10822	2.46162	2.90638
ENST00000402198.7	34.09803	47.46326	23.03438	23.20456
ENST00000402228.7	0	0.75596	0	1.82518
ENST00000402271.5	0.067780000000000007	0.24399	0.13015	0.17195
ENST00000402357.6	13.18567	24.52935	6.4023	25.63698
ENST00000402384.8	1.57981	1.67657	2.36685	0.58957
ENST00000402497.6	4.76889	9.6218	2.24893	9.38148
ENST00000402541.5	0.46903	0.43425	0.65867	0.44487
ENST00000402589.6	0.36739	0	0	0
ENST00000402632.5	1.35222	0.59611	1.74412	0.1682
ENST00000402667.1	2.9927	16.92486	1.77529	10.37774
ENST00000402675.5	1.33785	0.4417	0.47412	0.45408
ENST00000402687.9	35.18831	2.29263	31.83355	1.72002
ENST00000402714.6	62.40808	82.49409	57.99655	82.55567
ENST00000402752.5	23.04298	271.28219	34.3474	257.55123
ENST00000402774.8	14.91142	18.07549	19.39677	15.297180000000001
ENST00000402788.6	1.59049	1.03133	1.88848	0
ENST00000402863.3	0	0	0.75915	0.17934
ENST00000403018.3	0.838	0.72268	1.07161	0.53946
ENST00000403080.5	0.38007	0.34497	0.55924	1.00955
ENST00000403290.6	1.06222	0.88993	2.64022	1.0629
ENST00000403372.6	0	0	0.02315	0
ENST00000403458.9	0.53184	0.96694	0.73234	0.92345
ENST00000403482.7	0	0.15804	0	0
ENST00000403510.8	9.08105	6.63261	10.36162	3.11234
ENST00000403542.6	49.73142	24.74922	49.0455	21.61836
ENST00000403550.5	1.42151	2.50882	1.01124	1.57337
ENST00000403625.7	7.72561	7.28527	8.83829	8.59702
ENST00000403657.5	2.51658	0	2.02844	0.18055
ENST00000403658.5	0.84264	2.72121	0	0
ENST00000403676.6	0.99205	2.23566	1.49616	1.92524
ENST00000403681.7	1.05961	73.24098	2.19609	72.70523
ENST00000403682.7	0.27928	0.9692	0.2739	0.82643
ENST00000403703.5	1.03145	0	1.02496	0.47213
ENST00000403707.7	1.65546	1.12478	1.3327	1.13543
ENST00000403712.6	1.04747	0	0.29472	0.62707
ENST00000403716.5	24.03977	10.39271	26.78667	8.93845
ENST00000403868.5	0.35089	0.26723	0.5121	0.75518
ENST00000403906.8	1.12272	3.4101	1.89636	2.89748
ENST00000403994.9	1.0142	0.22465	1.39729	2.93564
ENST00000404032.7	0.6104	0.16183	0.12429	0.29864
ENST00000404040.5	0.067780000000000007	0.08061	0.06508	0.08598
ENST00000404220.7	5.29303	3.09903	5.1703	4.5731
ENST00000404276.6	1.97544	11.39224	0.32031	13.93963
ENST00000404301.6	0	0	0	0
ENST00000404484.9	5.6084	12.54823	9.50838	9.69198
ENST00000404627.3	10.86596	0.4874	7.29775	0.99747
ENST00000404643.5	13.918	3.88062	10.7159	2.82088
ENST00000404739.8	8.04782	14.28669	12.40129	18.58596
ENST00000404783.7	2.18847	0.64442	0.26725	0.6697
ENST00000404971.5	0	2.40014	0	0
ENST00000404977.6	1.5347	0.33004	0.47804	0.64361
ENST00000405005.8	0.63687	2.20797	0.76582	0.55341
ENST00000405074.7	14.66423	15.4986	13.55477	17.73014
ENST00000405198.6	12.74902	17.35428	16.22406	22.07482
ENST00000405243.1	0.18487	0.20593	0.11395	0
ENST00000405266.5	0.78979	0	1.2343	1.2736
ENST00000405315.9	16.72061	43.2103	9.38015	44.47585
ENST00000405420.2	0.14	0.19457	0.23041	0.48441
ENST00000405430.5	0	0	0.28423	0.86637
ENST00000405547.7	0	0.68002	0	0
ENST00000405581.3	0.62318	0.32636	0.37959	0.27275
ENST00000405598.5	0	0	0	0.81089
ENST00000405643.5	0.53434	0	0	0
ENST00000405646.5	5.79346	6.64395	3.97238	7.67934
ENST00000405666.5	0.72796	0.23994	0	0.42717
ENST00000405673.5	2.53771	1.47661	2.79299	3.85372
ENST00000405822.6	0.89646	1.51441	1.61602	1.3529
ENST00000405837.5	1.36533	2.21656	0.81543	2.01743
ENST00000406039.5	1.22966	0	0.18405	0.08589
ENST00000406043.3	8.87022	9.333	8.87962	9.76914
ENST00000406191.5	10.54215	22.4894	5.4308	29.88006
ENST00000406236.8	0.07063	0	0.06787	0.10942
ENST00000406256.8	0.95798	1.19374	0.44796	0.92078
ENST00000406310.6	0.39551	3.01359	0.16619	5.32037
ENST00000406316.6	6.65483	4.18353	3.26354	5.28265
ENST00000406337.6	7.90088	15.71037	19.74616	14.07655
ENST00000406341.5	25.10202	1e-5	24.85616	0.99022
ENST00000406384.5	0.15382	1.85786	1.27056	0
ENST00000406470.6	0	0.30119	0.17189	0.64151
ENST00000406653.5	0.11398	0.43216	0	0.23501
ENST00000406659.3	0.76847	0.20029	0.96439	0.86317
ENST00000406691.7	17.86228	12.11394	23.0538	10.1966
ENST00000406735.6	1.76171	0.90833	0.70527	0.20926
ENST00000406768.1	0.47257	1.47535	1.18327	6.78379
ENST00000406870.7	7.7699	2.7148	5.64696	5.0545
ENST00000406921.7	8.24079	0	5.97648	0.44213
ENST00000406941.5	0.70452	0.37392	0.37111	1.21394
ENST00000407022.7	13.74721	12.77211	13.6924	12.82769
ENST00000407050.8	20.63957	3.20367	22.46863	3.60966
ENST00000407202.6	0.07662	0	0.44299	0.17108
ENST00000407257.5	0.63773	0	0	0
ENST00000407322.8	0	0	0	0
ENST00000407471.7	10.09514	8.64214	7.46489	11.50755
ENST00000407479.5	8.20122	9.90098	7.08401	12.65774
ENST00000407564.7	0.14307	0.32757	0.33699	0.61474
ENST00000407621.1	3.77751	0.29843	0.57963	0.2462
ENST00000407906.5	0	0.01617	0.09253	0
ENST00000407969.5	20.47604	5.19367	25.91812	30.95202
ENST00000408903.7	21.00768	11.71241	17.50802	10.19505
ENST00000408915.6	0.0896	0.32117	0	0.42582
ENST00000408936.8	20.44155	28.95097	17.85302	29.46039
ENST00000408954.8	15.22235	18.18355	4.34236	16.82216
ENST00000408962.6	0.74844	0.49238	1.51538	0.53376
ENST00000408993.6	1.85096	4.52084	1.59857	4.47917
ENST00000408995.5	0.31362	1.08459	0.32169	1.08572
ENST00000409013.8	0.39488	0.6061	0	3.27317
ENST00000409078.8	7.38465	13.60988	1.82095	23.85992
ENST00000409088.3	5.01325	35.84376	1.78534	4.68851
ENST00000409093.1	0	1.98271	0.18826	0.31468
ENST00000409101.7	1.90587	1.75821	1.02106	1.62096
ENST00000409120.5	2.21938	0.47937	1.88289	0.27815
ENST00000409137.7	2.45851	0.16078	3.81984	0.08207
ENST00000409138.6	0.86286	2.71764	1.08815	4.99897
ENST00000409141.5	0.29327	0	0.08561	0.1185
ENST00000409158.5	1.53708	3.23727	1.31283	2.27671
ENST00000409161.5	10.99058	1.04664	1.40122	1.84335
ENST00000409177.6	3.5856	1.02228	7.09965	3.73033
ENST00000409198.5	0	0	0	0
ENST00000409222.7	0	0.18872	0.2804	0.15802
ENST00000409231.7	0	0	0.21439	0.2641
ENST00000409235.8	1.75525	0.52655	0.46717	0.78342
ENST00000409240.5	32.59443	52.23718	28.31317	55.21805
ENST00000409267.5	0	0.85931	0.66515	0
ENST00000409270.5	0	0	0	0
ENST00000409282.1	0.0677	0.39533	0.51622	0.19418
ENST00000409285.6	1.61004	0.10069	1.62205	0.50966
ENST00000409286.5	0	0	0	0
ENST00000409337.5	0.64134	7.78135	1.05824	2.4924
ENST00000409365.6	0.40316	0	0	0
ENST00000409393.6	0.13002	0.22937	0.06246	0.26923
ENST00000409396.5	0.42731	2.78871	0.13576	1.49748
ENST00000409400.1	1.1955	8.87381	1.15303	10.42648
ENST00000409401.7	3.58521	3.66269	3.05652	1.98376
ENST00000409406.1	0.47674	0.16178	7.78847	0.60545
ENST00000409408.5	4.16039	2.11231	2.71216	2.78137
ENST00000409410.6	1.1721	0.36016	0.89194	0
ENST00000409415.7	2.26744	0.11152	0.30789	0.21757
ENST00000409417.6	0	4.18166	0	2.82804
ENST00000409420.1	0.6929	0.69629	1.15731	0.85354
ENST00000409438.5	12.13136	10.03685	15.3207	9.85464
ENST00000409444.6	33.83113	36.00927	51.32394	31.69495
ENST00000409450.7	0.06471	0.27759	0	0.34378
ENST00000409455.5	0.13876	0	0.40799	0.04382
ENST00000409530.5	0.25965	0	0.48755	0.13654
ENST00000409558.8	14.61199	13.19156	10.81452	16.99448
ENST00000409562.7	1.53132	0.8626	3.38595	2.3658
ENST00000409567.7	1.33493	0.66591	1.09696	1.19388
ENST00000409578.5	0.34169	0.29912	0	1.23884
ENST00000409592.7	0.49127	0	0	0
ENST00000409618.5	8.61696	2.18274	5.9772	1.59194
ENST00000409645.5	3.6236	3.87615	2.24323	11.60049
ENST00000409657.5	1.51687	1.3446	1.61023	1.56243
ENST00000409676.5	0.16188	0	0	0.25504
ENST00000409697.8	12.02521	16.81576	12.76987	11.6698
ENST00000409708.5	0.61133	0	0.60423	0
ENST00000409736.6	0	0.21961	4.99623	0.13094
ENST00000409761.5	0.79964	1.01646	0.79516	1.33205
ENST00000409813.7	8.54418	0	15.32414	1.64059
ENST00000409835.5	0	0	1.64337	0
ENST00000409868.5	3.15557	5.07679	3.20325	5.9341
ENST00000409883.7	7.37201	7.90772	10.03051	6.3387
ENST00000409884.6	1.97692	1.99217	1.50793	0.62935
ENST00000409891.5	0.35591	0	0	0
ENST00000409998.5	0.35768	5.99909	0.62465	6.01832
ENST00000410011.5	0.10805	0	0	0
ENST00000410018.5	1.75525	0.52655	0.03112	0.78342
ENST00000410025.5	0	0	0.30546	0
