isoform_id	EP1.BRN3B.RO	EP1.WT_ROs_D45	H9.BRN3B.RO	H9.CRX_ROs_D45
ENST00000485286.6	0.70878	0.13503	0.43154	0.46345
ENST00000485375.6	0	0.11491	0	0
ENST00000485376.5	0.80614	0.63461	0.5876	1.97998
ENST00000485458.3	0.42677	1.12458	0.90244	0.35547
ENST00000485468.1	0	0	0	0.57446
ENST00000485551.5	2.42636	0.07969	0.63667	0
ENST00000485554.6	1.3237	0	2.38334	0
ENST00000485576.1	0	0.23941	0.16529	0.49468
ENST00000485583.1	0.38092	0	0.49395	0.51456
ENST00000485586.1	1.05969	0.25283	0.92548	0.58306
ENST00000485677.2	0.60968	0.14068	0.70747	0.4924
ENST00000485727.5	3.6747	5.76519	4.06832	5.64002
ENST00000485732.5	0.51394	1.51676	0.93039	2.07167
ENST00000485756.1	1.34042	0.74399	1.04577	1.43433
ENST00000485773.5	0	0.09502	0.09238	1.29904
ENST00000485807.1	3.55115	1.65132	2.85768	1.52032
ENST00000485822.1	0.59985	2.04169	0.49972	3.24727
ENST00000485839.6	2.71445	2.07046	2.54163	3.52711
ENST00000485895.6	0.23663	0.3604	0.92943	0.77296
ENST00000485928.5	2.90669	2.33381	2.88033	5.74268
ENST00000485973.1	0	6.29564	0	0.08207
ENST00000486061.1	0	0.14922	0.18739	0.08207
ENST00000486102.5	0	0.60831	0.73145	0
ENST00000486104.5	0.43214	0.04749	0.5598	1.60577
ENST00000486186.5	0.2441	0	0.09376	0.10214
ENST00000486211.1	0.3228	0.67832	0.39173	0.46474
ENST00000486305.6	5.86375	2.78256	5.94305	4.37975
ENST00000486365.5	0	0.67148	0	2.7307
ENST00000486374.5	0.4084	3.13041	3.56098	0.91768
ENST00000486506.5	0.65399	0.44765	1.26987	0.58945
ENST00000486514.5	1.24453	0	0	0.09358
ENST00000486778.1	0.30484	0.22746	0.18739	0.4924
ENST00000486811.5	1.01088	1.54153	0.12641	1.50314
ENST00000486812.5	1.05441	0.28288	0.37315	0.58594
ENST00000486832.1	2.1081	0.69991	1.0157	1.39653
ENST00000486886.1	0.77135	3.35374	0.21423	1.92133
ENST00000486996.5	0.04811	0.77736	2.34659	0.77334
ENST00000487045.6	1.6033	3.63422	0.82102	5.74928
ENST00000487078.5	5.80942	5.88252	9.31096	7.68277
ENST00000487088.6	0	0	0.67832	0.13847
ENST00000487159.5	25.80776	25.68031	28.72679	22.55743
ENST00000487177.5	0.54394	1.22616	0.7949	1.92688
ENST00000487184.2	0.71801	1.02882	0.4474	0.61463
ENST00000487197.1	0.15552	0	0.07411	0
ENST00000487222.5	0.25189	4.26091	1.6433	0.63672
ENST00000487258.5	7.78205	5.89044	5.4434	9.12546
ENST00000487280.1	5.83655	0	0	0.26465
ENST00000487285.5	0	0.48547	0.35228	0.47179
ENST00000487291.2	0.25046	0.53637	0.78833	0.33295
ENST00000487297.5	2.75572	0.41502	3.52688	0.54563
ENST00000487344.1	0.14421	0.58632	0.37073	0.68953
ENST00000487361.5	0.51035	0.49874	0.11113	0
ENST00000487378.1	2.41209	0	0	0
ENST00000487380.5	4.78784	0	3.39999	0
ENST00000487389.5	0.10563	1.29654	0.36869	0.63227
ENST00000487418.8	11.57037	21.34947	0.78327	26.4975
ENST00000487483.6	2.59241	2.43168	2.23059	3.52429
ENST00000487506.1	0.10673	0.18193	0	0.47496
ENST00000487509.6	39.92338	39.37038	37.4722	52.91622
ENST00000487585.5	0.13193	0	0	0
ENST00000487615.5	2.92107	2.77431	2.643	10.32804
ENST00000487673.5	0.96463	1.33152	0.58079	1.74031
ENST00000487682.5	10.76022	0.75228	18.02349	0.68982
ENST00000487692.2	12.16612	0.92974	35.06131	0.48275
ENST00000487702.1	0.06097	0.29843	0.18739	0
ENST00000487754.2	2.63398	2.0582	5.3566	1.4374
ENST00000487755.1	0.93889	0	0.80166	0.09105
ENST00000487777.5	1.12786	1.12121	1.16035	0.36161
ENST00000487805.6	1.95421	0.90177	1.51201	1.28375
ENST00000487821.1	1.39128	0.6217	1.31176	1.07979
ENST00000487832.6	45.3718	32.28748	49.89674	34.80103
ENST00000487836.6	10.24578	3.74354	8.45456	0
ENST00000487911.1	7.22646	0.4064	0.1812	0
ENST00000488065.2	0.26401	0.0878	0.3479	0.72718
ENST00000488118.6	6.77043	2.56393	4.82292	1.83008
ENST00000488135.6	0.12644	0.16168	0.06447	1.36635
ENST00000488150.1	0.25848	0.45839	0.3817	1.14644
ENST00000488166.1	0	0	0	6.33618
ENST00000488252.6	0.3273	0.1935	0.36749	2.32808
ENST00000488307.5	0.18079	0.17788	0.16145	0.26545
ENST00000488490.1	0.06097	0	0	0
ENST00000488542.6	0.15395	0	0	0
ENST00000488615.1	0.63859	0.07461	0	0.08827
ENST00000488653.6	17.82477	67.88741	27.99536	56.77306
ENST00000488748.1	3.9844	2.79639	1.24154	2.04548
ENST00000488761.1	6.82839	0	0.87451	0
ENST00000488839.1	0.06097	0	0	0.16413
ENST00000488892.5	0	0	0.12153	0.08981
ENST00000489048.1	0.15611	0.07461	0.18739	0
ENST00000489103.5	1.80036	2.34656	1.31156	7.74264
ENST00000489180.6	2.45828	1.68058	0	0
ENST00000489181.5	0.24387	0	0.06246	0
ENST00000489213.5	0.74753	2.54567	0.81769	1.2786
ENST00000489216.5	10.28506	2.91502	11.96632	4.52163
ENST00000489261.1	0.0662	0	0.46416	1.59821
ENST00000489262.5	7.91777	0.4493	0.97755	1.94265
ENST00000489330.6	0.67394	0.15191	2.19712	0
ENST00000489395.6	0.38081	0.08177	0.33772	0.17905
ENST00000489407.1	0.26303	0.10441	0.90317	0.0828
ENST00000489432.7	15.41445	14.55252	11.68721	12.35984
ENST00000489456.1	0.42677	0	0.24986	0
ENST00000489501.1	3.99498	0.13087	3.03542	0.12535
ENST00000489509.1	0.36409	0.75314	0	3.16201
ENST00000489522.5	0.35557	0	0.1937	0.59906
ENST00000489572.5	0.38159	0.73412	0.89994	0.69698
ENST00000489578.2	0.44257	0.15296	4.21947	0.16413
ENST00000489615.5	14.19202	5.02227	19.98808	6.19732
ENST00000489647.4	2.25022	1.35456	1.61043	1.43215
ENST00000489732.2	6.06591	0.30495	0.92117	0.10762
ENST00000489746.5	2.11568	6.76361	5.46831	3.62046
ENST00000489822.5	2.16124	2.71336	1.173	2.23381
ENST00000489841.6	1.03071	5.62875	0.72843	5.1412
ENST00000489868.6	0.85355	0	1.59285	0
ENST00000489873.1	0.88675	0.2059	2.00679	2.20335
ENST00000489885.1	5.10894	2.55059	7.01214	2.26082
ENST00000489894.5	0	0	7.96462	0
ENST00000489915.1	0	82.69683	1.07966	176.70286
ENST00000489960.5	0	0	1.63218	0
ENST00000490016.6	0.23223	1.31327	0.20252	0.26176
ENST00000490213.5	0.1342	2.17704	0.30124	5.97481
ENST00000490241.1	2.42564	0	0.24728	0.22271
ENST00000490316.7	13.20541	6.14725	16.07937	3.70895
ENST00000490321.1	0.12194	0.59687	0.37479	2.62612
ENST00000490373.5	0.78684	1.37577	0.33081	2.17976
ENST00000490484.7	4.17521	7.57424	1.04011	2.64426
ENST00000490506.5	0.49591	1.12591	0.26911	2.00743
ENST00000490537.6	2.04605	4.12501	1.33551	2.0622
ENST00000490622.5	0.10593	0	0.09747	0
ENST00000490660.2	0.2768	0	0.14759	0
ENST00000490738.5	11.75098	28.19801	10.4848	25.02787
ENST00000490780.5	1.05481	1.36393	0.78161	1.73653
ENST00000490912.6	34.16947	32.17532	32.25871	34.40825
ENST00000490952.1	0.2477	0.09393	0	0
ENST00000491083.2	0.10237	0	0.39414	0.28655
ENST00000491145.5	0.62663	0	1.46569	0.2847
ENST00000491229.1	6.22898	3.38776	5.52482	0
ENST00000491242.1	0	0.14922	0	0.82066
ENST00000491270.1	5.02714	0.07888	3.17129	0
ENST00000491286.5	0.06834	0.16998	0.07165	0.08767
ENST00000491297.6	0.29424	0	0.41611	0.17822
ENST00000491399.1	0	0	0.06246	0
ENST00000491431.2	1.07525	2.45486	1.34959	2.75359
ENST00000491442.5	1.00742	0	1.83928	0
ENST00000491465.5	0.23822	0.90808	0.49577	8.89653
ENST00000491469.1	0.80021	0	1.0619	0.08207
ENST00000491514.1	0	0	0.38821	0
ENST00000491554.6	0.70421	0.75471	4.1727	0.42671
ENST00000491625.5	0.11786	0.35523	0.07554	0.76321
ENST00000491632.5	2.93546	0.24815	0.81593	1.48166
ENST00000491650.5	11.64228	0	0	0
ENST00000491704.5	1.75283	3.09548	1.4546	1.7151
ENST00000491714.2	0	0.52226	0.06246	0
ENST00000491753.2	1.33205	0.90617	1.34402	1.39645
ENST00000491761.1	0.24387	0.22383	0.95955	0.17612
ENST00000491782.1	0	0.1825	0.22861	0
ENST00000491983.1	0	0.96991	0	0
ENST00000492085.1	1.38244	1.26739	1.90046	1.90109
ENST00000492088.3	1.25805	0	1.29846	0.09989
ENST00000492143.5	7.34459	6.59189	4.83292	3.49912
ENST00000492157.5	0.15947	0.19629	0.18836	0
ENST00000492182.6	1.55127	2.3016	1.28166	3.48802
ENST00000492259.6	0.27076	0.57052	0.27216	0.30926
ENST00000492302.1	2.5168	0.41312	0.94988	0.63088
ENST00000492344.1	0.51545	0	2.92563	1.4772
ENST00000492367.1	6.48951	0	1.30522	9.85137
ENST00000492369.5	0.6929	0.37048	0.26978	0.22666
ENST00000492386.5	0.61087	0.48781	0.29791	0.61797
ENST00000492403.1	1.4391	0	0.25579	0.08207
ENST00000492412.2	0	0	3.38809	0
ENST00000492417.5	2.06145	3.47152	4.55835	5.06064
ENST00000492431.1	0.13107	0	0.12394	0.18202
ENST00000492437.1	0.17501	0.36799	0.00165	0
ENST00000492488.5	0.52307	0.19644	0	0.48704
ENST00000492520.1	0.32598	0	0	0
ENST00000492541.5	1.38481	0	1.6644	0
ENST00000492590.6	1.35037	0.73494	2.2531	0.53367
ENST00000492646.1	0	0	1.38002	0
ENST00000492667.5	1.79715	0.85222	1.99592	1.8917
ENST00000492720.5	1.28393	0.43925	0.15254	1.10266
ENST00000492779.5	4.6447	1.27927	2.73438	1.57955
ENST00000492816.6	7.56197	1.1883	5.60452	3.39023
ENST00000492871.5	4.62927	1.53543	5.91062	1.8654
ENST00000492878.1	0.12397	0	0.06574	0
ENST00000492937.1	0.24387	0	0	0.9848
ENST00000492983.2	1.00999	0.55697	0.24986	1.11073
ENST00000492996.6	6.87593	10.2372	3.8884	5.40363
ENST00000493023.1	2.30313	1.43491	0	0
ENST00000493037.5	0.30748	0.48645	0.68206	0
ENST00000493091.5	5.05816	2.23315	1.2493	2.21579
ENST00000493115.1	0	0	0	0.17174
ENST00000493153.5	9.02612	0	0	0
ENST00000493197.5	1.30327	1.70929	0.6914	1.19986
ENST00000493212.1	8.55396	12.31353	3.90659	7.97564
ENST00000493217.1	0.06912	0	0	2.05637
ENST00000493232.5	0.30446	0.24678	0.33213	0.51258
ENST00000493327.1	0	0	5.98454	0
ENST00000493339.1	0.62955	0.08336	0.58387	0
ENST00000493358.1	0	0	0	0
ENST00000493412.1	3.57396	0	13.9837	0
ENST00000493432.5	0	0	0	0
ENST00000493438.5	0.52483	0.37739	1.01365	0
ENST00000493443.5	0.06097	0.1518	0.06788	0.08562
ENST00000493453.1	33.83922	9.53975	33.78669	2.70138
ENST00000493533.1	0.12194	0	0.06246	0
ENST00000493564.1	1.76686	0	3.05932	0
ENST00000493587.1	2.84334	1.08958	4.81987	0.84709
ENST00000493734.5	1.30308	0.81963	0.22594	1.33423
ENST00000493973.1	5.55291	1.41	7.00436	0.94948
ENST00000493977.2	0.83938	0.30315	0.25404	0.61019
ENST00000494062.2	0.60289	0.36811	1.41459	0.47368
ENST00000494066.1	0.20824	0.33148	0	0
ENST00000494076.5	0.15176	0.41422	0.26148	0.61305
ENST00000494117.1	0.04731	0.33591	0.46257	0
ENST00000494189.1	2.20532	2.30642	1.56984	1.82442
ENST00000494208.5	0.16475	0	1.37933	0
ENST00000494270.7	0	0	0	0.09794
ENST00000494282.6	8.77618	1.46067	3.89114	1.54558
ENST00000494371.5	5.65304	0.71299	2.835	1.05161
ENST00000494390.5	0	0	0	0.09046
ENST00000494489.6	0.06097	0.17536	0.06246	0.18785
ENST00000494517.6	15.20463	14.05371	10.28873	14.79693
ENST00000494552.5	1.50764	3.41113	3.27998	2.23669
ENST00000494596.5	0	0	0.90201	0.09184
ENST00000494613.5	0.07783	0.31409	0.07428	0.21919
ENST00000494667.5	0.50759	0.35183	0.93283	0.8508
ENST00000494703.1	0	2.9319	0	1.61343
ENST00000494710.6	0.68264	0.64968	0.67154	1.07872
ENST00000494728.5	0.3783	0	0.47554	0.51096
ENST00000494771.5	0	5.9927	5.70234	5.20079
ENST00000494829.1	0.36581	0	1.18642	0
ENST00000494857.6	0.89023	3.74746	0.10103	1.92364
ENST00000494860.5	0.64442	0	0.43306	0.16413
ENST00000495001.1	10.90032	3.02664	19.47935	3.62407
ENST00000495017.5	0.53409	0.89388	0	0.73395
ENST00000495027.6	1.84031	0.24833	0.99063	0.33263
ENST00000495180.1	0.1096	0.57176	0	0
ENST00000495242.5	0.14547	1.07558	0.80633	0
ENST00000495267.5	0.08444	0	0.13585	0
ENST00000495275.1	1.57059	2.10355	1.62409	2.78881
ENST00000495302.5	0	0.61864	0.13902	0.33494
ENST00000495329.1	8.90079	2.28861	23.01494	0.48484
ENST00000495381.5	1.79797	2.52264	0.8608	1.6255
ENST00000495396.5	2.69927	0	6.22089	0.38034
ENST00000495446.1	2.72462	0.72091	6.57124	3.51859
ENST00000495483.5	1.34689	0.35652	4.6376	1.01162
ENST00000495510.1	0.41566	0.85329	0.66629	0.87786
ENST00000495511.2	0	0	0	0
ENST00000495514.5	4.5299	33.54973	0.91251	37.62757
ENST00000495534.1	0.30308	0	0.41985	0
ENST00000495538.5	0.72811	0	0.53867	0.27215
ENST00000495564.5	1.26941	0.12047	0.98929	0.7496
ENST00000495593.1	6.38375	2.70911	8.49108	2.58601
ENST00000495594.2	0.65245	1.1291	1.07106	2.74715
ENST00000495596.5	49.49071	8.61946	36.37718	5.0251
ENST00000495708.5	0.61572	0.0865	2.2498	0
ENST00000495731.5	0.64498	0	0	0
ENST00000495749.1	0.44124	4.62763	1.15776	5.60731
ENST00000495790.1	2.81641	3.94249	4.53562	3.75063
ENST00000495810.2	14.46749	0	27.83423	0
ENST00000495820.5	0	0.15885	0.07048	0.18168
ENST00000495826.5	9.62184	12.89161	8.20971	16.00564
ENST00000495873.1	10.56107	2.2964	10.24599	0.85813
ENST00000495878.5	0.01959	0	3.03855	0
ENST00000495879.1	0.8537	1.0399	0.73649	1.18817
ENST00000495882.1	0.31795	0.78339	0.30427	0.57271
ENST00000495897.2	0.64654	0.93125	0.38509	0.58852
ENST00000495973.5	0.44748	2.32842	0.88562	6.00541
ENST00000495994.5	0.35397	0.46098	0.25543	0.76628
ENST00000496039.5	1.27778	0	1.89556	1.47568
ENST00000496053.1	0	0	1.71313	0
ENST00000496144.5	1.72857	1.87116	2.4621	1.28321
ENST00000496161.1	12.68316	0.23436	7.31238	0.08695
ENST00000496205.1	1.08906	0	2.64025	0
ENST00000496267.1	1.34129	3.13356	1.8918	2.62612
ENST00000496269.1	0	0.07461	0	0.08207
ENST00000496281.2	0.53197	0	0.62054	0
ENST00000496430.6	0.67574	0.42072	1.7621	2.10197
ENST00000496441.5	0.73651	2.62055	0.17842	2.3195
ENST00000496494.6	0.1211	0.1018	0	0
ENST00000496503.5	0.99871	2.26435	0.30620000000000003	1.54407
ENST00000496613.6	20.19942	8.94308	27.76444	8.39352
ENST00000496700.5	0	0.50415	0.21975	0.08858
ENST00000496735.1	1.46323	0.29843	1.37423	0
ENST00000496823.1	0.71048	0	0	0
ENST00000496900.2	0.94477	1.21737	0	1.02864
ENST00000496921.2	0.12447	0.15265	0.45179	0.32827
ENST00000497070.1	2.09065	0.67148	0.707	0.38384
ENST00000497071.1	0.91452	2.51071	0.18739	4.67778
ENST00000497144.5	0	1.00994	0	0.70461
ENST00000497237.5	0.72613	0	0.06601	0
ENST00000497275.5	0.273	0	0	0
ENST00000497310.1	4.85902	0.44765	11.80498	0.41033
ENST00000497322.1	1.63548	3.93991	1.60189	5.87988
ENST00000497347.6	0	0.36977	0.58222	0
ENST00000497384.1	0.12398	0.0385	0.13602	0
ENST00000497485.2	1.04689	0	2.78033	0
ENST00000497509.1	0.06097	0.07461	0.62465	0.08378
ENST00000497534.1	0.42892	0	23.36187	0.16475
ENST00000497558.5	4.03695	6.44544	5.43947	5.61435
ENST00000497671.5	1.8066	2.69793	1.93665	14.15171
ENST00000497687.1	0.36581	0	0	0
ENST00000497743.1	19.57066	0	0	0
ENST00000497759.2	0.0958	1.23654	0.39741	0
ENST00000497809.1	0.01172	0	0	0.16413
ENST00000497825.5	20.30359	12.93402	16.29825	12.64177
ENST00000497847.1	0	0	6.2e-4	0.14072
ENST00000497878.5	0.93442	2.15556	0.34175	1.33078
ENST00000497882.5	0.70166	2.39656	1.02412	2.83028
ENST00000497910.5	0.14651	0	0	0.3319
ENST00000497930.6	0.75437	0.39375	0.33368	4.84658
ENST00000497943.1	10.47271	1.25345	14.03051	2.56141
ENST00000497951.1	0.67815	0.39205	3.49193	1.08093
ENST00000497989.5	0	1.16607	1.12308	3.27049
ENST00000498008.5	0.62945	1.88885	2.37247	0.72419
ENST00000498037.1	0	0	0	0
ENST00000498039.5	0.86325	0.55533	0.59676	0.52488
ENST00000498070.5	0	0.75602	0.13546	0.18048
ENST00000498148.5	0.21474	0	0.15989	0
ENST00000498166.6	1.26311	0	2.38565	0.21007
ENST00000498171.5	13.73731	3.62909	2.86343	2.54212
ENST00000498186.5	3.74493	11.70923	1.23537	11.80195
ENST00000498257.6	0.6863	0	0	0
ENST00000498376.1	0.95199	0	1.11627	0
ENST00000498378.5	0.61608	0	0	0
ENST00000498380.6	0	0.74608	0	1.96959
ENST00000498439.1	1.85835	1.8512	0.90357	3.45333
ENST00000498524.5	0.26323	0.18303	0.61214	0.1286
ENST00000498600.2	1.30176	0	1.67341	0
ENST00000498699.5	0.26915	0	0.15755	0.21137
ENST00000498707.5	2.24144	13.81487	0.92533	11.55683
ENST00000498719.1	47.81263	0.21389	8.26889	0.39657
ENST00000498730.5	2.66653	4.602	1.89761	2.62541
ENST00000498873.5	0.77344	0.67708	0	0
ENST00000499459.2	0.33537	0.25917	0.61808	0
ENST00000499522.6	0	0	0	0.10164
ENST00000499988.2	2.92645	6.1925	1.37423	6.97564
ENST00000500161.2	1.44806	2.18487	1.87839	3.98389
ENST00000500527.1	0.10193	0.82033	0.11073	0.42637
ENST00000500733.6	0.43468	0	0.12279	0
ENST00000500779.2	2.16358	4.0977	2.52183	3.36472
ENST00000500817.2	0.08842	0	0	0
ENST00000501224.3	1.38481	0.34073	1.29205	0.15666
ENST00000501927.2	0.32506	0.11567	0.07312	0.48128
ENST00000502041.3	6.55325	3.16701	1.67614	3.15875
ENST00000502171.2	0	0.25917	0.13857	0.79429
ENST00000502297.5	0.8034	0.72969	0.69584	2.62918
ENST00000502444.1	1.00188	9.06796	0	4.23035
ENST00000502500.1	0	0	0	0.08834
ENST00000502503.1	0.6628	0.50944	1.33205	0.69883
ENST00000502677.1	0.44733	0.81186	1.06153	0.39355
ENST00000502701.2	2.70711	2.6787	0.99347	0.52558
ENST00000502704.2	3.949	2.82581	12.01346	1.75518
ENST00000502732.6	12.96699	15.58612	18.14809	17.09867
ENST00000502733.1	0.15633	0.07461	0.31232	0.32047
ENST00000502760.2	0.61295	0.54739	0.64113	0.23713
ENST00000502864.6	1.09787	0.42808	0.92567	0.09536
ENST00000502903.1	0.12471	0.37675	0.62465	0
ENST00000502912.1	0.67065	0	0.18739	0
ENST00000502935.6	27.84551	29.87554	22.67671	25.24877
ENST00000503038.1	3.14498	1.90167	2.88737	1.25524
ENST00000503064.5	1.40526	6.45125	0.82574	7.18527
ENST00000503075.1	0	0	0	0.11436
ENST00000503078.5	12.10254	2.61762	11.92559	4.3424
ENST00000503114.1	0.52922	0.58416	0.27794	1.15094
ENST00000503174.1	0.7461	0	0	0
ENST00000503176.6	9.42519	22.24555	9.92355	28.71343
ENST00000503201.1	7.03775	2.33045	2.14314	2.41121
ENST00000503221.1	0.22226	0.23021	0.87138	1.24406
ENST00000503277.6	0.64832	1.11071	0.68738	0.6512
ENST00000503393.8	33.16708	10.41545	28.19891	12.64895
ENST00000503412.1	0.67065	0.85611	0.35041	0.0854
ENST00000503473.5	0.06158	2.03082	0	3.63422
ENST00000503483.6	0.12194	0.41371	0	0
ENST00000503556.5	1.29114	2.50807	1.31171	1.5524
ENST00000503581.6	26.27327	0.31694	55.47282	0.94386
ENST00000503602.6	2.66625	1.33078	2.0486	1.65612
ENST00000503616.5	0.06097	0.43213	0.06246	0
ENST00000503716.5	2.53686	7.50091	0.38103	6.61261
ENST00000503752.5	0	0	0.48209	0.71628
ENST00000503782.1	0.24397	6.2085	1.0427	4.44475
ENST00000503787.6	5.92334	22.70953	3.56613	27.47268
ENST00000503804.5	1.17069	1.30792	1.17286	0.52662
ENST00000504149.1	1.2953	0	0	0.82066
ENST00000504170.2	1.88341	1.23161	1.99888	1.55926
ENST00000504172.1	0.77913	6.42533	1.06235	12.44415
ENST00000504178.1	0	0.15561	0.00667	0
ENST00000504236.2	3.65704	1.01186	2.85977	0.38626
ENST00000504245.8	3.2129	2.97472	4.30069	2.56911
ENST00000504323.6	3.70321	3.34207	1.33797	2.50622
ENST00000504332.1	2.53275	0.80841	1.48439	2.81249
ENST00000504404.2	0	0.72951	0.0701	1.35915
ENST00000504487.5	1.7658	3.71427	0.96254	6.46007
ENST00000504610.2	0.30484	0.07461	0.56218	0.16413
ENST00000504612.5	2.7452	2.95703	3.56567	2.57534
ENST00000504652.5	6.81595	2.58544	3.15655	3.11661
ENST00000504695.1	0	0	2.41234	0
ENST00000504753.1	0.07987	0	0	0
ENST00000504836.5	0	0	0.24191	1.19273
ENST00000504860.2	0.12194	0	0.37479	0
ENST00000504921.7	3.38243	0.47424	5.11753	1.93479
ENST00000504926.5	0.79291	1.52297	0.37954	8.65984
ENST00000504948.5	3.96601	2.5148	2.45445	7.32844
ENST00000504984.1	0	0.07461	0	0
ENST00000505031.6	1.83832	0.99304	1.01488	1.4767
ENST00000505081.5	1.80955	1.31882	0.72937	0.99284
ENST00000505133.5	0.1829	0	0.99944	0
ENST00000505220.1	0	0.07461	0	0
ENST00000505223.6	1.53186	4.65922	0.54231	0.32738
ENST00000505242.6	0	0.38552	0.82378	1.05688
ENST00000505276.2	1.40226	0	0.12493	0.16413
ENST00000505330.5	1.33888	0.22875	2.12718	0
ENST00000505365.2	0.82301	0.59762	1.90088	0.5751
ENST00000505450.5	10.76455	8.2802	7.01339	5.92666
ENST00000505459.6	32.96785	37.90809	32.0588	42.64257
ENST00000505604.1	0	2.71603	0	0
ENST00000505691.2	0.24387	0	0.07155	0.57446
ENST00000505731.5	0	0.88245	0.29216	0.45472
ENST00000505755.5	1.96621	8.08995	2.0306	6.24796
ENST00000505872.5	0.35598	0	0.10758	0
ENST00000505891.5	0	0	0	0.85597
ENST00000505897.5	2.97886	2.66312	2.31957	3.28815
ENST00000505900.1	2.37063	6.91165	4.26095	8.56488
ENST00000506123.5	0.44692	1.87187	0.27917	0.79239
ENST00000506231.6	2.09584	1.47246	1.77654	3.4725799999999998
ENST00000506254.5	1.90927	1.45561	1.22785	0.5503
ENST00000506278.5	0.07845	0.23379	0	0
ENST00000506289.5	0	0.39265	0.47818	0.14379
ENST00000506351.6	7.32942	19.16665	5.95947	14.03328
ENST00000506390.5	0.07325	0.16139	0	0.37575
ENST00000506449.1	0.54592	0	0	0
ENST00000506478.1	7.13323	1.64139	2.51897	0
ENST00000506523.6	0.45258	0.87726	0.46029	0.17047
ENST00000506605.6	0.72922	0.15787	0.94901	2.65352
ENST00000506636.1	4.91483	10.81832	2.65693	7.93241
ENST00000506646.5	4.84503	0	3.27518	0
ENST00000506695.5	0	7.75928	0	1.28643
ENST00000506773.7	0	11.26317	0	10.89121
ENST00000506786.1	0.62958	0.52228	0.23814	0
ENST00000506823.6	0.6185	1.4378	0.86171	1.1095
ENST00000506919.1	0.56772	0	0.67069	0
ENST00000506997.2	24.99591	10.51877	18.25493	14.74548
ENST00000507036.1	0.55901	0.81805	0.08175	0.50234
ENST00000507184.5	0.70105	0.15094	0	0
ENST00000507224.5	3.73057	0	6.49615	0.42317
ENST00000507358.1	0.48016	1.04452	1.32011	1.78137
ENST00000507362.5	0.13948	0.1056	0.19499	0.19714
ENST00000507412.1	0.81831	0.0937	0.60913	0
ENST00000507494.6	0.36581	0	0.18739	0.04103
ENST00000507576.1	1.27073	0.50182	0.61085	1.40177
ENST00000507591.2	11.93357	1.51719	6.59697	0.42841
ENST00000507605.1	0.06097	0	0.81204	0.08353
ENST00000507835.5	0.07937	0	0.71564	0.1771
ENST00000507875.6	39.17998	15.36525	76.79336	15.00347
ENST00000507952.1	0.74101	0	0.28771	0.28429
ENST00000507959.5	4.62815	1.30125	6.82762	1.91764
ENST00000507978.5	0.08859	0.50075	0.04164	0.11771
ENST00000507999.5	0.66243	0.11057	0.36038	0.11543
ENST00000508024.2	1.62533	0.88603	1.38043	0.86271
ENST00000508167.5	4.11173	15.77496	2.63906	6.25846
ENST00000508244.5	9.19485	3.13221	8.09169	2.96679
ENST00000508262.2	0.75674	0.58417	1.22853	2.44417
ENST00000508297.2	1.9147	0	40.83971	0
ENST00000508369.5	1.26069	1.34276	0.50471	0.81295
ENST00000508415.1	0	4.62573	0	0
ENST00000508417.5	0.75062	0	0	0
ENST00000508501.5	3.31953	0.494	2.53767	2.15636
ENST00000508532.5	11.39406	10.23874	5.9637	12.60855
ENST00000508564.1	1.96063	0.00219	2.68128	0.08207
ENST00000508569.5	0.53991	0.3547	0.90158	0.41751
ENST00000508780.5	0.30443	0.22596	1.0619	0
ENST00000508837.1	1.43845	0	2.74846	0.08348
ENST00000508859.8	0	1.26503	0.23267	0.75191
ENST00000508903.7	0	0	0.28158	0
ENST00000508914.1	0.54814	0	1.20222	0.15643
ENST00000508930.1	0.61365	0.56847	0.59655	1.38571
ENST00000508989.5	0.48673	0.5744	0.57217	0.47433
ENST00000509002.5	0.28376	0.51846	0	0.1564
ENST00000509008.1	0.1646	2.89032	0.59885	1.8942
ENST00000509018.6	14.84818	28.86308	3.20592	17.26764
ENST00000509081.5	0	0	0	0
ENST00000509094.5	0.30847	0.79675	0.71101	1.05406
ENST00000509163.5	3.98999	4.21018	3.81385	6.41655
ENST00000509277.5	2.952	1.1486	1.30895	0.51465
ENST00000509437.6	11.81035	4.19694	9.50575	4.15168
ENST00000509454.5	0.78338	0.27343	2.97878	0
ENST00000509538.5	0	0.57517	0	0.20473
ENST00000509606.1	0.78246	0.53272	0.14908	0.30363
ENST00000509647.1	2.7955	12.30455	0.9628	15.01579
ENST00000509674.1	4.26501	0	10.64226	0
ENST00000509686.5	0	0	0.37165	0
ENST00000509744.1	0	0	2.24874	0
ENST00000509759.2	1.02234	3.2134	0.19011	1.74884
ENST00000509799.5	4.73098	33.68986	7.64873	26.471
ENST00000509819.1	0.83329	0.36073	0.31626	1.06608
ENST00000509834.6	0	0.22383	0	0.51588
ENST00000509914.5	0.53636	1.22745	0.37219	0.95883
ENST00000509957.5	1.2959	0.69099	1.72381	0.94203
ENST00000509967.6	0.44979	0.21756	1.11804	0.63032
ENST00000510002.1	0.71229	0.50018	3.20804	2.17573
ENST00000510025.7	19.02372	41.47624	22.1207	39.47958
ENST00000510071.5	13.80007	6.14961	8.24334	6.82342
ENST00000510085.1	0	0	0	0
ENST00000510168.6	24.86096	25.98099	14.78652	21.94866
ENST00000510204.5	0	0.26162	0.18119	0.24589
ENST00000510224.5	1.41285	1.36357	2.851	0.48712
