isoform_id	EP1.BRN3B.RO	EP1.WT_hRO_2	H9.BRN3B_hRO_2	H9.BRN3B.RO	H9.CRX_hRO_2
ENST00000357769.4	0	1	1.24262	0	0
ENST00000357783.6	59.11055	11.18123	11.53277	23.68867	26.89067
ENST00000357899.9	130.88921	21.96271	4.48543	57.9739	12.28129
ENST00000357903.7	1407.98446	333.98367	255.87884	1286.40304	258.64188
ENST00000357927.7	7.32163	0	0	6.17873	0
ENST00000357970.7	339.48996	145.01818	98.35781	503.84692	130.12673
ENST00000358055.8	86.32538	36.85549	30.81775	63.22154	38
ENST00000358062.7	4.70874	2e-5	3.25359	12.8284	2.11566
ENST00000358066.8	2e-5	0	5.23484	9.98371	20.85068
ENST00000358373.8	0	7.86179	0	0	0
ENST00000358380.10	18.20909	13.38025	24.52726	11.73182	32.89349
ENST00000358461.6	134.43712	24.9683	39.24998	96.20902	60.59367
ENST00000358536.8	140.89054	45.95686	53.79365	138.19694	41.0815
ENST00000358679.3	2e-5	89.45729	98.84032	0	50.13538
ENST00000358704.4	96.57125	73.53983	130.15664	104.22247	140.0351
ENST00000358711.7	14.69188	1.53449	5.66242	9.08765	1.7139
ENST00000358792.11	1.78284	4.50927	4.52054	2.51367	4.64003
ENST00000358923.10	34.08094	2.24195	5.58403	75.05602	3.31158
ENST00000359106.10	28.99502	0	0	13.51233	0
ENST00000359188.8	2e-5	75.57057	63.47689	0	54.99068
ENST00000359205.9	27.9427	0	4.7858	32.77557	23.35925
ENST00000359218.10	0	58.73835	13.47072	197.84929	0
ENST00000359337.9	150.59295	81.51797	39.14256	105.66556	69.83501
ENST00000359441.4	0	5.14286	0	25.63359	0
ENST00000359446.11	46.75598	20.04025	10.89422	36.54912	18.71956
ENST00000359450.6	127.52995	20.70376	51.83435	35.96551	27.13126
ENST00000359467.8	93.9626	41.84324	95	174.92878	90.48626
ENST00000359530.7	228.94023	105.38757	113.08824	234.9752	82.47587
ENST00000359680.9	125.49516	269.88583	93.40125	70.41173	133.99041
ENST00000359735.7	15.63588	1.97308	0	6.39172	0
ENST00000359798.9	24.0077	7	12.14625	15.66946	8.01096
ENST00000359862.8	36.31922	22.92985	8.21229	10.9151	7.23942
ENST00000359878.8	75.57891	31.42167	39.02368	98.9408	19.85171
ENST00000359902.2	1.9084700000000001	0	0	0	0
ENST00000359972.6	15.22444	60.07357	37.72422	1e-5	33.99252
ENST00000360001.12	429.08645	213.40028	306.6138	420.54722	278.75397
ENST00000360156.11	27	8.24926	8.00153	22	12
ENST00000360265.9	110.35302	101.41107	156.80334	121.85444	75.03864
ENST00000360304.8	142.46693	32.06592	20.39982	154.56877	33.16058
ENST00000360534.8	0.93889	18.03499	0	0	1.58858
ENST00000360631.8	1006.09031	491.51455	640.01859	654.8536	530.31151
ENST00000360729.8	51.61648	11.2542	22.05532	28.999389999999998	11.52099
ENST00000360742.9	65.847	21.38905	22.24672	57.74881	20.66698
ENST00000360761.8	0	0	2.23454	0	2.88271
ENST00000360772.7	0	0	9.55734	5.37058	0
ENST00000360796.10	342.83324	220.71059	416.83518	294.23762	415.09165
ENST00000360820.7	382.94763	134.86998	188.05476	268.32025	164.21575
ENST00000360864.9	420.10907	149.08122	139.02683	567.92308	93.06263
ENST00000360870.10	10.48969	3.06605	5.74018	13.54443	7.74062
ENST00000360966.9	4	0	0	2	0
ENST00000360997.7	488.91233	1.73671	3.52772	210.05766	4.02414
ENST00000361054.7	7.68226	17.92496	0	8.20968	0
ENST00000361085.9	424.98212	130.77572	107.99187	548.99145	130.0036
ENST00000361092.9	52.69705	44.84287	28.40395	70.85401	19.09133
ENST00000361099.8	219.81837	125.05623	120.86347	359.19579	118.66976
ENST00000361125.1	26.10496	0	0	72.53484	0
ENST00000361188.9	203.4338	46.52074	86.6216	79.84546	90.32461
ENST00000361203.7	63.23031	0	0	12.51826	0
ENST00000361247.9	86.9928	26.14477	49.12582	59.69462	45.96898
ENST00000361278.7	70.80505	11.55027	15.93352	73.59886	4.95254
ENST00000361288.9	229.21957	270.05758	314.4391	170.43215	200.40239
ENST00000361303.7	92.15866	25.44302	60.97833	181.73267	20.96878
ENST00000361311.4	979.30435	150.2782	168.82019	676.87828	285.23238
ENST00000361321.5	24.2122	8.66156	14.27653	11.75139	11.13872
ENST00000361339.9	0	39.45161	32.15499	0	87.57572
ENST00000361355.8	61.83353	4.54513	3.46101	42.76395	15.63947
ENST00000361368.7	121.82314	53	67	193.42593	63.89115
ENST00000361373.9	0	17.28316	15.48715	10.01381	5.64965
ENST00000361409.2	52.01431	17.89989	9.94979	21.53826	12.82827
ENST00000361471.8	32.07244	6.93336	11.79869	13.9914	14.44485
ENST00000361509.7	398.70314	54.25288	35.01982	285.39235	30.13553
ENST00000361546.6	89.6398	138.84753	111.88537	82.83919	69.7829
ENST00000361588.5	2.15589	2	3	4.24946	4.70699
ENST00000361619.9	1.5094	6.70785	0	2.47819	0
ENST00000361742.7	50.0289	0	2.90751	4.33086	5.13659
ENST00000361791.7	3.95106	0	0	0	1.2796
ENST00000361802.6	102.86903	27.81178	17.98135	138.1307	8.97088
ENST00000361866.8	460.90614	141.37951	165.00676	219.87423	121.09145
ENST00000361875.8	46.88434	9.40832	6.10644	111.07171	3.5741
ENST00000361924.7	605.31426	141.06679	406.42916	1993.86932	175.07386
ENST00000361936.9	58.51798	7.75197	14.79711	39.26071	14.56246
ENST00000366365.3	4	2	4	6.00024	2
ENST00000366472.6	97.59374	30.22832	27.21816	116.32324	22.02997
ENST00000366557.8	5	0	0	16.68094	0
ENST00000366559.9	5	34	9	16.68094	9
ENST00000366667.6	115.72219	0.53896	0	172.08581	14.85923
ENST00000366687.5	149.10487	203	140.7795	258.76767	197
ENST00000366704.2	43.44426	0	1.22228	71.92426	1.24915
ENST00000366784.1	16.74251	0	2.38284	7.78536	2.36051
ENST00000366787.7	7.74976	0	4.27669	0	4.95867
ENST00000366813.1	15.48481	0	0	3.47077	0
ENST00000366814.3	6.66814	6.8752	1.15826	14.55335	3.77628
ENST00000366815.10	119.9465	101.11966	185.13108	94.77243	130.11725
ENST00000366816.5	26.84897	4.66712	0	41.76042	4.52152
ENST00000366849.5	106.60491	5.96343	7.14043	5.15182	1.4463
ENST00000366850.7	42.71654	31.90051	37.1434	31.09023	30.92389
ENST00000366888.7	23.26725	19.26022	15.45005	26.4643	11.07423
ENST00000366917.6	270.92785	78.7958	62.55209	308.46565	56.68832
ENST00000366919.6	97.52455	65.44534	58.34164	139.56057	85.76716
ENST00000366920.6	39.06955	34.43801	17.89209	44.8332	46.51173
ENST00000366927.3	56.03656	17.6555	30.84695	73.19648	37.06326
ENST00000366928.10	191.93383	137.82864	156.53357	157.05159	173.26166
ENST00000366934.3	177.42577	105.14028	138.05875	117.39512	117.35213
ENST00000366935.8	242.01591	65.78153	65.89577	233.21317	72.61525
ENST00000366987.6	61.48693	35.91006	59.9547	87.00032	40.0176
ENST00000367005.8	30.47853	30.86088	144.66456	7.99009	38.37944
ENST00000367006.8	140.87044	14.95142	33.88539	110.25586	12.61403
ENST00000367147.9	72.98845	2.58274	8.64795	70.57994	4.44417
ENST00000367306.5	32.68012	32.76077	17.90292	11.04801	0
ENST00000367330.6	6.5198	303.58189	88.75898	9.51839	376.13443
ENST00000367332.5	53.10749	22.67623	33.28006	32.99121	19.62247
ENST00000367333.6	124.71171	11.38676	15.77208	217.77297	15.00509
ENST00000367334.9	1244.51116	305.54471	694.63688	880.77679	371.71402
ENST00000367397.1	237.15055	77.15485	71.50637	268.37755	164.29605
ENST00000367399.6	131.44565	70.13914	101.31485	48.40864	66.83815
ENST00000367400.8	397.27854	243.00709	304.71274	236.7503	319.52377
ENST00000367435.5	429.72039	259.57547	296.32134	380.28886	228.28104
ENST00000367549.4	1750.99132	738.68574	774.08265	1770.5307	807.61821
ENST00000367595.4	271.90779	168.64123	218.89973	219.04154	190.11974
ENST00000367603.8	70.25879	58.49598	52.20875	52.04869	44.91896
ENST00000367604.6	18.2982	9.60235	7.79124	70.25619	4.7989
ENST00000367697.7	207.0935	30.9649	38.51221	195.76102	45.69156
ENST00000367762.2	4.40479	0	1.23506	2.35092	2.18917
ENST00000367763.8	78.25871	29.98943	40.35232	64.67433	38.15929
ENST00000367862.9	129.81193	33.67867	20.84164	247.02199	26.35341
ENST00000367865.5	33.58282	6.04134	5.96829	30.89466	6.78827
ENST00000367866.7	219.9371	115.11631	92.73872	76.20985	85.82538
ENST00000367998.5	9.49389	0	2.24988	0	0
ENST00000368011.9	46.85015	14.90383	32.37311	54.88334	25.03826
ENST00000368094.6	599.69356	411.86445	256.1204	324.51387	280.46215
ENST00000368124.8	363.89803	74.37522	73.24447	110.13694	57.37217
ENST00000368125.9	1573.60892	1085.43904	1058.40161	626.37685	1020.54532
ENST00000368128.6	39.92387	5e-5	0	7.5409	1e-5
ENST00000368131.8	1e-5	0	0	0	0
ENST00000368132.7	47.50364	20.62444	14.5679	16.58851	12
ENST00000368194.8	461.49545	211.22788	201.84691	438.92379	212.40117
ENST00000368291.6	78.10234	16.55738	59.59126	10.598	28.07389
ENST00000368330.6	0	0	0	0	3.73602
ENST00000368336.10	302.75641	122.86989	212.60136	456.23501	170.66831
ENST00000368339.9	2.89502	34.59231	17.74668	42.28953	14.99974
ENST00000368340.9	20.21861	3.901	8.83013	37.91577	7.38073
ENST00000368357.7	84.03589	16.39621	22.91891	95.69321	18.6587
ENST00000368504.6	1.22261	2.161	0	2.65538	1.05074
ENST00000368590.9	205.53366	64.0885	78.65885	183.48429	57.70283
ENST00000368648.8	35.66363	15.4686	25.0787	26.66878	15.30466
ENST00000368778.7	8.92078	3.1731	2.71676	1.83699	5.42137
ENST00000368786.5	1e-5	26.24472	65.89928	42.89917	42.43654
ENST00000368797.10	503.20889	158.38271	129.13226	499.70331	150.58945
ENST00000368822.5	2.49857	3.09683	3.87536	4.93066	8.62013
ENST00000368824.8	40.13462	0.95272	16.58615	11.43012	2.37131
ENST00000368825.7	8.63965	9.45131	14.94926	15.62332	7.92329
ENST00000368827.10	12.25823	2.4374	16.36215	23.8175	5.86252
ENST00000368948.6	130.04988	16.93508	45.61037	143.91085	44.38421
ENST00000368972.7	5.98753	3.31331	2.23457	21.36658	2.4621
ENST00000369093.6	616.66118	417.63269	371.92996	542.22554	415.28866
ENST00000369271.7	71.12648	0	5.60389	98.92586	3.454
ENST00000369285.7	32.88166	0	20.96285	24.64268	17.42917
ENST00000369286.1	0	38.90949	22.36038	1e-5	19.10534
ENST00000369287.8	396.9189	119.10016	141.83079	474.31484	127.36816
ENST00000369297.1	6.97841	9.27273	0	8.36947	68.81421
ENST00000369303.9	134.60538	76.40763	69.13416	75.45153	54.02032
ENST00000369329.8	286.37221	109.90292	105.66309	249.85482	114.21681
ENST00000369332.7	283.81075	260.78206	281.00895	283.88312	280.33955
ENST00000369404.3	9.76474	1.44684	4.98503	7.0918	3.78559
ENST00000369405.7	101.96493	64.03812	98.997	91.65456	93.52904
ENST00000369452.9	324.14464	110.21213	180.81218	234.37748	116.70716
ENST00000369459.6	25.97896	3.50681	3.94394	18.53226	0
ENST00000369462.5	88.50024	6.99859	7.67634	17.73174	9.47288
ENST00000369475.7	6.45454	2.34134	5.29543	3.64089	4.55766
ENST00000369485.9	203.31464	112.06648	123.87967	229.36535	104.44234
ENST00000369502.1	7.77102	0	0	22.17904	0
ENST00000369503.9	32.22898	33	40	34.82096	24
ENST00000369598.5	7.17556	0	0	11.11255	4.84408
ENST00000369604.6	265.6253	69.77409	86.62231	146.96286	82.08676
ENST00000369620.6	0	0	0	90.21591	0
ENST00000369622.8	596.61911	2.37164	0	502.52516	0
ENST00000369694.7	158.68656	51.55919	120.54063	80.55362	36.43492
ENST00000369718.4	0.57395	6.66987	0	0	13
ENST00000369908.9	206.5926	20.32254	10.10725	104.62535	13.10008
ENST00000369962.8	1e-5	64.00812	10.2186	0	35.34759
ENST00000369965.8	237.35293	64.00812	104.96976	398.37116	35.34759
ENST00000370020.1	0	0	5.34797	0.66591	4.35033
ENST00000370103.9	203.40795	53.45657	38.35586	196	43.01369
ENST00000370137.6	113.20054	79.00496	16.2	215.50483	34.0727
ENST00000370138.1	8.815	9.84632	0	10.47805	0
ENST00000370184.1	3.96321	67.8704	11.01753	122.5415	56.43975
ENST00000370185.9	133.90358	17.1296	56.98247	100.14994	29.56025
ENST00000370197.5	10.79066	18.48857	20.70382	10.87627	31.27321
ENST00000370198.5	10.79066	18.48857	20.70382	10.87627	31.27321
ENST00000370210.3	9.01808	5.53512	2.10241	2.08148	7.12917
ENST00000370211.10	107.0889	63.24252	70.14493	65.29633	70.01239
ENST00000370296.6	51.27204	0	0	136.06829	0
ENST00000370378.5	38.26915	91.46117	76.44618	454.88555	55.65806
ENST00000370382.7	3.65603	1.64588	0	5.73804	0.58044
ENST00000370440.5	193.60148	130.08862	179.15639	159.07303	125.70126
ENST00000370452.7	15.05097	6.37962	11.40408	39.16024	28.07126
ENST00000370455.8	256.51782	93.27835	135.55159	353.93059	84.85756
ENST00000370457.9	45.39828	5.59289	8.84168	55.06856	8.68011
ENST00000370458.5	59.14445	18.67913	8.69828	73.09386	17.22486
ENST00000370460.7	46.40212	10.61896	6.55304	139.20113	0
ENST00000370474.4	54.51534	17.4145	42.78616	65.47329	27.29338
ENST00000370615.3	9.15155	4.46486	5.77849	31.37343	10.43881
ENST00000370621.7	6e-5	30.84773	24.02247	1.1e-4	89.31016
ENST00000370765.11	251.28771	167.92631	173.59665	391.01125	93.95541
ENST00000370767.5	519.52596	136.10912	96.67574	371.88443	124.66978
ENST00000370768.7	1150.00406	653.11514	1001.31098	866.78358	894.8073
ENST00000370784.8	2.42618	4.48357	9.6233	0	0
ENST00000370785.4	4.36193	0	0	0	0
ENST00000370788.6	325.07581	371.39767	373.85654	530.39054	322.24397
ENST00000370833.7	9	27	19	17.8483	48
ENST00000370836.6	0	0	0	2.54634	0
ENST00000370846.8	17.86209	5.59349	5.41734	10.48344	1.16593
ENST00000370854.7	99.39059	32.44737	57.23747	97.34316	28.93675
ENST00000370958.5	1.12642	2.31853	0	5.06162	0
ENST00000371059.7	0	2.34539	4.93792	0	4
ENST00000371060.7	18.61236	7.96383	14.35864	17.39617	12
ENST00000371144.7	21.35663	14.46956	7.16155	18.84498	11.53611
ENST00000371145.8	380.78677	134.42941	136.77232	441.11034	259.21556
ENST00000371157.7	401.7842	236.2291	269.46939	418.64021	625.77627
ENST00000371177.2	57.91309	6.6859	12.96713	18.89477	14.64249
ENST00000371180.7	3.65078	167.40459	204.90534	7.25404	196.44622
ENST00000371319.8	549.58413	196.51836	250.60712	456.02964	123.74573
ENST00000371320.8	7.18771	2.67993	125.43032	4.3557	1.20217
ENST00000371327.3	102.85846	266.74376	253.39424	51.73491	147.28759
ENST00000371370.8	166.42336	79.01659	103.28283	118.10526	95.63927
ENST00000371474.7	240.7098	95.62692	129.73018	222.07751	109.92844
ENST00000371482.5	3.12924	23.89576	46.8508	65.53204	19.57817
ENST00000371600.7	3.70811	29.955	54.22711	8.13646	59.194
ENST00000371601.5	731.52412	280.84857	303.04824	652.14286	255.99356
ENST00000371666.8	134.80993	21.63789	43.57895	210	44.22169
ENST00000371682.7	11.92177	14.24639	0	22.36549	1.17847
ENST00000371752.5	139.38286	21.92504	12.37858	203.91294	35.78617
ENST00000371754.8	95.49217	23.11852	33.3768	77.47625	13.46625
ENST00000371933.8	51.50145	79.22379	49.23074	124.72339	100.51094
ENST00000372066.8	0.01372	3.26538	0	5.66589	0
ENST00000372209.3	378.49674	209.27927	294.88376	334.10687	276.64378
ENST00000372230.10	350.84103	149.55479	182.93437	206.29161	130.26186
ENST00000372338.9	82.38733	49.19854	27.99303	24.47767	27.71162
ENST00000372344.6	15.58951	0	0	3.05353	0
ENST00000372383.9	11.44462	90.25697	198.45116	8.55448	221.15598
ENST00000372390.8	382.13137	243.52312	264.79487	373.80755	215.32008
ENST00000372397.6	126.61111	108.2325	152.74581	106.83379	73.523929999999993
ENST00000372502.5	27.17739	4.82554	3.76855	15	11.25008
ENST00000372506.5	0	3.69239	30.60158	14.08905	0
ENST00000372507.5	16.43789	22.49177	18.02309	19.40302	18.89357
ENST00000372508.7	33.3404	33	33.33631	13.7169	32.63434
ENST00000372539.3	29.83273	0	11.96112	29.37368	8.48178
ENST00000372559.5	4.9072	8.49644	14.2322	8.47149	5.93193
ENST00000372564.8	355.69852	133.23754	143.75716	252.22867	113.11033
ENST00000372651.5	28.63456	18.18154	17.43845	24.71561	9.79819
ENST00000372652.5	44.93255	23.0448	30.65756	52.09575	48.30098
ENST00000372669.8	0	0	1.00843	12.57066	22.37911
ENST00000372792.7	52.62897	69.41518	238.30817	132.96071	74.07414
ENST00000372797.7	447.39328	296.04415	350.66602	375.56822	332.18113
ENST00000372805.8	643.08322	231.14744	177.57741	488.24317	237.65249
ENST00000372818.5	1e-5	14.59826	11.37751	1e-5	37.05488
ENST00000372838.9	34.3	49.56522	55.52941	46.61692	42.5
ENST00000372842.5	14.7	7.43478	3.47059	18.38308	2.5
ENST00000372919.8	98.53185	19.94992	13.6817	122.8105	16.91997
ENST00000372921.10	547.86019	216.54712	257.3183	356.15044	226.08003
ENST00000372958.2	138	25	17	248	15
ENST00000372981.1	80.06624	8.11898	7.56488	15.37169	31.12499
ENST00000372987.8	0	0	0	5.73157	15.33178
ENST00000372988.8	3.88716	2.60871	7.78477	0	5.88222
ENST00000372989.6	23.50005	11.38154	21.96354	3.27501	11.65692
ENST00000372991.9	159.90795	33.91323	67.14252	200.60508	45.98395
ENST00000373018.7	53.98738	14.32484	14.21118	73.3423	17.3065
ENST00000373045.11	67.94124	27.10213	22.77713	76.79527	17.2706
ENST00000373053.8	62.74981	21.30768	24.48277	48.32232	18.96112
ENST00000373062.8	497.10038	162.36621	197.24438	381.78551	155.58081
ENST00000373064.9	44.23999	12.85538	46.56927	42.41717	0
ENST00000373066.9	11.1676	23.71269	22.61612	9.76486	14.80129
ENST00000373068.6	74.36164	38.56615	70.59932	67.42353	59.20517
ENST00000373069.10	93.38995	51.42154	20.17123	129.78788	14.80129
ENST00000373084.8	4.46391	9.74844	24.64511	73.55901	3.62823
ENST00000373095.6	287.06425	81.84881	51.18595	160.59725	78.99036
ENST00000373142.5	27.82457	7.51223	6.06605	19.66016	3.64719
ENST00000373144.7	145.80057	30.76507	46.80975	86.38454	10.50001
ENST00000373146.6	27.82457	7.51223	6.06605	26.0334	5.36095
ENST00000373150.8	137.66116	74.35858	142.68668	87.45555	114.69027
ENST00000373248.5	5.46596	15.36598	20	4.31614	6.68368
ENST00000373381.9	130.46533	15.91332	9.5	117.65569	19
ENST00000373388.7	6.85877	7.21135	0	6.11023	0
ENST00000373471.9	100.1929	74.56146	66.41083	53.92463	44.52121
ENST00000373498.5	2e-5	109.46605	99.01663	3e-5	113.73807
ENST00000373502.10	96.6174	50.48452	2	15	31.21726
ENST00000373503.7	30.40661	3.82907	3.66332	43.43372	0
ENST00000373504.10	4.20441	14.13051	0	0	10.40575
ENST00000373511.6	60.94243	20.59624	1e-5	125.90599	0.04191
ENST00000373554.6	4.48384	1.31422	2.59416	1.0819	5.45252
ENST00000373556.8	8.79098	6.23678	6.00228	6.33953	6.74738
ENST00000373571.6	3.64428	2.19651	1.23393	0	6.83955
ENST00000373573.9	90.45699	61.02464	102.64895	78.39131	92.98652
ENST00000373583.6	11.09192	2.1185	8.50101	2.86255	7.23286
ENST00000373593.5	11.65633	8.5567	0.87162	0	14.00149
ENST00000373602.10	572.0411	238.18368	337.53657	475.24055	287.30067
ENST00000373618.1	5.94401	8.36578	6.38201	7.69373	6.38512
ENST00000373619.7	32.13232	0	0	34.42018	1.47079
ENST00000373620.7	30.21369	20.52935	47.54661	18.13	27.87356
ENST00000373624.6	430.69385	102.74243	165.9251	255.70279	221.26212
ENST00000373713.7	22	15	18	18.44031	24
ENST00000373845.6	49.39597	72.65678	66.81688	45.21831	58.05632
ENST00000373847.6	43.88966	17.37288	25.8448	40.66916	15.87175
ENST00000373850.6	51.196	37.40302	38.51459	45.33221	42.68976
ENST00000373855.7	85.21439	4.73992	22.4103	23.4706	2e-5
ENST00000373865.8	29.73036	8.29123	1.81115	0	0
ENST00000373872.9	95.15285	33.32864	29.42666	66.74007	28.5485
ENST00000373874.6	28.3434	5.55477	3.67833	14.30144	2.38042
ENST00000374007.5	11.20712	14.58777	18.41136	32.45695	17.35482
ENST00000374152.7	4.93146	362.96082	134.94377	0	17.51778
ENST00000374169.7	562.78074	353.43591	393.42117	477.70725	440.34367
ENST00000374171.5	69.47199	1.94055	1.57883	83.80919	1.65633
ENST00000374176.8	49.22367	164.23076	180.41441	126.50501	165.7129
ENST00000374189.6	176.882	55.23453	35.46849	122.86793	42.44089
ENST00000374446.7	17.0572	3.26396	0	12.29705	1.50573
ENST00000374644.8	19.19022	16.34803	22.90317	58.22778	43.97574
ENST00000374707.1	23.56031	76.7478	92.65235	2e-5	165.21063
ENST00000374861.7	168.85379	66.89216	78.65503	131.42398	116.90183
ENST00000374893.11	67.81996	3.16138	3.28483	166.45284	0
ENST00000375003.6	170.55071	165.69724	348.68672	271.6169	335.5421
ENST00000375110.6	137.78021	482.80199	336.96348	142.71205	329.63211
ENST00000375153.8	17.45474	26.6274	31.674	7.51922	17.85683
ENST00000375155.7	86.0373	18.3351	25.28736	90.21393	31.89124
ENST00000375172.6	10.60424	2.98766	4.79106	5.12987	2.81561
ENST00000375173.1	25.47905	41.64807	49.83504	18.83157	23.12169
ENST00000375300.6	144.90125	45.40396	53.07636	190.19533	36.22821
ENST00000375315.8	28.318	22.634	31.11301	66.50459	43.59966
ENST00000375437.7	0	0	0	3e-5	0
ENST00000375604.6	108.53556	56.80713	110.09298	83.63401	52.1169
ENST00000375608.7	27.40697	26.84369	16.32237	19.42724	18.27024
ENST00000375747.5	0	10.89911	20.83433	0	25.34751
ENST00000375751.8	16	29.94968	29.25528	6.33333	84.26204
ENST00000375754.9	0	14.15121	21.91039	12.66667	22.39045
ENST00000375793.2	330.53898	184.61503	291.03128	315.01647	206.66808
ENST00000375799.8	186.46102	46.33649	55.49997	122.92939	43.09791
ENST00000375807.8	483.97679	234.21793	378.27851	594.16568	320.28809
ENST00000375838.5	12.15899	0	1.25378	2.08539	0
ENST00000375847.8	219.19028	96.77542	112.72693	208.41497	102.20303
ENST00000375849.5	7.53782	1.33184	2.31247	13.29868	3.22418
ENST00000375871.8	32.64145	10.25256	24.97287	33.37689	16.50943
ENST00000375883.7	90.3138	10.61876	8.68627	102.82654	8.57357
ENST00000375921.6	17.97414	0.45758	0	18.92777	0
ENST00000375922.8	1.1802	0	3.33064	1.40457	0
ENST00000375938.8	0	0.45758	0	0	0
ENST00000376019.5	8.04131	19.33329	0	1.48817	10.27329
ENST00000376021.8	8.60132	18.10361	28.51497	4.76772	21.239
ENST00000376022.5	2.90483	3.35194	9.16479	3.07409	7.98297
ENST00000376029.3	10.16691	11.7318	19.24511	14.31274	26.5565
ENST00000376032.9	123.28563	59.47936	105.07513	136.35727	99.94825
ENST00000376105.4	30.81553	22.75813	48.58706	110.71293	13.127
ENST00000376112.4	107.18447	178.24187	347.41294	317.28707000000003	105.873
ENST00000376131.9	36.51376	29.32847	27.50449	63.92915	22.39022
ENST00000376137.9	10.66629	1.46572	0	23.05941	4.52775
ENST00000376138.7	112.54262	81.69132	55.47307	67.37213	31.45899
ENST00000376139.6	16.8086	9.87757	0	14.48822	19.50228
ENST00000376140.4	208.97375	1e-5	63.47689	148.71404	54.99068
ENST00000376143.5	23.1743	2.28927	5.09127	13.04959	0
ENST00000376160.5	16.8086	9.87757	24.15949	14.48822	19.50228
ENST00000376166.5	31.16783	17.51725	1e-5	25.73274	5.57028
ENST00000376262.7	0	10.95892	7.48833	0.04456	3.1279
ENST00000376419.5	80.11902	13.22787	16.4685	68.76858	12.44865
ENST00000376496.4	10.88817	0	1.93488	0	0
ENST00000376497.7	2.24349	4.5308	0	15.57655	4.48086
ENST00000376673.8	45.45175	2e-5	0	97.14559	1e-5
ENST00000376693.3	43.96461	30.66613	26.03219	50.64554	30.95245
ENST00000376811.5	9.87558	16.52106	12.17312	10.122	7.63653
ENST00000377026.4	471.63733	230.07002	250.27353	570.96175	203.57122
ENST00000377059.7	3e-5	123.9601	20.38504	5.26632	114.09979
ENST00000377072.8	240.10764	40.15796	178.47774	90.60621	66.66207
ENST00000377100.8	25.77939	15.60128	13.18504	20.44314	8.9762
ENST00000377122.9	64.6745	3.14834	35.45653	510.49672	0
ENST00000377263.6	675.42508	257.88924	263.87975	454.19866	236.27481
ENST00000377298.9	842.33546	814.24789	759.48739	1001.99985	925.63446
ENST00000377332.8	4.70054	1.33997	3.04249	3.30321	4.97366
ENST00000377369.7	0	7	10.5	26.82629	0
ENST00000377371.3	37.91244	0	10.5	26.82629	18.5505
ENST00000377374.8	9.85691	0	0	11.49598	0
ENST00000377387.5	58.24438	13.5848	0	15.63318	3e-5
ENST00000377390.8	111.40979	245.01744	355.77277	62.49255	234.12261
ENST00000377394.7	185.52697	63.82783	24.5874	154.98502	42.808
ENST00000377453.9	162.53689	37.35121	75.06258	158.47405	49.65485
ENST00000377499.9	7.34995	3.51937	9.18743	8.82785	4.5759
ENST00000377534.8	0	0.96639	0	7.17204	0.44951
ENST00000377671.7	10.90345	8.58141	4.9131	43.47637	12.25577
ENST00000377681.8	75.23942	30.35712	42.12733	53.4834	34.27431
ENST00000377765.8	217.38281	89.1	61.13043	246.03175	65.86667
ENST00000377797.7	152.44816	158.0041	199.52319	120.0646	162.17126
ENST00000377908.6	4.06446	5.55974	16.32207	0	10.63564
ENST00000377966.4	121.90227	66.07065	72.06853	64.76094	67.18066
ENST00000377967.9	97.29693	54.81024	15.49886	27.53922	38.00496
ENST00000377970.6	11.34991	4.5	10.31977	7.77847	7.98888
ENST00000378034.7	387.03778	60.82781	22.04307	161.27092	34.33867
ENST00000378037.9	190.44058	183.10021	361.50299	211.95317	369.84285
ENST00000378156.9	21.79697	51.05452	76.96166	63.9101	86.47132
ENST00000378161.5	51.82868	68.20222	49.72614	38.28369	21.93888
ENST00000378169.7	2.5019	2.5182	2.64599	2.44236	0
ENST00000378288.8	0.95275	0	0	14.02862	0
ENST00000378295.9	8.39203	7	12	5.25156	22
ENST00000378308.7	948.52894	437.15308	344.52297	607.61773	196.59183
ENST00000378467.8	47.72847	8.96533	4.44548	21.73219	2.38251
ENST00000378495.7	39.05671	98.78366	139.08901	22.26931	120.00971
ENST00000378609.9	2549.24961	1041.74475	1191.92138	2576.90665	1084.95583
ENST00000378677.6	30.52081	0	0	261.67524	0
ENST00000378701.5	8.18493	0.56176	1e-5	20.33597	0
ENST00000378719.7	70.94359	20.50275	40.80517	84.94807	18.81072
ENST00000378723.7	95.99742	74.04178	37.00602	20.65122	31.93082
ENST00000378814.9	504.39261	315.5148	223.13792	245.38583	261.23995
ENST00000378843.6	55.21813	0	1e-5	142.41604	1e-5
ENST00000378892.5	79.08321	219.72371	190.00416	45.83654	138.71014
ENST00000379019.7	330.69621	107.59188	105.25341	268.93643	151.25334
ENST00000379096.9	381.59332	204.87818	204.46096	380.8429	116.35113
ENST00000379097.7	6.07145	22.18946	3.31506	20.30762	5.42389
ENST00000379214.9	1686.70561	857.0018	973.11864	2224.20321	857.59449
ENST00000379348.3	0	0	1.0455	12.28335	0
ENST00000379350.5	14.0068	11.67561	13.67613	18.649	11.37286
ENST00000379460.6	0	0	28.45964	0	0
ENST00000379510.5	39.73569	8.689	2.79228	81.31595	5.63564
ENST00000379567.6	18.73276	3.26286	1.55203	23.57713	2.25143
ENST00000379573.6	78.08048	0	21.50144	0	18.34798
ENST00000379608.9	74.27493	62.998	32.99404	56.1348	43.05472
