isoform_id	EP1.BRN3B.RO	EP1.WT_hRO_2	H9.BRN3B_hRO_2	H9.BRN3B.RO	H9.CRX_hRO_2
ENST00000379892.4	27.04188	4.21492	2.81836	14.07401	3.64753
ENST00000379893.5	0.1994	1.20325	0	0	0
ENST00000379902.7	0.41802	0	0	0	0
ENST00000379942.5	8.73515	7.36794	11.85423	5.9012	11.47735
ENST00000379962.4	0.09447	0	0	0.06991	0
ENST00000380201.2	2.02187	0.36053	1.59722	2.91436	2.57718
ENST00000380277.6	0	1.50614	1.40998	0	0.67556
ENST00000380283.5	8.57404	0.93469	2.67109	5.55938	0.59713
ENST00000380305.4	0.12455	0.42403	0.38301	0.1285	0.39256
ENST00000380529.5	13.49494	16.17918	9.53692	9.21317	7.34429
ENST00000380539.7	28.42871	73.9349	37.44984	16.77208	27.8651
ENST00000380546.7	7.68105	11.59763	6.74562	3.83362	4.9682
ENST00000380578.1	2.20156	4.46695	0.95574	1.37423	1.64116
ENST00000380579.6	27.72538	17.46592	11.26095	11.81917	10.6345
ENST00000380711.3	0.54178	0	0	0.59543	0
ENST00000380718.1	0	0.37195	0	0	0
ENST00000380736.5	0.88578	2.76251	4.66407	0.67257	3.08076
ENST00000380753.9	4.77307	3.59329	3.55807	2.70118	4.07057
ENST00000380780.5	1.60319	0.55542	0.44254	0.60033	2.69501
ENST00000380808.6	0	0.5888	0.36501	0	0.27242
ENST00000380821.8	14.6058	38.05435	60.69791	15.17066	46.43702
ENST00000380887.7	0	0	0.28099	0	0
ENST00000380920.8	0	0.41105	1.29924	0	0
ENST00000380950.7	2.73728	5.77325	9.71759	3.54281	7.17684
ENST00000380989.6	11.5073	11.77972	7.4226	14.98071	12.10685
ENST00000381196.9	9.44797	3.44971	3.61347	6.63278	4.42971
ENST00000381291.8	18.13775	4.25593	14.30643	29.251	29.2302
ENST00000381318.8	25.98099	20.46729	19.20789	34.26297	12.98241
ENST00000381356.9	9.34159	23.50179	22.73735	3.77159	23.98612
ENST00000381418.9	9.04018	4.28853	1.63243	9.9364	3.32007
ENST00000381466.2	3.65807	0.7793	0.24486	0.81204	0.28692
ENST00000381527.8	12.06692	15.81858	18.67324	13.82972	18.72212
ENST00000381538.7	7.25355	10.13058	12.33974	4.99132	11.47457
ENST00000381591.5	22.95818	15.19976	12.87017	24.9168	11.04675
ENST00000381604.9	27.42465	26.51701	23.90932	16.62052	24.86993
ENST00000381669.8	0.48602	0.07431	0	0.24402	0.77803
ENST00000381679.8	8.71229	24.4971	9.78575	5.76467	5.67615
ENST00000381680.7	1.81868	0.09392	0.1626	0.60074	0.27471
ENST00000381760.8	34.43238	37.11482	37.7397	48.62793	27.86137
ENST00000381761.6	0	0.25977	0	0.11532	0
ENST00000381787.2	0.0807	0	0.9232	0.23678	0
ENST00000381861.7	4.03781	6.98106	4.11056	7.18043	5.91087
ENST00000381869.5	0	0	0	0.58802	1.16131
ENST00000382038.7	17.01885	15.07786	15.79949	15.54895	11.86188
ENST00000382065.8	6.04377	7.32403	3.4697	6.47575	4.08784
ENST00000382100.8	5.01801	4.14561	1.66191	3.86885	5.42424
ENST00000382224.5	6.66362	8.98169	11.85465	8.62124	15.09745
ENST00000382226.5	8.79724	6.64417	6.51548	9.66512	7.56937
ENST00000382275.6	1.06786	0.64942	0.92293	1.15628	1.26243
ENST00000382329.2	1.30578	0.1615	0.86758	1.95187	0.58628
ENST00000382361.8	67.14358	31.20526	30.90183	37.31374	25.89392
ENST00000382374.9	41.63134	41.37896	44.31593	38.36188	48.62657
ENST00000382384.6	9.377	5.66366	7.1378	5.19768	3.27508
ENST00000382395.8	6.34183	0	4.91274	3.3778	6.43838
ENST00000382401.8	2.07393	0.41953	0	2.14733	0
ENST00000382580.6	0.07098	0.30903	0.14132	0.06579	0
ENST00000382581.5	82.14735	112.69052	86.89241	65.49595	110.65281
ENST00000382686.8	5.12135	4.13322	5.20821	4.57325	4.13296
ENST00000382850.8	35.67809	26.66588	24.11253	38.45583	18.96863
ENST00000382899.9	3.49504	1.56912	1.45375	1.27671	0.99927
ENST00000383229.8	1.30138	1.53834	1.90235	1.23841	2.84465
ENST00000383314.7	37.70653	46.80277	42.99931	40.67603	44.80986
ENST00000383710.9	17.52301	23.20354	14.13117	19.8684	13.43099
ENST00000383718.7	6.64278	1.1568	2.21963	2.91674	0.73324
ENST00000383738.6	9.19827	11.2729	1.60771	11.4489	4.27474
ENST00000388768.6	3.46209	2.46413	0.81878	2.17236	2.0267
ENST00000388789.4	0.10669	0.58447	0.1166	0.06779	1.17827
ENST00000388833.7	0	0	2.05389	0.26647	0.91074
ENST00000388955.8	1.18715	0	0.76434	1.21163	0.64368
ENST00000389231.9	5.81653	11.73586	11.87588	2.45229	12.18061
ENST00000389420.8	1.76807	3.40452	4.83238	1.43669	2.97685
ENST00000389428.7	4.91758	0.60145	0.61039	6.69834	0
ENST00000389534.8	5.48497	0.54592	0.47532	9.18806	0.34838
ENST00000389744.8	19.33069	47.25153	40.52588	23.16769	29.45957
ENST00000389858.4	2.38974	10.00078	25.86937	0.48123	61.5314
ENST00000390005.9	0.14592	0.88969	0.27662	0	0
ENST00000391338.3	2.33968	0.50376	0.84737	1.5965	0.86107
ENST00000391844.8	3.35525	2.04529	1.59951	2.57029	1.73918
ENST00000391959.5	1.62107	4.4657	5.86651	2.2895	9.70489
ENST00000392038.7	37.86854	26.53945	25.55531	26.65226	25.997
ENST00000392090.6	3.14239	1.7318	1.62723	0.92351	1.96615
ENST00000392142.9	3.01212	3.2855	5.2639	4.54731	4.44183
ENST00000392192.6	0.48645	0.38105	0.41471	0.08887	0.68037
ENST00000392225.7	70.42021	28.17607	25.01479	42.53174	56.62554
ENST00000392257.8	0.04939	0.12614	0.0935	0.1319	0.40938
ENST00000392322.7	0	1.74652	0.2761	1.63463	0
ENST00000392329.7	0.33898	1.61824	2.22696	0.52548	1.52357
ENST00000392365.5	0.5549	0	0	0.2671	0
ENST00000392370.8	2.32491	1.81837	4.83232	1.87394	2.53975
ENST00000392477.7	15.34992	8.31779	8.72442	11.37101	7.4533
ENST00000392496.3	2.05701	6.95798	1.15729	1.33426	2.3339
ENST00000392542.6	1.99027	0.86268	1.63185	1.93713	1.04011
ENST00000392561.7	1.70458	2.12545	4.12758	0.69012	2.1125
ENST00000392644.9	1.89076	1.90756	3.82051	1.81623	2.719
ENST00000392811.6	17.3437	5.45807	12.6535	15.42658	10.5404
ENST00000392903.3	22.6007	1.15589	3.56067	9.57223	5.58083
ENST00000392944.5	0	2.81099	0	0.19455	0
ENST00000392973.8	0.33342	0	0	0.69454	0.15253
ENST00000392981.7	29.13866	28.33634	11.48628	23.3304	23.68447
ENST00000393004.6	7.04018	1.49608	0.66313	9.30234	2.80403
ENST00000393006.5	2.1526	4.36178	2.46087	2.50517	3.57942
ENST00000393020.5	0	5.38398	0.29259	0.09	3.01879
ENST00000393040.7	0.7376	6.28128	10.98301	1.35243	12.33896
ENST00000393047.8	16.13332	7.92943	10.35548	10.38993	7.351
ENST00000393051.5	0.22111	0.29714	0.52004	0.12653	0
ENST00000393084.6	0.73313	0.19482	0.81363	0.5745	1.32169
ENST00000393158.7	1.82032	3.29038	1.59002	1.2146	1.68324
ENST00000393183.7	3.57734	5.15537	5.49346	2.72881	5.28908
ENST00000393190.4	36.60142	34.89403	34.27384	35.28841	27.65783
ENST00000393353.7	0.5229	1.53252	1.0349	0.72189	1.16276
ENST00000393357.6	0.4739	1.06192	1.45074	0	6.8291
ENST00000393380.6	4.12975	1.58832	3.53994	6.67396	2.64194
ENST00000393408.7	18.8617	61.89983	86.76248	20.91467	69.19946
ENST00000393543.7	4.01115	1.6065	2.25221	3.66423	2.54481
ENST00000393564.7	3.41625	0.70105	2.40955	0.69411	2.24647
ENST00000393578.7	1.0491	0.42925	0.06264	0.08224	0
ENST00000393618.6	0.38392	2.05076	0.4214	0.55944	1.28104
ENST00000393667.8	40.49981	25.67816	12.7722	43.79405	23.89452
ENST00000393695.8	4.24501	5.65696	6.66761	3.08349	7.61924
ENST00000393733.6	0.30909	0.28562	0.54428	1.14667	0.14739
ENST00000393760.6	0.36631	0	0	1.05342	0
ENST00000393852.8	0.78347	1.53247	4.31805	0.6288	2.38581
ENST00000393879.3	3.18378	8.71529	5.22488	1.14574	13.05344
ENST00000393885.9	41.22722	27.46705	28.10848	37.16486	22.47367
ENST00000393925.7	0.22711	1.61546	0.85114	0.32747	2.35205
ENST00000393956.9	13.11931	34.18689	26.27236	13.48727	41.91186
ENST00000394030.8	11.48805	28.93926	31.27255	10.87698	19.02737
ENST00000394054.6	0	0	2.83311	0.37019	2.73719
ENST00000394060.7	5.17794	4.11477	1.9693	1.4312	3.84089
ENST00000394063.5	0.92691	0	0.64072	0.7178	0.43982
ENST00000394106.7	12.37161	7.83552	4.72566	17.29296	7.98299
ENST00000394126.5	4.15399	16.33623	23.09352	7.2576	17.32969
ENST00000394128.7	17.1188	16.46337	11.11232	16.2513	14.74598
ENST00000394144.9	13.23796	13.31287	17.38973	14.65693	12.2028
ENST00000394203.7	0.39874	19.52491	10.29775	1.0127	7.08692
ENST00000394215.7	19.06856	64.40374	64.29729	13.60696	50.70762
ENST00000394232.6	33.19525	11.40014	8.49064	52.73723	10.31285
ENST00000394243.5	4.94545	1.80493	0.40358	1.19578	0.85556
ENST00000394249.8	7.99431	29.20598	20.49623	2.67377	19.39082
ENST00000394265.5	0.19536	0	0.53463	0.34067	0
ENST00000394267.2	1.56284	2.77345	2.94047	2.49821	3.72584
ENST00000394269.7	0.26249	0.84602	0.84537	0.3102	0.78405
ENST00000394366.6	25.56323	12.11561	16.74905	31.34697	18.9859
ENST00000394419.9	0.51608	5.16037	1.51513	4.55746	1.48432
ENST00000394439.5	1.76849	3.29342	3.93097	1.05834	1.31122
ENST00000394455.6	0.23884	0.49742	1.17958	5.9193	0
ENST00000394481.5	27.82506	16.72689	7.11223	34.61118	12.79751
ENST00000394510.6	20.18174	27.9548	18.38839	14.39787	33.9564
ENST00000394518.7	21.67296	21.02353	26.18462	22.68749	17.86304
ENST00000394610.7	1.62253	3.04771	3.02722	1.47377	2.52311
ENST00000394684.8	0.70984	1.81837	1.77344	0.76234	1.6627
ENST00000394884.7	5.50992	3.2943	2.91504	5.04018	3.83084
ENST00000394886.7	16.62066	22.03293	25.06939	15.36292	28.23481
ENST00000394926.7	5.55182	2.76458	5.12775	8.48709	4.0257
ENST00000394986.5	4.38	15.12464	13.82656	1.39708	11.28689
ENST00000394991.8	19.81701	28.26156	30.6658	12.00228	28.60944
ENST00000395002.6	6.05664	15.44251	24.55013	5.99138	20.67227
ENST00000395040.6	3.59528	0	0.43059	5.87145	0.19308
ENST00000395044.7	80.13578	142.4458	188.62374	63.17639	161.85175
ENST00000395047.6	47.76858	14.34784	12.54281	58.66531	10.76145
ENST00000395068.9	110.71893	108.38293	96.49715	141.94473	85.67913
ENST00000395146.9	11.31942	23.6279	8.5422	12.93044	12.21081
ENST00000395321.6	34.34052	8.11388	9.22198	49.87155	6.27086
ENST00000395407.7	0	0.71673	0.76759	0.10208	0.56809
ENST00000395476.6	0.44146	1.65586	1.56867	0.30295	0.52657
ENST00000395479.10	26.85009	7.08084	10.21999	46.63595	9.14358
ENST00000395560.7	3.32818	20.94396	6.84968	6.23411	2.93985
ENST00000395564.9	1.12055	7.09436	1.36311	2.08277	0.98563
ENST00000395594.2	0.19782	0.24571	0.65756	0.42879	0
ENST00000395611.7	6.36495	2.89178	5.16376	7.1269	10.46244
ENST00000395655.8	1.78306	1.19562	1.47684	0.61298	1.46247
ENST00000395718.6	1.77338	2.03503	3.20655	1.40102	5.14096
ENST00000395751.8	6.99791	1.59415	0.69315	1.72046	1.39034
ENST00000395756.5	0	0	0	9.94902	0
ENST00000395757.6	6.16389	4.98072	0.28267	5.75453	2.47257
ENST00000395758.3	0.70661	1.16247	0	0.74769	0.79338
ENST00000395787.4	21.71256	21.37796	21.34779	19.77906	21.82866
ENST00000395812.6	5.70282	5.02711	6.99193	7.0061	3.50581
ENST00000395813.5	1.55403	1.35811	0	0.58228	0
ENST00000396001.6	0.15837	0	0	0	0.20285
ENST00000396026.7	0.46288	0.47269	0	0.60142	0
ENST00000396027.9	1.87079	2.6292	7.98861	5.90371	3.65247
ENST00000396045.7	1.31143	0.14328	0.21143	4.65054	0
ENST00000396068.6	1.74194	4.40885	4.23653	0.31498	5.29522
ENST00000396105.6	4.60596	7.12165	7.009	3.96133	4.99217
ENST00000396175.5	2.84073	0	1.26372	4.14205	1.48414
ENST00000396290.2	48.84914	40.78334	42.20592	33.57259	29.39414
ENST00000396319.7	61.79864	25.04076	21.50307	111.45283	18.15388
ENST00000396396.6	6.29636	6.79773	3.03851	2.48686	4.38616
ENST00000396504.6	1.42572	3.65528	2.09495	1.83945	2.11464
ENST00000396553.7	1.7269	7.08592	4.43475	4.68888	5.29494
ENST00000396554.7	0.13713	0.22255	0.89571	0.70465	0.5953
ENST00000396559.5	1.40408	0.50796	0	0	0.49376
ENST00000396560.6	3.42459	1.985	1.89098	2.00607	2.50416
ENST00000396603.6	4.62899	7.81037	6.7159	4.17667	5.20452
ENST00000396651.8	1712.57267	1803.02833	2701.07306	1342.5915	2145.36555
ENST00000396688.5	0.69775	0.5621	0.12163	0.63303	0.51713
ENST00000396698.5	3.15459	1.04569	1.37865	3.9989	4.16732
ENST00000396774.6	0.80449	0.76794	1.02058	0.62378	1.22148
ENST00000396819.8	8.09657	7.91548	12.45062	5.02051	8.25814
ENST00000396840.6	3.01734	2.3808	1.98783	2.70781	1.83786
ENST00000396879.8	1.4918	0.51953	2.43392	2.60161	2.27152
ENST00000397036.4	1.03645	0.38965	0.58301	0.68711	0.25249
ENST00000397062.8	38.97674	14.99718	13.16355	36.87692	12.15343
ENST00000397063.9	15.65881	7.44608	5.93339	27.45977	8.1817
ENST00000397100.6	31.07623	32.88455	28.91883	26.61437	34.74798
ENST00000397260.7	5.37504	15.87543	11.63673	1.43232	17.86324
ENST00000397267.6	6.24716	0.8647	0.34842	2.50365	0.58748
ENST00000397323.9	2.19016	12.09096	8.01049	1.31738	8.03148
ENST00000397496.7	0	9.04328	16.40881	0	12.58353
ENST00000397497.8	0	0	0.98694	0.32112	0.13387
ENST00000397501.5	1.07227	1.06312	0.48576	1.43541	0.67225
ENST00000397505.2	1.17546	1.82265	0	0.33895	2.39866
ENST00000397611.7	0.18932	2.06365	3.13773	0	1.0191
ENST00000397631.7	3.26821	1.44154	1.129	3.64384	0.68081
ENST00000397632.7	0.89206	2.66622	2.73198	0	0.65586
ENST00000397712.7	23.30518	25.71875	16.27641	11.54571	17.89131
ENST00000397714.6	2.15553	4.76184	8.55481	1.90416	7.08856
ENST00000397802.8	7.08393	10.87601	15.47567	7.98703	13.32197
ENST00000397887.7	12.13692	1.56837	28.69463	9.28921	17.07254
ENST00000397909.7	5.21011	7.0985	9.05678	6.12383	7.37068
ENST00000397962.8	0.72757	0.74276	0.87355	0.62846	1.11207
ENST00000397985.7	2.04812	1.8068	1.45539	2.3389	0.62363
ENST00000398017.3	0	0	0.60492	0.06246	0
ENST00000398022.7	21.86694	28.14057	27.15081	28.24417	17.76092
ENST00000398042.6	0.94279	1.50686	0.44335	0	0
ENST00000398097.7	0.38617	1.0389	0.59491	1.45423	2.09043
ENST00000398145.7	8.0344	6.58136	5.40649	8.59054	4.43249
ENST00000398212.7	4.14515	0	0	0	0
ENST00000398213.4	5.49737	5.43187	7.08086	4.96645	7.36474
ENST00000398398.6	1.69286	0.7169	5.29858	2.90005	4.07871
ENST00000398425.7	0.84351	0.25516	1.45431	0	1.35954
ENST00000398437.1	0.50702	0	0.21156	0.79636	0.80352
ENST00000398449.8	5.06879	3.64423	1.83458	4.7068	1.78519
ENST00000398484.6	0.76465	0	0.31846	0.17909	0.42532
ENST00000398492.8	35.63007	23.20039	17.66241	62.86589	36.85309
ENST00000398494.8	11.63283	6.45783	1.63974	16.72278	2.65711
ENST00000398540.8	17.10326	20.5814	23.01377	32.46705	20.24843
ENST00000398580.3	0.80495	0	0	0.29652	0
ENST00000398612.3	1.10125	0.17826	0.15125	0.23761	0.19794
ENST00000398675.8	15.89566	20.41994	22.00532	11.24938	22.45748
ENST00000398808.3	0.84911	0	0	0.0823	0.25249
ENST00000399026.1	0	0.27809	0.24956	0.26431	0.13379
ENST00000399066.7	0.60097	0	0.64799	0.76531	0.35194
ENST00000399100.6	10.40301	4.7022	7.32608	8.8866	4.26616
ENST00000399107.6	0.75293	0	0.1702	0.46899	0.16183
ENST00000399120.5	0	0.6011	0	0.44031	0
ENST00000399126.1	0	11.67517	9.39096	0.58844	0.46339
ENST00000399127.5	0.48298	1.14482	1.05859	0.33538	1.1712
ENST00000399132.6	0	1.10047	4.23144	0	32.02612
ENST00000399133.2	11.45789	4.63866	6.58842	7.65645	5.81818
ENST00000399138.5	46.25262	36.60104	32.27492	41.71333	30.39348
ENST00000399200.7	2.12993	1.88629	1.97173	2.45274	2.16279
ENST00000399334.7	0	0.20797	0.59591	0	0.3783
ENST00000399338.8	0.49206	0.40604	0.65724	0.87297	0.68848
ENST00000399349.5	10.35259	0	8.21341	1.27357	2.18223
ENST00000399352.5	4.9659	28.84122	13.6878	5.04089	3.55402
ENST00000399353.5	1.45746	0	0	0.94233	1.18533
ENST00000399367.7	7.56956	1.04004	0.69175	14.43588	0.8195
ENST00000399398.3	2.25581	0.84424	0.52471	0.06246	0.63121
ENST00000399429.8	3.33816	0.8166	0.69961	2.45046	1.07206
ENST00000399441.4	0.48474	0	3.02979	0.44854	0.67179
ENST00000399443.7	42.80499	26.22324	25.84339	58.2393	36.17249
ENST00000399506.9	40.36042	16.1746	13.10547	42.54646	25.4472
ENST00000399510.8	41.65925	28.56751	16.83494	49.78101	12.82998
ENST00000399583.4	2.52081	3.52496	2.96242	4.56459	5.91685
ENST00000399703.6	0	0.86348	0.48358	0	0.54705
ENST00000399807.7	0.0779	0	0.44932	0	0.5113
ENST00000399820.8	9.57909	11.67943	12.54052	10.38391	13.27477
ENST00000399868.2	0.13462	1.07361	0.75059	0.16517	0.62916
ENST00000399878.8	29.7703	11.95841	7.88395	16.03879	7.68355
ENST00000399932.8	3.47574	12.77881	17.36533	3.07826	17.17154
ENST00000400075.4	11.15005	13.05999	15.72796	12.4924	15.53438
ENST00000400143.7	2.97778	6.02713	5.65771	2.93104	5.56248
ENST00000400199.5	17.5989	43.52767	10.82675	16.71174	8.13021
ENST00000400202.5	2.37174	1.99813	50.5697	2.91849	71.06114
ENST00000400294.6	0	0	0	0.40905	0.30055
ENST00000400324.9	6.56989	9.31926	11.06404	0.9001	13.27811
ENST00000400345.8	18.20797	17.88299	13.20827	21.54577	12.70149
ENST00000400548.6	0.14571	0	0	1.57186	0.41053
ENST00000400585.7	0.39686	0	5.63577	0	0
ENST00000400606.6	0	0.12988	0	0	0
ENST00000400794.7	2.61947	0	4.87531	3.88438	4.70946
ENST00000400892.3	0.267	0.34384	0	0.191	0.64768
ENST00000400904.7	36.73766	13.13259	9.57537	18.51188	7.0349
ENST00000400925.2	1.12899	0	0	0.50664	0
ENST00000400952.7	1.12125	4.486	4.12661	5.65856	4.53581
ENST00000401500.7	0.80747	0.41862	0	0.55772	0.84539
ENST00000401525.7	10.01285	3.46646	4.46096	6.94024	5.49843
ENST00000401554.5	0	0	0	0.87451	0
ENST00000401790.6	0.16383	0.75723	1.67452	0.91039	0.89893
ENST00000401869.5	3.86844	32.80246	21.17352	7.46497	25.37201
ENST00000401884.5	0	0.12927	0	0	0
ENST00000402042.7	0.97415	0.24581	0.97962	0.56427	0
ENST00000402050.7	18.16363	8.51486	7.79757	15.71397	8.55862
ENST00000402105.7	0.98541	6.07569	0	0	0
ENST00000402238.5	0.24387	0	0	0.16087	0.13207
ENST00000402285.7	23.44935	0.13421	0.35944	40.44774	0.45058
ENST00000402291.6	14.32533	10.17672	7.90063	12.33796	8.02108
ENST00000402522.1	0.19237	0.38965	0.5231	0.25334	0.12624
ENST00000402574.5	2.80441	3.87589	0.92328	1.80313	0.85132
ENST00000402613.4	4.94535	1.39177	0.29644	2.83617	0.83822
ENST00000402615.6	0.77632	3.58314	1.03986	0.15714	37.00298
ENST00000402785.2	0	0	0.26558	0.27902	0
ENST00000402914.5	0	0	0	1.24629	0
ENST00000402932.2	0	0.25803	0	5.17565	0
ENST00000403018.3	0.838	1.11769	0.78513	1.07161	0.55145
ENST00000403346.7	12.44553	3.56318	5.72056	5.95036	2.58341
ENST00000403527.6	2.73317	0	0	1.67325	0
ENST00000403550.5	1.42151	0.56947	0.74843	1.01124	1.32076
ENST00000403558.1	0.82875	0	0	0.2505	2.49057
ENST00000403579.1	1.11896	7.13614	6.46985	2.97394	7.93087
ENST00000403627.7	8.4276	21.6594	15.79558	5.0242000000000004	18.23062
ENST00000403681.7	1.05961	20.69188	11.83469	2.19609	16.55233
ENST00000403716.5	24.03977	16.21966	14.12569	26.78667	10.49721
ENST00000403724.5	14.04184	0.71518	0	2.47373	0
ENST00000404032.7	0.6104	0	0	0.12429	0.87221
ENST00000404276.6	1.97544	4.40304	6.35447	0.32031	6.53545
ENST00000404390.7	0	1.11238	0.52877	0	0.30045
ENST00000404643.5	13.918	5.56637	2.43163	10.7159	1.65332
ENST00000404704.7	1.90754	0.62326	0.9734	0.48194	0.77956
ENST00000404735.1	27.93223	28.33568	24.75704	21.97537	23.52509
ENST00000404755.7	0.14666	0	0	0	0
ENST00000404792.5	0.1567	0.76893	0.9547	0.36429	0.79239
ENST00000404820.7	0.25198	0	0	0.33315	0
ENST00000404895.7	0.64205	0.4416	0	0.60382	0.38898
ENST00000405005.8	0.63687	2.48975	0	0.76582	0.04632
ENST00000405068.3	6.71714	7.84645	4.38509	1.86079	3.66352
ENST00000405148.6	0	0	0.0935	0	0
ENST00000405159.8	4.2537	3.40806	3.79352	3.97074	3.1044
ENST00000405192.6	0	0	0	0.62053	1.93922
ENST00000405218.6	2.77808	2.67608	1.96112	1.67428	0.66779
ENST00000405358.8	1.37756	0.13493	1.81976	0.97009	0
ENST00000405547.7	0	0.19513	0.58301	0	4.98059
ENST00000405598.5	0	0.17809	0	0	0
ENST00000405636.6	11.79939	3.6257	4.67373	7.5182	3.46207
ENST00000405666.5	0.72796	0	1.63296	0	0
ENST00000405755.6	3.09552	2.44366	2.55362	1.72098	3.35979
ENST00000405772.5	0	4.37521	0	0	0
ENST00000405785.5	3.60942	2.11858	2.67919	4.48806	2.98129
ENST00000405837.5	1.36533	1.84306	1.6344	0.81543	2.3231
ENST00000405990.3	2.65511	0.90918	0.58301	1.37423	0.96606
ENST00000406134.5	3.19204	1.11462	0.47333	0	0.6783
ENST00000406297.7	3.26318	1.41134	3.9459	2.55699	0.26122
ENST00000406310.6	0.39551	3.50685	4.1391	0.16619	4.67098
ENST00000406360.2	12.11101	17.09871	22.8933	16.68974	23.85895
ENST00000406595.5	0.57469	0.27398	0.09683	0	0
ENST00000406664.5	0.30586	0	0.19273	0.3156	0
ENST00000406691.7	17.86228	5.2259	5.49733	23.0538	2.79461
ENST00000407022.7	13.74721	9.35973	10.2129	13.6924	10.0214
ENST00000407029.7	6.50662	7.036	7.90514	5.90444	8.8729
ENST00000407050.8	20.63957	6.46426	8.43534	22.46863	12.17269
ENST00000407202.6	0.07662	0.27706	0.11838	0.44299	0.2851
ENST00000407293.5	2.41638	0	0	0.16297	0
ENST00000407365.5	4.34417	0	0	0	2.2766
ENST00000407471.7	10.09514	5.26683	2.59288	7.46489	1.92842
ENST00000407479.5	8.20122	15.05647	10.06156	7.08401	13.7088
ENST00000407712.1	0	0	0	0	8.39418
ENST00000407796.7	32.19594	12.48691	10.44798	18.17424	9.19915
ENST00000407838.7	6.06508	2.7456	2.56437	2.9783	2.96037
ENST00000408946.7	5.49737	2.71594	2.12426	5.45495	2.72175
ENST00000408995.5	0.31362	0.67433	0.94315	0.32169	0.37873
ENST00000409013.8	0.39488	2.2987	1.43935	0	2.38581
ENST00000409085.9	47.97681	39.17962	31.71008	64.14146	27.41929
ENST00000409101.7	1.90587	1.33572	0.60015	1.02106	3.13874
ENST00000409120.5	2.21938	0	2.91775	1.88289	1.09909
ENST00000409137.7	2.45851	1.05069	0	3.81984	0.60896
ENST00000409144.5	0.49243	0.52395	0.76629	0.18942	1.39423
ENST00000409156.7	0.95297	2.54703	1.96352	0.54971	0.91208
ENST00000409157.5	5.96725	8.74532	10.73966	6.53976	11.38675
ENST00000409158.5	1.53708	0.82265	2.70037	1.31283	1.64315
ENST00000409177.6	3.5856	1.88913	2.62464	7.09965	3.02318
ENST00000409235.8	1.75525	1.93312	0.49386	0.46717	0.06995
ENST00000409251.7	4.98423	6.84473	4.28259	7.24108	5.11493
ENST00000409284.1	0.67065	0.15668	0	0.71496	0
ENST00000409286.5	0	0	0.08813	0	1.07757
ENST00000409293.6	9.78989	5.84159	5.19262	7.86107	4.15304
ENST00000409400.1	1.1955	3.99975	2.90435	1.15303	2.6374
ENST00000409401.7	3.58521	4.02625	2.71182	3.05652	2.97184
ENST00000409407.4	4.4262	8.29523	11.14252	0.40875	9.05485
ENST00000409410.6	1.1721	0	0.12597	0.89194	0.75478
ENST00000409455.5	0.13876	0.44073	0.31188	0.40799	0.23514
ENST00000409502.7	0.13409	0	0	0.13772	0.23297
ENST00000409538.5	30.35056	11.01652	7.53465	33.57717	10.64938
ENST00000409558.8	14.61199	10.93681	10.06941	10.81452	11.20628
ENST00000409562.7	1.53132	1.66243	1.94695	3.38595	1.39123
ENST00000409592.7	0.49127	0	0	0	0
ENST00000409658.7	11.29012	21.31919	32.56917	12.20828	21.15376
ENST00000409663.7	5.54807	3.20614	3.08704	2.1267	2.96368
ENST00000409676.5	0.16188	0	0.2529	0	0
ENST00000409684.2	0.69267	0	0.24333	0.62465	0
ENST00000409813.7	8.54418	16.36975	14.63923	15.32414	12.36696
ENST00000409835.5	0	0.1728	0	1.64337	0
ENST00000409900.9	5.95424	4.05873	5.0606	6.48898	4.16499
ENST00000409931.7	2.01424	0	0	0	0
ENST00000409959.8	0	3.20614	3.08704	2.1267	2.96368
ENST00000409998.5	0.35768	0.90918	4.02693	0.62465	2.04485
ENST00000410011.5	0.10805	0	0	0	0
ENST00000410017.5	0.73702	0.25515	0	1.32553	0
ENST00000410018.5	1.75525	1.93312	0.49386	0.03112	0.06995
ENST00000410024.5	1.97696	2.55015	3.62965	0.75508	2.34059
ENST00000410068.5	0	0	0.11909	0	0
ENST00000410075.5	5.77997	10.88339	9.19821	5.70998	4.62543
ENST00000411582.4	0	0.59633	0.7852	0	0.34671
ENST00000411589.6	1.20758	0	0.81212	0.68181	0.83144
ENST00000411646.2	36.27584	7.95549	15.35096	20.46249	13.35762
ENST00000411698.6	1.45395	1.45684	0.84068	2.30831	1.07499
ENST00000411896.6	20.93229	11.52209	15.99607	16.84807	10.8318
ENST00000411932.1	1.83203	1.42872	1.16602	3.56561	1.01347
ENST00000412051.5	32.12989	14.49548	14.27767	23.11564	15.37069
ENST00000412146.6	0.31809	0.29499	0.3928	0.0661	1.21704
ENST00000412277.6	0.33433	1.22429	3.12681	0	0.63153
ENST00000412297.2	0	0	0.12727	0	0
ENST00000412389.5	1.84777	2.75614	3.341	0.8415	1.3203
ENST00000412458.6	1.50151	4.54597	0.21776	0	0.20296
ENST00000412531.7	3.24318	2.19475	1.9873	2.86691	1.93615
ENST00000412622.5	0	0	1.04443	0	1.75774
ENST00000412670.1	13.61968	1.87019	1.57961	0.71658	30.80375
ENST00000412882.5	0.13674	0.12988	0	0	0.23049
ENST00000413076.2	0.40109	0.15384	0.1166	0.30061	0.09324
ENST00000413185.3	1.15839	2.57746	8.99833	1.99888	6.46047
ENST00000413197.5	2.55476	5.59575	0	2.93529	3.76444
