isoform_id	DG-WT-hRGC	EP1-BRN3B-RO	EP1-WT_ROs_D45	H9-BRN3B-RO	H9-CRX_ROs_D45	H9-hRGC_1	H9-hRGC_2	hRGC
ENST00000523245	0	3.4914437260566435	3.0463284162104878	0	0	0	3.606645147203042	0
ENST00000418210	4.866134290887289	4.131821334881551	0.4227181248193933	1.535228273077319	0.41700652604567456	1.3280134355401263	3.534667285288726	8.534540548095466
ENST00000458549	23.42531618625609	36.17243456147933	28.87950967172752	15.489734394246682	23.473587783535727	1.8007841190641658	17.170791489981468	42.7286811802803
ENST00000287022	58.3367874953207	39.74990145543346	35.63404989018368	44.735860030952125	27.89249444380075	7.267204769820531	28.690396192790136	65.57597788829646
ENST00000517603	6.1233072976901575	45.47241671892632	19.192129342632583	19.197251922548944	4.922972708784504	0	12.65050258100586	34.20603997055136
ENST00000521036	3.159155935791294	0	0	2.5488392011012526	0	0	5.40996899791354	0
ENST00000518876	3.565279066843992	3.093280255509892	0.4572627232998801	2.0226507089738224	0.8821331361433835	0	1.065113994818799	1.629247099248901
ENST00000517523	8.33692451253791	0	0	0	0	0	0	0
ENST00000518406	6.403725499033975	22.22379399610874	0	16.223920312154497	0	5.962666910886396	28.696355183274385	40.96885495167135
ENST00000521948	0	0	2.2381005097699895	0	0	2.7538423642451955	0	0
ENST00000519322	8.837139983290184	3.833603292750032	0	3.7315024052258483	0	4.114240196074812	7.920193100848395	4.038360511037929
ENST00000336273	234.82624869898484	202.50391917046113	169.73700184005878	152.46729145617067	144.5759892278444	21.805062071899105	117.6095658851046	234.07934249944606
ENST00000519934	96.15534826766113	52.475482173792095	24.86084044061043	61.06501906492324	30.135982317417575	18.54416355462792	90.86014801116364	137.74531043284549
ENST00000401707	21.654833511273853	23.057989778705178	46.570359890697716	9.975054805866357	39.08835119408406	3.6660637612770213	32.64058620888379	44.53079516588568
ENST00000522319	0	5.721797671523682	14.977029118461815	0	9.790353908087875	0	0	0
ENST00000220931	146.4828738743844	71.13153826094384	120.33103188423611	40.8222997539392	85.02734336050862	11.478041771903582	97.45290127077075	118.64535164490017
ENST00000311028	3.1196354402137385	34.09833260611822	29.56752264452105	5.70721869105173	25.439863362156867	0	4.739366737018649	7.287897987335655
ENST00000395923	10.670045311171586	3.049822007172166	5.412019607311969	0	2.7928793096508877	0	0	0
ENST00000522951	2.3102662219713204	1.892568272681047	1.6132337580329468	0	5.929919422461204	0	1.9976819574048226	1.9481107053616245
ENST00000522252	0	0	0	5.979971190961257	0	0	0	0
ENST00000524101	20.17611861088983	0	0	0	7.488055898639547	0	0	0
ENST00000659614	7.067516932218497	5.5748792585951366	0.9004163442119069	2.5913849819277326	0.19316618444051564	1.0116698128587567	6.086611984267173	12.02719396501242
ENST00000520750	0	9.763156043297054e-5	5.031376541103313	6.379138080942729e-4	2.308392338032889	0.9706171842372191	3.8333600869254214	0
ENST00000522939	5.607323596460636	7.68185131956501	8.599307878153523	0	4.162142903315807	0	0	0
ENST00000520538	1.736605245592373	4.192972862758742	2.367968154704956	2.764075413516804	2.18014951933768	1.6071703651426146	3.27550611490994	5.620787794815067
ENST00000524007	0	22.639396904137826	19.753167120563507	0	12.912472771559122	0	0	7.94952267946471
ENST00000696799	5.320139425370696	5.466749864626611	0.25970838335763147	6.44870991601855	0	1.3363075958854624	2.5979001883880417	8.957280652778948
ENST00000666250	0.8731685382160413	0.49647112953572015	0	2.5768101864994826	0	0	0	1.1823775420005136
ENST00000705941	2.9807284635834534	0	0	0	0	0	5.452936052318176	6.35130836734931
ENST00000705942	3.150223460027076	0	0	0	0.41917207833846015	0	0	0.7214349766334458
ENST00000705944	0	0.5788257915499416	0.5416180026776516	0	0	2.8756465032779017	2.6147171593903082	0.6940793857605043
ENST00000705945	10.5013084332321	1.1226287015835659	0	1.9550642527018025	0.7985406574899478	0	5.173269620213055	12.00271655345557
ENST00000705946	3.1888430951227282	0.5604905845006297	0	0	0	0	0.7187594861799341	0.6788379227552913
ENST00000705947	5.38920433830192	1.244265421937993	0.8171608685244401	0.47198628626213657	1.3118359550577336	0.8154666932691971	4.425261784253814	8.35457272082929
ENST00000668113	0.6210227646017967	1.8134671824182544	0.38153434442862694	1.2085942298584387	0	0	0.3749259906606373	1.4146852749193146
ENST00000504942	4.180049732819626	0.8159118321163564	0	0	0	0	7.844289405940383	5.299222136777237
ENST00000632716	7.192863420960988	2.1179067957383646	2.027439335023101	0.800397618753836	0	0	9.00056088528225	9.973866474592544
ENST00000705950	0.44801631550512394	0	0	0	0	0.5414329748446981	0	0
ENST00000436393	0	47.16951440367551	0.440785847829536	67.22468238849557	0	0	0.526176560962914	0.5433315222376933
ENST00000507677	3.1304077014691667	1.357989104319328	0	1.9969363010304289	0	0	0.7271986222965027	2.861039113895684
ENST00000523362	8.71726527036207	2.1392881074731855	5.5996689874134	0	1.8302292111402063	0	2.372799514411932	0
ENST00000521662	35.40520946607025	43.008830738740954	54.22818872355392	17.939911867231878	38.845312502352094	8.882560223792357	6.607268880233748	13.973165366942085
ENST00000517311	21.486597816278525	10.060727276340703	9.99114476303147	8.453702010941035	6.808977042318451	4.739906307126989	26.550135235033324	40.54263525706841
ENST00000521688	207.4891742572307	179.23772276676561	377.37236102305246	101.04428331407988	249.6826790713668	16.70061749484294	157.14067608255115	248.1998491684219
ENST00000523335	23.311620614943276	11.638145753522144	20.059319507466753	4.516073280061752	17.390764708102495	4.581057228610365	21.721805086713196	28.867897976156527
ENST00000517350	2.325561817899964	2.0176855581649096	2.6406858367601362	3.927896281176113	6.059431330405303	0	8.337046579206815	2.125470988083222
ENST00000521703	3.7895108536950546	0	0	0	0	3.528508041523916	10.188928667420969	3.463429157383566
ENST00000517814	15.72129057087013	6.123968917626206	5.894221304200868	5.960864478452509	0	0	6.326034158305511	6.4510523159169635
ENST00000309822	53.440880399915315	67.77704964707355	51.26627612637388	46.34389917205064	34.98291767886437	6.0114557419530925	40.50362102038092	77.88768202659953
ENST00000521974	6.348887203220124	0	0	0	0	0	0	0
ENST00000520368	5.731578902084201	0	4.14996292120401	4.629654345288505	4.069191566499286	0	0	0
ENST00000287380	11.805548228170434	13.536393742231379	33.93114008996544	3.467938252065529	21.45254695354018	1.4733774158158304	4.293785969343327	13.903947302285097
