isoform_id	H9-FT_1	H9-FT_2	H9-hRGC_1	H9-hRGC_2
ENST00000527741	6.000000306393002	3.999999364255996	1.999999817845999	7.000000047854002
ENST00000442189	15.999999781865997	8.000000131544002	0	0
ENST00000618139	6.000000306393002	5.000000608352005	10.999999924146998	168.99999940813805
ENST00000528610	5.000000514123003	8.000000131544002	3.0000001897660007	1.999998965356004
ENST00000395119	24.999999465069	24.000000394632007	1.999999817845999	7.000000047854002
ENST00000530445	6.000000306393002	3.999999364255996	3.0000001897660007	5.999999342140004
ENST00000280772	7.000000098663	0.999999841063999	32.000000326515	125.00000015565804
ENST00000503366	5.000000514123003	1.999999682127998	10.999999924146998	39.999998875696015
ENST00000373827	6.000000306393002	7.000000290480003	0	0
ENST00000467420	0	0	0.9999999089229995	7.000000047854002
ENST00000355288	31.999999563731993	18.99999978628	0.9999999089229995	1.999998965356004
ENST00000489505	2.9999993768099964	6.000000449416004	0.9999999089229995	8.0000007535680009
ENST00000480699	1.9999995845399978	0	3.0000001897660007	7.000000047854002
ENST00000459732	1.9999995845399978	0	4.000000098689	5.999999342140004
ENST00000622427	0.9999997922699989	0.999999841063999	1.999999817845999	14.000000095708003
ENST00000503925	1.9999995845399978	0.999999841063999	0	1.000000705713998
ENST00000381395	34.000000701045	39.00000081665601	3.0000001897660007	43.99999925248001
ENST00000381406	17.999999366405998	7.000000290480003	0	1.000000705713998
ENST00000416167	794.000004314637	654.0000040893202	1.999999817845999	16.999999766778007
ENST00000418738	4.000000721853004	0.999999841063999	0	1.999998965356004
ENST00000606377	7.000000098663	22.000000712504008	13.00000020499	66.00000010175602
ENST00000639386	73.00000036344	68.00000041660802	4.000000098689	15.000000801422003
ENST00000643871	5.000000514123003	6.000000449416004	3.0000001897660007	25.000000520346006
ENST00000638914	67.99999984931699	85.00000052076003	58.000000273497996	436.9999977458741
ENST00000379109	13.000000405056001	7.000000290480003	4.000000098689	21.00000014356201
ENST00000640368	28.000000394652	25.000000235696007	23.000000220213998	194.99999818812609
ENST00000474783	11.000000820516005	1.999999682127998	5.999999916534999	12.999999389994008
ENST00000481563	19.000000711449005	22.000000712504008	1.999999817845999	22.99999910891801
ENST00000470027	5.000000514123003	3.999999364255996	0.9999999089229995	9.999999718924004
ENST00000533333	17.999999366405998	24.000000394632007	23.000000220213998	68.99999977282602
ENST00000640766	6.000000306393002	6.000000449416004	0.9999999089229995	12.000001130352
ENST00000639943	2.9999993768099964	2.9999995231919967	6.999999825457999	18.000000472492005
ENST00000392951	176.000000706072	122.00000025225602	0	0
ENST00000533863	1.9999995845399978	2.9999995231919967	0	5.000001082497998
ENST00000532870	2.9999993768099964	0.999999841063999	0	1.000000705713998
ENST00000549554	0	2.9999995231919967	1.999999817845999	12.999999389994008
ENST00000541364	0	0	0.9999999089229995	5.000001082497998
ENST00000549818	0	0.999999841063999	1.999999817845999	0
ENST00000552448	4.000000721853004	0	3.0000001897660007	30.99999986248601
ENST00000301072	42.000000591978	33.000000367240006	1.999999817845999	14.000000095708003
ENST00000395090	0	0	0.9999999089229995	32.99999882784201
ENST00000342503	5.000000514123003	6.000000449416004	93.00000032678199	811.9999982128484
ENST00000267484	57.000000581574	42.00000033984801	5.999999916534999	29.000000897130008
ENST00000474911	2.9999993768099964	5.000000608352005	10.999999924146998	12.999999389994008
ENST00000354232	31.999999563731993	31.000000685112013	61.000000463263994	470.99999727943015
ENST00000309244	211.00000119938701	168.00000135939203	41.000000432815995	236.9999984752501
ENST00000357394	17.999999366405998	28.999999599952	55.00000008373199	424.9999990615941
ENST00000447986	2.9999993768099964	3.999999364255996	0	1.999998965356004
