"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051606","detection of stimulus","203/6778","359/15460",0.565459610027855,1.2897618133713,4.90814191430241,6.77716896801259e-07,7.51649649179578e-05,4.71483429640684e-05,"OR4F5/CA6/TAS1R2/COL11A1/WDR47/CASQ2/PGLYRP3/NTRK1/CD1D/OR10K2/OR6Y1/OR6N1/OR6N2/GPR52/CRB1/ADORA1/DISC1/OPN3/OR2B11/OR2C3/OR14L1/OR14A2/OR1C1/OR2L5/OR2L2/OR2L3/OR2M4/OR2T6/OR2T7/OR2T2/OR2G6/OR2T11/NLRC4/CAMKMT/CXCR4/CACNB4/FAP/SCN1A/SCN9A/ATF2/PJVK/TTN/SAG/RTP5/SCN11A/CTNNB1/OR5K1/SEMA5B/EPHB1/PDE6B/GRK4/OTOP1/KIT/REST/NPFFR2/PPEF2/PKD2/TLR2/ITGA2/NAIP/ADGRV1/PKD2L2/KCNMB1/CDHR2/GRM6/OR2V1/OR2V2/OR4F3/OR2B2/OR2J3/OR2J2/OR5V1/OR11A1/OR2I1P/HLA-A/HLA-B/C4B/HLA-DRB1/TULP1/GUCA1ANB-GUCA1A/OPN5/EYS/GRIK2/FYN/SOD2/NOD1/PKD1L1/PIP/TAS2R39/OR2F1/OR6B1/OR2A25/ASIC3/EXTL3/RP1/ASPH/TRPA1/PTK2/PHF24/TMC1/GNAQ/WHRN/FFAR4/PDE6C/KCNIP2/STIM1/OR52K1/OR51D1/OR51A4/OR51L1/OR51B5/OR51I2/OR52B6/OR56B2P/OR56A3/OR56A4/OR2AG2/OR10A6/ANO3/PTPRJ/OR4C11/OR8H2/OR5T2/OR8H1/OR5M1/OR9G1/OR9Q2/OR1S1/OR5B2/OR5AN1/OR5A2/OR4D9/ROM1/ANO1/PLEKHB1/OR2AT4/PAK1/CADM1/BACE1/CRTAM/OR8D4/OR10G4/OR8G1/OR8D1/OR8B8/CACNA2D4/CLEC6A/CLEC7A/TAS2R8/TAS2R13/SLC11A2/NR4A1/OR9K2/OR6C75/OR6C4/SYT1/PTPRQ/SCARB1/ATP8A2/OR11H12/OR4N2/OR4Q3/OR4M1/OR4K2/OR4K13/OR4K17/OR4N5/OR11G2/OR5AU1/OR10G3/OR4E2/OR4E1/TGFB3/SLC24A4/TMEM87A/STRC/OR4F15/PKD1/CNGB1/OR1D2/OR1A1/OR3A2/NMT1/GNGT2/TAC4/OR4D1/PIEZO2/CDH2/FECH/OR4F17/OR1M1/OR7D2/OR7D4/OR7C1/OR7A17/PGLYRP2/NR2F6/CALM3/TMC2/NTSR1/COMT/CACNA1F/OPN1MW3",203
"GO:0016358","dendrite development","139/6778","236/15460",0.588983050847458,1.34341663707608,4.69725930051084,2.01178246374827e-06,0.000204531217147741,0.000128295250100438,"RERE/CDC42/MFSD2A/FOXO6/ELAVL4/LRP8/DAB1/CHRNB2/CAMSAP2/SRGAP2/MARK1/DISC1/KIDINS220/DPYSL5/ALK/BCL11A/CTNNA2/NCK2/HECW2/MAP2/EPHA4/DOCK10/NGEF/KIF1A/GHRL/IQSEC1/GORASP1/TRAK1/GSK3B/EPHB1/DHX36/TNIK/NLGN1/PDLIM5/PPP3CA/RAPGEF2/CTNND2/MEF2C/SLC25A46/FSTL4/CDKL3/CAMK2A/PHACTR1/DTNBP1/DCDC2/KIAA0319/LST1/SYNGAP1/PACSIN1/TULP1/CUL7/NR2E1/FYN/HDAC2/SYNE1/SDK1/HECW1/CAMK2B/SEMA3A/CUX1/RELN/EZH2/STAU2/MATN2/CSMD3/ASAP1/VLDLR/PTPRD/SEMA4D/DAB2IP/NSMF/CAMK1D/ITGB1/PTEN/KNDC1/EIF4G2/CAPRIN1/LRP4/BBS1/PICALM/CAPRIN2/LRRK2/PRICKLE1/SLC11A2/PPFIA2/CUX2/FARP1/NFATC4/SIPA1L1/PSEN1/UBE3A/MAPK6/NEDD4/PARP6/BBS4/CHRNA3/MEF2A/TAOK2/PAFAH1B1/DLG4/ARHGAP44/SARM1/SRCIN1/ABI3/TANC2/BAIAP2/SKOR2/DCC/NEDD4L/GPX4/STK11/PTPRS/CARM1/CC2D1A/MAP1S/ARHGAP33/APOE/SHANK1/LZTS3/BTBD3/SLC12A5/ZMYND8/PREX1/BMP7/SS18L1/APP/TIAM1/DIP2A/YWHAH/SHANK3/CDKL5/HDAC6/PQBP1/GPRASP3/PAK3/HPRT1/MCF2/FMR1/MECP2",139
"GO:0048813","dendrite morphogenesis","90/6778","143/15460",0.629370629370629,1.43553702125552,4.62314834642616,3.04931501282188e-06,0.000286166485818668,0.000179502187394454,"RERE/CDC42/ELAVL4/LRP8/CHRNB2/KIDINS220/DPYSL5/CTNNA2/HECW2/MAP2/EPHA4/DOCK10/NGEF/KIF1A/GORASP1/TRAK1/GSK3B/EPHB1/DHX36/TNIK/NLGN1/PDLIM5/PPP3CA/RAPGEF2/CTNND2/CDKL3/PHACTR1/DTNBP1/DCDC2/CUL7/NR2E1/FYN/SYNE1/HECW1/CAMK2B/SEMA3A/CUX1/RELN/STAU2/VLDLR/PTPRD/SEMA4D/NSMF/ITGB1/PTEN/KNDC1/CAPRIN1/LRP4/PICALM/CAPRIN2/LRRK2/SLC11A2/PPFIA2/CUX2/FARP1/NFATC4/SIPA1L1/UBE3A/NEDD4/PARP6/CHRNA3/MEF2A/TAOK2/PAFAH1B1/DLG4/ARHGAP44/SARM1/SRCIN1/ABI3/TANC2/BAIAP2/SKOR2/NEDD4L/STK11/CC2D1A/ARHGAP33/SHANK1/LZTS3/BTBD3/SS18L1/TIAM1/DIP2A/YWHAH/SHANK3/CDKL5/HDAC6/PQBP1/GPRASP3/PAK3/HPRT1",90
"GO:0033044","regulation of chromosome organization","148/6778","256/15460",0.578125,1.31865041310121,4.54241833447332,4.13449412562329e-06,0.000360291630947173,0.000225998287919409,"EXOSC10/MAD2L2/ARID1A/SETDB1/LMNA/SMG5/NUF2/TPR/NEK7/NVL/PARP1/HNRNPU/TRAPPC12/CCT4/CCT7/BUB1/ANAPC1/HECW2/XRCC5/CUL3/KAT2B/DYNC1LI1/CTNNB1/SMARCC1/PBRM1/TASOR/MCM2/XRN1/ATR/DHX36/SMC4/TACC3/RNF4/ANAPC4/SMARCA5/NAF1/CCT5/FBXO4/SLF1/RAD50/PRP4K/PPP1R10/SENP6/TTK/ARID1B/MAP3K4/PHF10/MAD1L1/ACTB/HNRNPA2B1/BCL7B/POT1/SMARCD3/MCPH1/TNKS/PINX1/NBN/RAD21/NSMCE2/MAPK15/SMARCA2/CDK5RAP2/NEK6/ZWINT/CDK1/SIRT1/WAPL/TNKS2/SLF2/NSMCE4A/DPF2/NUMA1/ANAPC15/ATM/NCAPD3/ATF7IP/RESF1/PPHLN1/SMARCD1/HNRNPA1/SMARCC2/CCT2/ANAPC5/KNTC1/CHFR/SKA3/RB1/SETDB2/LIG4/PCID2/CDC16/HNRNPC/TINF2/DPF3/YY1/XRCC3/KNL1/INO80/PIF1/ZWILCH/PML/USP7/ATF7IP2/RMI2/ERCC4/PARN/SMG1/LCMT1/NSMCE1/SLX1B/INO80E/SLX1A/BRD7/CTCF/ACD/TERF2/SMG6/TP53/WRAP53/CTC1/CENPV/TOP2A/SMARCE1/MAPT/CDC27/TEX14/SMARCD2/AXIN2/ANAPC11/NDC80/PSMG2/INO80C/SIRT6/MAP2K7/SMARCA4/UPF1/DPF1/RUVBL2/PNKP/ZNF304/TRIM28/SRC/RTEL1/MAPK1/GNL3L/HDAC8/ATRX/DKC1",148
"GO:1903311","regulation of mRNA metabolic process","164/6778","288/15460",0.569444444444444,1.29885085734894,4.52335760220259,4.44622784614129e-06,0.000361626531486158,0.000226835624150506,"CDK11B/CDK11A/TARDBP/EXOSC10/SRRM1/PUM1/THRAP3/PABPC4/ELAVL4/TUT4/RBM15/MOV10/CSDE1/RC3H1/CDC73/PKP1/TRAF5/HNRNPU/ROCK2/NBAS/FASTKD1/SLC11A1/CNOT9/NCL/DIS3L2/GIGYF2/CNOT10/MLH1/MYD88/RBM5/PCBP4/DHX36/FXR1/IGF2BP2/NCBP2/RBM47/REST/YTHDC1/CNOT6L/LARP7/LARP1B/RBM46/TENT4A/GDNF/PTCD2/ARB2A/LARP1/NPM1/HNRNPAB/CNOT6/RBM24/SRPK1/MAPK14/KHDRBS2/SYNCRIP/SYNCRIP/WTAP/QKI/IGF2BP3/TRA2A/HNRNPA2B1/CALCR/SRPK2/CNOT4/ZC3HAV1/RBM33/RBPMS/YTHDF3/PABPC1/KHDRBS3/AGO2/HNRNPK/TUT7/RC3H2/TRAF2/LARP4B/CELF2/A1CF/NUP98/CAPRIN1/PRR5L/TNKS1BP1/SF1/RBM4/CLNS1A/HSPA8/TIRAP/MAGOHB/YBX3/HDAC7/SENP1/HNRNPA1/SLC39A5/PAN2/CNOT2/SRRM4/SRSF9/PIWIL1/SFSWAP/SAP18/PAN3/PCID2/UPF3A/HNRNPC/RBM23/ACIN1/NOVA1/SAMD4A/SNW1/AKT1/IREB2/CPEB1/RNPS1/RBFOX1/CARHSP1/PARN/TNRC6A/FTO/CNOT1/PABPN1L/METTL16/C1QBP/FXR2/SUPT6H/NSRP1/TAF15/CASC3/STH/DDX5/AXIN2/PRKCA/JMJD6/TNRC6C/RBFOX3/EIF4A3/ROCK1/CELF4/PTBP1/CIRBP/DAZAP1/PIAS4/SAFB2/SAFB/ELAVL1/NANOS3/UPF1/HNRNPL/SAMD4B/ZFP36/NOVA2/CACNG7/CNOT3/RBM39/RBM38/YTHDF1/SON/DYRK1A/EIF4ENIF1/RBFOX2/DDX17/TNRC6B/RBM10/RBMX/FMR1",164
"GO:0002764","immune response-regulating signaling pathway","242/6778","448/15460",0.540178571428571,1.23209806938414,4.4047660547804,7.22400457700402e-06,0.0005135072023843,0.000322105035490411,"CPTP/GPATCH3/PUM1/ERMAP/EIF2B3/FYB2/PDE4B/GBP5/GFI1/VAV3/VTCN1/CD160/CTSS/FCRL3/IFI16/FCER1G/FCGR2A/FCGR3A/FCGR2B/CD247/RC3H1/DENND1B/NEK7/PTPRC/LAX1/RAB7B/CR2/CR1/LYPLAL1/PARP1/GCSAML/FOSL2/NLRC4/EIF2AK2/SOS1/PRKCE/RTN4/NAGK/CACNB4/IFIH1/HSPD1/CD28/RFTN1/FBXL2/MYD88/APPL1/FOXP1/NFKBIZ/CBLB/HHLA2/CD200R1/IL20RB/PLSCR1/PIK3CA/EIF2B5/TNIP2/TEC/KIT/STAP1/ANKRD17/MAPK10/NFKB1/OTUD4/TLR2/TLR3/PDE4D/ERBIN/PIK3R1/NAIP/AP3B1/MEF2C/FER/PPP2CA/CSNK1A1/IRGM/TNIP1/ITK/MAPK9/DUSP22/MOG/HLA-A/ATAT1/NFKBIL1/BAG6/BTNL2/HLA-DRB1/HLA-DPB1/CD2AP/MAP3K7/FYN/THEMIS/TNFAIP3/TAX1BP1/NOD1/LIMK1/CD36/SH2B2/CAV1/ZC3HAV1/BRAF/MFHAS1/BLK/IKBKB/RNF170/PRKDC/RIPK2/PTK2/LRRC14/RIGI/UBQLN1/SYK/NR4A3/DAB2IP/RC3H2/VAV2/MAPK8/PLEKHA1/HRAS/IRF7/CD81/TRIM3/NR1H3/PTPRJ/LPXN/SLC15A3/CLPB/PAK1/BIRC2/NLRX1/HSPA8/TIRAP/CLEC6A/CLEC12B/CLEC7A/KLRD1/KCNJ8/CACNB3/PCBP2/TARBP2/TESPA1/USP15/TBK1/PAWR/WASHC4/APPL2/OAS1/OAS3/SPPL3/OASL/RNF34/SLC15A4/ELF1/ACOD1/RNF31/PRKD1/NFKBIA/PRKCH/PSEN1/EIF2B2/TRAF3/AKT1/CD276/CSK/CTSH/SPSB3/PDPK1/MEFV/NLRC3/CREBBP/CD19/ITGAM/CYLD/CMTM3/ZNRF1/BCAR1/CYBA/ARRB2/PLD2/C1QBP/DHX33/NLRP1/GPS2/MAP2K4/SARM1/TRIM25/CD300LD/GRB2/SEC14L1/NPLOC4/YES1/PTPN2/EPG5/MALT1/BCL2/CD226/STK11/ABHD17A/CACTIN/PTPRS/C3/MAP2K7/PRAM1/FCHO1/CEACAM1/PSG9/NECTIN2/MARK4/PRKD2/C5AR1/NOP53/CARD8/IRF3/CD33/LILRB3/LILRA6/LILRA2/LILRB1/LILRB4/KIR3DL3/KIR2DS4/GP6/RBCK1/ITCH/SRC/ADA/NFATC2/LIME1/APP/ICOSLG/SLC19A1/MAPK1/PLA2G6/EP300/BMX/RPS6KA3/DDX3X/OGT/PAK3/XIAP/IGSF1/GDI1/IKBKG",242
"GO:0030100","regulation of endocytosis","153/6778","268/15460",0.57089552238806,1.3021606338329,4.40889132556678,7.57597172433109e-06,0.0005135072023843,0.000322105035490411,"PLA2G5/CDC42/LDLRAP1/DNAJC6/SGIP1/FCER1G/FCGR2A/FCGR2B/ABL2/PTPRC/RAB4A/STON1/PPP3R1/AAK1/MERTK/BIN1/ITGAV/SLC11A1/DGKD/TBC1D5/WNT5A/APPL1/CBLB/ATG3/MYLK/GATA2/PIK3CB/PLSCR1/NLGN1/AP2M1/ADIPOQ/TNK2/DGKQ/LYAR/STAP1/BMP2K/SNCA/PPP3CA/EGF/TLR2/DAB2/ITGA2/MCTP1/DOCK2/LMAN2/RUFY1/RACK1/DTNBP1/C4A/C4B/PACSIN1/TULP1/BTBD9/VEGFA/SMAP1/SNAP91/ATG5/AHI1/SYNE1/PRKN/ACTB/RAC1/SFRP4/RALA/ABCA13/MAGI2/CD36/TFR2/CAV1/MKLN1/PPP3CC/NRG1/SDCBP/SCRIB/VPS28/HNRNPK/SYK/LRSAM1/ABCA2/CAMK1D/RUFY2/DRD4/CD151/SMPD1/NR1H3/PTPRJ/SYT7/ANKRD13D/NEU3/PICALM/MTMR2/APOA1/CBL/HSPA8/CLEC7A/LRRK2/ANO6/LETMD1/CD63/LRP1/MDM2/APPL2/ANKRD13A/ARPC3/ATXN2/HIP1R/SCARB1/PRKD1/NUMB/STON2/RIN3/B2M/RAB27A/ANXA2/CSK/SCAMP5/SH3GL3/TSC2/CLN3/STX1B/VAC14/NECAB2/CYBA/ANKFY1/ARRB2/DLG4/ANKRD13B/SPHK1/ACTG1/ROCK1/MIB1/RIT2/NEDD4L/ABCA7/C3/INSR/CLIP3/RAB4B/APOE/APOC2/AP2S1/SLC17A7/AP2A1/LILRB1/SRC/TGM2/APP/BCR/PACSIN2/OPHN1/SNX12/GPC3/FMR1",153
"GO:0034504","protein localization to nucleus","175/6778","312/15460",0.560897435897436,1.2793559101467,4.40442382024206,7.57633577288312e-06,0.0005135072023843,0.000322105035490411,"TMEM201/TARDBP/KPNA6/JAK1/LAMTOR5/ADAR/LMNA/HDGF/TOR1AIP1/GLUL/TPR/PTGS2/RASSF5/NVL/PARP1/NUP133/HEATR1/HNRNPU/SUPT7L/XPO1/CCT4/PPP3R1/CCT7/POLR1A/EIF2AK3/RANBP2/RGPD5/RGPD6/RGPD8/CACNB4/ATF2/NUP35/SUMO1/PIKFYVE/SP100/SEC13/DCLK3/APPL1/CBLB/GSK3B/KPNA1/CLDN18/WWTR1/ECT2/TFRC/NUP54/RAP1GDS1/PPP3CA/LARP7/DCLK2/PLRG1/CCT5/FBXO4/IPO11/PIK3R1/TNPO1/LMNB1/FAM53C/CTNNA1/RANBP17/POM121L2/PPP1R10/ILRUN/MAPK14/CDKN1A/BYSL/CD2AP/FYN/EPM2A/LATS1/SYNE1/SUN1/GLI3/CD36/MEPCE/MEPCE/MDFIC/DNAJB6/MFHAS1/PINX1/STK3/YWHAZ/UBR5/KCNQ3/IL33/SYK/NOL8/CIZ1/NUP188/NUP214/NOTCH1/TAF3/CDK1/SUFU/TRIM8/TCF7L2/FAM53B/NUP98/IPO7/CRY2/F2/ARL2/YAP1/MMP12/ZBTB16/ZPR1/HSPA8/INTS13/IPO8/LRRK2/PRICKLE1/NUP107/MDM2/CCT2/OSBPL8/APPL2/RAN/LATS2/NUP58/IPO4/PRKD1/NFKBIA/FERMT2/SIX1/PSEN1/MARK3/AKT1/CHP1/SPG11/SMAD3/BBS4/PML/SIN3A/TSC2/CREBBP/HEATR3/NUP93/ARL2BP/NUTF2/NFATC3/MBTPS1/BANP/NUP88/TP53/WRAP53/NF1/MED1/ORMDL3/STAT3/KAT7/KPNA2/NUP85/ABCA7/STK11/SIRT6/ELAVL1/TYK2/PIK3R2/NOP53/NUP62/LILRB4/TRIM28/FERMT1/SRC/STK4/APP/MORC3/CHCHD10/NF2/EIF4ENIF1/CARD10/SUN2/EP300/FLNA/DKC1",175
"GO:0060627","regulation of vesicle-mediated transport","264/6778","494/15460",0.534412955465587,1.21894722506609,4.37000203720057,8.34868031295229e-06,0.000536073156936937,0.000336259866344394,"PLA2G5/CDC42/LDLRAP1/DNAJC6/SGIP1/CD160/CD84/SLAMF1/FCER1G/FCGR2A/FCGR2B/ABL2/PTPRC/RAB4A/EIPR1/PKDCC/STON1/PPP3R1/AAK1/MERTK/CLASP1/BIN1/RAB3GAP1/CACNB4/RAPGEF4/ITGAV/PGAP1/SLC11A1/ACSL3/DGKD/SEPTIN2/TBC1D5/DYNC1LI1/CLASP2/PTPN23/GNAI2/HYAL3/WNT5A/APPL1/CADPS/CBLB/ATG3/MYLK/GATA2/ATP2C1/DNAJC13/PIK3CB/PLSCR1/PLD1/NLGN1/AP2M1/ADIPOQ/TNK2/CPLX1/DGKQ/LYAR/REST/STAP1/BMP2K/SNCA/PPP3CA/EGF/ARFIP1/TLR2/FGB/DAB2/ITGA2/RAB3C/WDR41/MCTP1/DOCK2/CPLX2/LMAN2/RUFY1/RACK1/DTNBP1/HLA-F/C4A/C4B/PACSIN1/TULP1/BTBD9/VEGFA/SMAP1/RIMS1/SNAP91/ATG5/AHI1/STXBP5/SYNE1/PRKN/PRKAR1B/ACTB/RAC1/SCRN1/ZNRF2/SFRP4/RALA/ABCA13/STX1A/ZP3/MAGI2/CD36/PCLO/TFR2/CAV1/CFTR/CADPS2/MKLN1/BRAF/ZDHHC2/LGI3/PPP3CC/NRG1/SDCBP/RIMS2/SLC30A8/ANXA13/RNF139/SCRIB/VPS28/HNRNPK/SYK/LRSAM1/STXBP1/NOTCH1/ABCA2/CAMK1D/SYT15/RUFY2/INPP5F/DRD4/CD151/SMPD1/NR1H3/PTPRJ/SYT7/ANKRD13D/NEU3/GAB2/PICALM/MTMR2/EXPH5/RDX/APOA1/VPS11/CBL/SORL1/HSPA8/FERRY3/CLEC7A/C2CD5/LRRK2/ANO6/LETMD1/SLC4A8/CD63/LRP1/RAP1B/MDM2/SYT1/PPFIA2/APPL2/ANKRD13A/ATP2A2/ARPC3/ATXN2/HIP1R/SCARB1/TBC1D4/PRKD1/SCFD1/RAB15/PSEN1/NUMB/STON2/RIN3/B2M/RAB27A/ANXA2/MAP2K1/CSK/SCAMP5/SH3GL3/SV2B/RAB11FIP3/BAIAP3/TSC2/RAB26/PDPK1/USP7/CLN3/PRRT2/DOC2A/CORO1A/SEPTIN1/STX1B/STX4/ITGAM/NDRG4/VAC14/AP1G1/ZNRF1/NECAB2/MBTPS1/CYBA/RPH3AL/ANKFY1/ARRB2/PLD2/DLG4/ARHGAP44/GIT1/ANKRD13B/NSF/SNF8/SEPTIN4/SPHK1/ACTG1/HGS/ARHGDIA/ROCK1/MIB1/RIT2/NEDD4L/VPS4B/ABCA7/CBARP/MAP2K2/C3/INSR/STXBP2/PRAM1/CLIP3/RAB4B/GRIK5/CEACAM1/APOE/APOC2/AP2S1/SLC17A7/AP2A1/LILRB1/TBC1D20/SRC/TGM2/KCNB1/APP/ITGB2/SEPTIN5/MAPK1/BCR/NF2/PACSIN2/ARHGAP8/CASK/GATA1/GRIPAP1/MSN/OPHN1/SNX12/GPC3/FMR1/VAMP7",264
"GO:0006898","receptor-mediated endocytosis","145/6778","255/15460",0.568627450980392,1.29698736974873,4.22519199336446,1.72038111874468e-05,0.00104943248243425,0.000658272143856515,"LDLRAP1/CAP1/EPS15/DNAJC6/SGIP1/FNBP1L/FCER1G/FCGR2B/CNTN2/STON1/PPP3R1/AAK1/MARCO/LRP1B/DPP4/ITGAV/CALCRL/PIKFYVE/SAG/DGKD/TBC1D5/STAB1/CBLB/DNAJC13/TMEM108/PIK3CB/AP2M1/ADIPOQ/TNK2/TFRC/GAK/GRK4/SCARB2/BMP2K/SNCA/EGF/DAB2/GHR/GTF2H2/GRIA1/HMMR/CLTB/CANX/DTNBP1/VEGFA/LMBRD1/SMAP1/SNAP91/WASF1/AHI1/SYNE1/IGF2R/RAC1/SFRP4/RALA/MAGI2/CD36/TFR2/ACHE/AP1S1/CAV1/MKLN1/MSR1/NRG1/SDCBP/SCRIB/VLDLR/ENTREP1/HNRNPK/CTSL/SYK/DNM1/ABCA2/CUBN/ITGB1/INPP5F/DMBT1/DRD4/AP2A2/CD81/LDLRAD3/GRK2/ANKRD13D/FCHSD2/NEU3/PICALM/MTMR2/CBL/SORL1/CD9/CLEC9A/LMBR1L/CD63/LRP1/MDM2/SCYL2/STAB2/ANKRD13A/ATXN2/HIP1R/NUMB/STON2/RIN3/B2M/NEDD4/ANXA2/SNX1/SH3GL3/CLN3/ITGAM/VAC14/NECAB2/ARRB2/ASGR1/DLG4/ANKRD13B/AP2B1/ARHGAP27/CLTC/GRB2/HGS/RALBP1/PIP5K1C/C3/INSR/DNM2/LDLR/FCHO1/CEACAM1/APOE/APOC2/AP2S1/AP2A1/CACNG7/LILRB1/LILRB4/ITCH/APP/ITSN1/ITGB2/GRK3/MICALL1/ACE2/OPHN1/FMR1",145
"GO:0002250","adaptive immune response","204/6778","375/15460",0.544,1.24081439952788,4.17116162935739,2.06688608518868e-05,0.00115425451726881,0.00072402332532737,"PRKCZ/MASP2/MAD2L2/MPL/JAK1/IL23R/VTCN1/CD160/CTSS/RORC/ZBTB7B/FCRL4/CD1D/CD1A/SLAMF6/CD84/SLAMF1/FCER1G/FCGR2A/FCGR3A/FCGR2B/CD247/RC3H1/MR1/DENND1B/PTPRC/LAX1/C4BPA/CD55/CR2/CR1/CR1L/CD46/HLX/DUSP10/EXO1/ADAM17/SOCS5/MSH6/SANBR/APLF/LOXL3/IL1RL1/RAPGEF4/STAT4/HSPD1/CD28/SLC11A1/RFTN1/MLH1/MYD88/NFKBIZ/ALCAM/CD80/IL20RB/OPA1/TFRC/PCYT1A/NSD2/TEC/LEF1/FGB/IL7R/C7/C6/IL6ST/MEF2C/ERAP2/CAMK4/FBXO38/ITK/IL12B/DUSP22/HLA-F/HLA-A/HLA-B/C4A/C4B/AGER/HLA-DRB1/HLA-DQA1/HLA-DQB2/TAP2/TAP1/BRD2/HLA-DPA1/HLA-DPB1/TFEB/IL17A/BACH2/MAP3K7/PRDM1/FYN/THEMIS/ARG1/TNFAIP3/RAET1E/CCR6/PMS2/AHR/DBNL/ZP3/PIK3CG/PAXIP1/PTK2B/PAG1/RIPK2/NBN/EBAG9/CYRIB/IL33/IFNK/CTSL/SYK/C5/RC3H2/TSC1/NOTCH1/TRAF2/DCLRE1C/MARCHF8/SIRT1/PRF1/ENTPD7/NFKB2/HRAS/IRF7/CD81/HPX/NLRP10/NCR3LG1/RAG1/CD6/SIPA1/KMT5B/CTSC/IL18/HSPA8/JAM3/CRACR2A/CD27/CD4/C1RL/CLEC4A/CLEC6A/CLEC7A/KLRD1/KCNJ8/STAT6/SLC15A4/LIG4/TNFSF13B/ZBTB1/EIF2AK4/TP53BP1/PDIA3/B2M/RAB27A/RORA/CSK/CTSH/TNFRSF17/CD19/SPN/ADCY7/RAP1GAP2/C1QBP/TNFRSF13B/SUPT6H/STAT5A/STAT3/SMAD7/MALT1/CD226/GZMM/C3/ADGRE1/CD209/TYK2/PKN1/BRD4/CEACAM1/PSG9/NECTIN2/RELB/PRKD2/IL4I1/SIGLEC10/LILRB3/LILRA6/LILRB1/LILRB4/JAG1/CTNNBL1/ADA/LIME1/SAMSN1/ICOSLG/AIRE/LGALS1/EP300/BMX/WAS/HPRT1",204
"GO:0050907","detection of chemical stimulus involved in sensory perception","101/6778","169/15460",0.597633136094675,1.36314669283324,4.19410299864548,2.08144257212408e-05,0.00115425451726881,0.00072402332532737,"OR4F5/CA6/TAS1R2/OR10K2/OR6Y1/OR6N1/OR6N2/OR2B11/OR2C3/OR14L1/OR14A2/OR1C1/OR2L5/OR2L2/OR2L3/OR2M4/OR2T6/OR2T7/OR2T2/OR2G6/OR2T11/RTP5/OR5K1/OR2V1/OR2V2/OR4F3/OR2B2/OR2J3/OR2J2/OR5V1/OR11A1/OR2I1P/PIP/TAS2R39/OR2F1/OR6B1/OR2A25/ASIC3/TRPA1/FFAR4/OR52K1/OR51D1/OR51A4/OR51L1/OR51B5/OR51I2/OR52B6/OR56B2P/OR56A3/OR56A4/OR2AG2/OR10A6/OR4C11/OR8H2/OR5T2/OR8H1/OR5M1/OR9G1/OR9Q2/OR1S1/OR5B2/OR5AN1/OR5A2/OR4D9/OR2AT4/OR8D4/OR10G4/OR8G1/OR8D1/OR8B8/TAS2R8/TAS2R13/OR9K2/OR6C75/OR6C4/OR11H12/OR4N2/OR4Q3/OR4M1/OR4K2/OR4K13/OR4K17/OR4N5/OR11G2/OR5AU1/OR10G3/OR4E2/OR4E1/SLC24A4/OR4F15/CNGB1/OR1D2/OR1A1/OR3A2/OR4D1/OR4F17/OR1M1/OR7D2/OR7D4/OR7C1/OR7A17",101
"GO:0031589","cell-substrate adhesion","182/6778","331/15460",0.549848942598187,1.25415530430333,4.12990111843895,2.50411697830477e-05,0.00132827074501383,0.000833177594154494,"PRKCZ/RCC2/CDC42/COL16A1/MACF1/ANGPTL3/ADAM15/LAMC1/SRGAP2/DISC1/ITGB1BP1/ROCK2/VIT/PRKCE/STON1/WDPCP/RAB1A/MAP4K4/LIMS1/BCL2L11/MERTK/EPB41L5/CLASP1/ITGA6/ITGAV/COL3A1/FN1/SNED1/FBLN2/CLASP2/ITGA9/CTNNB1/RHOA/DAG1/ABI3BP/PHLDB2/GSK3B/ITGB5/EPHB1/PIK3CB/ST6GAL1/MUC4/MELTF/BST1/LIMCH1/KDR/HTN1/HPSE/AP1AR/NDNF/FGB/EGFLAM/DAB2/ITGA1/ITGA2/PIK3R1/RASA1/EFNA5/FER/RELL2/FAT2/DUSP22/RREB1/GCNT2/NEDD9/CARMIL1/DDR1/TNXB/PPARD/VEGFA/PTPRK/UTRN/PLG/MICALL2/RADIL/RAC1/CD36/CDK6/SGCE/TRIP6/LAMB1/MKLN1/BRAF/ZYX/DLC1/SORBS3/DOCK5/PTK2B/PLEKHA2/ADAM9/PTK2/KANK1/TEK/TSC1/ADAMTS13/NOTCH1/RSU1/ITGB1/COL13A1/SPOCK2/PTEN/SORBS1/SLK/TIMM10B/AKIP1/PARVA/CD44/HSD17B12/MDK/PTPRJ/LPXN/FERMT3/ARL2/EFEMP2/PPFIA1/MMP12/APOA1/JAM3/PTPRO/PKP2/ACVRL1/ITGA5/ITGA7/CD63/PPFIA2/PXN/ARHGEF7/MMP14/FERMT2/ACTN1/FBLN5/ATXN3/FMN1/STRC/TRPM7/ANXA2/SMAD6/SMAD3/ITGA11/CORO2B/PEAK1/PKD1/OTOA/TAOK2/CORO1A/ITGAL/ITGAM/ITGAD/CDH11/C1QBP/NF1/SRCIN1/ITGB4/ACTG1/P4HB/TBCD/ROCK1/ONECUT2/BCL2/DAPK3/COL5A3/ACTN4/FUT1/MYADM/TTYH1/PTPRA/FERMT1/JAG1/RIN2/SRC/STK4/PREX1/CASS4/TIAM1/ITGB2/BCR/NF2/TRIOBP/GPM6B/CASK/L1CAM/FLNA",182
