"isoform_id","gene_id","gene_symbol"
"ENST00000621743","ENSG00000266714","MYO15B"
"ENST00000584323","ENSG00000266714","MYO15B"
"ENST00000580724","ENSG00000266714","MYO15B"
"ENST00000577785","ENSG00000266714","MYO15B"
"ENST00000556126","ENSG00000259120","SMIM6"
"ENST00000579469","ENSG00000259120","SMIM6"
"ENST00000580484","ENSG00000161526","SAP30BP"
"ENST00000584025","ENSG00000132470","ITGB4"
"ENST00000576743","ENSG00000161533","ACOX1"
"ENST00000591724","ENSG00000182473","EXOC7"
"ENST00000494787","ENSG00000182473","EXOC7"
"ENST00000486053","ENSG00000182473","EXOC7"
"ENST00000593155","ENSG00000141576","RNF157"
"ENST00000589240","ENSG00000185262","UBALD2"
"ENST00000591651","ENSG00000176170","SPHK1"
"ENST00000588682","ENSG00000176170","SPHK1"
"ENST00000397633","ENSG00000214140","PRCD"
"ENST00000710623","ENSG00000284526","ENSG00000284526"
"ENST00000592508","ENSG00000070731","ST6GALNAC2"
"ENST00000591460","ENSG00000070495","JMJD6"
"ENST00000392476","ENSG00000129657","SEC14L1"
"ENST00000588880","ENSG00000129657","SEC14L1"
"ENST00000587820","ENSG00000129657","SEC14L1"
"ENST00000431431","ENSG00000129657","SEC14L1"
"ENST00000590938","ENSG00000184640","SEPTIN9"
"ENST00000585929","ENSG00000184640","SEPTIN9"
"ENST00000591472","ENSG00000184640","SEPTIN9"
"ENST00000588549","ENSG00000078687","TNRC6C"
"ENST00000589711","ENSG00000108639","SYNGR2"
"ENST00000590201","ENSG00000108639","SYNGR2"
"ENST00000589107","ENSG00000183077","AFMID"
"ENST00000586400","ENSG00000204278","TMEM235"
"ENST00000586325","ENSG00000087157","PGS1"
"ENST00000589793","ENSG00000187775","DNAH17"
"ENST00000586430","ENSG00000108669","CYTH1"
"ENST00000592326","ENSG00000055483","USP36"
"ENST00000587052","ENSG00000178404","CEP295NL"
"ENST00000620915","ENSG00000171302","CANT1"
"ENST00000587242","ENSG00000171302","CANT1"
"ENST00000591732","ENSG00000171302","CANT1"
"ENST00000580474","ENSG00000173918","C1QTNF1"
"ENST00000584778","ENSG00000167281","RBFOX3"
"ENST00000582139","ENSG00000167281","RBFOX3"
"ENST00000582344","ENSG00000167281","RBFOX3"
"ENST00000328313","ENSG00000182156","ENPP7"
"ENST00000494546","ENSG00000141582","CBX4"
"ENST00000573782","ENSG00000167291","TBC1D16"
"ENST00000576033","ENSG00000141519","CCDC40"
"ENST00000570837","ENSG00000141543","EIF4A3"
"ENST00000571072","ENSG00000181045","SLC26A11"
"ENST00000574909","ENSG00000173821","RNF213"
"ENST00000519117","ENSG00000173818","ENDOV"
"ENST00000520118","ENSG00000173818","ENDOV"
"ENST00000572886","ENSG00000173818","ENDOV"
"ENST00000697423","ENSG00000141564","RPTOR"
"ENST00000573746","ENSG00000141564","RPTOR"
"ENST00000575542","ENSG00000141564","RPTOR"
"ENST00000571457","ENSG00000176108","CHMP6"
"ENST00000570913","ENSG00000175866","BAIAP2"
"ENST00000575989","ENSG00000175866","BAIAP2"
"ENST00000574027","ENSG00000175866","BAIAP2"
"ENST00000576053","ENSG00000181409","AATK"
"ENST00000571031","ENSG00000225180","PVALEF"
"ENST00000575907","ENSG00000141577","CEP131"
"ENST00000539748","ENSG00000157637","SLC38A10"
"ENST00000615544","ENSG00000184009","ACTG1"
"ENST00000576214","ENSG00000184009","ACTG1"
"ENST00000705719","ENSG00000182446","NPLOC4"
"ENST00000572824","ENSG00000182446","NPLOC4"
"ENST00000576713","ENSG00000182446","NPLOC4"
"ENST00000572351","ENSG00000182446","NPLOC4"
"ENST00000573328","ENSG00000182446","NPLOC4"
"ENST00000570300","ENSG00000182446","NPLOC4"
"ENST00000571562","ENSG00000182446","NPLOC4"
"ENST00000574095","ENSG00000182446","NPLOC4"
"ENST00000572531","ENSG00000185298","CCDC137"
"ENST00000679191","ENSG00000185359","HGS"
"ENST00000678541","ENSG00000185359","HGS"
"ENST00000679036","ENSG00000185359","HGS"
"ENST00000573320","ENSG00000185359","HGS"
"ENST00000681954","ENSG00000185624","P4HB"
"ENST00000681835","ENSG00000185624","P4HB"
"ENST00000474712","ENSG00000185624","P4HB"
"ENST00000680105","ENSG00000185624","P4HB"
"ENST00000681571","ENSG00000185624","P4HB"
"ENST00000679889","ENSG00000185624","P4HB"
"ENST00000680547","ENSG00000185624","P4HB"
"ENST00000680799","ENSG00000185624","P4HB"
"ENST00000472244","ENSG00000185624","P4HB"
"ENST00000681020","ENSG00000185624","P4HB"
"ENST00000679628","ENSG00000185624","P4HB"
"ENST00000679455","ENSG00000185624","P4HB"
"ENST00000680259","ENSG00000185624","P4HB"
"ENST00000681933","ENSG00000185624","P4HB"
"ENST00000580685","ENSG00000141522","ARHGDIA"
"ENST00000571570","ENSG00000141552","ANAPC11"
"ENST00000581271","ENSG00000183010","PYCR1"
"ENST00000582355","ENSG00000169696","ASPSCR1"
"ENST00000581608","ENSG00000169696","ASPSCR1"
"ENST00000578361","ENSG00000169696","ASPSCR1"
"ENST00000706670","ENSG00000169727","GPS1"
"ENST00000634990","ENSG00000169710","FASN"
"ENST00000637525","ENSG00000169710","FASN"
"ENST00000636968","ENSG00000169710","FASN"
"ENST00000637693","ENSG00000169710","FASN"
"ENST00000583593","ENSG00000176155","CCDC57"
"ENST00000580098","ENSG00000141526","SLC16A3"
"ENST00000392341","ENSG00000141526","SLC16A3"
"ENST00000582715","ENSG00000141526","SLC16A3"
"ENST00000392339","ENSG00000141526","SLC16A3"
"ENST00000617373","ENSG00000141526","SLC16A3"
"ENST00000580189","ENSG00000141526","SLC16A3"
"ENST00000619321","ENSG00000141526","SLC16A3"
"ENST00000583445","ENSG00000181396","OGFOD3"
"ENST00000577944","ENSG00000169660","HEXD"
"ENST00000698820","ENSG00000178927","CYBC1"
"ENST00000583778","ENSG00000178927","CYBC1"
"ENST00000531030","ENSG00000141568","FOXK2"
"ENST00000526383","ENSG00000141568","FOXK2"
"ENST00000571160","ENSG00000141568","FOXK2"
"ENST00000684349","ENSG00000141556","TBCD"
"ENST00000682213","ENSG00000141556","TBCD"
"ENST00000684000","ENSG00000141556","TBCD"
"ENST00000684429","ENSG00000141556","TBCD"
"ENST00000682610","ENSG00000141556","TBCD"
"ENST00000683821","ENSG00000141556","TBCD"
"ENST00000683584","ENSG00000141556","TBCD"
"ENST00000684559","ENSG00000141556","TBCD"
"ENST00000682315","ENSG00000141556","TBCD"
"ENST00000574422","ENSG00000141556","TBCD"
"ENST00000683883","ENSG00000141556","TBCD"
"ENST00000573629","ENSG00000175711","B3GNTL1"
"ENST00000574053","ENSG00000176845","METRNL"
"ENST00000581983","ENSG00000101557","USP14"
"ENST00000631280","ENSG00000079134","THOC1"
"ENST00000584642","ENSG00000079134","THOC1"
"ENST00000584046","ENSG00000079101","CLUL1"
"ENST00000584122","ENSG00000176890","TYMS"
"ENST00000584646","ENSG00000132199","ENOSF1"
"ENST00000577961","ENSG00000176105","YES1"
"ENST00000575515","ENSG00000080986","NDC80"
"ENST00000585229","ENSG00000101596","SMCHD1"
"ENST00000577880","ENSG00000101596","SMCHD1"
"ENST00000581711","ENSG00000101596","SMCHD1"
"ENST00000690757","ENSG00000101596","SMCHD1"
"ENST00000685656","ENSG00000101596","SMCHD1"
"ENST00000697042","ENSG00000101577","LPIN2"
"ENST00000581568","ENSG00000101577","LPIN2"
"ENST00000580887","ENSG00000101608","MYL12A"
"ENST00000401449","ENSG00000177426","TGIF1"
"ENST00000547233","ENSG00000177426","TGIF1"
"ENST00000548489","ENSG00000177426","TGIF1"
"ENST00000549468","ENSG00000177426","TGIF1"
"ENST00000400147","ENSG00000170579","DLGAP1"
"ENST00000400149","ENSG00000170579","DLGAP1"
"ENST00000400155","ENSG00000170579","DLGAP1"
"ENST00000515196","ENSG00000170579","DLGAP1"
"ENST00000485480","ENSG00000170579","DLGAP1"
"ENST00000581550","ENSG00000170579","DLGAP1"
"ENST00000578250","ENSG00000170579","DLGAP1"
"ENST00000577430","ENSG00000170579","DLGAP1"
"ENST00000614697","ENSG00000198081","ZBTB14"
"ENST00000585253","ENSG00000198081","ZBTB14"
"ENST00000545076","ENSG00000082397","EPB41L3"
"ENST00000578432","ENSG00000082397","EPB41L3"
"ENST00000581454","ENSG00000082397","EPB41L3"
"ENST00000580989","ENSG00000082397","EPB41L3"
"ENST00000585142","ENSG00000082397","EPB41L3"
"ENST00000582703","ENSG00000082397","EPB41L3"
"ENST00000581347","ENSG00000206432","TMEM200C"
"ENST00000583410","ENSG00000088756","ARHGAP28"
"ENST00000419673","ENSG00000088756","ARHGAP28"
"ENST00000314319","ENSG00000088756","ARHGAP28"
"ENST00000484335","ENSG00000101680","LAMA1"
"ENST00000580838","ENSG00000173482","PTPRM"
"ENST00000306329","ENSG00000168502","MTCL1"
"ENST00000522146","ENSG00000168502","MTCL1"
"ENST00000523122","ENSG00000168502","MTCL1"
"ENST00000518226","ENSG00000168502","MTCL1"
"ENST00000577221","ENSG00000017797","RALBP1"
"ENST00000583988","ENSG00000154845","PPP4R1"
"ENST00000578178","ENSG00000154845","PPP4R1"
"ENST00000584074","ENSG00000154845","PPP4R1"
"ENST00000582933","ENSG00000154845","PPP4R1"
"ENST00000583092","ENSG00000154845","PPP4R1"
"ENST00000577393","ENSG00000154845","PPP4R1"
"ENST00000579685","ENSG00000154856","APCDD1"
"ENST00000580640","ENSG00000154864","PIEZO2"
"ENST00000578145","ENSG00000154864","PIEZO2"
"ENST00000590972","ENSG00000141404","GNAL"
"ENST00000586926","ENSG00000141404","GNAL"
"ENST00000587848","ENSG00000181626","ANKRD62"
"ENST00000591848","ENSG00000141385","AFG3L2"
"ENST00000588729","ENSG00000141391","PRELID3A"
"ENST00000309836","ENSG00000134278","SPIRE1"
"ENST00000453447","ENSG00000134278","SPIRE1"
"ENST00000592156","ENSG00000134278","SPIRE1"
"ENST00000487491","ENSG00000134278","SPIRE1"
"ENST00000449797","ENSG00000134278","SPIRE1"
"ENST00000497844","ENSG00000134278","SPIRE1"
"ENST00000699164","ENSG00000128789","PSMG2"
"ENST00000699171","ENSG00000128789","PSMG2"
"ENST00000589490","ENSG00000101624","CEP76"
"ENST00000591034","ENSG00000101624","CEP76"
"ENST00000592660","ENSG00000101624","CEP76"
"ENST00000585666","ENSG00000175354","PTPN2"
"ENST00000643900","ENSG00000175354","PTPN2"
"ENST00000643397","ENSG00000175354","PTPN2"
"ENST00000511820","ENSG00000101639","CEP192"
"ENST00000676891","ENSG00000168675","LDLRAD4"
"ENST00000679091","ENSG00000168675","LDLRAD4"
"ENST00000676672","ENSG00000168675","LDLRAD4"
"ENST00000678309","ENSG00000168675","LDLRAD4"
"ENST00000586207","ENSG00000168675","LDLRAD4"
"ENST00000592657","ENSG00000168675","LDLRAD4"
"ENST00000361303","ENSG00000168675","LDLRAD4"
"ENST00000262173","ENSG00000101654","RNMT"
"ENST00000591922","ENSG00000101654","RNMT"
"ENST00000327606","ENSG00000185231","MC2R"
"ENST00000358970","ENSG00000183206","POTEC"
"ENST00000358984","ENSG00000180777","ANKRD30B"
"ENST00000665241","ENSG00000180777","ANKRD30B"
"ENST00000584687","ENSG00000067900","ROCK1"
"ENST00000583556","ENSG00000067900","ROCK1"
"ENST00000622333","ENSG00000141446","ESCO1"
"ENST00000577891","ENSG00000158201","ABHD3"
"ENST00000577749","ENSG00000101752","MIB1"
"ENST00000578260","ENSG00000101752","MIB1"
"ENST00000391403","ENSG00000212710","CTAGE1"
"ENST00000583700","ENSG00000101773","RBBP8"
"ENST00000581687","ENSG00000101773","RBBP8"
"ENST00000400473","ENSG00000134508","CABLES1"
"ENST00000582882","ENSG00000134508","CABLES1"
"ENST00000583220","ENSG00000134508","CABLES1"
"ENST00000580644","ENSG00000134508","CABLES1"
"ENST00000585061","ENSG00000134508","CABLES1"
"ENST00000587690","ENSG00000141452","RMC1"
"ENST00000591367","ENSG00000141452","RMC1"
"ENST00000590301","ENSG00000141458","NPC1"
"ENST00000578150","ENSG00000168234","TTC39C"
"ENST00000486759","ENSG00000154040","CABYR"
"ENST00000631138","ENSG00000154040","CABYR"
"ENST00000581043","ENSG00000141447","OSBPL1A"
"ENST00000579764","ENSG00000141447","OSBPL1A"
"ENST00000581278","ENSG00000154059","IMPACT"
"ENST00000580488","ENSG00000198795","ZNF521"
"ENST00000583398","ENSG00000198795","ZNF521"
"ENST00000582584","ENSG00000198795","ZNF521"
"ENST00000577461","ENSG00000198795","ZNF521"
"ENST00000582792","ENSG00000141380","SS18"
"ENST00000582448","ENSG00000141380","SS18"
"ENST00000580751","ENSG00000141380","SS18"
"ENST00000583595","ENSG00000141380","SS18"
"ENST00000578121","ENSG00000141384","TAF4B"
"ENST00000579973","ENSG00000134504","KCTD1"
"ENST00000672981","ENSG00000171885","AQP4"
"ENST00000675688","ENSG00000170558","CDH2"
"ENST00000280904","ENSG00000134755","DSC2"
"ENST00000308128","ENSG00000175065","DSG4"
"ENST00000682241","ENSG00000046604","DSG2"
"ENST00000610404","ENSG00000118271","TTR"
"ENST00000383131","ENSG00000118276","B4GALT6"
"ENST00000579372","ENSG00000118276","B4GALT6"
"ENST00000584604","ENSG00000153339","TRAPPC8"
"ENST00000578886","ENSG00000153339","TRAPPC8"
"ENST00000578252","ENSG00000153339","TRAPPC8"
"ENST00000577474","ENSG00000153339","TRAPPC8"
"ENST00000578658","ENSG00000153339","TRAPPC8"
"ENST00000577426","ENSG00000153339","TRAPPC8"
"ENST00000578619","ENSG00000141441","GAREM1"
"ENST00000581184","ENSG00000141434","MEP1B"
"ENST00000581447","ENSG00000141434","MEP1B"
"ENST00000269197","ENSG00000141431","ASXL3"
"ENST00000681521","ENSG00000141431","ASXL3"
"ENST00000592288","ENSG00000141431","ASXL3"
"ENST00000590189","ENSG00000141431","ASXL3"
"ENST00000592349","ENSG00000141431","ASXL3"
"ENST00000588038","ENSG00000141431","ASXL3"
"ENST00000591917","ENSG00000101746","NOL4"
"ENST00000587953","ENSG00000101746","NOL4"
"ENST00000586309","ENSG00000101746","NOL4"
"ENST00000684359","ENSG00000134769","DTNA"
"ENST00000588771","ENSG00000134769","DTNA"
"ENST00000591816","ENSG00000134769","DTNA"
"ENST00000595022","ENSG00000134769","DTNA"
"ENST00000684377","ENSG00000134769","DTNA"
"ENST00000585446","ENSG00000134769","DTNA"
"ENST00000679796","ENSG00000134769","DTNA"
"ENST00000592114","ENSG00000134769","DTNA"
"ENST00000269192","ENSG00000134769","DTNA"
"ENST00000679678","ENSG00000134769","DTNA"
"ENST00000589539","ENSG00000172466","ZNF24"
"ENST00000593130","ENSG00000172466","ZNF24"
"ENST00000589273","ENSG00000153391","INO80C"
"ENST00000591924","ENSG00000141429","GALNT1"
"ENST00000589189","ENSG00000141429","GALNT1"
"ENST00000610527","ENSG00000141428","C18orf21"
"ENST00000585879","ENSG00000141425","RPRD1A"
"ENST00000540799","ENSG00000134759","ELP2"
"ENST00000590652","ENSG00000134779","TPGS2"
"ENST00000590337","ENSG00000134779","TPGS2"
"ENST00000587511","ENSG00000134779","TPGS2"
"ENST00000591911","ENSG00000150477","KIAA1328"
"ENST00000586135","ENSG00000150477","KIAA1328"
"ENST00000599493","ENSG00000150477","KIAA1328"
"ENST00000586009","ENSG00000101489","CELF4"
"ENST00000588591","ENSG00000101489","CELF4"
"ENST00000591421","ENSG00000101489","CELF4"
"ENST00000587449","ENSG00000101489","CELF4"
"ENST00000587261","ENSG00000078142","PIK3C3"
"ENST00000587328","ENSG00000078142","PIK3C3"
"ENST00000650392","ENSG00000152214","RIT2"
"ENST00000586448","ENSG00000132874","SLC14A2"
"ENST00000321925","ENSG00000141469","SLC14A1"
"ENST00000696484","ENSG00000152223","EPG5"
"ENST00000587884","ENSG00000152223","EPG5"
"ENST00000590884","ENSG00000152223","EPG5"
"ENST00000592272","ENSG00000152223","EPG5"
"ENST00000696489","ENSG00000152223","EPG5"
"ENST00000587974","ENSG00000152223","EPG5"
"ENST00000696480","ENSG00000152223","EPG5"
"ENST00000589328","ENSG00000152229","PSTPIP2"
"ENST00000588801","ENSG00000152229","PSTPIP2"
"ENST00000593086","ENSG00000152229","PSTPIP2"
"ENST00000586592","ENSG00000152234","ATP5F1A"
"ENST00000590406","ENSG00000152234","ATP5F1A"
"ENST00000595199","ENSG00000152240","HAUS1"
"ENST00000593230","ENSG00000141622","RNF165"
"ENST00000543885","ENSG00000141622","RNF165"
"ENST00000536736","ENSG00000167210","LOXHD1"
"ENST00000586953","ENSG00000078043","PIAS2"
"ENST00000592221","ENSG00000078043","PIAS2"
"ENST00000586634","ENSG00000078043","PIAS2"
"ENST00000590944","ENSG00000078043","PIAS2"
"ENST00000425639","ENSG00000215474","SKOR2"
"ENST00000589585","ENSG00000134030","CTIF"
"ENST00000587769","ENSG00000134030","CTIF"
"ENST00000588190","ENSG00000101665","SMAD7"
"ENST00000578396","ENSG00000141627","DYM"
"ENST00000332968","ENSG00000215472","RPL17-C18orf32"
"ENST00000585948","ENSG00000167315","ACAA2"
"ENST00000697217","ENSG00000167306","MYO5B"
"ENST00000697218","ENSG00000167306","MYO5B"
"ENST00000697220","ENSG00000167306","MYO5B"
"ENST00000589548","ENSG00000154832","CXXC1"
"ENST00000588256","ENSG00000267699","ENSG00000267699"
"ENST00000590061","ENSG00000141646","SMAD4"
"ENST00000590499","ENSG00000141646","SMAD4"
"ENST00000578080","ENSG00000187323","DCC"
"ENST00000580024","ENSG00000187323","DCC"
"ENST00000579666","ENSG00000187323","DCC"
"ENST00000584710","ENSG00000187323","DCC"
"ENST00000581310","ENSG00000174448","STARD6"
"ENST00000582188","ENSG00000166845","C18orf54"
"ENST00000321600","ENSG00000178690","DYNAP"
"ENST00000432185","ENSG00000166510","CCDC68"
"ENST00000636400","ENSG00000196628","TCF4"
"ENST00000544241","ENSG00000196628","TCF4"
"ENST00000398339","ENSG00000196628","TCF4"
"ENST00000630712","ENSG00000196628","TCF4"
"ENST00000631043","ENSG00000196628","TCF4"
"ENST00000637068","ENSG00000196628","TCF4"
"ENST00000563824","ENSG00000196628","TCF4"
"ENST00000625716","ENSG00000196628","TCF4"
"ENST00000674598","ENSG00000196628","TCF4"
"ENST00000637500","ENSG00000196628","TCF4"
"ENST00000636710","ENSG00000196628","TCF4"
"ENST00000627568","ENSG00000196628","TCF4"
"ENST00000586124","ENSG00000091157","WDR7"
"ENST00000591449","ENSG00000091157","WDR7"
"ENST00000585477","ENSG00000228075","BOD1L2"
"ENST00000481727","ENSG00000119547","ONECUT2"
"ENST00000651812","ENSG00000066926","FECH"
"ENST00000591599","ENSG00000134440","NARS1"
"ENST00000587194","ENSG00000134440","NARS1"
"ENST00000590123","ENSG00000134440","NARS1"
"ENST00000587366","ENSG00000134440","NARS1"
"ENST00000642462","ENSG00000081923","ATP8B1"
"ENST00000648467","ENSG00000081923","ATP8B1"
"ENST00000589147","ENSG00000081923","ATP8B1"
"ENST00000585322","ENSG00000081923","ATP8B1"
"ENST00000676024","ENSG00000049759","NEDD4L"
"ENST00000590694","ENSG00000049759","NEDD4L"
"ENST00000675554","ENSG00000049759","NEDD4L"
"ENST00000675137","ENSG00000049759","NEDD4L"
"ENST00000675865","ENSG00000049759","NEDD4L"
"ENST00000588066","ENSG00000049759","NEDD4L"
"ENST00000675434","ENSG00000049759","NEDD4L"
"ENST00000591792","ENSG00000172175","MALT1"
"ENST00000649756","ENSG00000172175","MALT1"
"ENST00000420468","ENSG00000134443","GRP"
"ENST00000439986","ENSG00000183287","CCBE1"
"ENST00000587582","ENSG00000101542","CDH20"
"ENST00000588396","ENSG00000176641","RNF152"
"ENST00000639372","ENSG00000197563","PIGN"
"ENST00000639491","ENSG00000197563","PIGN"
"ENST00000639758","ENSG00000197563","PIGN"
"ENST00000638904","ENSG00000197563","PIGN"
"ENST00000640050","ENSG00000197563","PIGN"
"ENST00000640248","ENSG00000197563","PIGN"
"ENST00000589414","ENSG00000197563","PIGN"
"ENST00000587134","ENSG00000197563","PIGN"
"ENST00000590713","ENSG00000134444","RELCH"
"ENST00000587714","ENSG00000134444","RELCH"
"ENST00000621048","ENSG00000141664","ZCCHC2"
"ENST00000591435","ENSG00000141664","ZCCHC2"
"ENST00000591145","ENSG00000141664","ZCCHC2"
"ENST00000497351","ENSG00000081913","PHLPP1"
"ENST00000588452","ENSG00000081913","PHLPP1"
"ENST00000487409","ENSG00000081913","PHLPP1"
"ENST00000591386","ENSG00000081913","PHLPP1"
"ENST00000678301","ENSG00000171791","BCL2"
"ENST00000678349","ENSG00000171791","BCL2"
"ENST00000585456","ENSG00000119537","KDSR"
"ENST00000588323","ENSG00000119541","VPS4B"
"ENST00000591383","ENSG00000119541","VPS4B"
"ENST00000269491","ENSG00000166634","SERPINB12"
"ENST00000382768","ENSG00000166634","SERPINB12"
"ENST00000269489","ENSG00000197641","SERPINB13"
"ENST00000344731","ENSG00000197641","SERPINB13"
"ENST00000336429","ENSG00000166396","SERPINB7"
"ENST00000238508","ENSG00000242550","SERPINB10"
"ENST00000636430","ENSG00000166401","SERPINB8"
"ENST00000565918","ENSG00000166479","TMX3"
"ENST00000582172","ENSG00000206052","DOK6"
"ENST00000577609","ENSG00000206052","DOK6"
"ENST00000582621","ENSG00000150637","CD226"
"ENST00000579496","ENSG00000150637","CD226"
"ENST00000640654","ENSG00000176225","RTTN"
"ENST00000578377","ENSG00000170677","SOCS6"
"ENST00000583570","ENSG00000141668","CBLN2"
"ENST00000577575","ENSG00000141665","FBXO15"
"ENST00000579108","ENSG00000141665","FBXO15"
"ENST00000579455","ENSG00000206043","C18orf63"
"ENST00000581272","ENSG00000133313","CNDP2"
"ENST00000578498","ENSG00000150656","CNDP1"
"ENST00000582337","ENSG00000215421","ZNF407"
"ENST00000309902","ENSG00000215421","ZNF407"
"ENST00000581829","ENSG00000215421","ZNF407"
"ENST00000560918","ENSG00000179981","TSHZ1"
"ENST00000560661","ENSG00000179981","TSHZ1"
"ENST00000584508","ENSG00000206026","SMIM21"
"ENST00000543743","ENSG00000101493","ZNF516"
"ENST00000532857","ENSG00000101493","ZNF516"
"ENST00000706008","ENSG00000130856","ZNF236"
"ENST00000583095","ENSG00000130856","ZNF236"
"ENST00000588772","ENSG00000166377","ATP9B"
"ENST00000588921","ENSG00000166377","ATP9B"
"ENST00000427363","ENSG00000131196","NFATC1"
"ENST00000585951","ENSG00000060069","CTDP1"
"ENST00000316249","ENSG00000178342","KCNG2"
"ENST00000590307","ENSG00000178342","KCNG2"
"ENST00000589000","ENSG00000122490","SLC66A2"
"ENST00000591964","ENSG00000122490","SLC66A2"
"ENST00000593030","ENSG00000122490","SLC66A2"
"ENST00000589452","ENSG00000122490","SLC66A2"
"ENST00000559951","ENSG00000101544","ADNP2"
"ENST00000561195","ENSG00000101544","ADNP2"
"ENST00000585993","ENSG00000176695","OR4F17"
"ENST00000618231","ENSG00000176695","OR4F17"
"ENST00000621180","ENSG00000105556","MIER2"
"ENST00000590170","ENSG00000129946","SHC2"
"ENST00000590113","ENSG00000129946","SHC2"
"ENST00000592501","ENSG00000197540","GZMM"
"ENST00000574970","ENSG00000172270","BSG"
"ENST00000576984","ENSG00000172270","BSG"
"ENST00000215530","ENSG00000070388","FGF22"
"ENST00000586055","ENSG00000099864","PALM"
"ENST00000586776","ENSG00000099864","PALM"
"ENST00000587513","ENSG00000099864","PALM"
"ENST00000627714","ENSG00000011304","PTBP1"
"ENST00000350092","ENSG00000011304","PTBP1"
"ENST00000359894","ENSG00000129951","PLPPR3"
"ENST00000695944","ENSG00000197766","CFD"
"ENST00000592860","ENSG00000197766","CFD"
"ENST00000621073","ENSG00000175221","MED16"
"ENST00000586342","ENSG00000175221","MED16"
"ENST00000457152","ENSG00000116017","ARID3A"
"ENST00000591997","ENSG00000065268","WDR18"
"ENST00000591155","ENSG00000065268","WDR18"
"ENST00000530703","ENSG00000064687","ABCA7"
"ENST00000539243","ENSG00000180448","ARHGAP45"
"ENST00000590214","ENSG00000180448","ARHGAP45"
"ENST00000591709","ENSG00000099817","POLR2E"
"ENST00000593032","ENSG00000167468","GPX4"
"ENST00000706715","ENSG00000167468","GPX4"
"ENST00000590176","ENSG00000064932","SBNO2"
"ENST00000587655","ENSG00000064932","SBNO2"
"ENST00000585748","ENSG00000118046","STK11"
"ENST00000652231","ENSG00000118046","STK11"
"ENST00000593219","ENSG00000118046","STK11"
"ENST00000590083","ENSG00000099625","CBARP"
"ENST00000382477","ENSG00000099625","CBARP"
"ENST00000215376","ENSG00000099625","CBARP"
"ENST00000591660","ENSG00000099624","ATP5F1D"
"ENST00000590136","ENSG00000167470","MIDN"
"ENST00000585913","ENSG00000099622","CIRBP"
"ENST00000589686","ENSG00000099622","CIRBP"
"ENST00000588230","ENSG00000099622","CIRBP"
"ENST00000585716","ENSG00000228300","FAM174C"
"ENST00000592374","ENSG00000160953","PWWP3A"
"ENST00000591806","ENSG00000160953","PWWP3A"
"ENST00000587460","ENSG00000160953","PWWP3A"
"ENST00000534853","ENSG00000115286","NDUFS7"
"ENST00000540530","ENSG00000115286","NDUFS7"
"ENST00000592453","ENSG00000071626","DAZAP1"
"ENST00000587869","ENSG00000115266","APC2"
"ENST00000588871","ENSG00000119559","C19orf25"
"ENST00000588430","ENSG00000185988","PLK5"
"ENST00000585903","ENSG00000071655","MBD3"
"ENST00000592965","ENSG00000071655","MBD3"
"ENST00000705033","ENSG00000071564","TCF3"
"ENST00000586318","ENSG00000071564","TCF3"
"ENST00000525591","ENSG00000130270","ATP8B3"
"ENST00000541015","ENSG00000129911","KLF16"
"ENST00000617223","ENSG00000129911","KLF16"
"ENST00000676686","ENSG00000129968","ABHD17A"
"ENST00000250974","ENSG00000129968","ABHD17A"
"ENST00000460767","ENSG00000227500","SCAMP4"
"ENST00000621748","ENSG00000227500","SCAMP4"
"ENST00000589350","ENSG00000133275","CSNK1G2"
"ENST00000589200","ENSG00000133243","BTBD2"
"ENST00000589441","ENSG00000099875","MKNK2"
"ENST00000589534","ENSG00000099875","MKNK2"
"ENST00000591326","ENSG00000172081","MOB3A"
"ENST00000586676","ENSG00000172081","MOB3A"
"ENST00000588048","ENSG00000172081","MOB3A"
"ENST00000497445","ENSG00000099840","IZUMO4"
"ENST00000593185","ENSG00000099840","IZUMO4"
"ENST00000592488","ENSG00000065000","AP3D1"
"ENST00000591284","ENSG00000065000","AP3D1"
"ENST00000592877","ENSG00000104899","AMH"
"ENST00000590976","ENSG00000167476","JSRP1"
"ENST00000586111","ENSG00000005206","SPPL2B"
"ENST00000591363","ENSG00000172009","THOP1"
"ENST00000522294","ENSG00000171970","ZNF57"
"ENST00000591529","ENSG00000065717","TLE2"
"ENST00000590536","ENSG00000065717","TLE2"
"ENST00000586742","ENSG00000104964","TLE5"
"ENST00000585557","ENSG00000104964","TLE5"
"ENST00000585782","ENSG00000104964","TLE5"
"ENST00000591062","ENSG00000125912","NCLN"
"ENST00000641145","ENSG00000141905","NFIC"
"ENST00000588839","ENSG00000141905","NFIC"
"ENST00000641816","ENSG00000284638","SMIM44"
"ENST00000588918","ENSG00000161091","MFSD12"
"ENST00000585900","ENSG00000064961","HMG20B"
"ENST00000591726","ENSG00000105298","CACTIN"
"ENST00000592530","ENSG00000186111","PIP5K1C"
"ENST00000587482","ENSG00000186111","PIP5K1C"
"ENST00000637724","ENSG00000186111","PIP5K1C"
"ENST00000539908","ENSG00000105289","TJP3"
"ENST00000587686","ENSG00000105289","TJP3"
"ENST00000587641","ENSG00000105289","TJP3"
"ENST00000585778","ENSG00000007264","MATK"
"ENST00000395045","ENSG00000007264","MATK"
"ENST00000588983","ENSG00000007264","MATK"
"ENST00000592300","ENSG00000007264","MATK"
"ENST00000592398","ENSG00000105278","ZFR2"
