"isoform_id","gene_id","gene_symbol"
"ENST00000641515","ENSG00000186092","OR4F5"
"ENST00000622503","ENSG00000187634","SAMD11"
"ENST00000617307","ENSG00000187634","SAMD11"
"ENST00000478729","ENSG00000187634","SAMD11"
"ENST00000474461","ENSG00000187634","SAMD11"
"ENST00000492947","ENSG00000188157","AGRN"
"ENST00000453464","ENSG00000237330","RNF223"
"ENST00000459994","ENSG00000078808","SDF4"
"ENST00000478606","ENSG00000184163","C1QTNF12"
"ENST00000486627","ENSG00000184163","C1QTNF12"
"ENST00000471154","ENSG00000160087","UBE2J2"
"ENST00000438966","ENSG00000131584","ACAP3"
"ENST00000620829","ENSG00000127054","INTS11"
"ENST00000527098","ENSG00000127054","INTS11"
"ENST00000488011","ENSG00000224051","CPTP"
"ENST00000470373","ENSG00000197530","MIB2"
"ENST00000490017","ENSG00000189409","MMP23B"
"ENST00000341832","ENSG00000248333","CDK11B"
"ENST00000615951","ENSG00000248333","CDK11B"
"ENST00000626918","ENSG00000248333","CDK11B"
"ENST00000629289","ENSG00000248333","CDK11B"
"ENST00000629312","ENSG00000248333","CDK11B"
"ENST00000356200","ENSG00000008128","CDK11A"
"ENST00000356937","ENSG00000008128","CDK11A"
"ENST00000509982","ENSG00000008128","CDK11A"
"ENST00000460465","ENSG00000008128","CDK11A"
"ENST00000487462","ENSG00000008128","CDK11A"
"ENST00000460602","ENSG00000008130","NADK"
"ENST00000464373","ENSG00000008130","NADK"
"ENST00000480542","ENSG00000008130","NADK"
"ENST00000703699","ENSG00000078369","GNB1"
"ENST00000703700","ENSG00000078369","GNB1"
"ENST00000703702","ENSG00000078369","GNB1"
"ENST00000703704","ENSG00000078369","GNB1"
"ENST00000703705","ENSG00000078369","GNB1"
"ENST00000640892","ENSG00000187730","GABRD"
"ENST00000495347","ENSG00000067606","PRKCZ"
"ENST00000704337","ENSG00000157933","SKI"
"ENST00000508416","ENSG00000157933","SKI"
"ENST00000478223","ENSG00000157933","SKI"
"ENST00000493207","ENSG00000157916","RER1"
"ENST00000419816","ENSG00000149527","PLCH2"
"ENST00000473964","ENSG00000149527","PLCH2"
"ENST00000435556","ENSG00000157881","PANK4"
"ENST00000512462","ENSG00000142611","PRDM16"
"ENST00000509860","ENSG00000142611","PRDM16"
"ENST00000697102","ENSG00000162591","MEGF6"
"ENST00000344579","ENSG00000158109","TPRG1L"
"ENST00000346387","ENSG00000078900","TP73"
"ENST00000462521","ENSG00000162592","CCDC27"
"ENST00000561886","ENSG00000235169","SMIM1"
"ENST00000479239","ENSG00000130764","LRRC47"
"ENST00000676009","ENSG00000116198","CEP104"
"ENST00000460038","ENSG00000116198","CEP104"
"ENST00000477548","ENSG00000169598","DFFB"
"ENST00000680169","ENSG00000198912","C1orf174"
"ENST00000679946","ENSG00000198912","C1orf174"
"ENST00000466897","ENSG00000131697","NPHP4"
"ENST00000378111","ENSG00000069424","KCNAB2"
"ENST00000493807","ENSG00000069424","KCNAB2"
"ENST00000665338","ENSG00000069424","KCNAB2"
"ENST00000671076","ENSG00000069424","KCNAB2"
"ENST00000462991","ENSG00000116254","CHD5"
"ENST00000462296","ENSG00000116251","RPL22"
"ENST00000496329","ENSG00000158286","RNF207"
"ENST00000633651","ENSG00000187017","ESPN"
"ENST00000632803","ENSG00000187017","ESPN"
"ENST00000632593","ENSG00000187017","ESPN"
"ENST00000485036","ENSG00000215788","TNFRSF25"
"ENST00000674790","ENSG00000171680","PLEKHG5"
"ENST00000377725","ENSG00000171680","PLEKHG5"
"ENST00000377748","ENSG00000171680","PLEKHG5"
"ENST00000673471","ENSG00000171680","PLEKHG5"
"ENST00000675694","ENSG00000171680","PLEKHG5"
"ENST00000537245","ENSG00000171680","PLEKHG5"
"ENST00000675093","ENSG00000171680","PLEKHG5"
"ENST00000464665","ENSG00000162408","NOL9"
"ENST00000466941","ENSG00000204859","ZBTB48"
"ENST00000451196","ENSG00000007923","DNAJC11"
"ENST00000473993","ENSG00000007923","DNAJC11"
"ENST00000472283","ENSG00000171735","CAMTA1"
"ENST00000700421","ENSG00000171735","CAMTA1"
"ENST00000700425","ENSG00000171735","CAMTA1"
"ENST00000700448","ENSG00000171735","CAMTA1"
"ENST00000400907","ENSG00000142599","RERE"
"ENST00000460659","ENSG00000142599","RERE"
"ENST00000480186","ENSG00000131686","CA6"
"ENST00000400906","ENSG00000197241","SLC2A7"
"ENST00000510900","ENSG00000188807","TMEM201"
"ENST00000508400","ENSG00000188807","TMEM201"
"ENST00000650348","ENSG00000171603","CLSTN1"
"ENST00000377256","ENSG00000178585","CTNNBIP1"
"ENST00000471853","ENSG00000162441","LZIC"
"ENST00000462658","ENSG00000130939","UBE4B"
"ENST00000470736","ENSG00000130939","UBE4B"
"ENST00000488228","ENSG00000130939","UBE4B"
"ENST00000263934","ENSG00000054523","KIF1B"
"ENST00000696504","ENSG00000054523","KIF1B"
"ENST00000696505","ENSG00000054523","KIF1B"
"ENST00000377081","ENSG00000054523","KIF1B"
"ENST00000696507","ENSG00000054523","KIF1B"
"ENST00000465635","ENSG00000054523","KIF1B"
"ENST00000483340","ENSG00000054523","KIF1B"
"ENST00000447850","ENSG00000130940","CASZ1"
"ENST00000639599","ENSG00000120948","TARDBP"
"ENST00000473869","ENSG00000120948","TARDBP"
"ENST00000700092","ENSG00000009724","MASP2"
"ENST00000700093","ENSG00000009724","MASP2"
"ENST00000700094","ENSG00000009724","MASP2"
"ENST00000459997","ENSG00000116649","SRM"
"ENST00000487300","ENSG00000116649","SRM"
"ENST00000460196","ENSG00000171824","EXOSC10"
"ENST00000304391","ENSG00000204624","DISP3"
"ENST00000376669","ENSG00000116670","MAD2L2"
"ENST00000484153","ENSG00000215910","C1orf167"
"ENST00000641446","ENSG00000177000","MTHFR"
"ENST00000431243","ENSG00000177000","MTHFR"
"ENST00000674548","ENSG00000116688","MFN2"
"ENST00000675987","ENSG00000116688","MFN2"
"ENST00000675043","ENSG00000116688","MFN2"
"ENST00000489961","ENSG00000048707","VPS13D"
"ENST00000543710","ENSG00000048707","VPS13D"
"ENST00000645371","ENSG00000048707","VPS13D"
"ENST00000476045","ENSG00000048707","VPS13D"
"ENST00000645148","ENSG00000048707","VPS13D"
"ENST00000359318","ENSG00000188984","AADACL3"
"ENST00000620146","ENSG00000188984","AADACL3"
"ENST00000474179","ENSG00000157330","CFAP107"
"ENST00000697342","ENSG00000280267","PRAMEF26"
"ENST00000376098","ENSG00000204479","PRAMEF17"
"ENST00000484063","ENSG00000116731","PRDM2"
"ENST00000502727","ENSG00000116731","PRDM2"
"ENST00000376028","ENSG00000189337","KAZN"
"ENST00000400797","ENSG00000189337","KAZN"
"ENST00000445566","ENSG00000142634","EFHD2"
"ENST00000375949","ENSG00000162438","CTRC"
"ENST00000375910","ENSG00000215704","CELA2B"
"ENST00000424908","ENSG00000132906","CASP9"
"ENST00000546969","ENSG00000132906","CASP9"
"ENST00000711099","ENSG00000197312","DDI2"
"ENST00000494020","ENSG00000116809","ZBTB17"
"ENST00000476423","ENSG00000055070","SZRD1"
"ENST00000475554","ENSG00000055070","SZRD1"
"ENST00000335496","ENSG00000187144","SPATA21"
"ENST00000540400","ENSG00000187144","SPATA21"
"ENST00000375577","ENSG00000187144","SPATA21"
"ENST00000513161","ENSG00000157191","NECAP2"
"ENST00000475049","ENSG00000117118","SDHB"
"ENST00000375453","ENSG00000159339","PADI4"
"ENST00000619609","ENSG00000276747","PADI6"
"ENST00000375433","ENSG00000179051","RCC2"
"ENST00000482892","ENSG00000074964","ARHGEF10L"
"ENST00000482359","ENSG00000074964","ARHGEF10L"
"ENST00000375371","ENSG00000179002","TAS1R2"
"ENST00000475973","ENSG00000127481","UBR4"
"ENST00000688332","ENSG00000127463","EMC1"
"ENST00000692207","ENSG00000127463","EMC1"
"ENST00000690823","ENSG00000127463","EMC1"
"ENST00000493176","ENSG00000211454","AKR7L"
"ENST00000674432","ENSG00000077549","CAPZB"
"ENST00000602293","ENSG00000270136","MICOS10-NBL1"
"ENST00000486277","ENSG00000127472","PLA2G5"
"ENST00000429261","ENSG00000187980","PLA2G2C"
"ENST00000477167","ENSG00000117245","KIF17"
"ENST00000693470","ENSG00000075151","EIF4G3"
"ENST00000685814","ENSG00000075151","EIF4G3"
"ENST00000438975","ENSG00000075151","EIF4G3"
"ENST00000476088","ENSG00000075151","EIF4G3"
"ENST00000473505","ENSG00000117298","ECE1"
"ENST00000463334","ENSG00000117298","ECE1"
"ENST00000475869","ENSG00000142794","NBPF3"
"ENST00000374832","ENSG00000162551","ALPL"
"ENST00000696766","ENSG00000289715","ENSG00000289715"
"ENST00000400301","ENSG00000090686","USP48"
"ENST00000479177","ENSG00000090686","USP48"
"ENST00000471752","ENSG00000090686","USP48"
"ENST00000534705","ENSG00000090686","USP48"
"ENST00000489108","ENSG00000090686","USP48"
"ENST00000543870","ENSG00000187942","LDLRAD2"
"ENST00000484271","ENSG00000187942","LDLRAD2"
"ENST00000695855","ENSG00000289694","ENSG00000289694"
"ENST00000695857","ENSG00000070831","CDC42"
"ENST00000695859","ENSG00000070831","CDC42"
"ENST00000695860","ENSG00000070831","CDC42"
"ENST00000695797","ENSG00000070831","CDC42"
"ENST00000662562","ENSG00000070831","CDC42"
"ENST00000650433","ENSG00000184677","ZBTB40"
"ENST00000400239","ENSG00000184677","ZBTB40"
"ENST00000440767","ENSG00000227868","TEX46"
"ENST00000622840","ENSG00000227868","TEX46"
"ENST00000692975","ENSG00000004487","KDM1A"
"ENST00000687202","ENSG00000004487","KDM1A"
"ENST00000465864","ENSG00000004487","KDM1A"
"ENST00000692056","ENSG00000004487","KDM1A"
"ENST00000686771","ENSG00000004487","KDM1A"
"ENST00000692209","ENSG00000004487","KDM1A"
"ENST00000481879","ENSG00000004487","KDM1A"
"ENST00000302271","ENSG00000125944","HNRNPR"
"ENST00000492271","ENSG00000204219","TCEA3"
"ENST00000449467","ENSG00000088280","ASAP3"
"ENST00000374524","ENSG00000057757","PITHD1"
"ENST00000235958","ENSG00000117305","HMGCL"
"ENST00000338909","ENSG00000142661","MYOM3"
"ENST00000475306","ENSG00000142661","MYOM3"
"ENST00000374409","ENSG00000001460","STPG1"
"ENST00000618490","ENSG00000117602","RCAN3"
"ENST00000616511","ENSG00000117602","RCAN3"
"ENST00000425530","ENSG00000117602","RCAN3"
"ENST00000374389","ENSG00000133226","SRRM1"
"ENST00000488317","ENSG00000133226","SRRM1"
"ENST00000308873","ENSG00000020633","RUNX3"
"ENST00000399766","ENSG00000204178","MACO1"
"ENST00000485476","ENSG00000157978","LDLRAP1"
"ENST00000496532","ENSG00000117643","MAN1C1"
"ENST00000494537","ENSG00000162430","SELENON"
"ENST00000485226","ENSG00000117632","STMN1"
"ENST00000480446","ENSG00000130695","CEP85"
"ENST00000453146","ENSG00000130695","CEP85"
"ENST00000527611","ENSG00000117682","DHDDS"
"ENST00000530003","ENSG00000117676","RPS6KA1"
"ENST00000636072","ENSG00000117713","ARID1A"
"ENST00000636794","ENSG00000117713","ARID1A"
"ENST00000455364","ENSG00000060642","PIGV"
"ENST00000431541","ENSG00000060642","PIGV"
"ENST00000445019","ENSG00000198746","GPATCH3"
"ENST00000644550","ENSG00000126705","AHDC1"
"ENST00000646642","ENSG00000126705","AHDC1"
"ENST00000675759","ENSG00000158156","XKR8"
"ENST00000373864","ENSG00000158161","EYA3"
"ENST00000603289","ENSG00000126698","DNAJC8"
"ENST00000488868","ENSG00000126698","DNAJC8"
"ENST00000475655","ENSG00000130772","MED18"
"ENST00000419074","ENSG00000180198","RCC1"
"ENST00000486790","ENSG00000180198","RCC1"
"ENST00000690860","ENSG00000120656","TAF12"
"ENST00000688548","ENSG00000120656","TAF12"
"ENST00000642937","ENSG00000159023","EPB41"
"ENST00000646189","ENSG00000159023","EPB41"
"ENST00000649717","ENSG00000159023","EPB41"
"ENST00000373798","ENSG00000159023","EPB41"
"ENST00000643173","ENSG00000159023","EPB41"
"ENST00000650265","ENSG00000159023","EPB41"
"ENST00000643604","ENSG00000159023","EPB41"
"ENST00000706361","ENSG00000159023","EPB41"
"ENST00000645111","ENSG00000159023","EPB41"
"ENST00000643302","ENSG00000159023","EPB41"
"ENST00000644848","ENSG00000159023","EPB41"
"ENST00000650132","ENSG00000159023","EPB41"
"ENST00000649992","ENSG00000159023","EPB41"
"ENST00000420504","ENSG00000253304","TMEM200B"
"ENST00000471567","ENSG00000162512","SDC3"
"ENST00000487984","ENSG00000162512","SDC3"
"ENST00000373747","ENSG00000134644","PUM1"
"ENST00000526128","ENSG00000134644","PUM1"
"ENST00000531867","ENSG00000134644","PUM1"
"ENST00000530145","ENSG00000084628","NKAIN1"
"ENST00000533581","ENSG00000084628","NKAIN1"
"ENST00000373710","ENSG00000168528","SERINC2"
"ENST00000488897","ENSG00000084636","COL16A1"
"ENST00000373655","ENSG00000121753","ADGRB2"
"ENST00000532001","ENSG00000184007","PTP4A2"
"ENST00000468531","ENSG00000184007","PTP4A2"
"ENST00000534796","ENSG00000184007","PTP4A2"
"ENST00000532289","ENSG00000184007","PTP4A2"
"ENST00000526960","ENSG00000184007","PTP4A2"
"ENST00000475464","ENSG00000184007","PTP4A2"
"ENST00000468135","ENSG00000121775","TMEM39B"
"ENST00000446515","ENSG00000025800","KPNA6"
"ENST00000678420","ENSG00000084623","EIF3I"
"ENST00000676957","ENSG00000084623","EIF3I"
"ENST00000421153","ENSG00000162526","TSSK3"
"ENST00000428500","ENSG00000225828","FAM229A"
"ENST00000466052","ENSG00000134684","YARS1"
"ENST00000529027","ENSG00000116497","S100PBP"
"ENST00000483143","ENSG00000160097","FNDC5"
"ENST00000465346","ENSG00000160097","FNDC5"
"ENST00000491241","ENSG00000004455","AK2"
"ENST00000469238","ENSG00000004455","AK2"
"ENST00000548559","ENSG00000004455","AK2"
"ENST00000442999","ENSG00000184389","A3GALT2"
"ENST00000257118","ENSG00000134686","PHC2"
"ENST00000493483","ENSG00000134686","PHC2"
"ENST00000466345","ENSG00000163867","ZMYM6"
"ENST00000611874","ENSG00000197056","ZMYM1"
"ENST00000373330","ENSG00000197056","ZMYM1"
"ENST00000492456","ENSG00000146463","ZMYM4"
"ENST00000697002","ENSG00000142687","KIAA0319L"
"ENST00000621781","ENSG00000126067","PSMB2"
"ENST00000674426","ENSG00000092847","AGO1"
"ENST00000466743","ENSG00000054118","THRAP3"
"ENST00000270824","ENSG00000142694","EVA1B"
"ENST00000524789","ENSG00000116885","OSCP1"
"ENST00000480825","ENSG00000119535","CSF3R"
"ENST00000526980","ENSG00000119535","CSF3R"
"ENST00000479620","ENSG00000163873","GRIK3"
"ENST00000437645","ENSG00000183317","EPHA10"
"ENST00000427468","ENSG00000183317","EPHA10"
"ENST00000470364","ENSG00000204084","INPP5B"
"ENST00000486563","ENSG00000183520","UTP11"
"ENST00000496778","ENSG00000116954","RRAGC"
"ENST00000689911","ENSG00000127603","MACF1"
"ENST00000372915","ENSG00000127603","MACF1"
"ENST00000530262","ENSG00000127603","MACF1"
"ENST00000482028","ENSG00000090621","PABPC4"
"ENST00000372857","ENSG00000090621","PABPC4"
"ENST00000372856","ENSG00000090621","PABPC4"
"ENST00000678894","ENSG00000090621","PABPC4"
"ENST00000474378","ENSG00000090621","PABPC4"
"ENST00000492519","ENSG00000090621","PABPC4"
"ENST00000462243","ENSG00000043514","TRIT1"
"ENST00000372809","ENSG00000168389","MFSD2A"
"ENST00000446031","ENSG00000131236","CAP1"
"ENST00000614549","ENSG00000084070","SMAP2"
"ENST00000682383","ENSG00000164002","EXO5"
"ENST00000472043","ENSG00000117010","ZNF684"
"ENST00000534399","ENSG00000066136","NFYC"
"ENST00000414185","ENSG00000066136","NFYC"
"ENST00000696108","ENSG00000171793","CTPS1"
"ENST00000696109","ENSG00000171793","CTPS1"
"ENST00000686812","ENSG00000204060","FOXO6"
"ENST00000545068","ENSG00000198815","FOXJ3"
"ENST00000422278","ENSG00000198815","FOXJ3"
"ENST00000655164","ENSG00000186409","CCDC30"
"ENST00000471390","ENSG00000186409","CCDC30"
"ENST00000342022","ENSG00000186409","CCDC30"
"ENST00000665137","ENSG00000186409","CCDC30"
"ENST00000656306","ENSG00000186409","CCDC30"
"ENST00000677312","ENSG00000171960","PPIH"
"ENST00000447502","ENSG00000117385","P3H1"
"ENST00000421630","ENSG00000274386","TMEM269"
"ENST00000470938","ENSG00000164010","ERMAP"
"ENST00000372506","ENSG00000164011","ZNF691"
"ENST00000481753","ENSG00000186973","CFAP144"
"ENST00000643351","ENSG00000117400","MPL"
"ENST00000470769","ENSG00000066322","ELOVL1"
"ENST00000487366","ENSG00000178922","HYI"
"ENST00000643886","ENSG00000126091","ST3GAL3"
"ENST00000645640","ENSG00000126091","ST3GAL3"
"ENST00000489897","ENSG00000126091","ST3GAL3"
"ENST00000461066","ENSG00000126091","ST3GAL3"
"ENST00000646113","ENSG00000126091","ST3GAL3"
"ENST00000414809","ENSG00000117407","ARTN"
"ENST00000497866","ENSG00000117411","B4GALT2"
"ENST00000485678","ENSG00000117411","B4GALT2"
"ENST00000533007","ENSG00000196517","SLC6A9"
"ENST00000462341","ENSG00000117419","ERI3"
"ENST00000421398","ENSG00000198520","ARMH1"
"ENST00000480574","ENSG00000142945","KIF2C"
"ENST00000495433","ENSG00000222009","BTBD19"
"ENST00000438067","ENSG00000117425","PTCH2"
"ENST00000439363","ENSG00000070785","EIF2B3"
"ENST00000497010","ENSG00000070785","EIF2B3"
"ENST00000491773","ENSG00000126088","UROD"
"ENST00000672314","ENSG00000132781","MUTYH"
"ENST00000527470","ENSG00000132780","NASP"
"ENST00000540385","ENSG00000278139","P3R3URF-PIK3R3"
"ENST00000475642","ENSG00000085998","POMGNT1"
"ENST00000686379","ENSG00000085998","POMGNT1"
"ENST00000497439","ENSG00000085998","POMGNT1"
"ENST00000687683","ENSG00000085998","POMGNT1"
"ENST00000693218","ENSG00000085998","POMGNT1"
"ENST00000685775","ENSG00000085998","POMGNT1"
"ENST00000271139","ENSG00000142961","MOB3C"
"ENST00000334122","ENSG00000186118","TEX38"
"ENST00000672422","ENSG00000159658","EFCAB14"
"ENST00000310638","ENSG00000187048","CYP4A11"
"ENST00000334194","ENSG00000186160","CYP4Z1"
"ENST00000682940","ENSG00000123473","STIL"
"ENST00000682977","ENSG00000123473","STIL"
"ENST00000413565","ENSG00000123473","STIL"
"ENST00000471289","ENSG00000162368","CMPK1"
"ENST00000699075","ENSG00000162368","CMPK1"
"ENST00000335071","ENSG00000186790","FOXE3"
"ENST00000334793","ENSG00000186564","FOXD2"
"ENST00000425816","ENSG00000117834","SLC5A9"
"ENST00000236495","ENSG00000117834","SLC5A9"
"ENST00000532322","ENSG00000117834","SLC5A9"
"ENST00000471020","ENSG00000117834","SLC5A9"
"ENST00000371838","ENSG00000186094","AGBL4"
"ENST00000371836","ENSG00000186094","AGBL4"
"ENST00000371823","ENSG00000162374","ELAVL4"
"ENST00000492299","ENSG00000162374","ELAVL4"
"ENST00000371730","ENSG00000085832","EPS15"
"ENST00000486505","ENSG00000085832","EPS15"
"ENST00000478657","ENSG00000085832","EPS15"
"ENST00000706293","ENSG00000085832","EPS15"
"ENST00000532975","ENSG00000117859","OSBPL9"
"ENST00000486942","ENSG00000117859","OSBPL9"
"ENST00000467064","ENSG00000117859","OSBPL9"
"ENST00000533825","ENSG00000117859","OSBPL9"
"ENST00000527941","ENSG00000134744","TUT4"
"ENST00000481528","ENSG00000134744","TUT4"
"ENST00000473584","ENSG00000116171","SCP2"
"ENST00000657047","ENSG00000157193","LRP8"
"ENST00000667377","ENSG00000157193","LRP8"
"ENST00000668448","ENSG00000157193","LRP8"
"ENST00000657895","ENSG00000157193","LRP8"
"ENST00000662198","ENSG00000157193","LRP8"
"ENST00000662802","ENSG00000157193","LRP8"
"ENST00000371454","ENSG00000157193","LRP8"
"ENST00000347547","ENSG00000157193","LRP8"
"ENST00000655704","ENSG00000157193","LRP8"
"ENST00000496580","ENSG00000157193","LRP8"
"ENST00000661359","ENSG00000157193","LRP8"
"ENST00000361921","ENSG00000211452","DIO1"
"ENST00000545928","ENSG00000203985","LDLRAD1"
"ENST00000420619","ENSG00000203985","LDLRAD1"
"ENST00000391366","ENSG00000116205","TCEANC2"
"ENST00000426150","ENSG00000157216","SSBP3"
"ENST00000533209","ENSG00000157216","SSBP3"
"ENST00000528787","ENSG00000157216","SSBP3"
"ENST00000371304","ENSG00000162391","FAM151A"
"ENST00000421030","ENSG00000184313","MROH7"
"ENST00000482197","ENSG00000162402","USP24"
"ENST00000634589","ENSG00000162402","USP24"
"ENST00000493000","ENSG00000187889","FYB2"
"ENST00000497991","ENSG00000187889","FYB2"
"ENST00000414851","ENSG00000173406","DAB1"
"ENST00000473821","ENSG00000173406","DAB1"
"ENST00000477280","ENSG00000173406","DAB1"
"ENST00000697251","ENSG00000162601","MYSM1"
"ENST00000710273","ENSG00000177606","JUN"
"ENST00000371210","ENSG00000172456","FGGY"
"ENST00000471169","ENSG00000172456","FGGY"
"ENST00000480847","ENSG00000172456","FGGY"
"ENST00000474695","ENSG00000134709","HOOK1"
"ENST00000699965","ENSG00000162599","NFIA"
"ENST00000493967","ENSG00000132849","PATJ"
"ENST00000634264","ENSG00000116641","DOCK7"
"ENST00000635027","ENSG00000116641","DOCK7"
"ENST00000464312","ENSG00000116641","DOCK7"
"ENST00000635827","ENSG00000116641","DOCK7"
"ENST00000634912","ENSG00000116641","DOCK7"
"ENST00000636167","ENSG00000116641","DOCK7"
"ENST00000636635","ENSG00000116641","DOCK7"
"ENST00000482591","ENSG00000132855","ANGPTL3"
"ENST00000462390","ENSG00000088035","ALG6"
"ENST00000673246","ENSG00000162434","JAK1"
"ENST00000699259","ENSG00000162434","JAK1"
"ENST00000672434","ENSG00000162434","JAK1"
"ENST00000699261","ENSG00000162434","JAK1"
"ENST00000699313","ENSG00000162434","JAK1"
"ENST00000673502","ENSG00000162434","JAK1"
"ENST00000699262","ENSG00000162434","JAK1"
"ENST00000472787","ENSG00000116675","DNAJC6"
"ENST00000526666","ENSG00000184588","PDE4B"
"ENST00000491340","ENSG00000184588","PDE4B"
"ENST00000534463","ENSG00000184588","PDE4B"
"ENST00000682054","ENSG00000118473","SGIP1"
"ENST00000435165","ENSG00000118473","SGIP1"
"ENST00000684539","ENSG00000118473","SGIP1"
"ENST00000681971","ENSG00000118473","SGIP1"
"ENST00000683207","ENSG00000118473","SGIP1"
"ENST00000684168","ENSG00000118473","SGIP1"
"ENST00000493564","ENSG00000118473","SGIP1"
"ENST00000684664","ENSG00000118473","SGIP1"
"ENST00000682416","ENSG00000118473","SGIP1"
"ENST00000683499","ENSG00000118473","SGIP1"
"ENST00000683257","ENSG00000118473","SGIP1"
"ENST00000682901","ENSG00000118473","SGIP1"
"ENST00000683311","ENSG00000118473","SGIP1"
"ENST00000682150","ENSG00000118473","SGIP1"
"ENST00000683581","ENSG00000118473","SGIP1"
"ENST00000682293","ENSG00000118473","SGIP1"
"ENST00000684750","ENSG00000118473","SGIP1"
"ENST00000682981","ENSG00000118473","SGIP1"
"ENST00000683067","ENSG00000118473","SGIP1"
"ENST00000682032","ENSG00000118473","SGIP1"
"ENST00000448074","ENSG00000152760","DYNLT5"
"ENST00000488333","ENSG00000152763","DNAI4"
"ENST00000401042","ENSG00000198160","MIER1"
"ENST00000347310","ENSG00000162594","IL23R"
"ENST00000696758","ENSG00000081985","IL12RB2"
"ENST00000693623","ENSG00000162595","DIRAS3"
"ENST00000651217","ENSG00000033122","LRRC7"
"ENST00000460795","ENSG00000116754","SRSF11"
"ENST00000482383","ENSG00000116761","CTH"
"ENST00000444984","ENSG00000162620","LRRIQ3"
"ENST00000530184","ENSG00000116783","TNNI3K"
"ENST00000469525","ENSG00000137968","SLC44A5"
"ENST00000680798","ENSG00000117054","ACADM"
"ENST00000679509","ENSG00000117054","ACADM"
"ENST00000681930","ENSG00000117054","ACADM"
"ENST00000681680","ENSG00000117054","ACADM"
"ENST00000679615","ENSG00000117054","ACADM"
"ENST00000680964","ENSG00000117054","ACADM"
"ENST00000681063","ENSG00000117054","ACADM"
"ENST00000681278","ENSG00000117054","ACADM"
"ENST00000681913","ENSG00000117054","ACADM"
"ENST00000679530","ENSG00000117054","ACADM"
"ENST00000680948","ENSG00000117054","ACADM"
"ENST00000681720","ENSG00000117054","ACADM"
"ENST00000679687","ENSG00000117054","ACADM"
"ENST00000679704","ENSG00000117054","ACADM"
"ENST00000680662","ENSG00000117054","ACADM"
"ENST00000532207","ENSG00000117054","ACADM"
"ENST00000497648","ENSG00000137955","RABGGTB"
"ENST00000531672","ENSG00000154027","AK5"
"ENST00000357428","ENSG00000077254","USP33"
"ENST00000710932","ENSG00000180488","MIGA1"
"ENST00000703586","ENSG00000162613","FUBP1"
"ENST00000462041","ENSG00000137959","IFI44L"
"ENST00000661030","ENSG00000162618","ADGRL4"
"ENST00000655029","ENSG00000162618","ADGRL4"
"ENST00000370723","ENSG00000117114","ADGRL2"
"ENST00000370725","ENSG00000117114","ADGRL2"
"ENST00000370727","ENSG00000117114","ADGRL2"
"ENST00000370728","ENSG00000117114","ADGRL2"
"ENST00000674489","ENSG00000117114","ADGRL2"
"ENST00000370717","ENSG00000117114","ADGRL2"
"ENST00000627151","ENSG00000117114","ADGRL2"
"ENST00000498776","ENSG00000117114","ADGRL2"
"ENST00000480174","ENSG00000137941","TTLL7"
"ENST00000480533","ENSG00000137941","TTLL7"
"ENST00000464289","ENSG00000137941","TTLL7"
"ENST00000470673","ENSG00000142875","PRKACB"
"ENST00000614872","ENSG00000142875","PRKACB"
"ENST00000610457","ENSG00000142875","PRKACB"
"ENST00000697276","ENSG00000122432","SPATA1"
"ENST00000485121","ENSG00000122432","SPATA1"
"ENST00000459708","ENSG00000117155","SSX2IP"
"ENST00000370596","ENSG00000162643","DNAI3"
"ENST00000464801","ENSG00000162643","DNAI3"
"ENST00000633113","ENSG00000153904","DDAH1"
"ENST00000431532","ENSG00000117174","ZNHIT6"
"ENST00000460698","ENSG00000122417","ODF2L"
"ENST00000696297","ENSG00000122417","ODF2L"
"ENST00000696299","ENSG00000122417","ODF2L"
"ENST00000696303","ENSG00000122417","ODF2L"
"ENST00000696304","ENSG00000122417","ODF2L"
"ENST00000524695","ENSG00000122417","ODF2L"
"ENST00000472144","ENSG00000122417","ODF2L"
"ENST00000463933","ENSG00000122417","ODF2L"
"ENST00000534092","ENSG00000122417","ODF2L"
"ENST00000472368","ENSG00000122417","ODF2L"
"ENST00000693745","ENSG00000153936","HS2ST1"
"ENST00000591456","ENSG00000153936","HS2ST1"
"ENST00000495705","ENSG00000143013","LMO4"
"ENST00000471296","ENSG00000137947","GTF2B"
"ENST00000481145","ENSG00000154451","GBP5"
"ENST00000443807","ENSG00000154451","GBP5"
"ENST00000532201","ENSG00000171492","LRRC8D"
"ENST00000414841","ENSG00000171492","LRRC8D"
"ENST00000441269","ENSG00000171492","LRRC8D"
"ENST00000467231","ENSG00000122482","ZNF644"
"ENST00000482709","ENSG00000122482","ZNF644"
"ENST00000427444","ENSG00000162669","HFM1"
"ENST00000455133","ENSG00000162669","HFM1"
"ENST00000370399","ENSG00000069702","TGFBR3"
"ENST00000532540","ENSG00000069702","TGFBR3"
"ENST00000394530","ENSG00000137948","BRDT"
"ENST00000680194","ENSG00000137948","BRDT"
"ENST00000480758","ENSG00000172031","EPHX4"
"ENST00000642070","ENSG00000189195","BTBD8"
"ENST00000637221","ENSG00000189195","BTBD8"
"ENST00000370375","ENSG00000203910","C1orf146"
"ENST00000370373","ENSG00000203910","C1orf146"
"ENST00000294702","ENSG00000162676","GFI1"
"ENST00000706885","ENSG00000067208","EVI5"
"ENST00000492513","ENSG00000067208","EVI5"
"ENST00000468580","ENSG00000067208","EVI5"
