gene_id	genes	logFC	logCPM	F	PValue	FDR
ENSG00000178999	ENSG00000178999.13	5.533858857237686	4.081503091471245	297.28226475062166	1.7367128062422745e-5	0.008153381835040998
ENSG00000164294	ENSG00000164294.14	6.208101720050489	4.291231947379769	295.8329348814174	1.7568325442985086e-5	0.008153381835040998
ENSG00000187122	ENSG00000187122.17	-4.978380443588985	7.376492893456063	285.6853847913746	1.9074226792107505e-5	0.008153381835040998
ENSG00000090530	ENSG00000090530.10	3.073028760656082	5.4951468104410885	285.22215529705767	1.9147280373508686e-5	0.008153381835040998
ENSG00000008197	ENSG00000008197.5	-5.1554389534672005	3.995604331760023	282.6974550860033	1.9552499602847254e-5	0.008153381835040998
ENSG00000205336	ENSG00000205336.14	-3.0179815122491465	6.435813091503111	281.77547253212305	1.9703513997610693e-5	0.008153381835040998
ENSG00000254377	ENSG00000254377.8	-4.999241171314298	6.014107065234402	278.14446374959846	2.031461727249742e-5	0.008153381835040998
ENSG00000175063	ENSG00000175063.17	3.55532462299916	5.266407251128192	276.23304207787965	2.064715740153268e-5	0.008153381835040998
ENSG00000116039	ENSG00000116039.13	3.2306803991156543	6.255203482676829	274.40038573373084	2.0973292516994816e-5	0.008153381835040998
ENSG00000139970	ENSG00000139970.18	-3.678796619957957	7.747615869921722	273.7294941369527	2.1094510924790646e-5	0.008153381835040998
ENSG00000180730	ENSG00000180730.5	4.273086705082697	5.839553077515663	273.05773081769	2.1216885044653265e-5	0.008153381835040998
ENSG00000104375	ENSG00000104375.17	3.3560675945258964	6.687135490526846	267.9171143264315	2.21875733988807e-5	0.008153381835040998
ENSG00000084093	ENSG00000084093.19	4.143764543183214	6.777133556340766	266.7832010049717	2.2410145569757333e-5	0.008153381835040998
ENSG00000169783	ENSG00000169783.13	-2.923153680991998	6.22678138990339	263.22723003505763	2.3129037489911666e-5	0.008153381835040998
ENSG00000114315	ENSG00000114315.4	6.496024957136116	8.316308472664685	261.2954595427353	2.3533348025006224e-5	0.008153381835040998
ENSG00000146250	ENSG00000146250.7	5.401166259827047	4.749135359403937	261.28480877517876	2.353560488015205e-5	0.008153381835040998
ENSG00000135596	ENSG00000135596.18	-2.8464003895842187	6.261064107107525	260.3618665106859	2.3732344646957348e-5	0.008153381835040998
ENSG00000143375	ENSG00000143375.15	3.354321636489269	5.433717153037715	258.8382010700405	2.4062278024137042e-5	0.008153381835040998
ENSG00000196159	ENSG00000196159.14	3.390750648786356	5.311992806726482	256.60638197701525	2.455741595416579e-5	0.008153381835040998
ENSG00000088325	ENSG00000088325.16	3.008392979165456	5.678038623413073	255.5141045651061	2.4805021329620938e-5	0.008153381835040998
ENSG00000111913	ENSG00000111913.20	-3.7186355133148723	6.5127777682871555	255.4846228035617	2.4811753466665958e-5	0.008153381835040998
ENSG00000168672	ENSG00000168672.4	4.188026506317287	4.66611676612894	252.17523942014176	2.558423542655844e-5	0.008153381835040998
ENSG00000184232	ENSG00000184232.9	5.966082171160833	4.223513311205866	251.54426345247717	2.5735382303851797e-5	0.008153381835040998
ENSG00000149295	ENSG00000149295.14	-5.689713454311603	6.474506662533575	253.1205348792997	2.579289651309141e-5	0.008153381835040998
ENSG00000089685	ENSG00000089685.15	4.625701275310389	5.0798340587163535	247.74446164438453	2.6672950768329245e-5	0.008153381835040998
ENSG00000173068	ENSG00000173068.19	4.214538487628932	4.426603413982647	246.36128592792977	2.702627970146071e-5	0.008153381835040998
ENSG00000204624	ENSG00000204624.8	-2.8792266548680447	5.601461708413152	246.01506103061388	2.711576045415198e-5	0.008153381835040998
ENSG00000172020	ENSG00000172020.13	-4.08655654577602	7.9221932865938465	245.2048715423289	2.7326800577511428e-5	0.008153381835040998
ENSG00000148773	ENSG00000148773.14	4.252330661466052	5.386988415444815	244.70257084675475	2.7458812858872464e-5	0.008153381835040998
ENSG00000119614	ENSG00000119614.3	3.338815132914903	5.908749039170929	242.33243547514007	2.809408694422797e-5	0.008153381835040998
ENSG00000185201	ENSG00000185201.18	5.321778418025596	5.339796341009914	241.62143595674462	2.8288722593732656e-5	0.008153381835040998
ENSG00000101204	ENSG00000101204.18	-4.005679752432276	4.529003026051154	241.3304026096022	2.8368944742519265e-5	0.008153381835040998
ENSG00000075420	ENSG00000075420.13	3.0272975692677724	7.055359374161798	239.79235606421048	2.8798306934066502e-5	0.008153381835040998
ENSG00000128833	ENSG00000128833.13	3.43282100088944	5.286490546522304	239.57913272654253	2.8858556894461552e-5	0.008153381835040998
ENSG00000162344	ENSG00000162344.4	4.621839080011496	5.352115471330201	239.03090617818089	2.9014291131193623e-5	0.008153381835040998
ENSG00000119547	ENSG00000119547.6	-4.950443990373561	8.446493491705837	236.6486418865678	2.97050514711343e-5	0.008153381835040998
ENSG00000114251	ENSG00000114251.15	5.858007710332198	5.322447400203086	236.6311770099068	2.9710201336173375e-5	0.008153381835040998
ENSG00000198216	ENSG00000198216.14	-4.092668878943618	5.928974072760862	232.57345998277117	3.094189543356774e-5	0.008196237722014289
ENSG00000145423	ENSG00000145423.5	4.213228590330827	8.254585734525207	230.54093071188078	3.1586214479013094e-5	0.008196237722014289
ENSG00000289426	ENSG00000289426.1	4.2724870923666725	6.120380815427587	230.52424901064967	3.159158107724017e-5	0.008196237722014289
ENSG00000026025	ENSG00000026025.16	3.8192416722233395	9.553477891357346	229.5685996887912	3.190119128076447e-5	0.008196237722014289
ENSG00000156298	ENSG00000156298.13	-3.8563234037443235	7.155280221140403	228.97392392112488	3.20960303072867e-5	0.008196237722014289
ENSG00000130203	ENSG00000130203.10	3.332688003519594	6.157168865520053	227.62837414679592	3.2543161666970585e-5	0.008196237722014289
ENSG00000126733	ENSG00000126733.22	-4.554311666450204	8.687504334895053	226.52726837499276	3.2915665813816555e-5	0.008196237722014289
ENSG00000091490	ENSG00000091490.11	3.5111289276485103	5.16834589562694	225.10339851871484	3.3406390796759765e-5	0.008196237722014289
ENSG00000127585	ENSG00000127585.13	-3.020610069671631	5.235582719748767	224.97082498219584	3.3452608235905405e-5	0.008196237722014289
ENSG00000160111	ENSG00000160111.15	4.927791785543908	6.999451748034704	224.41628533570926	3.3646916847752385e-5	0.008196237722014289
ENSG00000139219	ENSG00000139219.19	4.371275806031649	6.182559954676988	219.5730725977654	3.541410940119241e-5	0.008526354485423078
ENSG00000278156	ENSG00000278156.2	4.860074164648468	4.149638168129817	218.4807319891223	3.5830828212635105e-5	0.008526354485423078
ENSG00000248610	ENSG00000248610.1	9.092984670800774	6.70498488465634	220.28422396098304	3.627633834698576e-5	0.008526354485423078
ENSG00000137804	ENSG00000137804.14	3.444546077578371	6.2964783641833035	213.50727894141767	3.7818853754688625e-5	0.008526354485423078
ENSG00000250722	ENSG00000250722.6	4.030158645599687	5.804819815226794	213.1040760953	3.798682824529741e-5	0.008526354485423078
ENSG00000241684	ENSG00000241684.8	4.722392068638942	4.3236270654761535	212.51121588569563	3.823574230576799e-5	0.008526354485423078
ENSG00000173267	ENSG00000173267.14	-3.597785201333285	6.701910658406259	211.64263159680354	3.860461734234826e-5	0.008526354485423078
ENSG00000142871	ENSG00000142871.18	6.077377545525129	6.251143822145112	213.75922075189408	3.8915184614375276e-5	0.008526354485423078
ENSG00000111057	ENSG00000111057.11	4.314565211255233	5.010610330689038	210.8183100264138	3.895938108869043e-5	0.008526354485423078
ENSG00000145632	ENSG00000145632.15	3.0823173453889106	6.886720857298613	208.67417644492943	3.990409438086082e-5	0.008526354485423078
ENSG00000095370	ENSG00000095370.20	-3.7262073293276385	6.886698434726079	207.9872651060242	4.02136237296701e-5	0.008526354485423078
ENSG00000186469	ENSG00000186469.9	-3.258236252249495	5.611441838976943	207.53135785804764	4.0420943805198785e-5	0.008526354485423078
ENSG00000152518	ENSG00000152518.8	4.487810764500205	6.409491938873213	206.45784601618195	4.091514168036233e-5	0.008526354485423078
ENSG00000113140	ENSG00000113140.11	4.707866300593049	7.9666846679597505	205.57533026668048	4.132785721817749e-5	0.008526354485423078
ENSG00000170091	ENSG00000170091.11	-5.692434122810874	7.052573594826736	208.1247417971305	4.141875762480373e-5	0.008526354485423078
ENSG00000162493	ENSG00000162493.17	3.747040365727156	5.193124170567809	205.10732643261	4.154912244978185e-5	0.008526354485423078
ENSG00000289040	ENSG00000289040.1	-6.481352672042809	4.112542100510464	204.8156040025279	4.168789554681025e-5	0.008526354485423078
ENSG00000154917	ENSG00000154917.11	-2.753109797544244	6.331580646474916	203.40516416285706	4.236820621581257e-5	0.008584511315502958
ENSG00000110092	ENSG00000110092.4	3.9543367960147036	6.281476995040666	201.46582785190606	4.332961408255322e-5	0.008632883575942217
ENSG00000149257	ENSG00000149257.16	3.6949020408667486	6.545415972902806	200.2249442718606	4.3961079949176e-5	0.008632883575942217
ENSG00000155980	ENSG00000155980.13	-3.289111680677449	6.91485276057941	200.0607627499443	4.404560561644799e-5	0.008632883575942217
ENSG00000165092	ENSG00000165092.13	6.149814887736915	6.540963087740659	202.407186948329	4.419972679564512e-5	0.008632883575942217
ENSG00000162545	ENSG00000162545.6	-2.753738780942626	6.609332284233742	195.55020705073662	4.64609197207569e-5	0.008800280989362254
ENSG00000162407	ENSG00000162407.9	3.123238339185291	6.0193346353858	195.2148658692269	4.6647932219451856e-5	0.008800280989362254
ENSG00000170873	ENSG00000170873.19	-2.6622825793539717	5.20995850317232	194.98394018827778	4.6777335894771994e-5	0.008800280989362254
ENSG00000152954	ENSG00000152954.12	-5.035474106323529	5.380954261305012	197.18155372941558	4.697925838117563e-5	0.008800280989362254
ENSG00000179774	ENSG00000179774.9	-4.490249385212884	6.797946019223661	193.52719740986208	4.760550894085038e-5	0.008800280989362254
ENSG00000112984	ENSG00000112984.12	5.626813163410403	3.6319938746792735	193.16711744863971	4.7813421771022904e-5	0.008800280989362254
ENSG00000144218	ENSG00000144218.21	-2.745555331208401	7.043980799182522	193.02091428390548	4.789820833693478e-5	0.008800280989362254
ENSG00000198910	ENSG00000198910.14	-3.631104411289753	7.071193222945416	191.9408719057592	4.853120819359768e-5	0.008841652047371409
ENSG00000041515	ENSG00000041515.16	-3.3311838995149285	7.386005930430877	190.60024086146308	4.9333567592071816e-5	0.008912931211634308
ENSG00000134250	ENSG00000134250.21	3.7975957526127617	5.470723287350926	189.79704974070793	4.982331267625254e-5	0.00892701999025748
ENSG00000272384	ENSG00000272384.2	7.423409044918899	4.212259402466549	188.41307172384347	5.0683512107741727e-5	0.00893926301671466
ENSG00000183775	ENSG00000183775.11	-3.3394448302870923	6.341785359410172	187.850456702464	5.1039229409242915e-5	0.00893926301671466
ENSG00000164692	ENSG00000164692.19	5.537405761161657	5.387011836760311	190.09180686255064	5.1163768852119325e-5	0.00893926301671466
ENSG00000189184	ENSG00000189184.12	5.78821905599651	3.600955949209702	186.39375064638816	5.197686011984718e-5	0.00893926301671466
ENSG00000164611	ENSG00000164611.13	2.6114455827805654	5.537661473083848	186.3018276147011	5.2036845058274985e-5	0.00893926301671466
ENSG00000242767	ENSG00000242767.1	5.022440766060804	4.4370756435043655	184.43788351148925	5.327466070196458e-5	0.00893926301671466
ENSG00000087258	ENSG00000087258.16	-3.967250366277018	5.686518864893043	184.04195025929945	5.354296420527359e-5	0.00893926301671466
ENSG00000130635	ENSG00000130635.17	3.476270043547713	5.307922496679596	183.8385500583864	5.368154376684825e-5	0.00893926301671466
ENSG00000131094	ENSG00000131094.4	-4.732093500564854	7.59418013438153	183.37814383273522	5.399711046558522e-5	0.00893926301671466
ENSG00000129474	ENSG00000129474.17	4.881975130169091	4.166253038548955	183.35227455584567	5.4014919519816444e-5	0.00893926301671466
ENSG00000142634	ENSG00000142634.13	2.3247389623128303	5.733637477419064	180.46868950849455	5.605347751879794e-5	0.009158590820992156
ENSG00000152661	ENSG00000152661.9	6.3869897173754975	5.375130928807279	180.44341858479387	5.776005587740278e-5	0.009158590820992156
ENSG00000150551	ENSG00000150551.11	4.909873610813566	4.126268731493529	177.40351615638056	5.834217283940497e-5	0.009158590820992156
ENSG00000120875	ENSG00000120875.9	-3.442861978258286	6.468026595649523	176.41687308952942	5.91070850672135e-5	0.009158590820992156
ENSG00000197565	ENSG00000197565.17	2.359460662212635	5.412534587961554	176.39530730266537	5.9123962822673595e-5	0.009158590820992156
ENSG00000106571	ENSG00000106571.15	3.4971476272878363	6.772820572967079	175.7173944634435	5.9658013366868705e-5	0.009158590820992156
ENSG00000112559	ENSG00000112559.15	5.458266604455311	3.910316148203547	175.4905031891081	5.983828384535021e-5	0.009158590820992156
ENSG00000143469	ENSG00000143469.21	-2.7430085216936186	6.614048043150168	174.5254904470306	6.061370523690673e-5	0.009158590820992156
ENSG00000119655	ENSG00000119655.11	3.089290382245278	6.710804263191913	174.43781851050713	6.06848577792785e-5	0.009158590820992156
ENSG00000002746	ENSG00000002746.15	-4.111917550192724	5.169927410708455	173.2900223885801	6.162741390561953e-5	0.009158590820992156
ENSG00000172037	ENSG00000172037.14	5.173173185071702	5.154437059673302	174.9516173233915	6.20652581318229e-5	0.009158590820992156
ENSG00000137267	ENSG00000137267.7	-2.8982413169214403	7.5756316949384175	172.58173197699702	6.221944497825992e-5	0.009158590820992156
ENSG00000159409	ENSG00000159409.15	-3.7778223139255194	6.990034855432067	172.3045056902324	6.245336503333871e-5	0.009158590820992156
ENSG00000100167	ENSG00000100167.21	-2.423257661224464	6.3942130315207715	172.20922563710886	6.253404923479939e-5	0.009158590820992156
ENSG00000103647	ENSG00000103647.13	-3.718038024447614	6.563479900492557	172.17491937382798	6.256313636436e-5	0.009158590820992156
ENSG00000101349	ENSG00000101349.17	-3.8256006674197827	5.2614060998147	171.72465200142133	6.294668855135327e-5	0.009158590820992156
ENSG00000138160	ENSG00000138160.7	2.5627338318276593	4.895781885161866	171.47688555255567	6.315916797829301e-5	0.009158590820992156
ENSG00000178573	ENSG00000178573.7	2.6025755975193223	4.953015752604645	171.3033567184812	6.330858907336307e-5	0.009158590820992156
ENSG00000104381	ENSG00000104381.14	-2.714273747537435	5.82561498186094	171.23610348215706	6.336663390907857e-5	0.009158590820992156
ENSG00000101335	ENSG00000101335.10	7.728300814720312	5.441686758443488	172.88323846976348	6.380523873826766e-5	0.009160911098315516
ENSG00000248282	ENSG00000248282.1	3.939694481330925	4.569873536032813	169.8224188922407	6.46044327105263e-5	0.009214632244501381
ENSG00000143545	ENSG00000143545.10	3.0096090707397245	5.692302643542318	168.4343861537103	6.585341089645134e-5	0.009331385282582125
ENSG00000139445	ENSG00000139445.18	4.26812895600818	4.456178369673442	167.72905804195904	6.65012337603724e-5	0.009361991869642039
ENSG00000167912	ENSG00000167912.8	2.6469724796087815	7.031479882582905	166.6513570925363	6.750865785666426e-5	0.009389080860437111
ENSG00000108001	ENSG00000108001.16	-2.71928595660228	5.171133160654383	166.41165583714414	6.77356688140986e-5	0.009389080860437111
ENSG00000177679	ENSG00000177679.16	-3.3692459307072786	6.06088120956378	166.14143671941815	6.799288261478904e-5	0.009389080860437111
ENSG00000167244	ENSG00000167244.22	4.036205782981177	8.760418741698688	165.09234351677426	6.900472584241131e-5	0.009452750870697541
ENSG00000111218	ENSG00000111218.12	-5.352961864725361	3.4058031876920603	164.3656574019763	6.971817542190434e-5	0.009452750870697541
ENSG00000158402	ENSG00000158402.21	5.562608179176769	3.698394588439604	164.28241604973337	6.980056767288568e-5	0.009452750870697541
ENSG00000135454	ENSG00000135454.14	-4.123704759410032	3.827941490767202	163.88282546133215	7.019801153977418e-5	0.009452750870697541
ENSG00000185668	ENSG00000185668.8	-2.7815033781007337	5.272400177430503	162.79197955074545	7.129947996313195e-5	0.009482697691838267
ENSG00000141052	ENSG00000141052.18	4.310028984049153	4.573466807509304	162.40822370408955	7.169280453244456e-5	0.009482697691838267
ENSG00000163251	ENSG00000163251.4	2.9571504604975445	5.4384791790222184	162.19370675793144	7.191401263200607e-5	0.009482697691838267
ENSG00000134853	ENSG00000134853.12	4.170042211277092	4.9349398664706525	161.79617806392176	7.232650804609529e-5	0.009482697691838267
ENSG00000109846	ENSG00000109846.9	5.071558594121856	5.177798866200104	163.528136603968	7.260737162569891e-5	0.009482697691838267
ENSG00000120549	ENSG00000120549.19	3.245095982860541	7.826062210013752	159.13257383133543	7.517896708600008e-5	0.009759760517511868
ENSG00000188573	ENSG00000188573.8	-2.8349428993784875	4.456724341625563	158.6738063730591	7.568631736601099e-5	0.009767139050566179
ENSG00000184611	ENSG00000184611.14	-4.657621058115651	4.783677054967108	157.79376165864068	7.667324331208488e-5	0.009835952159798819
ENSG00000213190	ENSG00000213190.4	-2.9666881760075974	8.73364618685632	156.89319728781572	7.770218787595422e-5	0.009909314312651104
ENSG00000215397	ENSG00000215397.4	-5.520730049647405	5.123350945377484	157.99056593410603	7.864994039786696e-5	0.009971524607168162
ENSG00000167601	ENSG00000167601.12	3.283769435334579	4.870611099387693	154.48851055574409	8.054754875728377e-5	0.010095524700865274
ENSG00000011426	ENSG00000011426.11	3.0193296741497404	4.7023898293985384	154.47882431938575	8.05593068842109e-5	0.010095524700865274
ENSG00000184588	ENSG00000184588.18	-2.698999159168804	5.853337548825855	153.4622455734882	8.180699767250308e-5	0.01015621280993841
ENSG00000180340	ENSG00000180340.7	3.14432955309568	5.271172494572236	153.32262287827754	8.19805000802224e-5	0.01015621280993841
ENSG00000072182	ENSG00000072182.14	-3.928228006693716	5.387066584753469	152.88805417460313	8.252387069119583e-5	0.01016544043514276
ENSG00000149591	ENSG00000149591.17	4.50408335025692	5.407387095524426	154.1297931391088	8.329382567739029e-5	0.01020231717901594
ENSG00000158270	ENSG00000158270.12	3.7057884041309843	4.664352056931739	151.44670361418494	8.436311334856247e-5	0.010275237625824912
ENSG00000163536	ENSG00000163536.13	-2.850712235775674	4.696991188885295	150.1875243239025	8.601785086019213e-5	0.010418251433793102
ENSG00000081138	ENSG00000081138.14	2.6059088942628743	6.67768765704923	148.9586990544233	8.767744467225413e-5	0.010424945980335448
ENSG00000113361	ENSG00000113361.13	2.43776049982841	4.949825947396021	148.34386793891238	8.852489302273213e-5	0.010424945980335448
ENSG00000187957	ENSG00000187957.8	-2.8590424816748716	5.836997477824566	148.10371956286565	8.885905699112651e-5	0.010424945980335448
ENSG00000135824	ENSG00000135824.13	-3.766556053181008	5.188356480108408	147.86804219293163	8.918874204061336e-5	0.010424945980335448
ENSG00000181449	ENSG00000181449.4	2.480567591945014	5.567802883412156	147.3956682813635	8.98547824014734e-5	0.010424945980335448
ENSG00000137571	ENSG00000137571.11	-2.52649288835544	6.020648729713108	147.39488918645873	8.985588673390217e-5	0.010424945980335448
ENSG00000261210	ENSG00000261210.8	6.022713691747365	3.3467712626004014	147.38738092869832	8.986653034278973e-5	0.010424945980335448
ENSG00000196361	ENSG00000196361.10	-3.686092355546881	7.578291539165196	147.19685529565055	9.01372166161666e-5	0.010424945980335448
ENSG00000205403	ENSG00000205403.15	4.937588283591397	5.2238732268917145	148.77825035103874	9.04008230767096e-5	0.010424945980335448
ENSG00000142694	ENSG00000142694.7	4.795201654853866	3.786107396633134	146.38063284331423	9.131003958666002e-5	0.010453862594324442
ENSG00000111907	ENSG00000111907.21	3.3468599504953116	5.02506953594083	146.17017437202787	9.161595447055553e-5	0.010453862594324442
ENSG00000177426	ENSG00000177426.22	3.3309426528142936	4.801829896763562	144.8169070047827	9.361818753281938e-5	0.010472525002998835
ENSG00000141696	ENSG00000141696.13	2.3043733022558697	5.352295784217819	144.55074649623418	9.401928007563273e-5	0.010472525002998835
ENSG00000124145	ENSG00000124145.6	3.570588213661583	4.310387346397093	143.87204177808343	9.505315788850742e-5	0.010472525002998835
ENSG00000188153	ENSG00000188153.14	2.482347742460593	7.248854156267042	143.5111466398611	9.560949073891906e-5	0.010472525002998835
ENSG00000124194	ENSG00000124194.17	-3.4165174194035473	6.062076553288137	143.42600935489162	9.574140611103699e-5	0.010472525002998835
ENSG00000150907	ENSG00000150907.10	3.246042390430102	4.150709577976768	142.34093741881324	9.744551835044902e-5	0.010472525002998835
ENSG00000161082	ENSG00000161082.13	-2.547223421448379	5.67881048259825	142.14831333970488	9.77525261740484e-5	0.010472525002998835
BambuGene9904	BambuGene9904	2.6078164923367937	5.592186787213978	141.9057287761753	9.814111762220945e-5	0.010472525002998835
ENSG00000198208	ENSG00000198208.12	-2.740533843645047	5.530684716694477	141.85151523243852	9.822826075855518e-5	0.010472525002998835
ENSG00000230490	ENSG00000230490.4	3.196798454047118	4.206974163807171	141.752329840821	9.838797623357756e-5	0.010472525002998835
ENSG00000188517	ENSG00000188517.17	2.2659959078465124	5.681383270034206	141.65816716991066	9.853994486390237e-5	0.010472525002998835
ENSG00000138061	ENSG00000138061.12	2.146505326096573	6.226862252154085	141.59059780056106	9.864919998869715e-5	0.010472525002998835
ENSG00000141756	ENSG00000141756.20	3.3570027710596637	5.9851595240630235	141.45564853490194	9.886791878579414e-5	0.010472525002998835
ENSG00000124782	ENSG00000124782.21	2.501959483739066	4.902836773052443	141.38178087547666	9.898793109498561e-5	0.010472525002998835
ENSG00000172986	ENSG00000172986.13	4.573042364613451	3.9587630238719687	141.35883112474107	9.902525948407571e-5	0.010472525002998835
ENSG00000011028	ENSG00000011028.14	5.484608854042201	4.705216723079814	142.3152299798716	1.0018808670409007e-4	0.01052782184294273
ENSG00000146592	ENSG00000146592.17	-2.4226957853330355	7.255301471470753	140.45022021165718	1.0051933217200853e-4	0.01052782184294273
ENSG00000162496	ENSG00000162496.9	4.855501831954488	5.073823496473079	141.48356606007425	1.0155552170559165e-4	0.010555834134442534
ENSG00000173404	ENSG00000173404.5	-3.0152882714719578	6.470947371288211	139.70981136545214	1.0176057814107423e-4	0.010555834134442534
ENSG00000124440	ENSG00000124440.16	2.645297772359377	6.38396475696058	138.9258054873095	1.0309874687688714e-4	0.010626362274693688
ENSG00000011201	ENSG00000011201.12	2.7727936891264076	4.328470330235899	138.7392870073348	1.034207767509395e-4	0.010626362274693688
ENSG00000107796	ENSG00000107796.13	4.966447198053687	5.733098916176733	139.59954119542508	1.0475294197973464e-4	0.010694749490733822
ENSG00000150556	ENSG00000150556.17	4.852203905374835	4.4992016692471255	137.69786371736137	1.0524531859813301e-4	0.010694749490733822
ENSG00000166949	ENSG00000166949.17	3.0298215748700676	6.222569582254833	137.11923262829598	1.0627884750297329e-4	0.010694749490733822
