isoform_id	EP1.WT_hRO_2	EP1.WT_ROs_D45	H9.BRN3B_hRO_2	H9.CRX_hRO_2	H9.CRX_ROs_D45
ENST00000371322.11	1.47169	7.28079	1.2554	7.26267	23.29615
ENST00000371323.3	0	2.38712	3.28614	2.55673	6.15524
ENST00000371327.3	34.64555	57.59227	29.54622	18.59399	31.35637
ENST00000371474.7	12.42034	15.38722	15.12677	13.87766	18.47204
ENST00000371482.5	3.10366	0	5.46289	2.4716	6.14482
ENST00000371515.8	4.26409	1.54854	5.67171	3.43703	2.66957
ENST00000371518.6	0.56054	0	0.20243	0.62417	0
ENST00000371523.8	0.40899	0	0.40522	0.70742	0.33693
ENST00000371541.5	3.74226	1.7646	1.8661	2.54265	3.59286
ENST00000371544.7	52.78726	83.80443	47.93775	51.41197	88.93207
ENST00000371591.2	9.31404	6.26979	7.67614	10.52259	6.36116
ENST00000371600.7	3.89065	0.13838	6.32298	7.47281	0
ENST00000371601.5	36.47753	31.97541	35.33597	32.31732	40.88105
ENST00000371605.7	13.35063	12.49697	8.88741	15.33736	20.32818
ENST00000371657.9	2.75884	0	2.37012	1.83635	0.25972
ENST00000371667.1	9.12273	2.78634	5.58642	7.81513	4.97315
ENST00000371674.8	39.02455	68.81424	58.61573	42.6098	69.08242
ENST00000371681.8	4.47344	2.67839	6.46988	5.1365	3.16526
ENST00000371714.5	16.02746	14.57432	19.91348	13.78526	11.04493
ENST00000371725.7	4.62183	7.09722	3.43006	4.90655	8.96831
ENST00000371761.4	2.15935	0.88554	3.96199	3.66178	0.61613
ENST00000371922.1	0.78744	0.61439	0.67199	0.86328	0.30849
ENST00000371924.5	0	0	2.59279	0.84594	0
ENST00000371926.8	1.70601	3.26797	4.27244	2.19464	3.28326
ENST00000371927.7	0.36398	0.51955	0.85811	0.51464	0.26537
ENST00000371933.8	10.28984	0.81635	5.74039	12.68877	1.98197
ENST00000372023.7	3.24148	5.92945	6.87125	0	6.1395
ENST00000372098.7	8.78738	4.43683	8.08515	8.77875	5.3531
ENST00000372115.7	2.68411	5.63804	5.20662	2.18191	1.46127
ENST00000372176.5	0	1.98678	2.98736	0.41582	0.26993
ENST00000372230.10	19.42466	14.24745	21.33048	16.44461	23.43735
ENST00000372338.9	6.39007	8.55012	3.26404	3.49839	15.68425
ENST00000372383.9	11.72287	1.23415	23.13976	27.91933	0.45512
ENST00000372390.8	31.62957	29.70601	30.87556	27.18259	22.29923
ENST00000372397.6	14.05759	17.40614	17.81044	9.28186	13.51751
ENST00000372407.4	128.04887	8.87361	143.94468	184.46784	62.46677
ENST00000372559.5	1.10355	0.90448	1.6595	0.74886	1.98149
ENST00000372564.8	17.30532	32.1241	16.76234	14.27936	27.80492
ENST00000372571.5	15.03429	3.78819	20.19277	16.30928	6.79434
ENST00000372710.5	3.22418	0	3.33692	4.32734	4.37665
ENST00000372712.6	0	0.77307	0.61554	0.85979	0.11713
ENST00000372717.5	0.24398	0.2862	0.91764	1.40739	1.23265
ENST00000372723.7	0.98321	1.98789	1.43627	3.00925	2.34251
ENST00000372818.5	1.89607	0	1.32664	4.67791	0
ENST00000372972.7	8.72166	14.37319	8.82632	16.96584	22.82451
ENST00000372987.8	0	0	0	1.93553	0
ENST00000372988.8	0.33883	0.55806	0.90772	0.74259	0.5507
ENST00000372991.9	4.40476	11.11588	7.82894	5.80514	14.25486
ENST00000373008.7	108.57455	30.72584	164.42762	168.02065	37.93366
ENST00000373018.7	1.86056	4.84325	1.65705	2.18482	5.34745
ENST00000373045.11	3.52011	2.33463	2.65585	2.18029	3.60747
ENST00000373049.8	11.01987	15.43057	12.06575	11.19647	13.75798
ENST00000373053.8	2.76751	7.7646	2.85474	2.3937	7.50874
ENST00000373062.8	21.08865	38.90763	22.99905	19.64094	47.27027
ENST00000373064.9	1.6697	0.64587	5.43006	0	1.39358
ENST00000373066.9	3.07988	0	2.63708	1.86856	0
ENST00000373068.6	5.0091	7.63602	8.23201	7.47422	11.6132
ENST00000373069.10	6.6788	0.664	2.352	1.86856	2.5915
ENST00000373073.8	0.7475	3.14001	2.42315	1.57911	2.23091
ENST00000373075.6	26.71721	24.00559	43.46691	42.1388	19.05374
ENST00000373078.5	2.56111	1.82231	1.09744	0.97391	2.14626
ENST00000373084.8	1.26616	2.56902	2.87366	0.45804	1.81044
ENST00000373095.6	10.63079	5.33036	5.96837	9.97196	9.98066
ENST00000373129.7	0	1.70349	1.32746	0	2.48574
ENST00000373130.7	0	1.04559	0.87707	0	0.50708
ENST00000373132.4	7.68423	24.66152	14.00784	12.37909	34.87539
ENST00000373142.5	0.97571	0	0.70731	0.46043	4.04992
ENST00000373144.7	3.99587	8.05492	5.4581	1.32555	9.53689
ENST00000373146.6	0.97571	3.21302	0.70731	0.67678	0
ENST00000373150.8	9.65793	11.71113	16.63752	14.47881	18.8607
ENST00000373188.6	2.0301	1.48769	1.95022	2.22262	1.31441
ENST00000373195.7	0	0.49163	0	0	0.44106
ENST00000373299.5	48.08428	23.61873	46.33973	40.60754	25.18773
ENST00000373302.8	2.79665	2.81227	5.81539	4.67889	2.32925
ENST00000373365.5	79.41217	143.02446	96.95827	100.84972	151.24837
ENST00000373480.1	0	1.33356	0	2.43779	2.80237
ENST00000373481.7	8.68017	11.0153	8.63752	8.27823	16.60416
ENST00000373498.5	14.21781	0	11.54552	14.3586	0
ENST00000373503.7	0.49733	1.41198	0.42715	0	5.29511
ENST00000373511.6	2.67511	5.03895	0	0.00529	2.73386
ENST00000373552.8	2.10638	1.17451	1.3969	0.15149	6.33022
ENST00000373593.5	1.11137	0.13487	0.10163	1.76759	0.47355
ENST00000373603.5	3.67472	0	1.59861	0.89343	0
ENST00000373616.9	22.89034	39.35644	18.38337	17.12188	51.44902
ENST00000373619.7	0	0	0	0.18568	0.23429
ENST00000373627.10	40.27391	4.35205	33.90653	20.4626	62.02864
ENST00000373655.6	0	0	0	0.62849	0
ENST00000373658.8	0	1.33721	4.55078	0.62849	4.11362
ENST00000373727.5	0.55275	0.11607	0.41811	0.40675	0
ENST00000373728.6	0.60442	0.08306	0.53576	0.17433	0
ENST00000373779.8	23.52083	18.77042	22.28838	15.25027	28.52916
ENST00000373845.6	9.4369	4.55739	7.79097	7.32919	4.96253
ENST00000373847.6	2.25645	2.24243	3.01355	2.00369	4.88163
ENST00000373850.6	4.85803	13.89132	4.49087	5.38927	8.52531
ENST00000373855.7	0.61564	1.83273	2.61308	0	2.67501
ENST00000373865.8	1.07689	2.19154	0.21118	0	1.11515
ENST00000373872.9	4.32883	11.69893	3.4312	3.60404	18.24428
ENST00000373874.6	0.72147	1.78925	0.4289	0.30051	2.69518
ENST00000374051.7	1.4817	2.9647	1.94403	0	2.55944
ENST00000374085.5	0.68859	0.76422	1.22416	1.5862	0.52125
ENST00000374092.9	8.14077	5.25062	5.63115	3.70113	7.57103
ENST00000374126.10	7.62365	27.04497	4.90993	3.11714	4.48909
ENST00000374176.8	21.33083	0	21.03664	20.92005	0.17659
ENST00000374189.6	7.17404	11.08915	4.13569	5.35785	11.55869
ENST00000374217.7	0	2.17707	0	0	0.98602
ENST00000374221.7	0	0.4993	0	0	0.30615
ENST00000374222.6	0.43865	2.51081	0.54373	0.37704	0.8849
ENST00000374223.5	0.195	0.48921	0	0	1.07123
ENST00000374329.1	0.38067	0	0	0	0
ENST00000374332.9	6.24887	3.31355	4.77931	5.0577	5.07617
ENST00000374366.7	0	0.32635	0	0	0
ENST00000374431.7	3.04592	3.37804	0	0	4.19178
ENST00000374647.10	8.11565	12.47145	9.72648	10.88105	12.59938
ENST00000374695.8	13.16873	10.37058	8.51923	8.16694	28.0235
ENST00000374707.1	9.96825	0	10.80343	20.85664	0.78284
ENST00000374720.8	33.28156	17.11479	33.12343	22.85319	21.638
ENST00000374723.5	1.6777	0	5.08397	8.02815	0
ENST00000374724.1	2.18734	0.56742	0.61262	1.15823	0.68406
ENST00000374732.7	2.43154	0.96489	0	3.14554	1.54403
ENST00000374748.5	1.41235	0.64289	1.46057	0	0.45997
ENST00000374749.8	13.14769	8.94156	17.54128	10.46518	8.83406
ENST00000374751.7	3.56347	13.06595	6.72619	7.60091	15.62975
ENST00000374757.7	0.40226	0	0.11907	0.12904	0.16413
ENST00000374761.6	2.20996	0.34299	1.20969	1.09831	0.12084
ENST00000374763.6	0	0	0	0	0.12084
ENST00000374765.9	5.41195	0.34299	5.91492	3.81416	0.12084
ENST00000374786.5	10.23189	0.60296	4.91519	1.2406	2.69453
ENST00000374791.7	1.46956	0	0.23313999999999999	2.2271	0
ENST00000374893.11	0.41061	0.79337	0.38302	0	2.33608
ENST00000374998.3	0	0	0	0	0.10632
ENST00000375172.6	0.38805	1.01608	0.55865	0.35545	0.39977
ENST00000375173.1	5.40939	0.56562	5.81086	2.91895	0.35666
ENST00000375245.8	7.80657	8.67161	7.09595	9.51502	7.44986
ENST00000375250.9	11.38565	5.60527	9.67565	9.71721	4.0707700000000004
ENST00000375300.6	5.89721	5.34078	6.1888	4.57355	4.38929
ENST00000375379.7	4.34642	12.08632	5.12425	4.94508	11.64138
ENST00000375400.7	10.3915	26.60656	9.67935	8.62224	15.85322
ENST00000375401.8	25.2346	30.35256	39.22826	25.12042	37.7024
ENST00000375408.7	5.8968	2.72571	3.10519	3.69272	1.46201
ENST00000375412.11	19.33336	8.65429	11.53496	20.09045	15.97501
ENST00000375415.5	1.70937	0.80947	0.50837	1.02683	1.18924
ENST00000375437.7	0	0	0	0	0.40517
ENST00000375551.7	0	0.73738	0	0	1.3952
ENST00000375556.8	0	0	3.03458	0	0.0864
ENST00000375559.8	2.85743	3.14226	2.21543	4.29225	14.36155
ENST00000375604.6	7.3783	4.63956	12.83704	6.57938	3.78327
ENST00000375608.7	3.48655	3.14063	1.90322	2.30648	2.41983
ENST00000375747.5	1.41561	0	2.42932	3.19994	0
ENST00000375751.8	3.88996	0.74608	3.41122	10.63747	2.18694
ENST00000375754.9	1.83801	0	2.55479	2.82663	0.27505
ENST00000375781.9	0.16968	0	1.80979	0	0.14338
ENST00000375838.5	0	0.43565	0.14619	0	0.68405
ENST00000375847.8	12.56951	8.81085	13.14416	12.90239	7.84539
ENST00000375849.5	0.17298	0.1459	0.26964	0.40703	0.15062
ENST00000376008.3	3.48023	4.87405	1.39922	1.28091	1.21987
ENST00000376131.9	3.8092800000000002	1.7967	3.20707	2.8266	1.46103
ENST00000376137.9	0.19037	0.1818	0	0.5716	0
ENST00000376138.7	10.61033	4.66822	6.46826	3.97147	3.81056
ENST00000376139.6	1.28293	3.3206	0	2.46202	2.09967
ENST00000376140.4	0	17.299	7.40152	6.94217	13.81704
ENST00000376143.5	0.29734	0.51616	0.59365	0	0.83642
ENST00000376160.5	1.28293	3.3206	2.81704	2.46202	2.09967
ENST00000376166.5	2.2752	2.83185	0	0.70321	2.8755
ENST00000376188.1	0	3.77123	0	0	0
ENST00000376250.6	0.59862	0	0	0	0
ENST00000376262.7	1.42338	0.22054	0.87315	0.39487	0.30158
ENST00000376292.8	6.43093	2.37885	6.38139	5.62637	1.84677
ENST00000376315.2	0.64942	0.07461	0.34981	0.25249	0.2462
ENST00000376321.4	2.18204	0	3.33481	0.82272	0.82066
ENST00000376365.7	8.0353	14.10539	10.71299	11.4374	13.88067
ENST00000376371.7	30.59883	19.20553	27.16508	25.25932	14.69718
ENST00000376384.9	4.2999	0	3.94169	3.62754	1.2668
ENST00000376649.8	6.55842	4.91455	3.14091	2.85118	8.17147
ENST00000376693.3	3.98302	5.07	3.0354	3.90752	5.02512
ENST00000376717.6	3.9268	0	1.44709	3.26063	0
ENST00000376718.8	9.83598	4.43001	5.60705	1.15868	2.82203
ENST00000376771.9	5.97463	3.67448	7.22549	8.71075	4.04475
ENST00000376829.7	13.8926	27.95722	9.08876	10.88196	25.5814
ENST00000376838.5	6.56461	6.5106	16.98581	18.97207	3.06574
ENST00000376918.7	13.90214	22.90987	16.72078	14.19007	38.11451
ENST00000376955.8	0.57399	0.2147	2.03464	0.21378	1.23113
ENST00000376970.6	3.79539	0.90998	1.57446	0.75653	4.59134
ENST00000377026.4	29.88224	15.31541	29.18234	25.69938	15.32359
ENST00000377059.7	16.10034	0	2.37693	14.40427	0.82592
ENST00000377072.8	5.21585	13.56472	20.81083	8.4156	3.37902
ENST00000377100.8	2.02634	3.27285	1.5374	1.13318	0.81571
ENST00000377122.9	0.40892	2.98105	4.13429	0	4.14243
ENST00000377139.8	5.4334	8.36865	6.69606	8.17678	8.7518
ENST00000377184.7	4.48464	7.10536	3.97012	3.71871	7.40482
ENST00000377227.8	2.28538	1.39095	0.73267	0	3.26414
ENST00000377244.8	22.34347	15.87793	15.9778	16.61079	16.15473
ENST00000377245.9	14.99501	14.02769	14.70078	10.35308	13.47539
ENST00000377263.6	33.49549	32.16754	30.76885	29.82797	30.56724
ENST00000377298.9	105.75717	29.5601	88.5576	116.85461	38.67358
ENST00000377321.5	1.36449	0.12943	0.29871	0.37815	0
ENST00000377326.7	1.08636	2.78017	0.32711	0.73528	4.5758
ENST00000377387.5	1.76444	1.93757	0	0	2.49242
ENST00000377390.8	31.82366	1e-5	41.48375	29.55627	51.17515
ENST00000377394.7	8.29017	45.06258	2.86694	5.4042	25.56686
ENST00000377532.8	16.75576	14.53769	15.27632	11.23467	8.4612
ENST00000377630.9	0.50221	0	0	0.431	0.31799
ENST00000377671.7	1.11458	3.44979	0.57288	1.5472	1.26688
ENST00000377685.9	14.037	9.12944	17.32907	14.93216	8.1139
ENST00000377702.8	1.25459	1.30132	1.47259	0.50154	0.35436
ENST00000377704.4	2.18333	3.07009	3.58887	4.26002	2.44303
ENST00000377709.1	0	0.44153	0.54454	0.55888	2.14792
ENST00000377710.10	12.57393	31.35261	13.069	12.57471	30.51312
ENST00000377777.6	5.25792	9.02763	4.47431	5.47405	13.62686
ENST00000377791.4	5.66748	17.84902	3.02283	5.20839	18.15177
ENST00000377797.7	20.52209	10.19384	23.26476	20.47294	12.99819
ENST00000377838.8	6.16439	3.74713	3.39862	6.91582	5.14374
ENST00000377904.8	0.69296	0	0.50222	0	0.16382
ENST00000378023.8	0.59709	0	1.74755	2.00638	0
ENST00000378036.5	5.07198	0	4.6308	7.12805	0
ENST00000378043.9	5.5817	0	3.5905	14.73435	0
ENST00000378154.3	0	0.5184	0.85055	0.84663	0.25542
ENST00000378158.6	0.43643	0.5805	0.26041	0.77898	0.8621
ENST00000378163.7	7.65271	10.24506	11.82618	6.31752	8.49989
ENST00000378168.8	7.4164	2.8483	20.64598	11.87182	3.02248
ENST00000378226.7	28.73864	10.20651	32.21203	18.29635	14.06853
ENST00000378230.8	0.61177	0.8957	4.6694	1.47064	0.65806
ENST00000378308.7	56.77886	69.32876	40.172	24.81829	36.30248
ENST00000378467.8	1.16445	5.12578	0.51835	0.30077	6.39355
ENST00000378495.7	12.83034	15.5288	16.21803	15.15035	16.13637
ENST00000378525.2	0	0	1.33035	0	0
ENST00000378529.7	0.42668	5.70354	1.92509	0.73456	3.83371
ENST00000378531.8	4.26682	1.9159	2.47673	1.98598	1.14399
ENST00000378609.9	135.3052	172.56493	138.98018	136.96777	184.48598
ENST00000378701.5	0.07296	0.24508	0	0	0.42281
ENST00000378719.7	2.66296	1.2536	4.75796	2.37472	1.28266
ENST00000378892.5	28.53843	7.09034	22.15483	17.51115	24.29237
ENST00000379016.7	18.04278	17.19554	7.21915	17.56414	20.93505
ENST00000379052.10	5.52068	12.29577	2.30612	2.01049	16.03901
ENST00000379096.9	26.61024	14.91811	23.84052	14.68848	16.05317
ENST00000379097.7	2.88204	0	0.38654	0.68473	0.46384
ENST00000379151.9	4.71801	16.34044	8.45934	6.23604	11.14944
ENST00000379214.9	111.31018	166.88098	113.46738	108.26506	228.18773
ENST00000379241.7	0	1.76991	0	0.22963	2.76487
ENST00000379242.8	0.97503	1.52984	0	0	2.76702
ENST00000379325.7	1.19263	0.82632	0.93762	2.16463	1.02003
ENST00000379339.5	0.45465	0	1.46475	1.99619	1.22046
ENST00000379348.3	0	0.07461	0.12191	0	0
ENST00000379350.5	1.51647	0.6329	1.59466	1.43574	0.93333
ENST00000379378.8	14.4586	32.88422	22.20462	13.19853	32.43973
ENST00000379391.7	4.0674	2.44649	4.68466	3.18686	1.7502
ENST00000379442.7	0.30597	0.08505	0.93281	0.56809	0.46288
ENST00000379515.3	0.27219	0.71136	0.32649	0	0.63813
ENST00000379549.7	0.63837	0.82219	0.36003	0.74895	0.57087
ENST00000379550.5	0.41361	0	0	8.9351	4.13073
ENST00000379617.2	3.94419	2.78538	2.37065	1.92266	4.79919
ENST00000379618.6	7.48553	16.31439	6.60769	5.32428	15.22501
ENST00000379656.7	0	0.1367	0.39716	0	0.6071
ENST00000379671.7	219.14254	124.15474	237.69007	137.01812	84.59975
ENST00000379717.5	13.96401	18.27701	9.11478	10.10713	19.22324
ENST00000379792.6	1.08391	1.12098	0.55655	0.73059	2.65458
ENST00000379799.7	0.01831	0	7.81474	3.49923	2.18965
ENST00000379803.5	15.76181	3.86882	7.6267	1.51276	0.96825
ENST00000379817.7	4.17956	7.78626	1.73338	2.27386	6.92078
ENST00000379825.7	0.57351	0.45395	0.94806	1.27789	0.29912
ENST00000379892.4	4.21492	8.4672	2.81836	3.64753	8.04233
ENST00000379893.5	1.20325	0.60807	0	0	2.1881
ENST00000379942.5	7.36794	4.48288	11.85423	11.47735	5.99192
ENST00000379980.8	20.33919	19.25959	29.29859	30.83511	17.71731
ENST00000379996.7	1.22055	0.79226	0	0.33919	0.91601
ENST00000379997.7	1.99576	0.62764	2.16875	1.07261	1.35593
ENST00000380003.8	16.69986	17.20027	26.36026	26.28129	14.47502
ENST00000380113.8	17.52503	25.02647	11.93896	9.2676	19.20473
ENST00000380244.7	32.97183	78.42863	26.00634	30.85729	45.9736
ENST00000380249.5	1.1727	1.23226	4.41582	0	5.72621
ENST00000380277.6	1.50614	0	1.40998	0.67556	0
ENST00000380283.5	0.93469	2.6113	2.67109	0.59713	3.36472
ENST00000380324.8	20.44995	27.15603	23.98713	29.01763	29.22518
ENST00000380572.3	0	0	0	0	0
ENST00000380573.4	0.70112	0.82069	0.58301	0.63121	1.56563
ENST00000380575.8	1.968	0.3884	1.31067	2.33204	1.39877
ENST00000380576.9	4.1946	0.65556	7.87617	12.34242	3.16105
ENST00000380582.7	0	0	1.51582	0	0
ENST00000380584.8	3.21988	0.23726	0	2.10662	0
ENST00000380586.5	0	0	0	0	0.18927
ENST00000380600.2	0	0.88472	0.09008	0	0.69177
ENST00000380656.7	7.81014	0.55949	9.19701	7.3577	0.31135
ENST00000380711.3	0	0.70521	0	0	0.73568
ENST00000380722.2	0.30317	0.08015	0	0	0
ENST00000380753.9	3.59329	2.60525	3.55807	4.07057	2.56047
ENST00000380764.1	1.72809	0	0	13.77594	0
ENST00000380769.8	11.06315	0.44056	11.30952	5.2337	0.2833
ENST00000380771.8	0.23885	1.73435	0.27285	0.59361	0.78757
ENST00000380773.9	0	0.35276	0.39683	9.58973	4.72632
ENST00000380821.8	38.05435	15.10019	60.69791	46.43702	21.77883
ENST00000381112.7	4.55917	0.44367	3.6034	2.98798	3.57675
ENST00000381150.5	0	7.51657	0.18569	0.40584	3.96448
ENST00000381165.3	5.91924	4.68151	6.04643	4.72883	4.01079
ENST00000381291.8	4.25593	33.55903	14.30643	29.2302	31.87556
ENST00000381318.8	20.46729	8.0592	19.20789	12.98241	11.30365
ENST00000381344.8	15.32622	57.24004	24.18267	20.26196	38.28702
ENST00000381375.7	0.94204	0.62661	2.02098	0	0.1231
ENST00000381470.7	0	0	0	0	0
ENST00000381538.7	10.13058	10.21308	12.33974	11.47457	6.79664
ENST00000381556.6	0.35816	0	0	0	0.71916
ENST00000381569.5	1.01009	2.66053	1.44825	0.38166	3.47202
ENST00000381783.4	2.3379	0.96991	1.65168	1.31144	0.52303
ENST00000381787.2	0	0	0.9232	0	9.05853
ENST00000381861.7	6.98106	1.68927	4.11056	5.91087	3.33461
ENST00000381869.5	0	0.94917	0	1.16131	0
ENST00000381885.5	1.06768	1.45176	0	2.12693	0.77209
ENST00000382020.8	48.12358	70.78281	56.24505	59.11367	74.98103
ENST00000382100.8	4.14561	5.48514	1.66191	5.42424	5.67819
ENST00000382112.8	0.97222	0.28493	0.33468	0.36811	0.37374
ENST00000382191.4	12.66176	4.10252	1.90816	1.19618	2.8486
ENST00000382361.8	31.20526	95.07459	30.90183	25.89392	79.29329
ENST00000382363.8	4.47821	2.98115	2.66454	5.47013	3.3798
ENST00000382374.9	41.37896	49.77566	44.31593	48.62657	51.74964
ENST00000382422.6	30.2559	34.1547	30.46363	30.92004	18.71647
ENST00000382491.7	1.35339	2.28059	1.59883	1.74841	1.61215
ENST00000382499.7	0.73409	0.70174	1.19955	0.19602	0
ENST00000382788.7	8.93446	7.03682	9.96013	9.43594	8.81588
ENST00000382850.8	26.66588	12.85928	24.11253	18.96863	15.61905
ENST00000382952.8	73.78109	66.41261	85.27353	101.31553	73.28308
ENST00000383314.7	46.80277	37.7785	42.99931	44.80986	35.77387
ENST00000383710.9	23.20354	9.35889	14.13117	13.43099	6.58153
ENST00000383718.7	1.1568	1.29603	2.21963	0.73324	1.0313
ENST00000388740.4	0	0.22453	1.63426	0.65837	0
ENST00000388741.7	0	0.33411	0	0	0
ENST00000388742.8	2.58662	0	1.37218	1.88192	1.76899
ENST00000388768.6	2.46413	3.14582	0.81878	2.0267	1.9387
ENST00000388782.8	1.3699	0.2629	0.60053	1.80731	0.71986000000000006
ENST00000388955.8	0	0.66677	0.76434	0.64368	1.42675
ENST00000389063.3	35.4546	38.53559	43.13606	29.84249	35.70883
ENST00000389142.10	3.34462	4.5402	0.29598	0.57524	3.61735
ENST00000389231.9	11.73586	22.96157	11.87588	12.18061	22.72412
ENST00000389253.9	0	9.40497	10.72342	7.51756	9.67782
ENST00000389384.8	10.12118	7.70508	7.16892	6.07869	7.2005
ENST00000389428.7	0.60145	1.35105	0.61039	0	1.37962
ENST00000389704.4	15.93721	56.09834	24.39993	18.32097	46.12836
ENST00000389744.8	47.25153	24.49357	40.52588	29.45957	25.83535
ENST00000389858.4	10.00078	4.86363	25.86937	61.5314	3.56778
ENST00000389958.7	0.62768	0.33506	0.26208	0.53256	0
ENST00000389960.8	1.08746	0.4017	0.66626	1.18237	0
ENST00000389975.7	1.65657	5.47131	0.2915	0.12853	4.98001
ENST00000391553.3	13.85421	9.13762	10.87494	10.41502	14.32754
ENST00000391701.1	0.38965	0.59687	18.88949	2.14613	1.67951
ENST00000391909.7	0.35019	0	0	0.38051	0.53591
ENST00000392035.6	0	1.17833	0.1812	0.23712	1.38454
ENST00000392102.6	33.45061	19.5609	10.35852	20.17502	24.83552
ENST00000392142.9	3.2855	20.45901	5.2639	4.44183	16.13164
ENST00000392192.6	0.38105	0.3019	0.41471	0.68037	0.36317
ENST00000392225.7	28.17607	1.79503	25.01479	56.62554	2.59422
ENST00000392237.6	11.16761	1.09952	2.45198	8.39934	0
ENST00000392352.5	0.2357	0.86352	0.1892	1.57905	1.60731
ENST00000392455.9	31.75754	28.17347	40.44584	36.26609	27.53581
ENST00000392456.4	16.68891	28.52897	21.69904	13.59978	33.93192
ENST00000392485.2	51.42946	47.60665	44.23981	62.19047	39.77314
ENST00000392496.3	6.95798	0.42307	1.15729	2.3339	3.51445
ENST00000392502.8	57.69002	38.41396	40.27545	43.61031	34.34457
ENST00000392554.8	2.10782	10.38377	4.67482	2.27237	7.20719
ENST00000392594.7	13.37067	26.55264	15.87026	15.80845	19.99215
ENST00000392595.6	15.33923	20.02968	18.30199	20.47453	25.96529
ENST00000392741.6	0.52681	0.17811	0.12207	0	0.29283
ENST00000392743.6	4.29092	0	0.57512	0.34915	0
ENST00000392811.6	5.45807	9.52345	12.6535	10.5404	15.13441
ENST00000392827.2	2.77084	0.93453	3.93349	3.47167	1.18301
ENST00000392837.9	19.80043	11.75456	15.92739	9.01829	11.48774
ENST00000392839.6	2.51831	4.06453	2.26095	1.3934	4.49906
ENST00000392882.7	35.52906	14.7955	27.9928	21.71583	24.78641
ENST00000392903.3	1.15589	9.17373	3.56067	5.58083	8.31584
ENST00000392944.5	2.81099	2.18756	0	0	0.08485
ENST00000392973.8	0	0	0	0.15253	0
ENST00000392990.6	1.2713699999999999	3.63195	2.0716	1.37309	2.3573
ENST00000393051.5	0.29714	0.60234	0.52004	0	0.37793
ENST00000393077.3	5.85977	9.68636	4.64362	3.18549	9.38088
ENST00000393084.6	0.19482	0	0.81363	1.32169	0
ENST00000393104.6	14.96861	0.65853	5.34393	6.59709	1.86657
ENST00000393165.7	0.25648	0.44019	0.42595	1.06966	0.84715
ENST00000393167.7	6.55345	4.93154	3.71809	1.75139	3.81589
ENST00000393227.6	25.86437	76.4137	43.03964	37.52337	19.65407
ENST00000393229.4	20.00202	2.53669	14.10882	27.89964	6.56531
ENST00000393259.6	1.79595	1.50144	1.93461	3.55559	0.95283
ENST00000393357.6	1.06192	9.46577	1.45074	6.8291	4.08881
ENST00000393400.6	0	0.39795	0.19842	0.32765	0.45725
ENST00000393443.5	0.47154	0.58125	0.5108	0.93348	0
ENST00000393444.7	3.45808	1.51353	3.05554	3.15094	1.43918
ENST00000393446.6	0	0.92513	0.13618	0	0.37536
ENST00000393447.8	2.60176	2.92789	4.52841	1.76515	2.32806
ENST00000393451.7	1.46466	3.95453	2.1279	1.59678	3.18184
ENST00000393543.7	1.6065	1.79213	2.25221	2.54481	1.93167
ENST00000393545.9	7.47294	10.2627	12.31548	9.10181	6.29223
ENST00000393547.6	0.26922	0.67439	0.66461	0	0
ENST00000393586.1	0	0	0.46027	0	0
ENST00000393587.4	0.32034	0.54576	0	0	0.08727
ENST00000393606.7	1.97802	20.31856	2.75728	1.73362	16.99094
ENST00000393609.8	4.38961	3.12278	3.79188	3.89717	4.10605
ENST00000393640.8	14.91938	6.72516	15.96608	19.69756	7.47148
ENST00000393695.8	5.65696	17.07994	6.66761	7.61924	24.80263
ENST00000393760.6	0	0.16515	0	0	0.45749
ENST00000393784.8	40.3997	44.20611	18.48323	25.11893	50.0355
ENST00000393810.5	11.27967	1.37	0	0	0
ENST00000393812.4	16.11304	34.70491	14.68581	12.85299	30.95279
ENST00000393879.3	8.71529	2.81933	5.22488	13.05344	1.92388
ENST00000393885.9	27.46705	40.17548	28.10848	22.47367	49.65624
ENST00000393895.7	0.27801	0.39079	0.18923	0.6625	0.74642
ENST00000393910.5	1.05097	1.59225	0.60244	0.40072	1.08787
ENST00000393917.6	5.81711	6.89092	17.17968	8.72578	5.5722
ENST00000393924.1	9.45325	4.80955	29.14456	27.18441	10.33447
ENST00000393926.5	5.12614	0	0	0	0
ENST00000393928.6	18.23854	7.19266	15.97887	11.19184	17.97346
ENST00000393956.9	34.18689	11.27304	26.27236	41.91186	3.68577
ENST00000393958.7	2.02844	5.58063	3.13586	4.12857	7.41335
ENST00000393960.7	2.13862	1.37446	0.94487	0.7572	1.1675
ENST00000393964.1	25.13333	4.7386	5.1031	17.73597	1.22369
ENST00000393991.5	0.62912	0.34879	0	1.07581	0.46237
ENST00000394026.8	1.91415	0.50266	0.92992	1.45083	0.40203
ENST00000394060.7	4.11477	2.07142	1.9693	3.84089	3.3814
ENST00000394063.5	0	0.61069	0.64072	0.43982	0.21149
ENST00000394065.2	8.04006	0.43345	4.51938	1.30186	2.30532
ENST00000394066.6	5.71792	3.2632	5.00255	5.26653	2.667
ENST00000394067.7	5.6079	9.37438	6.20818	4.45505	9.98059
ENST00000394106.7	7.83552	14.25022	4.72566	7.98299	13.45535
ENST00000394109.7	10.60986	1.23873	6.34737	6.29481	0.59495
ENST00000394115.6	1.72306	0.76612	1.06901	1.23888	0.53548
ENST00000394126.5	16.33623	6.7972	23.09352	17.32969	4.66716
