isoform_id	EP1.WT_hRO_2	EP1.WT_ROs_D45	H9.BRN3B_hRO_2	H9.CRX_hRO_2	H9.CRX_ROs_D45
ENST00000497735.1	3.81166	0.53114	2.58581	2.43533	0.48524
ENST00000497743.1	0	0	0	0	0
ENST00000497809.1	0	0	0	0.06312	0.16413
ENST00000497825.5	26.70431	12.93402	34.76811	28.80611	12.64177
ENST00000497831.1	1.98848	0.08054	2.4645	2.61404	0.32099
ENST00000497873.1	0.19635	0.1696	0.17553	0.22301	0.15427
ENST00000497951.1	0.6641	0.39205	6.45848	1.09202	1.08093
ENST00000498008.5	1.75443	1.88885	2.09966	0.88805	0.72419
ENST00000498029.1	0.21962	0.07922	0.11464	0.24468	0.09206
ENST00000498075.1	10.41569	6.5448	10.31433	12.86756	10.03329
ENST00000498105.1	0.22819	0	0.0332	0	0
ENST00000498143.5	0.88145	0.69795	0	0.4589	0.31181
ENST00000498146.2	0	0.23104	0.25872	0.12624	0.17208
ENST00000498160.6	5.75031	0	0	0	0
ENST00000498166.6	0.194	0	0	0.11444	0.21007
ENST00000498204.2	1.48967	0	0.54645	0.6668	0.23174
ENST00000498378.5	3.17871	0	1.37865	0	0
ENST00000498446.1	1.1134	1.56825	0.58301	0.25513	0.58506
ENST00000498455.1	0.25977	0	0	0.12624	0.65653
ENST00000498509.2	0.12988	0	0.1166	0	0
ENST00000498522.5	2.80527	0.85898	2.09883	3.50556	0.94012
ENST00000498524.5	0.69797	0.18303	0.93434	2.26356	0.1286
ENST00000498600.2	1.32788	0	2.26437	2.26926	0
ENST00000498614.5	84.50209	19.77051	72.17522	74.21811	12.09626
ENST00000498661.6	0	0.71975	0	0.64691	0.68854
ENST00000498700.5	0.73377	8.65518	0.55954	0.42284	0.52013
ENST00000498789.1	2.85743	3.87964	3.14825	1.64116	2.70819
ENST00000498822.5	4.99805	1.32373	2.42821	5.90421	0.23721
ENST00000499008.8	0	0.17076	0	0	0
ENST00000499459.2	0.55994	0.25917	0.41684	0.2787	0
ENST00000499624.3	64.50509	40.61372	62.63731	58.97042	43.117
ENST00000499869.7	52.02145	49.70455	44.96955	40.00245	65.96151
ENST00000500161.2	1.64798	2.18487	1.72235	2.5582	3.98389
ENST00000500527.1	0	0.82033	0	0	0.42637
ENST00000501038.6	0.64992	0	1.3384	1.54725	0
ENST00000501516.7	1.07407	0.36591	0.13525	0.89188	0.4012
ENST00000502161.7	0	0	0.12988	0	0
ENST00000502171.2	1.32178	0.25917	0.99331	1.14092	0.79429
ENST00000502412.2	7.81605	5.58254	2.67268	5.83918	2.54169
ENST00000502444.1	0.66445	9.06796	5.44939	0.3283	4.23035
ENST00000502448.5	0.7958	0.10391	0.95287	1.28481	0.29403
ENST00000502495.1	1.90687	1.00858	0.34387	0.34539	0
ENST00000502503.1	1.19442	0.50944	1.05741	2.06616	0.69883
ENST00000502635.2	1.33191	0	0.58434	0.77215	0
ENST00000502702.6	1.47089	1.43013	1.38749	1.01662	2.5155
ENST00000502717.6	9.985	0.67091	4.8888	3.2861	2.99956
ENST00000502799.1	7.59232	2.02555	6.95859	1.69501	2.58589
ENST00000502912.1	0	0	0.46641	0	0
ENST00000502935.6	28.49153	29.87554	37.60734	35.04514	25.24877
ENST00000502976.5	80.9055	124.34052	93.28439	90.66092	112.95842
ENST00000503004.5	14.30143	0	7.79288	6.23623	0.67824
ENST00000503078.5	9.2821	2.61762	15.75539	11.9138	4.3424
ENST00000503114.1	0.36921	0.58416	0.51453	0.90702	1.15094
ENST00000503240.5	0	0.27294	1.06687	1.11078	0.29281
ENST00000503391.5	0	0.25701	0	0.14397	0.28406
ENST00000503393.8	19.63318	10.41545	21.42033	20.8867	12.64895
ENST00000503412.1	0	0.85611	0	0	0.0854
ENST00000503473.5	0	2.03082	4.94538	0	3.63422
ENST00000503518.2	1.94825	5.86587	2.21543	2.40175	2.74123
ENST00000503556.5	2.60395	2.50807	4.47218	4.0427	1.5524
ENST00000503595.1	0.30324	0.67971	0.14737	0.25249	0.53535
ENST00000503596.5	1.97144	1.00594	0.86955	0.27144	0.45853
ENST00000503716.5	2.87445	7.50091	2.5855	2.77252	6.61261
ENST00000503731.6	29.49437	28.69236	31.26625	40.96594	21.49581
ENST00000503752.5	0	0	0.53645	1.45208	0.71628
ENST00000503782.1	2.65019	6.2085	4.16713	3.1627	4.44475
ENST00000503889.2	8.13057	3.36018	2.44378	5.05272	0.39055
ENST00000503915.5	0.57994	0	0.41088	0.54235	0
ENST00000504156.7	9.81575	25.81863	15.43899	16.29922	26.192990000000002
ENST00000504194.5	0.34244	0	0.69419	0.49299	0
ENST00000504225.1	3.20085	4.65226	2.91504	3.82205	3.57086
ENST00000504270.3	1.20496	0.18522	0.19905	1.70315	0.57341
ENST00000504290.5	2.12063	3.57221	0.79233	1.20123	3.09568
ENST00000504293.5	394.78012	43.36869	564.55284	642.58833	185.99885
ENST00000504332.1	1.42872	0.80841	2.06049	3.34696	2.81249
ENST00000504366.5	2.63316	1.43458	0.76502	1.11434	0.51784
ENST00000504374.5	0.70709	5.63004	0.72422	1.0234	3.68521
ENST00000504435.1	1.57109	0.32049	2.31839	1.0379	2.34553
ENST00000504487.5	1.73489	3.71427	3.05175	1.75919	6.46007
ENST00000504495.6	3.68283	3.78822	2.27006	5.25312	8.87811
ENST00000504508.1	4.47616	0.12674	0.6651	2.26057	0
ENST00000504524.5	0.64992	0	1.3384	1.54725	5.55924
ENST00000504691.1	11.40472	2.95985	6.48238	10.82719	4.46418
ENST00000504754.1	0.12988	0	0	0	0.08207
ENST00000504761.6	5.85183	4.23058	2.04205	5.42783	6.6922
ENST00000504813.5	3.80385	4.19322	6.89138	6.81624	7.66062
ENST00000504836.5	0.54339	0	0.03428	0.86314	1.19273
ENST00000504933.1	0.9662	0.27056	1.59708	0.38337	0.16939
ENST00000504946.6	0.54284	0.08531	0.6355	1.14667	0.21098
ENST00000504953.5	0	0.22366	0	0	0.14262
ENST00000504961.1	1.29883	2.46208	2.91504	1.51491	2.37993
ENST00000504968.6	1.15547	1.30773	1.71745	0.85574	0.51447
ENST00000505031.6	1.05086	0.99304	2.10715	1.40759	1.4767
ENST00000505081.5	1.17153	1.31882	1.73968	1.28331	0.99284
ENST00000505145.1	1.72567	0.39909	1.95643	0.69724	0.54758
ENST00000505242.6	0.21213	0.38552	0.73823	0	1.05688
ENST00000505271.5	0.5258	0.1491	0.14924	0.3805	0.2729
ENST00000505365.2	1.01279	0.59762	1.05526	1.2186	0.5751
ENST00000505433.5	0.40592	0.24395	0.45189	0.30103	0.18332
ENST00000505450.5	9.85323	8.2802	7.50441	8.64111	5.92666
ENST00000505529.1	0.40852	0.53378	0	1.1719	0.61413
ENST00000505658.6	243.66636	223.46021	296.87827	326.59971	182.2428
ENST00000505687.5	0	0	0.16851	0	0.5163
ENST00000505719.1	0.81421	0.53297	0.59981	0.51493	0.84518
ENST00000505731.5	0.44787	0.88245	0.62319	0.67799	0.45472
ENST00000505892.5	1.4891	0.80794	2.64603	9.12509	0
ENST00000505980.5	0.54081	3.74817	3.52005	1.44016	1.71016
ENST00000506007.2	5.11574	5.20967	7.16162	8.20502	4.57766
ENST00000506128.5	2.22053	5.60333	3.30291	4.69661	8.5105
ENST00000506139.5	0.59675	0.50486	0.30943	1.47358	0.51415
ENST00000506157.1	3.46367	1.9407	2.66975	2.40961	2.1578
ENST00000506233.5	6.2208	0.60451	6.95162	9.58913	0.79678
ENST00000506271.1	8.33893	0.07952	0	0	0
ENST00000506278.5	0.37231	0.23379	0.08922	0.35579	0
ENST00000506282.6	0.46079	4.28677	1.09836	0.61129	3.80273
ENST00000506289.5	2.37234	0.39265	0	0.23649	0.14379
ENST00000506348.1	0.16112	0.11882	1.09609	0.71929	0.3435
ENST00000506368.5	1.28075	1.33104	3.34561	4.91339	0.85405
ENST00000506377.5	0.17843	0.48668	0	0.38569	0
ENST00000506503.1	0.55006	8.5683	0	0.23665	0.14563
ENST00000506578.5	12.0362	2.37441	12.39272	16.52601	0
ENST00000506579.6	6.79837	5.42088	6.98248	8.44709	3.31692
ENST00000506631.5	1.4003	1.2713699999999999	0.11777	0.38656	1.14964
ENST00000506636.1	2.693	10.81832	2.39444	3.94179	7.93241
ENST00000506784.5	0	0	0.88235	0.64662	1.34768
ENST00000506802.5	1.16866	2.28953	1.06836	0.31348	2.55513
ENST00000506824.5	2.34483	0.99388	2.44025	2.78209	1.29927
ENST00000506869.5	0.69033	2.56617	1.22625	1.09242	1.21234
ENST00000506998.5	0	0	0	0	0
ENST00000507019.5	9.88434	3.19471	12.23569	11.47015	3.23667
ENST00000507079.6	13.38639	2.43693	6.2927	3.34607	2.08437
ENST00000507131.5	0	1.22594	0	0	2.66417
ENST00000507224.5	0	0	0	6.15349	0.42317
ENST00000507230.1	0.12988	0.07461	0.81621	3.02983	0.7386
ENST00000507258.4	0.68602	0.26232	1.19013	0.97065	0.9395
ENST00000507267.2	1.5586	0	0.1166	0.001	0.16413
ENST00000507349.5	0.67851	0.68395	0.71977	1.80227	0.67223
ENST00000507489.2	0	1.14708	0	0.82319	1.43981
ENST00000507555.1	0.73691	0.99359	0.31886	0.26743	0.844
ENST00000507621.1	4.48253	0.97361	1.14172	1.44277	1.63143
ENST00000507742.5	13.81184	10.92928	27.27666	24.9669	6.8328
ENST00000507807.3	13.20336	0	4.95948	10.31343	0
ENST00000507843.1	0.25977	0.94837	0.35185	0.39217	0.08853
ENST00000507866.6	35.32295	28.68967	14.55191	15.13066	34.29545
ENST00000507874.5	0.287	0.23937	0	0.15401	0.2228
ENST00000507888.1	1.71088	0	0	0	0
ENST00000507931.1	0.58026	0.07769	0.1166	0	0.08207
ENST00000507959.5	5.2	1.30125	5.76544	4.15833	1.91764
ENST00000507999.5	0.60963	0.11057	0.12875	0	0.11543
ENST00000508032.5	15.38913	11.74298	13.02702	11.53633	13.48476
ENST00000508085.1	0	0.11882	0	0	0
ENST00000508167.5	1.78384	15.77496	4.19453	3.23216	6.25846
ENST00000508244.5	6.50337	3.13221	8.16138	10.62382	2.96679
ENST00000508369.5	1.10919	1.34276	1.23221	1.65754	0.81295
ENST00000508415.1	0	4.62573	0	0.12624	0
ENST00000508421.5	0.38601	2.2644	0.19363	0.60203	1.81039
ENST00000508596.6	4.34166	6.8466	3.99714	4.21995	7.18699
ENST00000508793.6	0	0	0	0	0
ENST00000508902.5	5.92299	0	0.75057	0	0
ENST00000508914.1	0.12988	0	0	0.12624	0.15643
ENST00000508930.1	0.61117	0.56847	0.80803	0.97602	1.38571
ENST00000509002.5	0.4603	0.51846	0.39255	0.41705	0.1564
ENST00000509018.6	8.14152	28.86308	10.93398	6.50305	17.26764
ENST00000509028.1	0	0.32328	0.23547	0	0.17083
ENST00000509094.5	1.55964	0.79675	1.16042	0.47982	1.05406
ENST00000509163.5	3.92982	4.21018	6.82497	6.22332	6.41655
ENST00000509165.2	0	0	2.952	0	0
ENST00000509294.1	0.53848	0.07848	0.46641	0.28193	0.17229
ENST00000509397.5	0	0	0.76576	0	0
ENST00000509427.5	4.06841	3.04716	4.75334	4.6342	2.85938
ENST00000509433.1	3.91984	0	2.93198	0	0
ENST00000509538.5	1.37509	0.57517	0	0.19414	0.20473
ENST00000509600.2	3.14323	4.2065	0.94572	2.94013	3.5272
ENST00000509647.1	2.18214	12.30455	1.18455	2.90501	15.01579
ENST00000509686.5	0	0	0.05986	0	0
ENST00000509704.5	0	0	0	0	0
ENST00000509759.2	0.17389	3.2134	0.35341	0.45407	1.74884
ENST00000509914.5	2.66111	1.22745	1.32914	0.43861	0.95883
ENST00000509957.5	1.43733	0.69099	1.26617	0.80101	0.94203
ENST00000509967.6	0.91411	0.21756	1.31061	0.94004	0.63032
ENST00000510002.1	3.57138	0.50018	2.81823	0.99227	2.17573
ENST00000510071.5	13.94104	6.14961	6.89348	11.85965	6.82342
ENST00000510124.5	0	0	0	0.37873	5.49845
ENST00000510148.1	0.13563	1.97575	0.12087	0.39431	1.09687
ENST00000510204.5	1.04239	0.26162	0.9363	0.18828	0.24589
ENST00000510208.2	3.42106	8.29439	4.29315	3.3127	11.32934
ENST00000510224.5	2.34374	1.36357	3.18513	0.56122	0.48712
ENST00000510241.5	3.50359	4.84597	4.15434	3.05329	3.68122
ENST00000510269.5	0.22446	1.24218	0.15378	0	0.15205
ENST00000510281.1	1.66766	1.6305	2.44544	5.76573	1.90095
ENST00000510336.5	3.00499	1.77386	2.34908	4.13018	1.90383
ENST00000510354.1	0.70044	0.44556	0.77066	0.13747	0.81713
ENST00000510357.2	6.32778	7.09048	8.22765	6.38415	0.93208
ENST00000510385.5	2.12063	3.57221	0.79233	1.20123	3.09568
ENST00000510408.5	2.45306	3.19931	2.317	4.13651	4.33906
ENST00000510483.5	0.26845	0.15404	1.19993	0.71044	0
ENST00000510568.1	0.51953	0.15287	0.34981	3.78728	0.86625
ENST00000510636.5	0.22853	0.61344	0.18653	0.66938	0.07445
ENST00000510644.6	1.00784	4.04169	1.27769	1.19493	5.28053
ENST00000510693.5	0.46681	1.59353	0.78963	0.53138	2.56525
ENST00000510734.5	0.42416	1.14209	0.63577	0.59094	1.14137
ENST00000510784.8	2.78526	0.81578	2.24945	3.22236	0.50594
ENST00000510826.1	0.39403	0	0.11984	0.12934	0.09098
ENST00000510841.1	0.49215	0	0.41627	0.14235	0.69575
ENST00000510852.1	0.31807	0	0.24253	0.5879	0.20687
ENST00000511015.1	3.84339	0.61043	0	0	0
ENST00000511058.2	0	0	0	0	0
ENST00000511154.5	0.3354	0.0921	0.40688	0.6512	0.2049
ENST00000511163.5	1.49812	3.02612	1.09165	2.16972	1.03759
ENST00000511171.5	1.87653	0.86189	1.69744	0.69119	0.88205
ENST00000511184.5	6.03053	16.76311	0	0.48792	0.10751
ENST00000511301.1	0	0.63417	0.09653	0	0.90273
ENST00000511320.6	10.9595	10.45739	17.9343	13.72461	9.97707
ENST00000511345.5	6.30414	2.06498	6.71683	9.15921	1.97645
ENST00000511373.1	0.12988	0	0	4.67801	0
ENST00000511410.5	0	0	0.04345	0.24201	1.28095
ENST00000511426.5	3.23868	3.35486	3.32716	2.43339	3.2892
ENST00000511429.1	0	6.80897	4.04955	0	1.03399
ENST00000511467.1	6.00782	14.82096	12.33983	0	14.2493
ENST00000511573.5	1.18319	0.12118	0.17611	0.65118	0.6817
ENST00000511642.5	0	0.63429	3.87046	1.35547	1.8417
ENST00000511687.1	0	2.87899	0	0	3.66812
ENST00000511747.6	1.80385	4.07998	1.29751	0.98501	4.75226
ENST00000511783.2	2.47373	0.54863	2.35747	2.2822	1.26802
ENST00000511805.5	0.39473	0.23022	0.1166	0.50497	0.25563
ENST00000511817.1	4.71348	8.91703	2.90511	2.0163	3.66714
ENST00000511827.5	0.29114	0	0.16653	0.26988	0
ENST00000511884.7	0	69.95499	0	0.15614	12.3735
ENST00000511980.5	0.14196	1.52639	0	0.27631	0.09611
ENST00000512070.6	2.13224	2.39988	0.68045	1.8758	1.21491
ENST00000512095.5	0.90422	0.58722	0.41113	0.4102	0
ENST00000512132.5	10.75493	6.45723	13.06652	13.16829	5.85875
ENST00000512215.5	16.0579	20.47395	18.27333	34.76636	15.83905
ENST00000512266.5	1.97058	3.22346	1.04942	1.00994	3.59041
ENST00000512304.2	0	0	0	0	0
ENST00000512334.5	3.76133	1.02002	1.31789	1.99576	7.53314
ENST00000512339.5	0.51992	0.74304	1.47659	2.52149	1.09436
ENST00000512375.1	2.83542	1.1369	1.74729	0.90298	0.67272
ENST00000512455.6	0	0	0	0	0
ENST00000512534.5	5.66164	3.83707	5.69493	4.54279	2.43801
ENST00000512576.3	13.14759	124.81654	46.48375	13.18631	20.05363
ENST00000512588.5	25.97346	6.3475	14.04244	21.20302	2.67804
ENST00000512648.5	0.39269	0.08763	0.29107	0.4227	0.22781
ENST00000512658.1	0.743	0.93474	0.84132	1.88366	0.4184
ENST00000512686.5	0	0.1696	0	0.14462	0
ENST00000512712.2	1.3662	0.48418	0.44654	0.82238	1.0549
ENST00000512739.5	0	0	0	0	0
ENST00000512834.5	0	6.35499	4.45979	0	5.49274
ENST00000512903.1	0.68797	0.58544	26.79447	16.56965	0.36577
ENST00000512922.5	0.15666	0	0	0.30874	0.7072
ENST00000512944.6	8.56993	10.35035	7.71624	10.63916	15.56777
ENST00000513021.1	0	0	0	9.23018	0
ENST00000513031.5	0	0.11882	0	0	0
ENST00000513036.5	4.81125	1.29925	0.92599	30.29444	0.98818
ENST00000513154.6	9.19475	13.69015	12.17109	11.80471	8.36914
ENST00000513318.1	0.15076	0.83277	0	3.56071	0
ENST00000513328.6	7.93595	4.13546	5.34194	4.83437	4.68556
ENST00000513342.5	6.45956	3.00919	10.51711	7.45153	4.05971
ENST00000513416.5	12.06999	2.97782	8.07159	7.59182	7.48975
ENST00000513448.5	30.30395	3.85874	14.04836	16.85849	4.72774
ENST00000513585.6	0.42697	1.5056	0.49518	0.40359	1.32005
ENST00000513762.2	25.62589	0	40.73801	1e-5	2.58782
ENST00000513824.5	0.13622	0.0767	0	0.12624	0.08566
ENST00000513946.2	1.76849	0	0.3285	1.15499	0.10579
ENST00000513951.1	0.30542	0	0	0.63121	0.08289
ENST00000514031.5	14.32122	3.76092	7.04738	4.92759	2.54944
ENST00000514179.5	0.31894	1.54916	5.79188	0.72276	1.13809
ENST00000514199.1	15.82699	0.97268	3.89768	4.09982	0.24668
ENST00000514305.5	0.23451	0	0.37793	0.63007	0
ENST00000514349.1	0	0	0.7529	0.21789	0.29354
ENST00000514374.5	0.25977	0.43058	0.35597	0.25695	0.20152
ENST00000514429.5	3.08937	5.13087	3.88262	2.76381	4.84217
ENST00000514435.1	0.24566	0.8953	0.82495	0.68839	1.15302
ENST00000514442.5	0.39646	0.07676	0.47975	0.64084	0.76202
ENST00000514493.5	7.07629	6.50635	8.9628	7.05229	78.28764
ENST00000514606.1	5.41304	7.95382	5.35197	7.33809	6.24699
ENST00000514665.1	0.90918	0.35835	1.39922	6.05965	0.57446
ENST00000514711.2	30.59803	17.51539	18.79164	23.54138	19.02626
ENST00000514725.1	7.82066	0	7.33614	9.4853	0.35186
ENST00000514800.5	3.55164	1.61539	5.77021	5.66384	1.85694
ENST00000514814.5	1.08649	14.22652	4.144	6.2719	10.01441
ENST00000514871.1	2.7171	19.12996	7.79369	13.44187	13.96258
ENST00000514886.1	0	1.45767	0.15917	0.22002	0.50093
ENST00000514888.5	87.59691	26.83046	54.35867	98.31843	5.25503
ENST00000514990.1	0.51953	0.08944	1.00895	0.53272	1.05386
ENST00000515035.5	0.51953	0.60395	0.58703	0.76717	0.41739
ENST00000515056.5	11.68002	1.70227	11.0099	10.32385	4.38124
ENST00000515096.6	14.24566	4.17609	5.85655	13.80105	1.15304
ENST00000515144.5	7.48689	3.0311	6.14384	9.3505	5.51116
ENST00000515152.1	0	0.08568	0.08922	0	0.58648
ENST00000515194.6	2.75564	0.40454	2.05644	1.76507	0.349
ENST00000515207.2	4.78999	2.47787	0.11175	5.70634	2.11377
ENST00000515211.2	0.89255	3.54186	3.05752	2.21467	4.12218
ENST00000515223.1	6.47201	3.1241	5.55834	5.52628	2.55387
ENST00000515249.1	0	0	0.08505	3.10516	0
ENST00000515332.5	0.12988	0	0	0.07755	0
ENST00000515353.1	2.62387	0	3.77778	3.17446	0.21304
ENST00000515380.1	1.23585	0	1.63243	0	0
ENST00000515408.5	8.73532	20.87885	4.65935	8.96224	18.40375
ENST00000515434.1	0.82488	1.2916	1.0711	0.30466	0.40869
ENST00000515488.1	1.12163	1.69737	1.1719	3.85631	0.90732
ENST00000515494.5	4.35793	1.26139	2.68551	7.54512	3.06707
ENST00000515600.1	1.00161	10.56265	0	0.97314	2.74361
ENST00000515601.6	0	0	3.4714	5.1246	5.54466
ENST00000515710.1	0	0.62841	0.48381	2.96231	0.11883
ENST00000515774.5	1.66581	0.461	2.48611	0.73998	0.17347
ENST00000515802.5	1.02454	0.55915	0.7133	0.28497	1.14601
ENST00000515804.1	1.06957	8.09031	2.28975	0	7.47527
ENST00000515834.1	2.07813	1.65316	0.46641	1.13618	0.57446
ENST00000515868.5	0.6482	0.14929	0.86049	0.36236	1.11377
ENST00000517305.5	0.16856	0.18031	0	0	0.12608
ENST00000517385.5	17.33102	3.63869	12.74259	29.14687	2.06344
ENST00000517399.3	5.64513	10.8683	8.92161	6.49337	8.8345
ENST00000517413.5	0.98826	0.35951	0.93279	1.21013	0
ENST00000517424.1	0	0	0.47076	0.33737	0.38244
ENST00000517462.6	0.83872	0	0.89807	0.60751	0
ENST00000517542.5	0.90013	2.52327	0.72167	0.47342	1.32496
ENST00000517561.2	0.30181	0.34887	1.35406	1.38433	1.67243
ENST00000517566.7	12.81835	4.79269	17.84292	17.35347	7.07117
ENST00000517600.5	0.30427	0	0.27339	0.13934	0.08425
ENST00000517651.5	0	0	0	0	0
ENST00000517660.1	0	0	0.11888	0	2.06373
ENST00000517701.5	7.00733	0	1.92986	5.56149	0.17943
ENST00000517712.5	17.59917	9.26929	24.66406	16.20666	9.08119
ENST00000517813.1	2.07031	0.67142	0	1.38035	0.36003
ENST00000517860.5	0	1.52142	0	0	0
ENST00000517887.5	0	2.89423	2.10322	0	2.59929
ENST00000517898.1	0	0.18785	0.35961	0	0.22321
ENST00000517940.2	0	22.70993	0.82994	0	15.8997
ENST00000518072.1	4.25423	0	0.34396	0	1.31958
ENST00000518074.5	0	0.38332	0.40542	0.13578	0.21829
ENST00000518095.5	2.81677	0.58207	0.63652	0.87325	1.57801
ENST00000518154.5	1.48292	0.62837	0.67234	1.94595	0.94025
ENST00000518198.1	0.95536	0	0.2332	0.25249	0.2462
ENST00000518228.1	0.34107	0.44655	0.13956	1.13736	0.51692
ENST00000518347.5	0.26754	0.13344	0.13424	0	0.4106
ENST00000518501.1	0	0.96991	0	0	0
ENST00000518502.5	31.86583	2.01823	8.65352	0	0
ENST00000518545.5	1.76973	1.19777	0.56234	0.77905	0.58332
ENST00000518671.5	0.79888	1.57777	0.49318	0.27473	2.44349
ENST00000518795.1	0.12988	3.34806	5.36368	0.50497	0.19562
ENST00000518800.5	6.38395	2.28965	4.75591	5.07159	1.54946
ENST00000518806.1	0	0.07461	0.1166	0	0.16413
ENST00000518810.1	0.12988	0	0	0	0
ENST00000518937.6	19.70938	12.73983	14.93025	9.90794	7.23596
ENST00000518993.2	8.56729	12.38352	63.13382	6.49842	110.47464
ENST00000519096.5	0	0.07461	0	0.44016	0.05475
ENST00000519161.1	0.24561	0	0.1182	0.31055	0.2555
ENST00000519263.5	0	0.19732	0.23553	0	0.70352
ENST00000519273.6	5.31919	0	0	10.2706	0.47169
ENST00000519278.5	0.51885	0.18458	0.72325	5.65422	0.36299
ENST00000519295.6	6.2677	11.91908	4.92227	0	12.37757
ENST00000519389.6	4.76179	0.80405	1.11855	1.366	1.75349
ENST00000519401.5	0.70441	0.27325	1.58007	0.39871	0.65495
ENST00000519465.5	14.51423	0	4.76325	23.93962	0
ENST00000519604.5	3.62913	3.32731	10.33642	0.34559	4.64039
ENST00000519632.5	21.50214	6.94999	1.1392	0.33364	2.17966
ENST00000519657.5	0.4102	0	0.11709	0.3647	0
ENST00000519661.5	0.42298	0	0.56892	0.29471	0.5638
ENST00000519674.1	1.41533	0	0	0	0
ENST00000519703.2	0	1.00721	0.33092	0	0
ENST00000519716.7	13.84365	3.77321	15.2498	11.24287	3.60608
ENST00000519811.6	0.74248	1.20055	2.37819	3.27578	2.37047
ENST00000519857.5	0.23767	0.20878	0.44092	0	0.69668
ENST00000519881.5	7.38498	2.17298	4.04153	2.37472	1.95448
ENST00000519888.6	2.04873	0.57293	9.5159300000000009	1.92754	0.80318
ENST00000519902.2	10.34125	4.75723	2.52637	4.82939	2.3468
ENST00000519907.5	2.17993	0.81533	0.95736	0	0.49353
ENST00000519927.5	0.12988	0	0	0	0
ENST00000519993.5	11.14868	18.16748	12.55003	10.08795	18.25018
ENST00000520016.5	4.11272	1.61654	1.30424	2.83747	1.12204
ENST00000520040.5	0.13259	0.14922	1.98223	0.25431	1.14893
ENST00000520045.5	4.103	2.02535	0	0	5.26758
ENST00000520079.1	3.40731	0.11908	3.73723	2.48515	4.62076
ENST00000520109.1	0	0	0	0	0
ENST00000520176.5	1.84645	1.13347	0.95651	1.20127	0.66
ENST00000520191.5	0	0.07841	0	0	0
ENST00000520276.5	0.27523	29.7654	0	0	0
ENST00000520296.5	0	0.39213	0.39817	1.67753	0.98878
ENST00000520358.7	6.76009	25.81641	8.80398	6.33278	37.03899
ENST00000520399.1	1.05734	1.56678	0.83056	1.02574	1.98931
ENST00000520452.5	4.60535	18.65199	5.41777	7.27314	13.5403
ENST00000520470.5	1.01708	0.62544	0	0.22401	0.29526
ENST00000520482.1	0.1629	0.1666	0	0.25249	0.16413
ENST00000520527.5	4.65088	0.10424	4.69157	4.85837	0.31276
ENST00000520710.5	0.64942	0.67478	0.1166	0	0.41171
ENST00000520727.5	0.52985	0	0	0.51117	0
ENST00000520818.5	0.95623	0.07461	0	0.15129	0
ENST00000520872.5	0.13663	0	0	7.64344	0
ENST00000520916.1	0.14557	0.24924	2.018	1.35592	0.24949
ENST00000521026.5	42.60649	1.03157	48.70029	59.72547	4.59608
ENST00000521081.5	0.16448	0	0.20816	0.16613	0.18165
ENST00000521089.5	0.18541	0.70871	0.14785	0.81175	1.48522
ENST00000521119.1	0	0.28663	0.14058	1.42825	0.21895
ENST00000521210.5	0.43424	0.52605	0.53773	0.79327	1.1336
ENST00000521214.5	0	0	0	0	2.30374
ENST00000521241.6	0.15863	0.79899	0.56509	0.35453	0.73201
ENST00000521334.5	0.96747	0.69217	0.69961	1.02062	1.16868
ENST00000521335.1	0.34427	1.43421	0.64921	0.20732	0
ENST00000521369.2	13.25283	2.23825	19.57678	16.66416	3.28261
ENST00000521419.5	0	30.40535	0	0	2.3306
ENST00000521438.1	0.81795	0	0.35801	0.65654	0.58592
ENST00000521451.5	0	0	0	0	3.96359
ENST00000521545.7	0.96587	154.67329	47.9384	0.59733	170.03804
ENST00000521626.5	0.20756	0.26981	0	0	0.28723
ENST00000521652.5	0.50359	0.36551	0.16105	0.16799	0.2888
ENST00000521673.5	0.17111	0	0	0.43718	0.10441
ENST00000521689.5	0.47082	0.85123	0	0.29038	1.37965
ENST00000521696.1	10.89939	9.10223	10.70515	18.8152	10.36496
ENST00000521711.5	0	0	1.51582	0.25306	0
ENST00000521794.1	0.12988	0	0.1166	0	0
ENST00000521835.1	2.32595	0.3388	2.89478	1.03746	1.14415
ENST00000522017.5	0	0	0.36567	0	0.86169
ENST00000522102.5	0.25977	0	0.1166	0.12624	0
ENST00000522251.5	0	0	0	0	1.44503
ENST00000522656.5	0.7793	0.76768	0.61563	0.37873	0.51384
ENST00000522684.5	30.10604	34.76117	30.06322	27.72909	32.13904
ENST00000522854.5	0	0	0	0	0.23836
ENST00000522974.5	0.39779	0	0.69961	0.30902	0.77209
ENST00000523037.6	27.36973	54.91671	27.6477	27.44171	42.52179
ENST00000523058.5	0.18157	0	0	0	0.107
ENST00000523066.1	0	0	0	0	0
ENST00000523183.5	0	0	0.34981	0.06312	0
ENST00000523204.2	3.09515	0.44449	0.23055	3.07869	2.19806
ENST00000523215.1	5.5826	0	18.0124	6.35535	0.39555
ENST00000523243.5	0	0.73682	0	0	0.37109
ENST00000523277.6	7.15067	15.07615	6.26427	8.07022	17.69173
ENST00000523300.5	0	0	0	0	0
ENST00000523308.5	0.7038	0.96773	0.03383	0.61855	0.10021
ENST00000523374.5	0	1.16584	0	0	0.4907
ENST00000523392.2	4.39637	19.94145	13.14731	5.02252	6.86923
ENST00000523456.1	0	2.6113	0	0	2.06373
ENST00000523490.1	0	0	0	0.13678	0.09843
ENST00000523501.5	0.31349	0.24103	2.81234	1.52748	0.53834
